skt	tib
 || suvarṇaprabhāsottamasūtrendrarājaḥ || || nidānaparivartaḥ || oṃ namaḥ śrīsarvabuddhabodhisattvebhyaḥ | oṃ namaḥ śrībhagavatyai āryaprajñāpāramitāyai || tadyathā | oṃ śrutismṛtigativijaye svāhā || yasmin pāramitā daśottamaguṇāstaistairnayaiḥ sūcitāḥ sarvajñena jagaddhitāya daśa ca prakhyāpitā bhūmayaḥ | ucchedadhruvavarjitā ca vimalā proktā gatirmadhyamā tatsūtraṃ svarṇaprabhānigaditaṃ śṛṇvantu bodhyarthinaḥ ||	༄༤༠༥བ་། །རྒྱ་གར་སྐད་དུ་། ཨའརྱ་སུ་བརྣ་པྲ་བྷའ་སོཏཏ་མ་སའུ་ཏྲེནདྲ་རའ་ཛ་ནའ་མ་མཧའ་ཡའ་ན་སའུ་ཏྲ་། བོད་སྐད་དུ་། འཕགས་པ་གསེར་འོད་དམ་པ་མདོ་སྡེའི་དབང་པོའི་རྒྱལ་པོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་༎ བམ་པོ་དང་པོ་། འདས་པ་དང་། མ་བྱོན་པ་དང་། ད་ལྟར་བྱུང་བའི་སངས་རྒྱས་དང་། བྱང་ཆུབ་སེམས་དཔའ་དང་། རང་སངས་རྒྱས་དང་། འཕགས་པ་ཉན་ཐོས་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 śrutaṃ mayaikasamaye gṛdhrakūṭe tathāgataḥ ||	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་། བྱ་རྒོད་ཕུང་པོ་ཆོས་ཀྱི་དབྱིངས་༎
 vijahāra dharmadhātau gambhīre buddhagocare || suv_1|1 || bodhisattvasamuccayayā mahākuladevatayā, sarasvatyā ca mahādevatayā, śriyā ca mahādevatayā, dṛḍhayā ca mahāpṛthivīdevatayā, hārītyā ca mahādevatayā, evaṃ pramukhābhirmahādevatābhiranekadevanāgayakṣarākṣasagandharvāsuragaruḍakinnaramahoragamanuṣyāmanuṣyaiḥ sārdham | athāyuṣmānānando bhagavantametadavocat | kiṃ tāsāṃ bhagavandharmavinayaṃ bhaviṣyatīti? bhagavānāha gāthābhiḥ |	ཟབ་མོ་སངས་རྒྱས་སྤྱོད་ཡུལ་ན་༎ དེ་བཞིན་གཤེགས་པ་བཞུགས་ནས་ནི་༎
 bhāvanaṃ ca na duḥpṛcchayā virajaskaṃ samādhiṃ dharmasāraṃ pratiṣṭhitam |	དག་ཅིང་རྡུལ་རྣམས་མེད་པ་ཡི་༎
 śuddheṣu virajaskeṣu bodhisattvottameṣu ca |	བྱང་ཆུབ་སེམས་དཔའ་མཆོག་རྣམས་ལ་༎
 nidānaṃ sūtrarājendraṃ svarṇaprabhāsottamamidam || suv_1|2 ||	མདོ་སྡེའི་དབང་པོའི་རྒྱལ་པོ་སྟེ་༎
 tato gambhīraśravaṇena gambhīravyupaparīkṣaṇena |	མཉན་ན་ཤིན་ཏུ་ཟབ་པ་དང་༎ ཡོངས་སུ་བརྟགས་ན་ཟབ་པ་ཉིད་༎ གསེར་འོད་དམ་པ་འདི་འཆད་དོ་༎
 dikṣu catasṛṣu buddhairadhiṣṭhānamadhiṣṭhitam || suv_1|3 || (bagchi 2)	ཕྱོགས་བཞིར་སངས་རྒྱས་རྣམས་ཀྱིས་ནི་༎ བྱིན་གྱི་རླབས་ཀྱིས་བྱིན་བརླབས་པ་༎ མི་འཁྲུགས་པས་ནི་ཤར་ཕྱོགས་སུ་༎
 akṣobhyarājaḥ pūrvasmindakṣiṇe ratnaketunā |	རིན་ཆེན་ཏོག་གིས་ལྷོ་ཕྱོགས་སུ་༎
 paścimāyāmamitābha uttare dundubhisvaraḥ || suv_1|4 || taṃ pravakṣyāmyadhiṣṭhānaṃ māṅgalyadeśanottamam |	འོད་དཔག་མེད་ཀྱིས་ནུབ་ཕྱོགས་སུ་༎ རྔ་སྒྲ་ཡིས་ནི་བྱང་ཕྱོགས་སུ་༎
 sarvapāpavināśārthaṃ sarvapāpakṣayaṃkaram || suv_1|5 ||	སྡིག་པ་ཐམས་ཅད་གཞིག་པའི་ཕྱིར་༎ བཤད་པ་དམ་པ་བཀྲ་ཤིས་པ་༎ སྡིག་པའི་༄༤༠༦ཨ་༌༎
 sarvasaukhyapradātāraṃ sarvaduḥkhavināśanam |	ལས་རྣམས་ཟད་བྱེད་པ་༎ བདེ་པ་?་ཐམས་ཅད་སྦྱིན་བྱེད་པ་༎ སྡུག་བསྔལ་ཐམས་ཅད་འཇིག་བྱེད་པ་༎
 mūlaṃ sarvajñatattvasya sarvaśrīsamalaṅkṛtam || suv_1|6 ||	ཐམས་ཅད་མཁྱེན་པ་ཉིད་ཀྱི་གཞི༏་༏དཔལ་ཀུན་གྱིས་ནི་ལེགས་བརྒྱན་པ་༎ བྱིན་གྱིས་བརླབས་ཏེ་བརྗོད་པར་བྱ་༎
 upahatendriyā ye hi sattvā naṣṭā hatāyuṣaḥ | alakṣmyā pariviṣṭā hi devatāsu parāṅmukhāḥ || suv_1|7 || kāntayā te janā dviṣṭāḥ kuṭumbādiṣvapadrutāḥ |	སེམས་ཅན་གང་དག་དབང་པོ་ཉམས་༎
 parasparaviruddhā vā arthanāśairupadrutāḥ || suv_1|8 || śokāyāseṣvanarthe ca bhaye vyasana eva ca | grahanakṣatrapīḍāyāṃ kākhordadāruṇagrahaiḥ || suv_1|9 ||	ཚེ་ཟད་པ་དང་ཚེ་ཉམས་དང་༎ ཕུན་སུམ་ཚོགས་མིན་གང་ཆགས་དང་༎ ལྷ་རྣམས་རྒྱབ་ཀྱིས་ཕྱོགས་པ་དང་༎ མཛའ་སྡུག་སྐྱེ་བོ་སྡང་བ་དང་༎ བྲན་བཟའ་ལ་སོགས་གཙེས་པ་དང་༎ ཕན་ཚུན་མཐུན་པ་མ་ཡིན་དང་༎ ནོར་འགྲིབས་པས་ནི་གནོད་པ་དང་༎ མྱ་ངན་ངལ་དང་གནོད་པ་དང་༎ འཇིགས་པ་དང་ནི་ཕོངས་པ་དང་༎ གཟའ་དང་རྒྱུ་སྐར་བྱད་སྟེམས་དང་༎ མི་བཟད་གདོན་གྱིས་ཉེན་པ་དང་༎ མྱ་ངན་ངལ་ལས་བྱུང་བ་ཡི་༎
 pāpakaṃ paśyati svapnaṃ śokāyāsasamucchritam |	རྨི་ལམ་སྡིག་པ་མཐོང་ན་ཡང་༎
 tena ca snānaśucinā śrotavyaṃ sūtramuttamam || suv_1|10 ||	དེས་ནི་རབ་བཀྲུས་གཙང་མ་ཡིན་༎ མདོ་སྔ་དམ་པ་མཉན་པར་བྱ་༎ གང་དག་ཡིད་དགེ་སེམས་དབ༹ང་ཞིང་༎ གོས་གཙང་རྣམས་ཀྱིས་རབ་བརྒྱན་ཏེ་༎
 śṛṇvanti ya idaṃ sūtraṃ gambhīraṃ buddhagocaram | prasannacittāḥ sumanasaḥ śucivastrairalaṅkṛtāḥ || suv_1|11 ||	ཟབ་མོ་སངས་རྒྱས་སྤྱོད་ཡུལ་བ་༎ མདོ་སྡེ་མཉན་པར་བྱེད་ན་ནི་༎ མདོ་སྡེ་འདི་ཡི་གཟི་བརྗིད་ཀྱིས་༎ སྲོག་ཆགས་ཀུན་གྱི་གནད་པ་དང་༎ ཤིན་ཏུ་མི་བཟད་འདི་འདྲ་བ་༎
