skt	tib
 āryavajravidāraṇā nāma dhāraṇī oṃ namo bhagavatyai āryavajravidāraṇāyai |	༄༢༨༥ཨ་རྒྱ་གར་སྐད་དུ་། བཛྲ་བི་དྷའ་ར་ན་ནའ་མ་དྷའ་ར་ནའི་། བོད་སྐད་དུ་། རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་གཟུངས་། སངས་རྒྱས་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 evaṃ mayā śrutamekasmin samaye bhagavān vajreṣu viharati sma |	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་། བཅོམ་ལྡན་འདས་རྡོ་རྗེ་ལ་བཞུགས་ཏེ་།
 sarvaśarīraṃ vajramayamadhiṣṭhāya vajrapāṇiśca buddhānubhāvena vajrasamādhiṃ samāpannaḥ |	སངས་རྒྱས་ཀྱིས་མཐུས་ལག་ན་རྡོ་རྗེས་ལུས་ཐམས་ཅད་རྡོ་རྗེར་བྱིན་གྱིས་བརླབས་ནས་རྡོ་རྗེའི་ཏིང་ངེ་འཛིན་ལ་སྙོམས་པར་ཞུགས་སོ་༎
 tato vajrapāṇiḥ [sarva]buddhānubhāvena sarvabuddhādhiṣṭhānaṃ [sarvabodhisattvādhiṣṭhā]nañca mahākrodhasambhūtaṃ vajrasāramabhāṣate sma | acchedyamabhedyaṃ satyaṃ dṛḍhaṃ sthiraṃ sarvatrāpratihataṃ sarvatrāparājitaṃ sarvasattvavidrāvaṇakaraṃ	དེ་ནས་ལག་ན་རྡོ་རྗེ་སངས་རྒྱས་ཀྱི་མཐུ་དང་། སངས་རྒྱས་ཀྱི་བྱིན་གྱི་རླབས་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ཀྱི་བྱིན་གྱི་རླབས་ཀྱིས་རྡོ་རྗེ་ཁྲོ་བོ་ལས་བྱུང་བ་རྡོ་རྗེ་སྙིང་པོས་རབ་ཏུ་སྨྲས་ཏེ་། མི་ཐུབ་པ་། མི་ཆོད་པ་། མི་ཤིགས་པ་། བདེན་པ་། སྲ་བ་། བརྟན་པ་། ཐམས་ཅད་དུ་ཐོགས་པ་མེད་པ་། ཐམས་ཅད་དུ་མ་ཕམ་པ་།
 sarvasattvotsādanakaraṃ sarvavidyācchedanakaraṃ sarvavidyāstambhanakaraṃ sarvakarmavidhvaṃsanakaraṃ	སེམས་ཅན་ཐམས་ཅད་སྐྲག་པར་བྱེད་པ་། སེམས་ཅན་ཐམས་ཅད་འཇིལ་བར་བྱེད་པ་། རིག་༄༢༨༥བ་སྔགས་ཐམས་ཅད་གཅོད་པར་བྱེད་པ་།
 sarvakarmavidrāvaṇakaraṃ sarvagrahotsādanakaraṃ sarvagrahavimokṣaṇakaraṃ sarvabhūtākarṣaṇakaraṃ	རིག་སྔགས་ཐམས་ཅད་གནོན་པར་བྱེད་པ་། ལས་ཐམས་ཅད་འཇོམས་པར་བྱེད་པ་། གཞན་གྱི་ལས་ཐམས་ཅད་འཇིག་པར་བྱེད་པ་། གདོན་ཐམས་ཅད་བརླག་པར་བྱེད་པ་། གདོན་ཐམས་ཅད་ལས་ཐར་པར་བྱེད་པ་། འབྱུང་པོ་ཐམས་ཅད་འགུགས་པར་བྱེད་པ་།
 [sarvabhūtanigrahaṇakaraṃ] sarvavidyāmantrakarmaparāyaṇakaraṃ asiddhānāṃ siddhakaraṃ	འབྱུང་པོ་ཐམས་ཅད་ཚར་གཅོད་པ་། རིག་སྔགས་ཀྱི་ལས་ཐམས་ཅད་བྱེད་དུ་འཇུག་པ་། མ་གྲུབ་པ་རྣམས་གྲུབ་པར་བྱེད་པ་།
 siddhānāñcāvināśanakaraṃ [sarvakāmapradānakaraṃ] sarvasattvānāṃ rakṣaṇakaraṃ śāntikaṃ	གྲུབ་པ་རྣམས་ཆུད་མི་ཟ་བར་བྱེད་པ་། འདོད་པ་ཐམས་ཅད་རབ་ཏུ་སྦྱིན་པ་། སེམས་ཅན་ཐམས་ཅད་སྲུང་བ་། ཞི་བ་། རྒྱས་པ་།
 pauṣṭikaṃ sarvasattvānāñca stambhanakaraṃ sarvasattvānāṃ ca mohanakaram imaṃ mantraṃ	སེམས་ཅན་ཐམས་ཅད་རངས་པར་བྱེད་པ་།
 mahāvalaṃ buddhānubhāvena yakṣendro vajrapāṇiḥ pratyabhāṣat |	རྨུགས་པར་བྱེད་པའི་གསང་སྔགས་ཀྱི་མཐུ་ཆེན་པོ་འདི་སངས་རྒྱས་ཀྱི་མཐུས་ལག་ན་རྡོ་རྗེས་རབ་ཏུ་སྨྲས་སོ་༎ ན་མོ་རཏན་ཏྲ་ཡའ་ཡ་། ན་མ་ཤཙནད་བཛྲ་པའ་ན་ཡེ་། མ་ཧའ་ཡཀཤ་སེ་ནའ་པ་ཏ་ཡེ་། ཏདྱ་ཐའ་།
 oṃ namo ratnatrayāya | namaścaṇḍavajrapāṇaye | mahāyakṣasenāpataye | tadyathā - oṃ truṭa truṭa troṭaya troṭaya sphuṭa sphuṭa sphoṭaya sphoṭaya ghurṇa ghurṇa ghurṇāpaya (vvdh_162)	ཨཨོམ་ཏྲ་ཏ་ཏྲ་ཏ་། ཏྲོ་ཏ་ཡ་ཏྲོ་ཏ་ཡ་། སཕུ་ཏ་སཕུ་ཏ་། སཕོ་ཏ་ཡ་སཕོ་ཏ་ཡ༏་གྷའུརནའ་གྷའུརནའ་། གྷའུརནནའ་པ་ཡ་གྷའུརནའ་པ་ཡ་། སརྦ་སཏབ༹་ན་། བོ་དྷ་ཡ་བོ་དྷ་ཡ་།
 ghurṇāpaya sarvasattvānāṃ vibodhaya vibodhaya sambodhaya sambodhaya bhrama bhrama saṃbhrāmaya saṃbhrāmaya sarvabhūtāni kuṭa kuṭa saṃkuṭaya saṃkuṭaya sarvaśatrūn ghaṭa	སམ་བོ་དྷ་ཡ་སམ་བོ་དྷ་ཡ་། བྷྲ་མ་བྷྲ་མ་། སམ་བྷྲ་མ་ཡ་སམ་བྷྲ་མ་ཡ་། སརྦ་བྷའུ་ཏའ་ནི་། ཀུཏཏ་ཀུཏཏ་། སམ་ཀུཏཏ་ཡ་སམ་ཀུཏཏ་ཡ༏་སརྦ་ཤ་ཏརའུ་། གྷཏཏ་གྷཏཏ་། སམ་གྷཏཏ་ཡ་། སམ་གྷཏཏ་ཡ་།
 ghaṭa saṃdhāṭaya saṃghāṭaya sarvavidyā vajra vajrasphoṭaya vajra vajra kaṭa vajra	སརྦ་བིདཡའ་བཛྲ་བཛྲ་། སཕོ་ཏ་ཡ་བཛྲ་བཛྲ་། ཀ་ཏ་ཡ་བཛྲ་བཛྲ་།
 vajra maṭa vajra vajra matha vajra vajra aṭṭahāsanīlavajrasuvajrāya svāhā |	མ་ཏ་ཡ་བཛྲ་བཛྲ་། མ་ཏ་ཡ་བཛྲ་བཛྲ་། མ་ཐ་བཛྲ་བཛྲ་། ཨཨཏཏ་ཧ་༄༢༨༦ཨ་༌༎ ས་ནའི་ལ་བཛྲ་། སུ་བཛྲ་ཡ་སབ༹འཧའ་། ཧེ་ཕུ་ལླུ་། ནི་རུ་ཕུ་ལླུ་།
 oṃ he fullu nirufullu nigṛhṇa kullu mili cullu kuru kullu vajravijayāya svāhā |	གྲིཧན་ཀུལླུ་མི་ལི་ཙུལླུ་། ཀུ་རུ་ཀུལླུ་། བཛྲ་བེ་ཛ་ཡའ་ཡ་སབ༹འཧའ་།
 oṃ kilikīlāya svāhā | oṃ kaṭa kaṭa maṭa maṭa raṭa raṭa moṭana pramoṭanāya svāhā |	ཀའི་ལི་ཀའི་ལའ་ཡ་སབ༹འཧའ་། ཀ་ཏ་ཀ་ཏ་། མ་ཏ་མ་ཏ༏་ར་ཏ་ར་ཏ་། མོ་ཏ་ན་། པྲ་མོ་ཏ་ནའ་ཡ་སབ༹འཧའ་། ཙ་ར་ནི་ཙ་ར་། ཧ་ར་ཧ་ར་། ས་ར་ས་ར་།
 oṃ cara nicara hara hara sara sara māraya vajravidāraṇāya svāhā |	མའ་ར་ཡ་མའ་ར་ཡ་། བཛྲ་བི་དའ་རའ་ཡ་སབ༹འཧའ་། ཙིཚིནད་ཙཚིནད་། བྷིནད་བྷིནད་།
 oṃ chinda chinda bhinda bhinda mahākilikīlāya svāhā |	མ་ཧའ་ཀའི་ལི་ཀའི་ལ་ཡ་སབ༹འཧའ༏་བནདྷ་བནདྷ་།
 oṃ bandha bandha krodha krodha vajrakilikīlāya svāhā |	ཀྲོ་དྷ་ཀྲོ་དྷ་བཛྲ་ཀའི་ལི་ཀའི་ལའ་ཡ་སབ༹འཧའ་།
 oṃ curu curu caṇḍakilikīlāya svāhā |	ཙུ་རུ་ཙུ་རུ་ཙནད་ཀའི་ལི་ཀའི་ལའ་ཡ་སབ༹འཧའ་།
 oṃ trāsaya trāsaya vajrakilikīlāya svāhā |	ཏརའ་ས་ཡ་ཏརའ་ས་ཡ་བཛྲ་ཀའི་ལི་ཀའི་ལའ་ཡ་སབ༹འཧའ་།
