skt	tib
 abhidharmasamuccayabhāṣyam i [lakṣaṇasamuccayo nāma prathamaḥ samuccayaḥ] oṃ namo ratnatrayāya |	༄༡བ་༅་༎ རྒྱ་གར་སྐད་དུ་། ཨཨ་བྷི་དྷ་རམམ་སརྦ་དུ་ཙཚ་ཡ་བྷའ་ཤུམ་། བོད་སྐད་དུ་། ཆོས་མངོན་པ་ཀུན་ལས་བཏུས་པའི་བཤད་པ་། བམ་པོ་དང་པོ་། འཇམ་དཔལ་གཞོན་ནུར་གྱུར་dd་པ་ལ་ཕྱག་འཚལ་ལོ་༎
 kimarthamidaṃ śāstramārabdham |	ཅིའི་ཕྱིར་བསྟན་བཅོས་འདི་བརྩམས་ཤེ་ན་།
 skandhādīnārabhya kati kasmādityevamādiṣu cintāsthāneṣu kauśalyakaraṇārtham |	ཕུང་པོ་ལ་སོགས་པ་ལས་བརྩམས་ཏེ་། དུ་དང་ཅིའི་ཕྱིར་ཞེས་བྱ་བ་ལ་སོགས་པ་བསམ་པའི་གནས་རྣམས་ལ་མཁས་པར་བྱ་བའི་ཕྱིར་བརྩམས་སོ་༎ 
 tathāhyanena kauśalyena dvividho 'nuśaṃso labhyate - manaskārānuśaṃsaṃḥ sāṃkathyaviniścayānuśaṃsaśca |	འདི་ལྟར་མཁས་པ་འདིས་ནི་ཕན་ཡོན་རྣམ་པ་གཉིས་ཐོབ་སྟེ་། ཡིད་ལ་བྱེད་པའི་ཕན་ཡོན་དང་། འབེལ་བའི་གཏམ་གཏན་ལ་འབེབས་པའི་ཕན་ཡོན་ནོ་༎
 tatra manaskārānuśaṃsaḥ śamathānukūlyādvipaśyanāvṛddhayānukūlyācca veditavyaḥ |	དེ་ལ་ཡིད་ལ་བྱེད་པའི་ཕན་ཡོན་ནི་ཞི་གནས་ཀྱི་རྗེས་སུ་མཐུན་པ་དང་། ལྷག་མཐོང་འཕེལ་བའི་རྗེས་སུ་མཐུན་པ་རིག་པར་བྱའོ་༎
 śamathānukūlyaṃ punareṣu sthāneṣu kṛtakauśalasya niḥsaṃdehatayā yatheṣṭamālaṃbane aikāgrayayogena sukhaṃ cittasamādhānataḥ |	ཞི་གནས་ཀྱི་རྗེས་སུ་མཐུན་པ་ནི་གནས་འདི་དག་ལ་མཁས་པར་བྱས་པས་ཐེ་ཚོམ་མེད་པས་། ཇི་ལྟར་རང་གི་དམིགས་པ་ལ་རྩེ་གཅིག་པའི་ཚུལ་གྱིས་བདེ་བར་སེམས་མཉམ་པར་འཇོག་པའི་ཕྱིར་ཞི་གནས་ཀྱི་རྗེས་སུ་མཐུན་ནོ་༎
 vipaśyanāvṛddhayānu kūlyaṃ bahubhiḥ prakāraiḥ jñeyaparīkṣayā prajñāprakarṣagamanataḥ |	ལྷག་མཐོང་༄༢ཨ་༌་༎ འཕེལ་བའི་རྗེས་སུ་མཐུན་པ་ནི་རྣམ་པ་མང་པོར་ཤེས་བྱ་ཡོངས་སུ་བརྟགས་པས་ཤེས་རབ་ཁྱད་ཞུགས་པར་འགྲོ་བའི་ཕྱིར་།
 sāṃkathyaviniścayānuśaṃsa eṣu sthāneṣu kuśalasya sarvapraśnavyākaraṇaśaktiyogādvaiśāradyapratilaṃbhato draṣṭavyaḥ ||	ལྷག་མཐོང་གི་རྗེས་སུ་མཐུན་ནོ་༎ འབེལ་བའི་གཏམ་གཏན་ལ་འབེབས་པའི་ཕན་ཡོན་ནི་གནས་འདི་དག་ལ་མཁས་པས་འདྲི་བ་ཐམས་ཅད་ལུང་སྟོན་པའི་མཐུ་དང་ལྡན་པས་མི་འཇིགས་པ་ཐོབ་པར་བལྟའོ་༎ 
 pañcākārātmavastūdbhāvanatāmupādāyetyatracaturākāramātmano vastvityātmavastu |	བདག་གི་གཞི་རྣམ་པ་ལྔ་བརྗོད་པའི་ཕྱིར་ཏེ་། ཞེས་བྱ་བ་འདི་ལ་རྣམ་པ་བཞི་ནི་བདག་གི་གཞི་ཡིན་པས་བདག་གི་གཞིའོ་༎
 pañcamaṃ tvātmalakṣaṇameva vastvityātmavastviti veditavyam |	ལྔ་པ་ནི་བདག་གི་མཚན་ཉིད་ཁོ་ན་སྟེ་། གཞི་ཡིན་པས་བདག་གི་གཞིར་རིག་པར་བྱའོ་༎
