skt	tib
 āps 1| bhagavāṃc chrāvastyāṃ viharati sma jetavane anāthapiṇḍadasyārāme| tatra bhagavān bhikṣūn āmantrayate sma| icchatha yūyaṃ bhikṣavaḥ satvānām (gbm 1707|1) āyuḥparyantaṃ śrotuṃ| etasya bhagavāṃ kāla, etasya sugata samayo,	བཅོམ་ལྡན་འདས་མཉན་ཡོད་ན་རྒྱལ་བུ་རྒྱལ་བྱེད་ཀྱི་ཚལ་མགོན་མེད་ཟས་སྦྱིན་གྱི་ཀུན་དགའ་ར་བ་ན་བཞུགས་སོ་༎ དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་དགེ་སློང་རྣམས་ལ་བཀའ་སྩལ་པ་། དགེ་སློང་དག་ཁྱེད་སེམས་ཅན་རྣམས་ཀྱི་ཚེའི་མཐའ་ཐོས་པར་འདོད་དམ་། བཅོམ་ལྡན་འདས་། དེའི་དུས་ལ་བབ་ལགས་སོ་༎ བདེ་བར་གཤེགས་པ་། དེའི་དུས་ལ་བབ་ལགས་སོ་༎
 yad bhagavān bhikṣūṇāṃ satvānām āyuḥparyantaṃ deśayed| bhagavataḥ śrutvā bhikṣavo dhārayiṣyanti| tena hi bhikṣavaḥ (gbm 1707|2)	བཅོམ་ལྡན་འདས་། སེམས་ཅན་རྣམས་ཀྱི་ཚེའི་མཐའ་བསྟན་པ་བཅོམ་ལྡན་འདས་ལས་ཐོས་ནས་དགེ་སློང་དག་འཛིན་པར་བགྱིད་ལགས་སོ་༎ 
 śṛṇuta sādhu ca suṣṭhu ca manasikuruta,	དགེ་སློང་དག་། དེའི་ཕྱིར་ལེགས་པར་རབ་ཏུ་ཉོན་ལ་ཡིད་ལ་ཟུངས་ཤིག་དང་ངས་བཤད་དོ་༎ དགེ་སློང་དག་། དམྱལ་བ་རྣམས་ཀྱི་ཚེའི་ཚད་ནི་རིང་ན་བསྐལ་པ་གཅིག་སྟེ་། བར་མ་དོར་འཆི་བ་ནི་ཡོད་དོ་༎
 bhāṣiṣya| evaṃ bhadanteti| te bhikṣavo bhagavataḥ pratyaśroṣuḥ| atha bhagavāṃs tān bhikṣūn idam avocat*| āps 2| paraṃ bhikṣavo narakeṣu kalpa āyuṣaḥ (gbm 1707|3) pramāṇam, asty antareṇa kālakriyā|	དགེ་སློང་དག་།
 āps 3| paraṃ bhikṣavas tiryakṣu kalpa āyuṣaḥ pramāṇam,	༄༢༡༤བ་དུད་འགྲོ་རྣམས་ཀྱི་ཚེའི་ཚད་ནི་རིང་ན་བསྐལ་པ་གཅིག་སྟེ་།
 asty antareṇa kālakriyā|	བར་མ་དོར་འཆི་བ་ནི་ཡོད་དོ་༎ དགེ་སློང་དག་།
 āps 4| yāni bhikṣavo manuṣyāṇāṃ triṃśad rātriṃdivasāni tat pretānām (gbm 1707|4) ekaṃ rātriṃdivasaṃ,	མི་རྣམས་ཀྱི་ཉིན་ཞག་སུམ་ཅུ་གང་ཡིན་པ་དེ་ཡི་དབ༹གས་རྣམས་ཀྱི་ཉིན་ཞག་གཅིག་གོ་།
 tena rātriṃdivasena triṃśad rātrakeṇa māsena,	ཉིན་ཞག་དེ་སུམ་ཅུ་ལ་ཟླ་བ་གཅིག་།
 dvādaśa māsakena saṃvatsareṇa,	ཟླ་བ་བཅུ་གཉིས་ལ་ལོ་གཅིག་སྟེ་།
 tayā saṃvatsaragaṇanayā paṃca varṣaśatāni pretānām āyuṣaḥ (gbm 1707|5)	ཡི་དབ༹གས་རྣམས་ཀྱི་ཚེའི་ཚད་ནི་ལོ་དེ་ལྟ་བུར་བརྩིས་པའི་ལྔ་བརྒྱ་ཐུབ་སྟེ་།
 pramāṇāṃ| tad bhavati mānuṣikayā gaṇanayā paṃcadaśa varṣasahasrāṇy āyuṣaḥ pramāṇam,	དེ་མིའི་ལྟར་བརྩིས་ན་ལོ་ཁྲི་ལྔ་སྟོང་ཡོད་དེ་།
 asty antareṇa kālakriyā|	བར་མ་དོར་འཆི་བ་ནི་ཡོད་དོ་༎
 āps 5| atha bhagavāṃs tasyāṃ velāyāṃ gāthā bhāṣate|	དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་དེའི་ཚེ་ཚིགས་སུ་བཅད་དེ་བཀའ་སྩལ་པ་། ཇི་ལྟར་རབ་ཏུ་ཆེ་བའི་ལུས་འགྲེང་ཞིང་༎
 viśuṣkakaṇṭhauṣṭhapuṭā (gbm 1707|6) suduḥkhitā pravṛddhaśailā iva ucchritāśrayā |	མཆུ་དང་མིད་བསྐམས་ཤིན་ཏུ་སྡུག་བསྔལ་བ་༎
 svakeśasaṃcchannavidāritonmukhā	རང་གི་སྐྲས་ཡོག་ཁ་གདངས་གནམ་དུ་ལྟ་༎
 susūkṣmasūcīsadṛśā nasāḥ kṛśā || 1 nagnā svakeśasaṃchanno asthiyantravadantatā (gbm 1707|7) | kapālapāṇayo ghorāḥ kradantaḥ paridhāvinaḥ || 2	སྣ་ནི་ཁབ་ལྟར་རབ་ཏུ་ཕྲ་བ་དང་༎ རུས་གོང་འདྲ་ལུས་གཅེར་བུ་རང་སྐྲས་ཡོག་། གཟུགས་མི་སྡུག་པ་འགྲེང་ཞིང་ཐོད་པ་ཐོགས་༎ བཀྲེས་དང་སྐོམ་དང་ངལ་བས་ར་བ་གཟིར་གང་༎ ཆོ་ངེས་འདེབས་ཤིང་ཀུན་ཏུ་རྒྱུག་པ་དག་།
 ārtasvarāṇi krandanto duḥkhāṃ vindati vedanām* || 3 X X X X (gbm 1693|1) ^ _ vyehe kṛtverṣyāṃ ca parasparam* | utpannās te pretaloke karma kṛtveha pāpakaḥ || 4	ཉམ་ཐག་སྐད་འབྱིན་སྡུག་བསྔལ་ཚོར་བ་མྱོང་༎ ཕན་ཚུན་ཕྲག་དོག་སེར་སྣ་འདིར་བསྟེན་ཅིང་༎ འདིར་ནི་སྡིག་པའི་ལས་དག་བྱས་པ་ཡིས་༎ ཡི་དབ༹གས་འཇིག་རྟེན་དུ་ནི་དེ་དག་སྐྱེས་༎
 āps 6| pūrvavidehakānāṃ bhikṣavo manuṣyāṇām ardhatritīyāni varṣaśatāny āyuṣaḥ pramāṇam,	དགེ་སློང་དག་། ཤར་གྱི་ལུས་འཕགས་ཀྱི་མི་རྣམས་ཀྱི་ཚེའི་ཚད་ནི་ལོ་ཉིས་བརྒྱ་ལྔ་བཅུ་སྟེ་།
 asty antareṇa (gbm 1693|2) kālakriyā|	བར་མ་དོར་འཆི་བ་ནི་ཡོད་དོ་༎
 āps 7| avaragodānīyakānāṃ bhikṣavo manuṣyāṇāṃ paṃca varṣaśatāny āyuṣaḥ pramāṇam,	དགེ་སློང་དག་། ནུབ་ཀྱི་བ་ལང་སྤྱོད་ཀྱི་མི་རྣམས་ཀྱི་ཚེའི་ཚད་ལོ་ལྔ་བརྒྱ་སྟེ་།
 asty antareṇa kālakriyā|	བར་མ་དོར་འཆི་བ་ནི་ཡོད་དོ་༎ དགེ་སློང་དག་། བྱང་༄༢༡༥ཨ་༌༎
 āps 8| uttarakauravāṇāṃ bhikṣavo manuṣyāṇāṃ varṣasahasrāṇy āyuṣaḥ (gbm 1693|3)	གི་སྒྲ་མི་སྙན་རྣམས་ཀྱི་ཚེའི་ཚད་ནི་ལོ་སྟོང་སྟེ་།
