skt	tib
 || gaṇḍavyūhasūtram || 1 || nidānaparivartaḥ | || oṃ namaḥ sarvabuddhabodhisattvebhyaḥ ||	༄༡བ་༅༎ ཤིན་ཏུ་རྒྱས་པ་ཆེན་པོའི་མདོ་། སངས་རྒྱས་ཕལ་པོ་ཆེ་ཞེས་བྱ་བ་། བམ་པོ་བརྒྱད་ཅུ་ལྔ་པ་།
 evaṃ mayā śrutam |	ཀྱེ་རྒྱལ་བའི་སྲས་། བཅུ་པོ་འདི་དག་ནི་། བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཀྱི་སྙིང་པོ་བྱང་ཆུབ་ལ་འདུག་པ་སྟེ་། བཅུ་གང་ཞེ་ན་། འདི་ལྟར་འཇིག་རྟེན་གྱི་ཁམས་ཐམས་ཅད་རབ་ཏུ་བསྐྱོད་ཅིང་། བྱང་ཆུབ་སེམས་དཔའ་རྣམས་སྙིང་པོ་༄༢ཨ་༅༎ བྱང་ཆུབ་ལ་འཁོད་དོ་༎ འཇིག་རྟེན་གྱི་ཁམས་ཐམས་ཅད་སྣང་བར་བྱེད་ཅིང་། བྱང་ཆུབ་སེམས་དཔའ་རྣམས་སྙིང་པོ་བྱང་ཆུབ་ལ་འཁོད་དོ་༎ ངན་སོང་ཐམས་ཅད་རབ་ཏུ་ཞི་བར་བྱེད་ཅིང༏་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་སྙིང་པོ་བྱང་ཆུབ་ལ་འཁོད་དོ་༎ འཇིག་རྟེན་གྱི་ཁམས་ཐམས་ཅད་རྡོ་རྗེའི་རང་བཞིན་དུ་བྱིན་གྱིས་རློབ་ཅིང་། བྱང་ཆུབ་སེམས་དཔའ་རྣམས་སྙིང་པོ་བྱང་ཆུབ་ལ་འཁོད་དོ་༎
 ekasmin samaye bhagavān śrāvastyāṃ viharati sma jetavane 'nāthapiṇḍadasyārāme mahāvyūhe	དེ་བཞིན་གཤེགས་པའི་གདན་སེང་གེའི་ཁྲི་ལ་རྣམ་པར་ལྟ་ཞིང་། བྱང་ཆུབ་སེམས་༄༢བ་དཔའ་རྣམས་སྙིང་པོ་བྱང་ཆུབ་ལ་འཁོད་དོ་༎ ཡིད་ནམ་མཁའ་དང་མཉམ་པ་ལ་རྣམ་པར་མི་རྟོག་ཅིང་། བྱང་ཆུབ་སེམས་དཔའ་རྣམས་སྙིང་པོ་བྱང་ཆུབ་ལ་འཁོད་དོ་༎ ཇི་ལྟར་མཐུན་པའི་ལུས་དང་སྤྱོད་ལམ་ཡོངས་སུ་སྟོན་ཅིང་། བྱང་ཆུབ་སེམས་དཔའ་རྣམས་སྙིང་པོ་བྱང་ཆུབ་ལ་འཁོད་དོ་༎ རྡོ་རྗེའི་སྙིང་པོའི་ཏིང་ངེ་འཛིན་རྗེས་སུ་རྟོགས་པར་བྱེད་ཅིང་། བྱང་ཆུབ་སེམས་དཔའ་རྣམས་སྙིང་པོ་བྱང་ཆུབ་ལ་འཁོད་དོ་༎ དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་བྱིན་གྱི་རླབས་རྣམ་པར་དག་པའི་གནས་ཡང་དག་པར་ལེན་ཅིང་། བྱང་ཆུབ་སེམས་དཔའ་རྣམས་སྙིང་པོ་བྱང་ཆུབ་ལ་འཁོད་དོ་༎ བདག་གི་དགེ་བའི་རྩ་བའི་མཐུས་འགྲོ་བ་ཐམས་ཅད་བྱིན་གྱིས་རློབ་ཅིང་། བྱང་ཆུབ་སེམས་དཔའ་རྣམས་སྙིང་པོ་བྱང་༄༣ཨ་༌༎ ཆུབ་ལ་འཁོད་དོ་༎ ཀྱེ་རྒྱལ་བའི་སྲས་། བཅུ་པོ་དེ་དག་ནི་། བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཀྱི་སྙིང་པོ་བྱང་ཆུབ་ལ་འདུག་པའོ་༎ ཀྱེ་རྒྱལ་བའི་སྲས་། བྱང་ཆུབ་སེམས་དཔའ་རྣམས་སྙིང་པོ་བྱང་ཆུབ་ཀྱི་མཆོག་ལ་འཁོད་ནས་ཀྱང་། ངོ་མཚར་རྨད་དུ་བྱུང་བའི་ཆོས་བཅུ་འབྱུང་སྟེ་། བཅུ་གང་ཞེ་ན་། ཀྱེ་རྒྱལ་བའི་སྲས་།
 kūṭāgāre sārdhaṃ pañcamātrairbodhisattvasahasraiḥ samantabhadramañjuśrībodhisattvapūrvaṃgamaiḥ | yaduta jñānottarajñāninā ca bodhisattvena mahāsattvena | sattvottarajñāninā ca | asaṅgottarajñāninā ca | kusumottarajñāninā ca | sūryottarajñāninā ca | candrottarajñāninā ca | vimalottarajñāninā ca | vajrottarajñāninā ca |	དེ་ལ་སྙིང་པོ་བྱང་ཆུབ་མཆོག་ལ་འཁོད་པའི་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ལ་འཇིག་རྟེན་གྱི་ཁམས་ཐམས་ཅད་ན་བཞུགས་པའི་དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་རྣམས་ཀྱིས་ཞལ་མངོན་པར་བསྟན་ཏེ་། ཕྱག་ག-ཡས་པ་བརྐྱང་ཞིང་། ཀྱེ་དེད་དཔོན་ཆེན་པོ་། རྒྱལ་བར་གྱུར་ཅིག་།
 virajottarajñāninā ca |	རྒྱལ་བར་གྱུར་ཅིག་།
 vairocanottarajñāninā (gv 2) ca |	ཅེས་གསུང་བརྗོད་དེ་། ༄༣བ་འདི་ནི་ངོ་མཚར་རྨད་དུ་བྱུང་བའི་ཆོས་དང་པོའོ་༎
 bodhisattvena mahāsattvena ||	ཀྱེ་རྒྱལ་བའི་སྲས་། སྙིང་པོ་བྱང་ཆུབ་མཆོག་ལ་འཁོད་པའི་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ལ་དེ་བཞིན་གཤེགས་པ་དེ་དག་ཐམས་ཅད་དགོངས་པ་དང་། བྱིན་གྱིས་རློབ་པ་ཡང་དག་པར་མཛད་དེ་། འདི་ནི་ངོ་མཚར་རྨད་དུ་བྱུང་བའི་ཆོས་གཉིས་པའོ་༎
 jyotirdhvajena ca |	ཀྱེ་རྒྱལ་བའི་སྲས་། སྙིང་པོ་བྱང་ཆུབ་མཆོག་ལ་འཁོད་པའི་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ལ་སྔོན་ལྷན་ཅིག་ཏུ་སྤྱོད་སྤྱོད་པའི་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་འོངས་ཏེ་། བྱང་ཆུབ་སེམས་དཔའ་དེ་དག་ལ་ཀུན་ནས་བསྐོར་ཅིང་མཆོད་པའི་ལས་རྣམ་པར་ཕྱེ་བ་རྣམ་པ་སྣ་ཚོགས་མངོན་པར་སྒྲུབ་པ་སྟེ་། འདི་ནི་ངོ་མཚར་རྨད་དུ་བྱུང་བའི་ཆོས་གསུམ་པའོ་༎
 merudhvajena ca |	ཀྱེ་རྒྱལ་བའི་སྲས་། སྙིང་པོ་བྱང་ཆུབ་མཆོག་ལ་འཁོད་པའི་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ལ༏་འཇིག་རྟེན་གྱི་ཁམས་ཐམས་ཅད་ཀྱི་རཙབ༹་དང་། གེལ་པ་དང་། སྡོང་པོ་དང་། ནགས་ཚལ་ཐམས་ཅད་ཀྱང་བསམ་པ་ཡོད་ཀོ་ལྟ་སྟེ་། སྙིང་པོ་བྱང་ཆུབ་གང་ན་བ་དེར་འདུད་ཅིང་ཕྱག་འཚལ་ཏེ་། འདི་ནི་ངོ་མཚར་རྨད་དུ་བྱུང་བའི་ཆོས་བཞི་པའོ་༎ བྱང་ཆུབ་སེམས་དཔའ་སྤྱོད་པ་ཐམས་ཅད་ལས་ཡང་དག་པར་འདའ་བའི་ཚེ་ཡང་ཆོས་ཀྱི་དབྱིངས་རྣམ་པར་འབྱེད་པ་ཞེས་བྱ་བའི་ཏིང་ངེ་འཛིན་མངོན་དུ་གྱུར་ཏེ་། ཏིང་ངེ་འཛིན་དེ་ཐོབ་མ་ཐག་ཏུ་བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ཐམས་ཅད་ལས་ཡང་དག་པར་འདའ་བར་འགྱུར་ཏེ་། འདི་ནི་ངོ་མཚར་༄༤ཨ་༌༎ རྨད་དུ་བྱུང་བའི་ཆོས་ལྔ་པའོ་༎
 ratnadhvajena ca |	ཀྱེ་རྒྱལ་བའི་སྲས་། རྒྱ་མཚོ་མཆོག་གི་དམ་པ་དྲི་མ་མེད་ཅིང་ཀུན་ནས་སྣང་ལ་འོད་གསལ་བའི་སའི་སྙིང་པོ་ལ་འཁོད་པའི་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ལ་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་ཆོས་ཀྱི་སྤྲིན་ཆེན་པོ་ཀུན་ནས་ཡོག་པར་འགྱུར་ཏེ་། འདི་ནི་ངོ་མཚར་རྨད་དུ་བྱུང་བའི་ཆོས་དྲུག་པའོ་༎
 asaṅgadhvajena ca |	ཀྱེ་རྒྱལ་བའི་སྲས་། སྙིང་པོ་བྱང་ཆུབ་མཆོག་ལ་འཁོད་པའི་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཀྱི་མཐུས་དེ་བཞིན་གཤེགས་པ་ལ་མཆོད་པ་དང་། རིམ་གྲོར་བྱ་བ་ཤིན་ཏུ་རྒྱ་ཆེན་པོ་རྣམས་། དེ་བཞིན་གཤེགས་པའི་མཆོད་པའི་ལས་ཀྱི་ཕྱིར་འཇིག་རྟེན་གྱི་ཁམས་འབྱམས་ཀླས་པ་ཐམས་ཅད་དུ་འབྱུང་སྟེ་། འདི་ནི་ངོ་མཚར་རྨད་དུ་བྱུང་བའི་ཆོས་བདུན་པའོ་༎
 kusumadhvajena ca |	ཀྱེ་རྒྱལ་བའི་སྲས་། སྙིང་པོ་བྱང་ཆུབ་མཆོག་ལ་འཁོད་པའི་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ལ་ཡེ་ཤེས་མཆོག་གིས་སེམས་ཅན་ཐམས་ཅད་ཀྱི་བསམ་པ་དང་། དབང་པོ་དང་། སྤྱོད་པ་མངོན་དུ་འགྱུར་ཏེ་། འདི་ནི་ངོ་མཚར་རྨད་དུ་བྱུང་བའི་ཆོས་བརྒྱད་པའོ་༎
