skt	tib
 kṣemendraviracitā bodhisattvāvadānakalpalatā | namaḥ sarvajñāya | 1| prabhāsāvadānam |	༄༡བ་༅་༎ རྒྱ་གར་སྐད་དུ་། བོ་དྷི་ས་ཏབ༹འ་བ་དའ་ན་ཀལྤ་ལ་ཏའ་། ན་མ༔སརབབ་ཛཉའ་ཡ་། ༼མཉམ་པའི་པྲིཏཏ་ལས་བཅུ་བདུན་པ་དལ་གྱིས་གནོན་པ།༽ ཙིཏཏམ་ཡ་སྱ་སཕ་ཏི་ཀ་བི་མ་ལམ་ནེཨེ་བ་གྲིཧནའ་ཏི་རའ་གམ་dd་༌་༎ བོད་སྐད་དུ་། བྱང་ཆུབ་སེམས་དཔའི་རྟོགས་པ་བརྗོད་པ་དཔག་བསམ་གྱི་འཁྲི་ཤིང་། ཐམས་ཅད་མཁྱེན་པ་ལ་ཕྱག་འཚལ་ལོ་༎
 cittaṃ yasya sphaṭikavimalaṃ naiva gṛhṇāti rāgaṃ	གང་ཐུགས་དྲི་བྲལ་ཤེལ་ལ་ཆགས་མཚོན་འཛིན་པ་མིན་པ་ཉིད༎ ཀའ་རུ་ཉ་རྡྲེ་མ་ན་སི་ནི་ཁི་ལའ༔་ཤོ་ཤི་ཏའ་ཡེ་ན་དོ་ཤའ༔། ཨཨ་ཀྲོ་དྷེ་ན་སབ༹་ཡ་མ་བྷི་ཧ་ཏོཨོ་ཡེ་ན་སམ་སའ་ར་ཤ་ཏྲུ༔་སརབའ་ཛཉོ་སོཨོ་བྷ་བ་ཏུ་བྷ་བ་ཏའ་ཤྲེ་ཡ་སེ་ནི་ཤཙ་ལའ་ཡ་། 
 kāruṇyārdre manasi nikhilāḥ śoṣitā yena doṣāḥ |	ཡིད་ནི་སྙིང་རྗེས་བརླན་ལ་གང་གིས་སྐྱོན་རྣམས་མ་ལུས་བསྐམས་༎
 akrodhena svayamabhihato yena saṃsāraśatruḥ	གང་གིས་ཁྲོ་བ་མེད་ལ་རང་གིས་འཁོར་བའི་དགྲ་མངོན་བཅོམ་༎
 sarvajño 'sau bhavatu bhavatāṃ śreyase niścalāya || kavk_1|1 ||	ཀུན་མཁྱེན་དེ་ཡིས་ཁྱེད་ལ་དགེ་ལེགས་ག-ཡོ་བ་མེད་གྱུར་ཅིག་། ༄༢ཨ་༌། ༼། བཅུ་དགུ་པ་སྟག་རྣམ་རྩེ་ན།༽ སཙཚའ་ཡ༔་སཐི་ར་དྷརྨ་མའུ་ལ་བ་ལ་ཡ༔པུ་ཉའ་ལ་བའ་ལ་སཐི་ཏི་དྷའི་བི་དཡའ་ཀ་རུ་ནའ་མབྷ་པའ་དི་བི་ལ་སདྦིསཏའིརྣ་ཤ་ཁའ་ནབི༹་ཏ༔་༎ སནཏོ་ཤོཛཛབ༹་ལ་པ་ལླ་བ༔ཤུ་༌་༎
 sacchāyaḥ sthiradharmamūlavalayaḥ puṇyālavālasthitir	དམ་པའི་གྲིབ་བསིལ་དང་ལྡན་བརྟན་པའི་ཆོས་ཀྱི་རྩ་བས་བསྐོར་ཅིང་བསོད་ནམས་ར་བར་གནས་༎
 dhīvidyākaruṇāmbhasā hi vilasadvistīrṇaśākhānvitaḥ |	བློ་དང་རིག་པ་སྙིང་རྗེ་ལ་སོགས་ཆུ་ཡིས་རྣམ་མཛེས་རྣམ་པར་རྒྱས་པའི་ཡལ་ག་ཅན་༎
 saṃtoṣojjvalapallavaḥ śuciyaśaḥpuṣpaḥ sadāsatphalaḥ	ཆོག་ཤེས་དྲི་མེད་ཡལ་འདབ་གྲགས་སྙན་དཀར་བའི་མེ་ཏོག་ཙི་ཡ་ཤ༔པུཤཔ༔ས་དའ་སཏཔ་ལ༔སརབབའ་ཤ་པ་རི་པའུ་ར་ཀོ་བི་ཛ་ཡ་ཏེ་ཤརའི་བུདདྷ་ཀལྤ་དྲུ་མ༔། ༼འདི་མན་ཁ་སྒོ་ཕན་པ།༽ ། ཛའ་ཡ་ཏེ་ཛ་ག་དུདདྷརྟུ་སམ་སའ་ར་མ་ཀ་རའ་ཀ་རའ་ཏ་༎ མ་ཏི་རྨ་ཧའ་ནུ་བྷའ་བའ་ནའ་མ་ཏརའ་ནུ་ཤྲུ་ཡ་ཏེ་རྟག་ཏུ་དམ་པའི་འབྲས་བུ་ནི་༎ 
 sarvāśāparipūrako vijayate śrībuddhakalpadrumaḥ || kavk_1|2 ||	བསམ་ཀུན་ཡོངས་སུ་རྫོགས་པར་མཛད་པ་དཔལ་ལྡན་སངས་རྒྱས་ལྗོན་པ་རྣམ་པར་རྒྱལ་གྱུར་ཅིག་།འཁོར་བ་ཆུ་སྲིན་འབྱུང་གནས་ལས་༎
 jāyate jagaduddhartuṃ saṃsāramakarākarāt |	འགྲོ་བ་གདོན་པའི་བློ་གྲོས་ནི་༎
 matirmahānubhāvānāmatrānuśrūyate yathā || kavk_1|3 ||	མཐུ་ཆེན་རྣམས་ལས་འབྱུང་འགྱུར་ཏེ་༎ དེ་ཡང་འདི་སྐད་རྗེས་༄༢བ་dd་ཡ་ཐའ་༎ ཨཨ་སྟི་པྲ་བྷའ་བ་ཏའི་ནའ་མ་ཧེ་མ་ཧརྨྱ་གྲི་ཧེཨེ་རྦྲི་ཏའ་༎ པུ་རི་པྲ་བྷའ་བ་ཏའི་བ་དྱོཨོ་རྦི་མའ་ནེཨེ༔པུ་ཉ་ཀརྨ་ནའམ་༎ བི་དཡའ་དྷ་ར་བ་ཏའི་སིདདྷ་གནབྷརྦ་ག་ན་སེ་dd་སུ་ཐོས་༎
 asti prabhāvatī nāma hemaharmyagṛhairvṛtā |	གསེར་གྱི་བ་གམ་གཞལ་ཡས་ཁང་༎ ཁང་པས་བསྐོར་བའི་གྲོང་ཁྱེར་ནི་༎ འོད་ལྡན་ཞེས་བྱ་བསོད་ནམས་ལས་༎
 purī prabhāvatīva dyaurvimānaiḥ puṇyakarmaṇām || kavk_1|4 ||	འོད་ལྡན་མཐོ་རིས་ལྟ་བུ་ཡོད་༎ ལེགས་པ་རྣམས་ཀྱིས་ལེགས་བྱས་པའི་༎
 vidyādharavatī siddhagandharvagaṇasevitā |	རིག་འཛིན་དང་ལྡན་བི་ཏའ་༎
 gāṃ śritā śakranagarī sukṛtena satāmiva || kavk_1|5 ||	གའམ་ཤྲི་ཏའ་ཤ་ཀྲ་ན་ག་རའི་སུ་ཀྲི་ཏེ་ན་ས་ཏའ་མི་བ་༎ སེ་བི་ཏའ་ས་ཏ་ཏམ་ས་ཏྱ་པྲ་ཏ་ད་ན་ད་ཡའ་མ་ཡེཨེ༔་༎ རའ་ཛ་དྷའ་ནའི་བ་དྷརྨ་སྱ་པུ་ཉ་གྲུབ་པ་དང་༎ དྲི་ཟའི་ཚོགས་ཀྱིས་རབ་ཏུ་བསྟེན་༎ བརྒྱ་བྱིན་གྲོང་ཁྱེར་སར་གཤེགས་འདྲ་༎ ཆོས་ཀྱི་རྒྱལ་པོའི་ཕོ་བྲང་བཞིན་༎ བསོད་ནམས་ཁང་པ་བསྔགས་འོས་ཤིང་༎
 sevitā satataṃ satyavratadānadayāmayaiḥ |	བདེན་དང་བརྟུལ་ཞུགས་སྦྱིན་པ་དང་༎ ༄༣ཨ་༌་༎ བི་ས་ཐ་ཤའ་ལི་ནའི་༎ ཨཨ་བྷའུདབྷའུ་ཏི་ལ་ཀསྟ་སཡའམ་པྲ་བྷའ་སོ་ནའ་མ་བྷའུ་པ་ཏི༔་༎ ས་པྲ་བྷའ་སའ་ད་རེར+ཡ་སྱ་ཀའིརཏཏི་ར་བྷྱ་རྩ་ཏ་སུ་རེཨེ༔་༎
 rājadhānīva dharmasya puṇyāvasathaśālinī || kavk_1|6 || abhūdbhūtilakastasyāṃ prabhāso nāma bhūpatiḥ |	གུ་ན་སོཨོ་ར་བྷ་སམ་བྷའ་རའ༔་སརབའ་ཤའ་ཧ་རི་ནའི་དྲི་ཤམ་༎ ཡད+ཡ་ཤ༔པུཤཔ་མཉཛ་ར+ཡོ་ཡའ་ཏའ༔ཀརྣ་༌་༎ བརྩེ་བའི་རང་བཞིན་གྱིས་རྟག་བསྟེན་༎ གཟི་བརྗིད་ལ་བརྟེན་ལྷ་རྣམས་ཀྱིས་༎
 saprabhā sādarairyasya kīrtirabhyarcyate suraiḥ || kavk_1|7 ||	གང་གི་གྲགས་པ་མངོན་མཆོད་པ་༎ རབ་གསལ་ཞེས་བྱའི་ས་བདག་དེ་༎ དེར་ནི་ས་ཡི་ཐིག་ལེར་གྱུར་༎ གང་གི་གྲགས་པའི་མེ་ཏོག་གི་། 
 guṇasaurabhasaṃbhārāḥ sarvāsāṃ hariṇīdṛśām |	དོག་པ་ཡོན་ཏན་དྲི་བཟང་ཚོགས་༎ ཕྱོགས་ཀུན་རི་དགས་མིག་ཅན་གྱི་༎
 yadyaśaḥpuṣpamañjaryo yātāḥ karṇavataṃsatām || kavk_1|8 ||	རྣ་བ་ཡི་པ་ཏམ་ས་ཏའམ་༎
 upāyajñasya yasyājñāṃ suvaṇakusumojjvalām |	ཨཽ་པའ་ཡ་ཛཉ་སྱ་ཡ་སཡའ་ཛཉའ་སུ་བརྣ་ཀུ་སུ་མོཛཛབ༹་ལའམ་༎ མའ་ལའ་མི་བ་མ་ཧའི་བའ་ལའ་མོཨོ་ལའི་ཙ་ཀྲེ་ཤུ་ཙ་ཀྲི་རེ་༎ ཏམ་ཀ་དའ་ཙིཏྶ་བྷའ་སའམ་ན་མ་བྷྱེ་ཏྱ་བྷའུ་བ་ནེ་ཤབ༹་རམ་། ཨཽ་བའ་ཙ་ཀཤི་ཏི་བི་ནྱ་སྟ་ཛའ་ནུ་རནའ་ག་བ་ནའ་དྷི་པ༔་༎ ནི་རྒྱན་དུ་གྱུར་༎ ཐབས་ཤེས་ལྡན་པ་གང་གི་བཀའ་༎
