skt	tib
 āryaprajñāpāramitāyā vajracchedikāyā vistṛtaṭīkayā sahitam namo mañcuśriye kumārabhūtāya	༄༢༠༤ཨ་༌་༎ རྒྱ་གར་སྐད་དུ་། ཨའརྱ་པྲཛཉའ་པའ་ར་མི་ཏ་བཛྲ་ཙཚི་དི་ཀ་ཏའི་ཀའ་། བོད་སྐད་དུ་། འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པའི་རྒྱ་ཆེར་འགྲེལ་པ་། འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ལ་ཕྱག་འཚལ་ལོ་༎
 maṅgalācaraṇam kāyaḥ prasiddhaḥ paridṛśyamāno janeṣu sarveṣu sphuṭaṃ tathāpi | svabhāvato vastutayā na prāpto nidarśitaḥ so 'pi ca prāptihetuḥ ||	གང་ལ་སྐྱེ་བོ་ཀུན་ལ་གྲགས་ལུས་མདུན་ན་གསལ་བར་སྣང་བ་ཡང་༎ དངོས་པོའི་ངོ་བོར་འབྱོར་བ་མི་རྙེད་རབ་སྟོན་རྒྱལ་བ་ཐམས་ཅད་ཀྱིས་༎
 phalasya śreṣṭhasya ca nityabhūtaparamasya cāgryasya jinaiḥ samastaiḥ |	ཡང་དག་དམ་པ་རྟག་པ་མཆོག་གི་འབྲས་བུ་ཐོབ་པའི་གནས་བརྟན་པ་༎
 ataśya traiyadhvikasarvabuddhaprasūṃ namasyāmyaniśaṃ hṛdā tām || 1 ||	དུས་གསུམ་བཞུགས་པའི་སངས་རྒྱས་ཀུན་སྐྱེད་དེ་ལ་རབ་གུས་བདག་ཕྱག་འཚལ་༎
 alpīyasābhyāsabalena yasyāḥ, mahānti puṇyāni hi sañcinoti |	གང་ལ་ཅུང་ཟད་གོམས་བྱས་སྐད་ཅིག་ཏུ་ཡང་དགེ་བ་རྒྱ་ཆེན་སོགས་༎
 utkhātamūlāni ca pāpakāni, sarvāṇi cāpādayati kṣaṇena ||	གང་ཕྱིར་སྡིག་པ་རབ་ཏུ་ཆེ་བ་མཐའ་དག་རྩ་ནས་ཟད་བྱེད་པ་༎
 ataśca tasyāścirabhāvanārthaṃ,	དེ་བས་དེ་ནི་གོམས་པར་བྱ་ཕྱིར་བླ་མ་རྣམས་ཀྱིས་བསྟན་པ་ཡི་༎
 mārgaṃ pravakṣye svabalānurūpam | gurūpadiṣṭaṃ suparīkṣitaṃ ca matiṃ svakīyāmanuvartayitvā || 2 ||	ལམ་ལས་བརྟགས་ཏེ་བདག་བློས་ཇི་ལྟར་ལྕོགས་པས་བདག་གིས་འདི་བགྱིའོ་༎
 tatrādau sūtraṃ vyācikhyāsuḥ sādhyavasāya (viṣaya-) grahaṇādau śrotṝṇāmavatāraṇārthaṃ prayojanamāha | na hi prayojanamantareṇa prekṣāvān kvacit pravartate |	དེ་ལ་མདོ་སྡེ་འཆད་པར་འདོད་པས་ཉན་པ་དག་ནན་གྱིས་ལེན་པ་ལ་སོགས་པ་ལ་གཟུད་པའི་ཕྱིར་དང་པོར་དགོས་པ་དེ་བརྗོད་པར་བྱའོ་༎ དགོས་པ་མ་རྟོགས་པར་ནི་རྟོགས་པ་དང་ལྡན་པ་དག་གང་ལ་ཡང་འཇུག་པར་མི་འགྱུར་༎ རོ་༎ 
 tadanantaraṃ prayojanopāyamupadarśayitumabhidheyastāvad vakṣyate, (yato hi)	དེའི་འོག་ཏུ་མདོ་སྡེའི་དགོས་པའི་ཐབས་བསྟན་པའི་ཕྱིར་བརྗོད་པར་བྱ་བ་བསྙད་པར་༎ རོ་༎ 
 abhidheyarahitaṃ sūtraṃ daśadāḍimānītyādivākyavanneṣṭaprayojanaṃ sādhayati |	བྱ་སྟེ་། བརྗོད་པར་བྱ་བས་སྟོང་པའི་མདོ་ནི་སེའུ་བཅུ་ཞེས་བྱ་བ་ལ་སོགས་པའི་ཚིག་བཞིན་དུ་དགོས་པ་འདོད་པ་སྒྲུབ་པར་མི་བྱེད་དོ་༎
 tataḥ saukaryeṇa tadabhidheyagrahaṇārthaṃ piṇḍārtho vakṣyate |	དེའི་འོག་ཏུ་བརྗོད་པར་བྱ་བ་དེ་གཟུང་སླ་བའི་ཕྱིར་བསྡུས་པའི་དོན་བརྗོད་པར་བྱའོ་༎
 tadanantaraṃ samāsārthapratipattaye padārtho 'bhidhāsyate |	དེའི་འོག་ཏུ་བསྡུས་པའི་དོན་རྟོགས་པར་བྱ་བའི་ཕྱིར་ཚིག་གི་དོན་བརྗོད་པར་བྱའོ་༎
 tataḥ kramasyāvirodhaṃ nidarśayituṃ padānāmanusandhirdarśayiṣyate | tadanantaraṃ pūrvāparayuktivirodhāpanodanāya codakaṃ prati samādhānaṃ vakṣyata ityeva nyāyaḥ |	དེའི་འོག་ཏུ་གོ་རིམས་མི་འགལ་བར་བསྟན་པའི་ཕྱིར་ཚིག་རྣམས་ཀྱི་མཚམས་སྦྱར་བ་བསྟན་པར་བྱའོ་༎ དེའི་འོག་ཏུ་སྔ་ཕྱིའི་རིགས་པ་དང་འགལ་བ་བསལ་བའི་ཕྱིར་རྒོལ་བའི་ལན་བརྗོད་པར་བྱ་༎ སྟེ་། ཚུལ་ནི་དེ་ལྟ་བུའོ་༎
 tatra vajracchedikā iti sūtrasya nāmadheyam | anenaiva tāvad abhidheyaḥ prayojanaṃ cābhidhīyete |	དེ་ལ་མདོ་སྡེ་འདིའི་མིང་རྡོ་རྗེ་གཅོད་པ་ཞེས་བྱ་བ་དེ་ཉིད་ཀྱིས་བརྗོད་པར་བྱ་བ་དང་དགོས་པ་བསྟན་ཏོ་༎
 atra dvidhā vajracchedikā |	འདི་ལྟར་རྣམ་པ་གཉིས་ཀྱིས་རྡོ་རྗེ་གཅོད་པ་ཡིན་ཏེ་།
 sūkṣmakleśajñeyāvaraṇāni vajravaddurbhedyāni, teṣāṃ chedanāt |	ཉོན་མོངས་པ་དང་ཤེས་བྱའི་སྒྲིབ་པ་ཕྲ་བ་རྡོ་རྗེ་ལྟར་གཞིག་དཀའ་བ་དེ་གཅོད་པའི་ཕྱིར་ཏེ་། 
 etenāsya (granthasya) āvaraṇadvayaprahāṇaṃ tāvat prayojanaṃ nirdiṣṭam |	འདིས་ནི་སྒྲིབ་པ་གཉིས་སྤོང་བ་འདིའི་དགོས་༄༢༠༤བ་པ་བསྟན་པ་ཡིན་ནོ་༎
 athavā chedanaṃ hi vajrākārasādṛśyena vajravaditi |	ཡང་ན་གཅོད་པ་ནི་རྡོ་རྗེའི་དབྱིབས་དང་འདྲ་བས་རྡོ་རྗེ་ལྟ་བུ་ཞེས་བྱ་སྟེ་།
 vajrasya hi ubhe śikhare sthūle madhyaṃ ca sūkṣmam |	རྡོ་རྗེ་ནི་རྩེ་མོ་གཉིས་སྦོམ་ལ་དབུས་ཕྲ་མོར་བྱེད་དོ་༎
 tathaiveyaṃ prajñāmitāpyādāvadhimukticaryābhūmim ante ca buddhabhūmiṃ vistareṇa nirdiśati |	དེ་བཞིན་དུ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་འདི་ཡང་ཐོག་མ་དང་ཐ་མ་མོས་པས་སྤྱོད་པའི་ས་དང་། སངས་རྒྱས་ཀྱི་ས་རྒྱ་ཆེ་བར་ཡོངས་སུ་བསྟན་ཏོ་༎
 sūkṣmeṇa tāvanmadhyabhāgena śūddhādhyāśayabhūmiṃ nirdiśati |	དབུས་ཕྲ་མོས་ནི་ལྷག་པའི་བསམ་པ་དག་པའི་ས་བསྟན་ཏོ་༎
 ata eveyaṃ vajrākāravaditi |	དེ་བས་ན་འདི་ནི་རྡོ་རྗེའི་རྣམ་པ་ལྟ་བུ་ཡིན་ཏེ་།
