skt	tib
 || namo buddhaya |	༄༡༢༡ཨ་༅་༎ རྒྱ་གར་སྐད་དུ་། བིགྲ་ཧ་བྱ་བ་རྟ་ནི་བྲི་ཏཏི་། བོད་སྐད་དུ་། རྩོད་པ་བཟློག་པའི་འགྲེལ་པ་། འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ལ་ཕྱག་འཚལ་ལོ་༎
 sarveṣāṃ bhāvānāṃ sarvatra na vidyate svabhāvaś cet |	གལ་ཏེ་དངོས་པོ་ཐམས་ཅད་ཀྱི་༎ རང་བཞིན་ཀུན་ལ་ཡོད་མིན་ན་༎ ཁྱོད་ཀྱི་ཚིག་ཀྱང་རང་བཞིན་མེད་༎
 tvadvacanam asvabhāvaṃ na nivartayitum svabhāvam alaṃ || nagvv_1 ||	རང་བཞིན་བཟློག་པར་མི་ནུས་སོ་༎
 yadi sarveṣāṃ bhāvānāṃ hetau pratyayeṣu ca hetupratyayasāmagrāñ ca pṛthak ca yatra sarvatra svabhāvo na vidyata iti kṛtvā śūnyāḥ sarvabhāvā iti |	གལ་ཏེ་དངོས་པོ་ཐམས་ཅད་ཀྱི་རང་བཞིན་ནི་རྒྱུ་དང་རྐྱེན་དང་། རྒྱུ་དང་རྐྱེན་ཚོགས་པ་དང་ཐ་དད་པ་ཀུན་ལ་ཡོད་པ་མ་ཡིན་པའི་ཕྱིར་དངོས་པོ་ཐམས་ཅད་སྟོང་པ་ཡིན་ཏེ་།
 na hi bije hetubhūte 'ṅkuro sti |	མྱུ་གུ་ནི་རྒྱུ་ས་བོན་དུ་གྱུར་པ་ལ་ཡང་མེད་།
 na pṛthivyaptejovāyvādinām ekekasmin pratyayasaṃjñite |	རྐྱེན་ཞེས་བྱ་བས་དང་ཆུ་དང་མེ་དང་རླུང་ལ་སོགས་པ་རེ་རེ་ལ་ཡང་མེད་།
 na pratyayeṣu samagreṣu na hetupratyayeṣu samagreṣu na hetupratyayasāmagrāṃ na hetupratyayavinirmuktaḥ pṛthag eva vā |	རྐྱེན་འདུས་པ་དག་ལ་ཡང་མེད་། རྒྱུ་དང་རྐྱེན་ཚོགས་པ་དག་ལ་ཡང་མེད་། རྒྱུ་དང་རྐྱེན་ཚོགས་པ་ལས་མ་གཏོགས་པ་ཐ་དད་པ་ལ་ཡང་མེད་དོ་༎
 yasmād atra svabhāvo nāsti tasmān niḥsvabhāvo 'ṅkuraḥ | yasmān niḥsvabhāvaḥ tasmāt śūnyaḥ |	གང་གི་ཕྱིར་རང་བཞིན་འདི་ཐམས་ཅད་ལ་ཡང་མེད་པ་དེའི་ཕྱིར་མྱུ་གུའི་རང་བཞིན་མེད་དེ་དེ་བས་ན་སྟོང་པ་ཡིན་ནོ་༎
 yathā cāyam aṅkuro niḥsvabhāvo niḥsvabhāvāc ca śūnyaḥ tathā sarvabhāvā niḥsvabhāvatvāc chūnya iti | (vv 218) atra vayaṃ brūmaḥ |	ཇི་ལྟར་མྱུ་གུ་རང་བཞིན་མེད་། རང་བཞིན་མེད་པ་ཉིད་ཡིན་པའི་ཕྱིར་། སྟོང་པ་ཡིན་པ་དེ་བཞིན་དུ་དངོས་པོ་ཐམས་ཅད་ཀྱང་རང་བཞིན་མེད་པ་ཉིད་ཡིན་པའི་ཕྱིར་། སྟོང་པ་ཡིན་ནོ་ཞེ་ན་།
 yady evaṃ tavāpi vacanaṃ yady etac chūnyāḥ sarvabhāvā iti tad api śūnyaṃ |	གལ་༄༡༢༡བ་ཏེ་དེ་ལྟ་མ་ཡིན་ན་ནི་དངོས་པོ་ཐམས་ཅད་སྟོང་པ་ཡིན་ནོ་ཞེས་བྱ་བ་གང་ཡིན་པའི་ཁྱོད་ཀྱི་ཚིག་དེ་ཡང་སྟོང་པ་ཡིན་ནོ་༎ ཅིའི་ཕྱིར་ཞེ་ན་།
