skt	tib
 mahāyānasūtrālaṃkāraḥ || oṃ || namaḥ sarvabuddhabodhisattvebhyaḥ prathamo 'dhikāraḥ	༄༡༢༩བ་༌་༎ རྒྱ་གར་སྐད་དུ་༎ སའུ་ཏྲ་ཨཨ་ལམ་ཀའ་ར་བྱ་ཁྱམ་། བོད་སྐད་དུ་༎ མདོ་སྡེའི་རྒྱན་གྱི་བཤད་པ་། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 arthajño 'rthavibhāvanāṃ prakurute vācā padaiścāmalai-	དོན་ཤེས་དོན་སྟོན་རབ་ཏུ་བྱེད་པ་དག་དང་ཚིག་རྣམས་དྲི་མེད་པས་༎
 rduḥkhasyottaraṇāya duḥkhitajane kāruṇyatastanmayaḥ |	སྡུག་བསྔལ་བསྒྲལ་ཕྱིར་སྡུག་བསྔལ་འགྲོ་ལ་སྙིང་རྗེའི་ཕྱིར་ཏེ་དེའི་བདག་ཉིད་༎
 dharmasyottamayānadeśitavidheḥ sattveṣu tadgāmiṣu	ཐེག་མཆོག་བསྟན་པའི་རྣམ་པ་ཆོས་ཀྱི་དེ་ཡིས་འགྲོ་བའི་སེམས་ཅན་ལ་༎
 śliṣṭāmarthagatiṃ niruttaragatāṃ pañcātmikāṃ darśayan || msa_1|1 ||	འབྱོར་བའི་དོན་ཚུལ་བླ་མེད་གྱུར་བ་ལང་ཡི་བདག་ཉིད་སྟོན་པར་བྱད་༎
 arthajño 'rthavibhāvanāṃ prakurute|||||||||[ityādi] koṣadeśamārabhya ko 'laṃkaroti |	དོན་ཤེས་དོན་སྟོན་རབ་ཏུ་བྱེད་པ་ཞེས་བྱ་བ་ལ་སོགས་པ་ནི་ཅི་ཞེས་བསྟན་པ་ལས་བརྩམས་པ་ཡིན་ནོ་༎ སུ་ཞིག་བརྒྱན་པར་བྱེད་ཅེ་ན་།
 arthajñaḥ |	དོན་ཤེས་པའོ་། 
 kamalaṃkāramalaṃkaroti arthavibhāvanāṃ kurute |	རྒྱན་ཅི་ཞིག་བརྒྱན་པར་བྱེད་ཅེ་ན་། དོན་སྟོན་རབ་ཏུ་བྱེད་པའོ་༎ ཅེས་ཤེ་ན་༎
 kena vācā padaiścāmalaiḥ |	ངག་དང་ཚིག་རྣམས་དྲི་མེད་པས་ཏེ་།
 amalayā vācetiṣa||||||||[pauryādinā] amalaiḥ padairiti yuktaiḥ sahitairiti vistaraḥ |	ངག་དྲི་མ་མེད་པས་ཞེས་བྱ་བ་ནི་༎ གྲོང་ཁྱེར་པ་ལ་སོགས་པས་སོ་༎ ཚིག་དྲི་མ་མེད་པས་ཞེས་བྱ་བ་ནི་། ཚིག་དང་ཡི་གེ་རིགས་པ་དང་འབྲེལ་བ་ཞེས་བྱ་བརྒྱས་པར་འབྱུང་བ་སྟེ་།
 na hi vinā vācā padavyañjanairartho vibhāvayituṃ śakyata iti |	ངག་དང་ཚིག་དང་ཡི་གེ་དག་པ་མེད་པར་ནི་དོན་བསྟན་པར་མི་ནུས་སོ་༎ གང་གི་ཕྱིར་ཞེ་ན་༎
 kasmai duḥkhasyottaraṇāya duḥkhitajane kāruṇyatastanmayaḥ |	སྡུག་བསྔལ་བསྒྲལ་བའི་ཕྱིར་། རོ་༎
 duḥkhitajane yatkāruṇyaṃ tasmātkāruṇyatastanmaya iti kāruṇyamayaḥ |	གང་ལས་ཤེ་ན་༎ སྡུག་བསྔལ་འགྲོ་ལ་སྙིང་རྗེའི་ཕྱིར་ཏེ་༎ དེའི་བདག་གཉིད་སྡུག་བསྔལ་བའི་འགྲོ་བ་ལ་སྙིང་རྗེ་བ་གང་ཡིན་བའི་སྙིང་རྗེ་དེའི་ཕྱིར་རོ་༎ དེའི་བདག་ཅེས་བྱ་བ་ནི་སྙིང་རྗེའི་བདག་ཉིད་དོ་༎
 kasyālaṃkāraṃ karoti |	ཅི་ཞིག་གི་རྒྱན་དུ་བྱེད་ཅེ་ན་༎
 dharmasyottamayānadeśitavidheḥ |	ཐེག་མཆོག་བསྟན་པའི་རྣམ་པ་ཆོས་ཀྱི་སྟེ་།
 uttamayānasya deśito vidhiryasmindharme tasya dharmasya |	ཆོས་ཀྱི་རྣམ་གྲངས་གང་ལ་ཐེག་པ་མཆོག་བསྟན་པའི་རྣམ་པ་ཡོད་པའི་ཆོས་དེའིའོ་༎
 kasminnalaṃkaroti |	གང་གི་ཆེད་དུ་བརྒྱན་པར་བྱད་ཅེ་ན་།
 sattveṣu tadgāmiṣu |	དེས་འགྲོ་བའི་སེམས་ཅན་ལའོ་༎ ལ་ཞེས་བྱ་བ་འདི་ནི་ཆེད་ཡིན་ཏེ་།
 nimittasaptamyeṣā|||||||||[mahāyāna]gāmisattvanimittamityarthaḥ |	ཐེག་པ་ཆེན་པོས་འགྲོ་བའི་སེམས་ཅན་གྱི་ཆེད་དུ་ཞེས་བྱ་བའི་ཐ་ཚིག་གོ་༎
