skt	tib
 namaḥ sarvajñāya ||	༄༡བ་༅༎ རྒྱ་གར་སྐད་དུ་། པྲ་ཏི་མོཀཤ་སའུ་ཏྲ་། བོད་སྐད་དུ་། སོ་སོ་ཐར་བའི་མདོ་། བམ་པོ་དང་པོ་། ཐམས་ཅད་མཁྱེན་པ་ལ་ཕྱག་འཚལ་ལོ་༎ སྙན་པའི་བ་དན་འཇིག་རྟེན་གསུམ་དུ་གྲགས་༎ དམ་པའི་ཆོས་སྒྲ་སེང་གེའི་སྒྲ་བསྒྲགས་པ་༎ ཐམས་ཅད་མཁྱེན་པ་དཀོན་མཆོག་མཛོད་བརྙེས་པ་༎ ཞབས་ལ་ཚངས་དབང་གཙུག་གི་༄༢ཨ་༅༎ ནོར་བུས་གཏུགས་༎
 praṇamya pūrvaṃ jagati pradhānaṃ duḥkhālayottīrṇam anantapāram* |	སྡུག་བསྔལ་རྒྱ་མཚོ་གཏིང་མཐའ་མེད་རྒལ་བ་༎ འགྲོ་བའི་གཙོ་ལ་སྤྱི་བོས་ཕྱག་འཚལ་ཏེ་༎
 sarvajñaśikṣāpadaratnakośam udghāṭayāmy āryagaṇasya madhye || 1 ||	ཐམས་ཅད་མཁྱེན་པའི་བསླབ་གཞི་དཀོན་མཆོག་སྣོད་༎ འཕགས་པའི་ཚོགས་ཀྱི་དབུས་སུ་དབྱེ་བར་བྱ་༎
 trailokyavikhyātayaśaḥpatākaṃ saddharmanādoditasiṃhanādam* |	སངས་རྒྱས་འདུལ་བ་གངས་ཆེན་མཚོ་༎
 sarvaṃ kaṣāsāditaratnakośaṃ brahmāṇḍacūḍāmaṇighṛṣṭapādam* || 2 || kṛtsnasyāgādhapārasya bauddhasya vinayodadheḥ |	གཏིང་མཐའ་མེད་པ་ཐམས་ཅད་ཀྱི་༎
 pratiṣṭhāhṛdayaṃ sāraṃ prātimokṣo 'yam ucyate || 3 ||	གནས་པའི་སྙིང་དང་སྙིང་པོ་ནི་༎ སོ་སོར་ཐར་པ་འདི་ཡིན་ནོ༏་༏འདི་ནི་དམ་ཆོས་རྒྱལ་པོ་ཡི་༎
 eṣa saddharmarājasya saddharmālekhyasaṃgrahaḥ |	ཆོས་ཀུན་གྱི་ནི་འདྲེན་པ་མཆོག་།
 eṣa bhikṣuvaṇiggrāmaḥ śikṣāpaṇyamahāpaṇaḥ || 4 ||	འདི་ནི་དགེ་སློང་ཚོང་ཚོགས་ཀྱི་༎ བསླབ་ཟོང་ཚོང་ཁང་ཆེན་པོ་ཡིན་༎
 eṣa dauḥśīlyaduṣṭānāṃ viṣaviṣkambhaṇo 'gadaḥ |	ཚུལ་ཁྲིམས་འཆལ་བས་ཟིན་རྣམས་ཀྱི་༎ གདུག་པ་རྣམ་སེལ་སྨན་འདི་ཡིན་༎
 eṣa yauvanavibhrāntakumāradvipadāṅkuśaḥ || 5 ||	འདི་ནི་ལང་ཚོས་རྣམ་འཁྲུལ་༄༢བ་བའི༏་༏རྐང་གཉིས་གཞོན་ནུའི་ལྕགས་ཀྱུ་ཡིན་༎
