skt	tib
 abhidharmasamuccaya namo buddhāya [atha mūlavastuni tridharmaparicchedaḥ prathamaḥ |]	༄༤༤ཨ་༌་༎ ཆོས་མངོན་པ་ཀུན་ལས་བཏུས་པ་བཞུགས་སོ་༎ ༄༤༤བ་༅་༎ རྒྱ་གར་སྐད་དུ་། ཨཨ་བྷི་དྷ་རྨ་ས་མུ་ཙཚ་ཡ་། བོད་སྐད་དུ་༎ ཆོས་མངོན་པ་ཀུན་ལས་བཏུས་པ་༎ བམ་པོ་དང་པོ་༎ འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ལ་ཕྱག་འཚལ་ལོ་༎ སྡོམ་ནི་།
 tridharmaḥ saṃgrahaḥ saṃprayogo 'nvayaśca lakṣaṇe |	དུ་དང་ཅི་ཕྱིར་ཉེར་ལེན་དང་༎ མཚན་ཉིད་དེ་ཡི་རྣམ་གཞག་དང་༏་། གོ་རིམས་དོན་དང་དཔེ་དབྱེ་དང་༎ བསྡུས་ལ་སོགས་པ་རྣམ་པ་བཞི་༎ བསྡུས་དང་མཚུངས་ལྡན་ལྡན་པ་དང་༎ རྣམ་པར་ངེས་པ་བཞིར་དབྱེ་སྟེ་༎
 viniścaye satyadharmau prāptiḥ sāṃkathyameva ca || kati kasmādupādānaṃ vyavasthānaṃ ca lakṣaṇam |	བདེན་དང་ཆོས་འཐོབ་འབྲེལ་གཏམ་ནི་༎ རྣམ་པར་ངེས་པའི་དབྱེ་བ་སྟེ་༎
 anukamārthadṛṣṭāntabhedā jñeyāḥ samuccaye ||	ཀུན་ལས་བཏུས་པའི་སྤྱི་སྡོམ་ཡིན་༎
 skandhā dhātava āyatanāni ca kati |	ཕུང་པོ་རྣམས་ནི་དུ་༎ ཁམས་རྣམས་ནི་དུ་༎ སྐྱེ་མཆེད་རྣམས་ནི་དུ་ཞེ་ན་།
 skandhāḥ pañca |	ཕུང་པོ་རྣམས་ནི་ལྔ་སྟེ་།
 rūpaskandho vedanāskandhaḥ saṃjñāskandhaḥ saṃskāraskandho vijñānaskandhaśca ||	གཟུགས་ཀྱི་ཕུང་པོ་དང་། ཚོར་བའི་ཕུང་པོ་དང་། འདུ་ཤེས་ཀྱི་ཕུང་པོ་དང་། འདུ་བྱེད་ཀྱི་ཕུང་པོ་དང་། རྣམ་པར་ཤེས་པའི་ཕུང་པོའོ་༎
 dhātavo 'ṣṭādaśa |	ཁམས་རྣམས་ནི་བཅབ༹་བརྒྱད་དེ་།
 cakṣurdhātū rūpadhātuścakṣurvijñānadhātuḥ śrotradhātuḥ śabdadhātuḥ śrotravijñānadhāturghrāṇadhāturgandhadhāturghrāṇavijñānadhāturjivhādhātū	མིག་གི་ཁམས་དང་། གཟུགས་ཀྱི་ཁམས་དང་། མིག་གི་རྣམས་པར་ཤེས་པའི་ཁམས་དང་། རྣ་བའི་ཁམས་དང་། སྒྲའི་ཁམས་དང་། རྣ་བའི་རྣམས་པར་ཤེས་པའི་ཁམས་དང་། སྣའི་ཁམས་དང་། དྲིའི་ཁམས་དང་། སྣའི་རྣམ་པར་ཤེས་པའི་ཁམས་དང་། ལྕེའི་ཁམས་དང་། རོའི་ཁམས་དང་། ལྕེའི་རྣམ་པར་ཤེས་པའི་ཁམས་དང་། ལུས་ཀྱི་ཁམས་དང་། རེག་བྱའི་ཁམས་དང་། ལུས་ཀྱི་རྣམ་པར་ཤེས་པའི་ཁམས་དང་། ཡིད་ཀྱི་ཁམས་དང་། ཆོས་ཀྱི་ཁམས་དང་། ཡིད་ཀྱི་རྣམ་པར་ཤེས་པའི་ཁམས་སོ་༎ སྐྱེ་མཆེད་རྣམས་ནི་བཅུ་གཉིས་ཏེ་།
 rasadhāturjivhāvijñānadhātuḥ kāyadhātuḥ spraṣṭavyadhātuḥ kāyavijñānadhāturmanodhāturdharmadhāturmanovijñānadhātuśca || āyatanāni dvadaśa | cakṣurāyatanaṃ rūpāyatanaṃ śrotrāyatanaṃ śabdāyatanaṃ ghrāṇāyatanaṃ gandhāyatanaṃ jivhāyatanaṃ rasāyatanaṃ kāyāyatanaṃ spraṣṭavyāyatanaṃ manaāyatanaṃ dharmāyatanaṃ ca ||	མིག་གི་སྐྱེ་མཆེད་དང་། གཟུགས་ཀྱི་སྐྱེ་མཆེད་དང་། རྣ་བའི་སྐྱེ་མཆེད་དང་། སྒྲའི་སྐྱེ་མཆེད་དང་། སྣའི་སྐྱེ་མཆེད་དང་། དྲིའི་སྐྱེ་མཆེད་དང་། ལྕེའི་སྐྱེ་མཆེད་དང་། རོའི་སྐྱེ་མཆེད་དང་། ལུས་ཀྱི་སྐྱེ་མཆེད་དང་། རེག་བྱའི་སྐྱེ་མཆེད་དང་། ཡིད་ཀྱི་སྐྱེ་མཆེད་དང་། ཆོས་ཀྱི་སྐྱེ་མཆེད་དོ་༎
