skt	tib
 || siddhaṃ namo bhagavatyai āryadhvajāgrakeyūrāyai ||	༄༤༣༦བ་རྒྱ་གར་སྐད་དུ་། ཨའརྱ་དྷབ༹་ཛ་ཨཨ་གྲ་ཀེ་ཡའུ་ར་ནའ་མ་དྷའ་ར་ནི་། བོད་སྐད་དུ༏་འཕགས་པ་རྒྱལ་མཚན་གྱི་རྩེ་མོའི་དཔུང་རྒྱན་ཞེས་བྱ་བའི་གཟུངས་། སངས་རྒྱས་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 evaṃ mayā śrutam ekasmin samaye bhagavān deveṣu trayastriṃśeṣu viharati sma pāṇḍukambalaśilāyām* |	འདི་སྐད་བདག་༄༤༣༧ཨ་༌༎ གིས་ཐོས་པ་དུས་གཅིག་ན་། བཅོམ་ལྡན་འདས་སུམ་ཅུ་རྩ་གསུམ་པའི་ལྷའི་ནང་ན་ལབ༹་བ་དཀར་པོ་ལྟ་བུའི་རྡོ་ལེབ་ལ་བཞུགས་ཏེ་། 
 atha khalu śakro devānām indro 'surair jitaḥ parājitaḥ satvaraṃ tvaramāṇarūpo yena bhagavāṃs tenopasaṃkrāntaḥ |	དེ་ནས་ལྷའི་དབང་པོ་བརྒྱ་བྱིན་ལྷ་མ་ཡིན་ལས་ཕམ་།
 upasaṃkramya bhagavataḥ pādau śirasābhivandya bhagavantam etad avocat* |	རབ་ཏུ་ཕམ་ནས་དེ་རྟབ་ཅིང་རིངས་པའི་གཟུགས་ཀྱིས་བཅོམ་ལྡན་འདས་ག་ལ་བ་དེར་སོང་སྟེ་ཕྱིན་ནས་བཅོམ་ལྡན་འདས་ཀྱི་ཞབས་ལ་མགོ་བོས་ཕྱག་འཚལ་ཏེ་བཅོམ་ལྡན་འདས་ལ་འདི་སྐད་ཅེས་གསོལ་ཏོ་༎ བཅོམ་ལྡན་འདས་།
 ihāhaṃ bhagavan vemacitriṇāsurendreṇa jitaḥ parājito devās trayastriṃśāś ca jitāḥ parājitāḥ |	བདག་འདི་ལྟར་ལྷ་མ་ཡིན་དང་ག-ཡུལ་བཀྱེ་བ་ལས༏་ལྷ་མ་ཡིན་གྱི་དབང་པོ་ཐགས་བཟང་རིས་ལས་ཕམ་། རབ་ཏུ་ཕམ་སྟེ་། སུམ་ཅུ་རྩ་གསུམ་པའི་ལྷ་རྣམས་ཀྱང་ཕམ་རབ་ཏུ་ཕམ་ན་།
 tatrāsmābhir bhagavan kathaṃ pratipattavyam* |	བཅོམ་ལྡན་འདས་། བདག་ཅག་གིས་དེ་ལ་ཇི་ལྟར་བསྒྲུབ་པར་བགྱི་།
 bhagavān āha |	བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་། ལྷའི་དབང་པོ་།
 udgṛhṇa tvaṃ devendra dhvajāgrakeyūrānāmadhāriṇīm aparājitāṃ yā mayā pūrvaṃ bodhisatvabhūtenāparājitadhvajasya tathāgatasyāntikād udgṛhītā |	ཁྱོད་ཀྱིས་རྒྱལ་མཚན་གྱི་རྩེ་མོའི་དཔུང་རྒྱན་ཞེས་བྱ་བ་གཞན་གྱིས་མི་ཐུབ་པའི་གཟུངས་ཟུངས་ཤིག་། ངས་ཀྱང་སྔོན་བྱང་ཆུབ་སེམས་དཔར་གྱུར་པ་ན་དེ་བཞིན་གཤེགས་པ་གཞན་གྱིས་མི་ཐུབ་པའི་རྒྱལ་མཚན་ལས་འདི་མནོས་སོ་༎
 udgṛhya parebhyo vistareṇa saṃprakāśitā |	མནོས་ནས་ཀྱང་གཞན་ལ་རྒྱ་ཆེར་ཡང་དག་པར་བཤད་དོ་༎ མངོན་པར་དྲན་ཏེ་། དེ་ཚུན་ཆད་འཇིགས་པའམ་།
 nābhijānāmi tato 'rvāg bhayaṃ vā stambhitatvaṃ vā romaharṣanimittaṃ vāntaśaḥ kṣaṇikām api kāyapīḍām* |	བག་ཚ་བའམ་། སྤུ་ཟིང་ཞེས་༄༤༣༧བ་བྱེད་པའམ་། ཐ་ན་སྐད་ཅིག་ཡུད་ཙམ་ཡང་ལུས་ལ་གནོད་པ་བྱུང་མ་མྱོང་ངོ་༎
