skt	tib
 saddharmapuṇḍarīkasūtram | || namaḥ sarvabuddhabodhisattvebhyaḥ | namaḥ sarvatathāgatapratyekabuddhāryaśrāvakebhyo 'tītānāgatapratyutpannebhyaśca bodhisattvebhyaḥ || saddhp_1: nidānaparivartaḥ |	༄༡ཨ་༅༎ རྒྱ་གར་སྐད་དུ་། སངངཧརྨ་པུནཏ་རའི་ཀ་ནའ་མ་མ་ཧའ་ཡའ་ན་སའུ་ཏྲ་། བོད་སྐད་དུ་། དམ་པའི་ཆོས་པདམ་དཀར་པོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་། བམ་པོ་དང་པོ་། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 evaṃ mayā śrutam |	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་།
 ekasmin samaye bhagavān rājagṛhe viharati sma gṛdhrakūṭe parvate mahatā bhikṣusaṃghena	བཅོམ་ལྡན་འདས་རྒྱལ་པོའི་༄༢ཨ་༅༎ ཁབ་ན་། བྱ་རྒོད་ཀྱི་ཕུང་པོའི་རི་ལ་བཞུགས་ཏེ་།
 sārdhaṃ dvādaśabhirbhikṣuśataiḥ sarvairarhadbhiḥ kṣīṇāsravairniḥkleśairvaśībhūtaiḥ	དགེ་སློང་ཁྲི་ཉིས་སྟོང་གི་དགེ་སློང་གི་དགེ་འདུན་ཆེན་པོ་ཐམས་ཅད་ཀྱང་དགྲ་བཅོམ་པ་། ཟག་པ་ཟད་པ་། ཉོན་མོངས་པ་མེད་པ་། དབང་དང་ལྡན་པར་གྱུར་པ་།
 suvimuktacittaiḥ suvimuktaprajñairājāneyairmahānāgaiḥ kṛtakṛtyaiḥ kṛtakaraṇīyairapahṛtabhārairanuprāptasvakārthaiḥ	སེམས་ཤིན་ཏུ་རྣམ་པར་གྲོལ་བ་། ཤེས་རབ་ཤིན་ཏུ་རྣམ་པར་གྲོལ་བ་། ཅང་ཤེས་པ་། གླང་པོ་ཆེན་པོ་། བྱ་བ་བྱས་པ་། བྱེད་པ་བྱས་པ་། ཁུར་བོར་བ་། བདག་གི་དོན་རྗེས་སུ་ཐོབ་པ་། སྲིད་པར་ཀུན་ཏུ་སྦྱོར་བ་ཡོངས་སུ་ཟད་པ་།
 parikṣīṇabhavasaṃyojanaiḥ samyagājñāsuvimuktacittaiḥ sarvacetovaśitāparamapāramitāprāptairabhijñātābhijñātairmahāśrāvakaiḥ | tadyathā - āyuṣmatā ca ājñātakauṇḍinyena, āyuṣmatā ca aśvajitā, āyuṣmatā ca bāṣpeṇa, āyuṣmatā ca mahānāmnā, āyuṣmatā ca bhadrikeṇa, āyuṣmatā ca mahākāśyapena, āyuṣmatā ca urubilvakāśyapena, āyuṣmatā ca nadīkāśyapena,	ཡང་དག་པའི་ཤེས་པས་སེམས་ཤིན་ཏུ་རྣམ་པར་གྲོལ་བ་། སེམས་ཀྱི་༄༢བ་དབང་ཐམས་ཅད་ཀྱི་དམ་པའི་ཕ་རོལ་ཏུ་སོན་པ་། མངོན་པར་ཤེས་པས་མངོན་པར་ཤེས་པའི་ཉན་ཐོས་ཆེན་པོ་ཤ་སྟག་ལ་འདི་ལྟ་སྟེ་།
 āyuṣmatā ca gayākāśyapena, āyuṣmatā ca śāriputreṇa, āyuṣmatā ca mahāmaudgalyāyanena, āyuṣmatā ca mahākātyāyanena, āyuṣmatā ca aniruddhena, āyuṣmatā ca revatena, āyuṣmatā ca kapphinena, āyuṣmatā ca gavāṃpatinā, āyuṣmatā ca pilindavatsena, āyuṣmatā ca bakkulena, āyuṣmatā ca mahākauṣṭhilena, āyuṣmatā ca bharadvājena, āyuṣmatā ca mahānandena, āyuṣmatā ca upanandena, āyuṣmatā ca sundaranandena,	ཚེ་དང་ལྡན་པ་ཀུན་ཤེས་ཀོཨོནདི་ནྱ་དང་། ཚེ་དང་ལྡན་པ་རྟ་ཐུལ་དང་། ཚེ་དང་ལྡན་པ་རླངས་པ་དང་། ཚེ་དང་ལྡན་པ་མིང་ཆེན་དང་། ཚེ་དང་ལྡན་པ་བཟང་པོ་དང་། ཚེ་དང་ལྡན་པ་འོད་སྲུང་ཆེན་པོ་དང་། ཚེ་དང་ལྡན་པ་ལྟེང་རྒྱས་འོད་སྲུང་དང་། ཚེ་དང་ལྡན་པ་ཆུ་ཀླུང་འོད་སྲུང་དང་། ཚེ་དང་ལྡན་པ་ག་ཡ་འོད་སྲུང་དང་། ཚེ་དང་ལྡན་པ་ཤའ་རིའི་བུ་དང་། ཚེ་དང་ལྡན་པ་མོཨོངགལ་གྱི་བུ་ཆེན་པོ་དང་། ཚེ་དང་ལྡན་པ་ཀའ་ཏྱའི་བུ་ཆེན་པོ་དང་། ཚེ་དང་ལྡན་པ་མ་འགགས་པ་དང་། ཚེ་དང་ལྡན་པ་ནམ་གྲུ་དང་། ཚེ་དང་ལྡན་པ་ཀ་པི་ན་དང་། ཚེ་དང་ལྡན་པ་བ་ལང་བདག་དང་། ཚེ་དང་ལྡན་པ་པི་ལི་ནདའི་བུ་༄༣ཨ་༅༎
 āyuṣmatā ca pūrṇamaitrāyaṇīputreṇa, āyuṣmatā ca subhūtinā āyuṣmatā ca rāhulena | ebhiścānyaiśca mahāśrāvakaiḥ - āyuṣmatā ca ānandena śaikṣeṇa | anyābhyāṃ ca dvābhyāṃ bhikṣusahasrābhyāṃ śaikṣāśaikṣābhyām | mahāprajāpatīpramukhaiśca ṣaḍbhirbhikṣuṇīsahasraiḥ | yaśodharayā ca bhikṣuṇyā rāhulamātrā saparivārayā |	དང༏་ཚེ་དང་ལྡན་པ་བ་ཀུ་ལ་དང་། ཚེ་དང་ལྡན་པ་གསུས་པོ་ཆེ་དང་། ཚེ་དང་ལྡན་པ་བྷ་ར་དྷབ༹་ཛ་དང་། ཚེ་དང་ལྡན་པ་དགའ་བོ་དང་། ཚེ་དང་ལྡན་པ་ཉེ་དགའ་དང་། ཚེ་དང་ལྡན་པ་མཛེས་དགའ་དང་། ཚེ་དང་ལྡན་པ་བྱམས་མའི་བུ་གང་པོ་དང༏་ཚེ་དང་ལྡན་པ་རབ་འབྱོར་དང་། ཚེ་དང་ལྡན་པ་སྒྲ་གཅན་ཟིན་དང་། དེ་དག་དང་ཉན་ཐོས་ཆེན་པོ་གཞན་དག་དང་། སློབ་པ་ཚེ་དང་ལྡན་པ་ཀུན་དགའ་བོ་དང་། གཞན་ཡང་སློབ་པ་དང་མི་སློབ་པའི་དགེ་སློང་ཉིས་སྟོང་དང་། སྐྱེ་དགུའི་བདག་མོ་ཆེན་མོ་ལ་སོགས་པ་དགེ་སློང་མ་དྲུག་སྟོང་དང་། སྒྲ་གཅན་ཟིན་གྱི་མ་དགེ་སློང་མ་གྲགས་འཛིན་འཁོར་དང་བཅས་པ་དང་ཐབས་གཅིག་གོ་།
 aśītyā ca bodhisattvasahasraiḥ sārdhaṃ sarvairavaivartikairekajātipratibaddhairyaduta anuttarāyāṃ samyaksaṃbodhau,	བྱང་ཆུབ་སེམས་དཔའ་བརྒྱད་ཁྲི་ཐམས་ཅད་ཀྱང་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་༄༣བ་ལས་ཕྱིར་མི་ལྡོག་པ་། གཟུངས་ཐོབ་པ་།
 dhāraṇīpratilabdhairmahāpratibhānapratiṣṭhitairavaivartyadharmacakrapravartakairbahubuddhaśataparyupāsitairbahubuddha	སྤོབས་པ་ཆེན་པོ་ལ་གནས་པ་། ཕྱིར་མི་ལྡོག་པའི་ཆོས་ཀྱི་འཁོར་ལོ་བསྐོར་བ་། སངས་རྒྱས་བརྒྱ་སྟོང་མང་པོ་ལ་བསྙེན་བཀུར་བྱས་པ་།
