skt	tib
 atha yuktiṣaṣṭikārikā nāma mañjuśrikumārabhutāya namaḥ	༄༢༠བ་༌་༎ རྒྱ་གར་སྐད་དུ་། ཡུགཏི་ཤཤཐ་ཀའ་ཀའ་རི་ཀའ་ནའ་མ་། བོད་སྐད་དུ་། རིགས་པ་དྲུག་ཅུ་པའི་ཚིག་ལེ་འུར་བྱས་པ་ཞེས་བྱ་བ་། འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ལ་ཕྱག་འཚལ་ལོ་༎ གང་གི་སྐྱེ་དང་འཇིག་པ་དག་། ཚུལ་འདི་ཡིས་ནི་སྤངས་གྱུར་པ་༎
 namastasmai munīndrāya pratītyopādadeśine | yenānenā vidhānena niṣiddhāvudayavyayau ||	རྟེན་ཅིང་འབྱུང་བ་གསུངས་པ་ཡི་༎ ཐུབ་དབང་དེ་ལ་ཕྱག་འཚལ་ལོ་༎ གང་གིས་བློ་གྲོས་ཡོད་མེད་ལས་༎
 bhāvābhāvavyatikrāntā matiryeṣāmanāśritā |	རྣམ་པར་འདས་ཤིང་མི་གནས་པ་༎
 tairgambhīro niralambaḥ pratyayārthaḥ pratīyate || yukti_1	དེ་དག་གིས་ནི་རྐྱེན་གྱི་དོན་༎ ཟབ་མོ་དམིགས་མེད་རྣམ་པར་རྟོགས་༎
 sarvadoṣākarastāvadabhāvo vinivāritaḥ |	རེ་ཞིག་ཉེས་ཀུན་འབྱུང་བའི་གནས་༎ མེད་ཉིད་རྣམ་པར་བཟློག་ཟིན་གྱིས་༎
 nirvartyate yathā yuktayā bhāvo 'pi śrvavaṇaṃ kuru || yukti_2	རིགས་པའི་གང་གིས་ཡོད་ཉིད་དང་༎ བཟློག་པར་འགྱུར་བ་མཉན་པར་གྱིས་༎
 bhāvo yadi bhavetsaty yathā bālairvikalpitaḥ |	ཇི་ལྟར་བྱིས་པས་རྣམ་བརྟགས་བཞིན་༎ དངོས་པོ་གལ་ཏེ་བདེན་འགྱུར་ན་༎ དེ་དངོས་མེད་པས་རྣམ་ཐར་དུ་༎
 vimokṣastadabhāvena ko necchet kim na kārnāt || yukti_3	གང་གིས་མི་འདོད་རྒྱུ་ཅི་ཞིག་། 
 vimokṣo nāsti bhāvena bhāvo nāsti hyabhāvataḥ |	ཡོད་པས་རྣམ་པར་མི་གྲོལ་ཏེ་༎ མེད་པས་སྲིད་པ་འདི་ལས་མིན་།
 bhāvābhāvaparijñānānmahātmā 'pi vimucyate || yukti_4	དངོས་དང་དངོས་མེད་ཡོངས་ཤེས་པས་༎ བདག་ཉིད་ཆེན་པོ་རྣམ་པར་གྲོལ་༎
 nirvāṇam caiva lokaṃ ca manyante tattvadarśinaḥ |	དེ་ཉིད་མ་མཐོང་འཇིག་རྟེན་དང་༎ མྱ་ངན་འདས་པར་རློམ་སེམས་ཏེ་༎
 naiva lokaṃ na nirvānaṃ manyante tattvadarśinaḥ || yukti_5	དེ་ཉིད་གཟིགས་རྣམས་འཇིག་རྟེན་དང་༎ མྱ་ངན་འདས་པར་རློམ་སེམས་མེད་༎
