skt	tib
 sarvadharmasvabhāvasamatāvipañcita-samādhirājasūtram | 1 nidānaparivartaḥ |	༄༡བ་༅༎ རྒྱ་གར་སྐད་དུ་། ཨའརྱ་སརྦ་དྷརྨ་སབ༹་བྷའ་བ་ས་མ་ཏའ་བི་པཉཙི་ཏ་ས་མའ་དྷི་རའ་ཛ་ནའ་མ་མཧའ་ཡའ་ན་སའུ་ཏྲ་། བོད་སྐད་དུ་། འཕགས་པ་ཆོས་ཐམས་ཅད་ཀྱི་རང་བཞིན་མཉམ་པ་ཉིད་རྣམ་པར་སྤྲོས་པ་ཏིང་ངེ་འཛིན་གྱི་རྒྱལ་པོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་། བམ་པོ་དང་པོ་། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་༄༢ཨ་༌༎ ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 evaṃ mayā śrutam |	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་།
 ekasmin samaye bhagavān rājagṛhe viharati sma gṛdhrakūṭe parvate mahatā bhikṣusaṃghena sārdhaṃ paripūrṇena bhikṣuniyutaśatasahasreṇa aśītyā ca bodhisattvaniyutaiḥ sārdham |	བཅོམ་ལྡན་འདས་རྒྱལ་པོའི་ཁབ་ན་བྱ་རྒོད་ཀྱི་ཕུང་པོའི་རི་ལ་དགེ་སློང་འབུམ་དུ་ཚང་བའི་དགེ་སློང་གི་དགེ་འདུན་ཆེན་པོ་དང་ཐབས་གཅིག་ཏུ་བཞུགས་སོ་༎ བྱང་ཆུབ་སེམས་དཔའ་བྱེ་བ་ཁྲག་ཁྲིག་ཕྲག་བརྒྱད་ཅུ་དང་ཡང་ཐབས་གཅིག་སྟེ་ཏུ་བཞུགས་སོ་༎ ། ཐམས་ཅད་ཀྱང་སྐྱེ་བ་གཅིག་གིས་ཐོགས་པ་།
 sarvairakajātipratibaddhairabhijñābhijñātairdaśadiglokadhātusaṃnipatitairdhāraṇīsūtrāntagatiṃ	མངོན་པར་ཤེས་པས་མངོན་པར་ཤེས་པ་། ཕྱོགས་བཅུའི་འཇིག་རྟེན་གྱི་ཁམས་དག་ནས་འདུས་པ་། གཟུངས་དང་༄༢བ་མདོ་སྡེ་རྟོགས་པར་ཁོང་དུ་ཆུད་པ་།
 gataiḥ sarvasattvadharmadānasaṃtoṣakairmahābhijñājñānodāhārakuśalaiḥ sarvapāramitāparamapāramitāprāptaiḥ	སེམས་ཅན་ཐམས་ཅད་ལ་ཆོས་ཀྱི་སྦྱིན་པས་ཚིམ་པར་བྱེད་པ་། མངོན་པར་ཤེས་པ་ཆེན་པོའི་ཡེ་ཤེས་བརྗོད་པ་ལ་མཁས་པ་། ཕ་རོལ་ཏུ་ཕྱིན་པ་ཐམས་ཅད་ཀྱི་དམ་པའི་ཕ་རོལ་ཏུ་སོན་པ་།
 sarvabodhisattvasamādhisamāpattivyavasthānajñānakuśalaiḥ sarvabuddhastutastobhitapraśastaiḥ	བྱང་ཆུབ་སེམས་དཔའི་ཏིང་ངེ་འཛིན་དང་། སྙོམས་པར་འཇུག་པ་ཐམས་ཅད་རྣམ་པར་གཞག་པ་ཤེས་པ་ལ་མཁས་པ་། སངས་རྒྱས་ཐམས་ཅད་ཀྱིས་བསྟོད་ཅིང་བསྔགས་ཏེ་རབ་ཏུ་བཀུར་བ་།
 sarvabuddhakṣetravyākramaṇakuśalaiḥ sarvamārasaṃtrāsanajñānakuśalaiḥ sarvadharmayathāvajjñānakuśalaiḥ	སངས་རྒྱས་ཀྱི་ཞིང་ཐམས་ཅད་དུ་རྫུ་འཕྲུལ་གྱིས་འགྲོ་བ་ལ་མཁས་པ་། བདུད་ཐམས་ཅད་སྐྲག་པར་བྱ་བའི་ཤེས་པ་ལ་མཁས་པ་། ཆོས་ཐམས་ཅད་ཇི་ལྟར་བ་བཞིན་དུ་ཤེས་པ་ལ་མཁས་པ་།
 sarvasattvendriyaparāparajñānakuśalaiḥ buddhasarvakarmapūjāsamādānaprajñānakuśalaiḥ	སེམས་ཅན་ཐམས་ཅད་ཀྱི་དབང་པོ་མཆོག་དང་མཆོག་མ་ཡིན་པ་ཤེས་པ་ལ་མཁས་པ་། སངས་རྒྱས་༄༣ཨ་༌༎ ཐམས་ཅད་ལ་མཆོད་པའི་ལས་ཡང་དག་པར་སྒྲུབ་པ་ཤེས་པ་ལ་མཁས་པ་།
 sarvalokadharmānupaliptaiḥ kāyavākcittasamalaṃkṛtaiḥ mahāmaitrīmahākaruṇāsaṃnāhasaṃnaddhaiḥ	འཇིག་རྟེན་པའི་ཆོས་ཐམས་ཅད་ཀྱིས་མི་གོས་པ་། ལུས་དང་ངག་དང་སེམས་ཡང་དག་པར་བརྒྱན་པ་། བྱམས་པ་ཆེན་པོ་དང་སྙིང་རྗེ་ཆེན་པོའི་གོ་ཆ་བགོས་པ་།
 mahāvīryāsaṃkhyeyakalpāparikṣīṇamānasaiḥ mahāsiṃhanādanādibhiḥ sarvaparapravādānabhibhūtaiḥ	བསྐལ་པ་གྲངས་མེད་པར་ཡིད་མི་སྐྱོ་བར་བརྩོན་འགྲུས་ཆེ་བ་། སེང་གེའི་སྒྲ་ཆེན་པོ་སྒྲོག་པ་། ཕས་ཀྱི་རྒོལ་བ་ཐམས་ཅད་ཀྱིས་ཟིལ་གྱིས་མི་ནོན་པ་།
 avaivartikamudrāmudritaiḥ sarvabuddhadharmābhiṣekaprāptaiḥ | tadyathā - meruṇā ca nāma bodhisattvena mahāsattvena | sumeruṇā ca | mahāmeruṇā ca | meruśikhariṃdhareṇa ca | merupradīparājena ca | merukūṭena ca | merudhvajena ca | merugajena ca |	ཕྱིར་མི་ལྡོག་པའི་ཕྱག་རྒྱས་བཏབ་པ་། སངས་རྒྱས་ཐམས་ཅད་ཀྱི་ཆོས་ཀྱི་དབང་བསྐུར་བ་ཐོབ་པ་ཤ་སྟག་ལ་འདི་ལྟ་སྟེ་།
