skt	tib
 00101 oṃ namo buddhāya |	༄༢༦༡བ་༅་༎ རྒྱ་གར་སྐད་དུ་། པྲ་མའ་ནའ་བ་ཏའ་ར་ཏི་ཀ་བྲི་ཏཏི་། བོད་སྐད་དུ་། ཚད་མ་རྣམ་འགྲེལ་གྱི་འགྲེལ་པ་། བམ་པོ་དང་པོ་། ཐམས་ཅད་མཁྱེན་པ་ལ་ཕྱག་འཚལ་ལོ་༎
 00102 vidhūta-kalpanā-jāla-gambhīra-udāra-mūrtaye |	རྟོག་པའི་དྲ་བ་རྣམ་བསལ་ཞིང་༎ ཟབ་ཅིང་རྒྱ་ཆེའི་སྐུ་མངའ་བ་༎
 00103 namaḥ samantabhadrāya samanta-spharaṇa-tviṣe ||	།
 00104 prāyaḥ prākṛta-saktir apratibala-prajño janaḥ kevalaṃ |	སྐྱེ་བོ་ཕལ་ཆེར་ཕལ་ལ་ཆགས་ཤིང་ཤེས་རབ་རྩལ་མེད་པས་ན་ལེགས་བཤད་རྣམས་༎
 00105 na anarthy eva subhāṣitaiḥ parigato vidveṣṭy api īrṣyā-malaiḥ ||	དོན་དུ་མི་གཉེར་ཁོ་ནར་མ་ཟད་ཕྲག་དོག་དྲི་མ་དག་གིས་སྡང་བར་ཡང་༎
 00106 tena ayaṃ na para-upakāra iti naś cintā api cetaś ciraṃ |	ཡོངས་གྱུར་དེས་ན་བདག་ལ་འདི་ནི་གཞན་ལ་ཕན་པ་ཡིན་ཞེས་བསམ་པའང་མེད་༎
 00107 sūkta-abhyāsa-vivardhita-vyasanam ity atra anubaddha-spṛham ||	སེམས་ནི་ཡུན་རིང་ལེགས་བཤད་གོམས་པས་ལྷུར་ལེན་བསྐྱེད་ཕྱིར་འདི་ལ་དགའ་བ་སྐྱེས་༎
 00108 artha-anartha-vivecanasya anumāna-āśrayatvāt tad-vipratipattes tad-vyavasthāpanāya 00109 āha |	དོན་དང་དོན་མ་ཡིན་པ་རྣམ་པར་འབྱེད་པ་ནི་རྗེས་སུ་དཔག་པ་ལ་བརྟེན་པ་ཡིན་པའི་ཕྱིར་ལ་། དེ་ལ་ལོག་པར་རྟོགས་པས་དེ་རྣམ་པར་གཞག་པའི་ཕྱིར་བཤད་པ་།
 00110 pakṣa-dharmas tad-aṃśena vyāpto hetus tridhā eva saḥ |	ཕྱོགས་ཆོས་དེའི་ཆས་ཁྱབ་པ་ཡི་༎ གཏན་ཚིགས་དེ་ནི་རྣམ་གསུམ་སྟེ་༎
 00111 avinābhāva-niyamād hetv-ābhāsās tato apare ||1||	མེད་ན་མི་འབྱུང་ངེས་ཕྱིར་རོ་༎ གཏན་ཚིགས་ལྟར་སྣང་དེ་ལས་གཞན་༎
 00112 pakṣo dharmī | avayave samudāya-upacārāt |	ཕྱོགས་ནི་ཆོས་ཅན་ནོ་༎
 prayojana-abhāvād anupacāra	གལ་ཏེ་དགོས་པ་མེད་པའི་ཕྱིར་ཉེ་བར་གདགས་པར་མི་བྱའོ་ཞེ་ན་།
 00113 iti cet | na | sarva-dharmi-dharma-pratiṣedha-arthatvāt |	མ་ཡིན་ཏེ་། ཆོས་ཅན་གྱི་ཆོས་ཐམས་ཅད་ཡིན་པ་དགག་པའི་ཕྱིར་ཏེ་།
 tad-ekadeśatvāt	དེའི་ཕྱོགས་གཅིག་ཡིན་པའི་ཕྱིར་།
