skt	tib
 bodhisattvaprātimokṣasūtram	བྱང་ཆུབ་སེམས་དཔའི་སྡོམ་པའི་ཆོག་། 
 oṃ namaḥ sarvvabuddhabodhisattvebhyaḥ |	སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎ 
 ye ca te bodhisattvānāṃ trayaḥ śīlaskandhā uktāḥ |	གང་འདི་རྣམས་ནི་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཀྱི་ཚུལ་ཁྲིམས་ཀྱི་ཕུང་པོ་རྣམས་སུ་བརྗོད་ལོ་༎ 
 saṃvara śīlaṃ kuśaladharmmasaṃgrāhakaśīlaṃ sattvārthakriyāśīlaṃ ca teṣu śikṣitukāmena	པ་སྟེ་། སྡོམ་པའི་ཚུལ་ཁྲིམས་དང་། དགེ་བ་ཆོས་སྡུད་པའི་ཚུལ་ཁྲིམས་དང་། སེམས་ཅན་དོན་བྱེད་པའི་ཚུལ་ཁྲིམས་སོ་༎ དེ་རྣམས་ལ་སློབ་པར་འདོད་པའི་ཁྱིམ་པའམ་རབ་ཏུ་བྱུང་བ་༎
 gṛhiṇā vā pravrajitena vā 'nuttarāyāṃ samyaksaṃbodhau kṛtapraṇidhānena sahadhārmmikasya	བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་སྨོན་ལམ་བཏབ་པས་ལྷན་ཅིག་ཏུ་ཆོས་མཐུན་པའི་བྱང་ཆུབ་སེམས་དཔའ་གང་མཁས་པ་ནུས་པ་། 
 bodhisattvasya mahāpuṇyanidhānasya vāg vijñaptyartha grahaṇāvabodhasamarthasya pādayornnipatyādhyeṣaṇā kāryā |	ངག་གི་རྣམ་པར་རིག་བྱེད་ཀྱིས་དོན་མཛད་པ་དང་། གོ་བར་ནུས་པའི་ཞབས་དག་ལ་ཕྱག་འཚལ་ནས་གསོལ་བ་གདབ་པར་བྱ་སྟེ་།
 tavāhaṃ kulaputrāyuṣman bhadanteti vā 'ntikāt bodhisattvaśīlasaṃvarasamādānamākāṅkṣābhyādātum |	བདག་རིགས་ཀྱི་བུ་ཁྱོད་དམ་། ཚེ་དང་ལྡན་པའམ་། བཙུན་པ་གང་ཉེ་བས་བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་སྡོམ་པ་ཡང་དག་པར་ལེན་པར་འཚལ་བས་དེ་སྩལ་བ་ལ་རུང་ཞིང་དཀའ་བ་མ་མཆིས་ན་། 
 tadarhasyanuparodhena muhūrttamadanukampayā dātuṃ śrotuñceti ||	༄༢༣༩བ་ཐད་ཅིག་བདག་ལ་རྗེས་སུ་བརྩེ་བས་སྩལ་ཅིང་གསོན་ཅིག་ཅེས་བྱའོ་༎
 trirevamadhyeṣya ekāṃsamuttarāṅgaṃ kṛtvādaśasu dikṣvatītānāgatapratyutpannānāṃ buddhānāṃ	འདི་ལྟར་ལན་གསུམ་དུ་གསོལ་བ་བཏབ་ནས་བླ་གོས་ཕྲག་པ་གཅིག་ཏུ་གཟར་ཏེ་། ཕྱོགས་བཅུའི་འཇིག་རྟེན་རྣམས་ན་འདས་པ་དང་མ་བྱོན་པ་དང་ད་ལྟར་བྱུང་བའི་སངས་རྒྱས་བཅོམ་ལྡན་འདས་རྣམས་དང་། ས་ཆེན་པོར་ཆུད་པའི་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ལ་བཏུད་ནས་།
 bhagavatāṃ mahābhūmipraviṣṭānāṃ ca bodhisattvānāṃ sāmīcīṃ kṛttvā teṣāṃ guṇānāmukhīkṛtya	དེ་རྣམས་ཀྱི་ཡོན་ཏན་རྣམས་མངོན་སུམ་དུ་བྱས་ནས་སེམས་ཆེན་པོ་བསྐྱེད་ནས་།
