skt	tib
 sarva tathāgata tattva saṅgrah chapter 1 vajradhatu-maha-mandala-vidhi-vistara-mandala i|1	༄༩༢བ་། །རྒྱ་གར་སྐད་དུ་། སརྦ་ཏ་ཐའ་ག་ཏཏཏབ༹་སམ་གྲ་ཧ་ནའ་མ་མཧའ་ཡའ་ན་སའུ་ཏྲ་། བོད་སྐད་དུ་། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་དེ་ཁོ་ན་ཉིད་བསྡུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་། བམ་པོ་དང་པོ་། སངས་རྒྱས་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 [evaṃ mayā śru]tamekasmin samaye bhagavān sarvatathāgata-vajrādhiṣṭhānasamayajñānavividhaviśeṣasamanvāgataḥ,	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན༏་བཅོམ་ལྡན་འདས་རྣམ་པར་སྣང་མཛད་ཐུགས་རྗེ་ཆེན་པོ་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་རྡོ་རྗེ་བྱིན་གྱིས་བརླབས་དང་། དམ་ཚིག་གི་ཡེ་ཤེས་རྣམ་པ་སྣ་ཚོགས་ཀྱི་༄༩༣ཨ་༌༎
 sarvatathāgataratnamukuṭatraidhātukadharmarājyābhiṣekaprāptaḥ,	ཁྱད་པར་དང་ལྡན་པ་། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་རིན་པོ་ཆེའི་དབུ་རྒྱན་གྱིས་ཁམས་གསུམ་གྱི་ཆོས་ཀྱི་རྒྱལ་པོའི་དབང་བསྐུར་བ་མངའ་བརྙེས་པ་།
 sarvatathāgatasarvajñānamahāyogīśvaraḥ,	དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་ཐམས་ཅད་མཁྱེན་པའི་ཡེ་ཤེས་རྣལ་འབྱོར་ཆེན་པོའི་དབང་ཕྱུག་།
 sarvatathāgatasarvamudrāsamatādhigataviśvakāryakaraṇatāśeṣānavaśeṣasattvadhātusarvāśāparipūrakaḥ,	དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་ཕྱག་རྒྱ་ཐམས་ཅད་མཉམ་པ་ཉིད་ཐུགས་སུ་ཆུད་ཅིང་ཐམས་ཅད་ཀྱི་དགོས་པ་མཛད་པ་ཉིད་ཀྱིས་སེམས་ཅན་གྱི་ཁམས་མ་ལུས་ཤིང་ལུས་པ་མེད་པ་ཐམས་ཅད་ཀྱི་རེ་བ་ཐམས་ཅད་ཡོངས་སུ་སྐོང་བའི་འཕྲིན་ལས་མཛད་པ་། 
 mahākṛpo vairocanaḥ śāśvatastryadhvasamayavyavasthitaḥ sarvakāyavākcittavajrastathāgataḥ,	ཐུགས་རྗེ་ཆེ་བ་རྣམ་པར་སྣང་མཛད་དུས་གསུམ་དུ་རྟག་པར་བཞུགས་ཤིང་སྐུ་ལས་མཛད་པ་། དང་། གསུང་དང་། ཐུགས་ཐམས་ཅད་རྡོ་རྗེ་ལྟ་བུར་གྱུར་པའི་དེ་བཞིན་གཤེགས་པ་། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་བཞུགས་ཤིང་བསྔགས་བསྟོད་པ་།
 sarvatathāgatādhyuṣitapraśastastavite mahāmaṇiratnapratyupte vicitravarṇaghaṇṭāvasaktamārutoddhatapaṭṭasrakcāmarahārārdhahāracandropaśobhite akaniṣṭhadevarājasya bhavane vijahāra |	ནོར་བུ་དང་། རིན་པོ་ཆེ་ཆེན་པོས་སྤྲས་པ་། ཁ་དོག་སྣ་ཚོགས་ཤིང་དྲིལ་བུ་བཏགས་པ་། དར་དང་། འཕན་དང་། མེ་ཏོག་གི་ཕྲེང་བ་དང་། རྔ་མ་དང་། དྲ་བ་དང་། དྲ་བ་ཕྱེད་པ་དང་། ཟླ་བ་རླུང་གིས་བསྐྱོད་པ་རྣམས་ཀྱིས་མཛེས་པར་བྱས་པའི་འོག་མིན་གྱི་ལྷའི་རྒྱལ་པོའི་གནས་ན་བཞུགས་པ་། 
 navanavatibhirbodhisattvakoṭibhiḥ sārdhaṃ,	བྱང་ཆུབ་སེམས་དཔའ་བྱེ་བ་ཕྲག་དགུ་བཅུ་རྩ་དགུ་ལ་།
 tadyathā vajrapāṇinā ca bodhisattvena, avalokiteśvareṇa ca bodhisattvena, ākāśagarbheṇa ca, vajramuṣṭinā ca, mañjuśriyā ca,	འདི་ལྟ་སྟེ་།
 sahacittotpādadharmacakrapravartinā ca, gaganagañjena ca sarvamārabalapramardinā ca, evaṃpramukhairnavanavatibhirbodhisattvakoṭibhiḥ;	བྱང་ཆུབ་སེམས་༄༩༣བ་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཕྱག་ན་རྡོ་རྗེ་དང་། ཀུན་ཏུ་སྤྱན་རས་གཟིགས་ཀྱི་དབང་པོ་དང་། ནམ་མཁའི་སྙིང་པོ་དང་། རྡོ་རྗེ་ཁུ་ཚུར་དང་། འཇམ་དཔལ་དང་། སེམས་བསྐྱེད་མ་ཐག་ཏུ་ཆོས་ཀྱི་འཁོར་ལོ་བསྐོར་བ་དང་། ནམ་མཁའི་མཛོད་དང་། བདུད་ཀྱི་སྟོབས་ཐམས་ཅད་རབ་ཏུ་འཇོམས་པ་ལ་སོགས་པ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བྱེ་བ་ཕྲག་དགུ་བཅུ་རྩ་དགུ་དང་། གངྒའའི་ཀླུང་གི་བྱེ་མ་སྙེད་ཀྱི་དེ་བཞིན་གཤེགས་པ་རྣམས་དང་ཐབས་གཅིག་ཏུ་བཞུགས་ཏེ་།
