skt	tib
 00101 namaḥ samantabhadrāya|	༄༣༢༦བ་༅་༎ རྒྱ་གར་སྐད་དུ་། བའ་ད་ནྱ་ཡ་ནའ་མ་པྲ་ཀ་ར་ན་། བོད་སྐད་དུ་། རྩོད་པའི་རིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ་། བཅོམ་ལྡན་འདས་འཇམ་པའི་རྡོ་རྗེ་ལ་ཕྱག་འཚལ་ལོ་༎
 00102 nyāyavādinam api vādeṣu asad-vyavasthā-upanyāsaiḥ śaṭhā 00103 nigṛhṇanti, tan-niṣedha-artham idam ārabhyate|	རྩོད་པ་དག་ལ་རིགས་པ་སྨྲ་བ་རྣམས་ཀྱང་ཡང་དག་པ་མ་ཡིན་པའི་རྣམ་པར་གཞག་པ་ཉེ་བར་དགོད་པའི་སྒོ་ནས་ག-ཡོ་སྒྱུ་ཅན་ཚར་གཅོད་པར་བྱེད་པའི་ཕྱིར་དེ་སུན་དབྱུང་བའི་དོན་དུ་འདི་བརྩམས་སོ་༎ སྒྲུབ་པའི་ཡན་ལག་མི་བརྗོད་ཅིང་༎
 00104 asādhana-aṅga-vacanam adoṣa-udbhāvanaṃ dvayoḥ |	སྐྱོན་མི་བརྗོད་པ་གཉིས་པོ་དག་། 
 00105 nigrahasthānam,	ཚར་གཅད་པ་ཡི་གནས་ཡིན་གྱི་༎
 anyat tu na yuktam iti na iṣyate ||1||	གཞན་ནི་མི་རིགས་ཕྱིར་མི་འདོད་༎
 00106 iṣṭasya arthasya siddhiḥ sādhanam,	སྒྲུབ་པ་ནི་འདོད་པའི་དོན་སྒྲུབ་པའོ་༎
 tasya nirvartakam	དེའི་སྒྲུབ་པར་བྱེད་པ་ནི་ཡན་ལག་གོ་༎ དེ་བརྗོད་པ་ནི་སྒྲུབ་པའི་ཡན་ལག་བརྗོད་པའོ་༎
 00107 aṅgam, tasya avacanam tasya aṅgasya anuccāraṇaṃ vādino 00108 nigraha-adhikaraṇam,	དེ་མི་བརྗོད་པའི་རྒོལ་བ་ནི་ཚར་བཅད་པའི་གནས་ཡིན་ནོ་༎
 tad abhyupagamya apratibhayā tūṣṇīṃbhāvāt,	དེ་ཁས་བླངས་ནས་རྒོལ་བ་ནི་སྤོབས་པ་མེད་པས་མི་སྨྲ་བར་འདུག་པའི་ཕྱིར་རམ་།
 00109 sādhana-aṅgasya asamarthād vā|	སྒྲུབ་པའི་ཡན་ལག་ལ་ནུས་པ་མེད་པའི་ཕྱིར་རོ་༎
 00110 trividham eva hi liṅgam apratyakṣasya siddher aṅgam,	རྟགས་རྣམ་པ་གསུམ་ཉིད་ནི་མངོན་སུམ་མ་ཡིན་པ་སྒྲུབ་པའི་ཡན་ལག་སྟེ་།
 00111 svabhāvaḥ kāryam anupalabdhaś ca| tasya samarthanaṃ	རང་བཞིན་དང་། འབྲས་བུ་དང་། མི་དམིགས་པའོ་༎ དེ་ལ་ནུས་པ་ནི་།
 00112 sādhyena vyāptiṃ prasādhya dharmiṇi bhāva-sādhanam,	བསྒྲུབ་༄༣༢༧ཨ་༌་༎ པར་བྱ་བས་ཁྱབ་པ་རབ་ཏུ་བསྒྲུབས་ནས་། ཆོས་ཅན་ལ་ཡོད་པ་སྒྲུབ་པར་བྱེད་པ་སྟེ་།
 00113 yathā yat sat kṛtakam vā, tat sarvam anityam,	འདི་ལྟར་གང་ཡོད་པའམ་བྱས་པ་དེ་ཐམས་ཅད་མི་རྟག་པ་སྟེ་།
 yathā ghaṭa-ādiḥ,	དཔེར་ན་བུམ་པ་ལ་སྩོགས་པ་ལྟ་བུའོ་༎
 00114 san kṛtako vā śabda iti| atra api na kaścit krama-	སྒྲ་ཡང་ཡོད་པའམ་བྱས་པའོ་ཞེས་བྱ་བ་ལྟ་བུའོ་༎ འདི་ལ་ཡང་གོ་རིམས་ཀྱི་ངེས་པ་འགའ་ཡང་ཡོད་པ་མ་ཡིན་ཏེ་།
 00115 niyamaḥ, iṣṭa-artha-siddher ubhayatra aviśeṣāt| dharmiṇi prāk	འདོད་པའི་དོན་སྒྲུབ་པར་གཉི་ག་བྱེ་བྲག་མེད་པའི་ཕྱིར་རོ་༎
 00116 sattvaṃ prasādhya paścād api vyāptiḥ prasādhyata eva	ཆོས་ཅན་ལ་དང་པོར་ཡོད་པ་ཉིད་རབ་ཏུ་བསྒྲུབས་ནས་། ཕྱིས་ཀྱང་ཁྱབ་པ་རབ་ཏུ་བསྒྲུབས་པ་ཉིད་ནི་།
 00117 yathā san śabdaḥ kṛtako vā, yaś ca evam, sa sarvo anityaḥ,	དཔེར་ན་སྒྲ་ནི་ཡོད་པའམ་བྱས་པ་ཡིན་ལ་དེ་ལྟ་བུ་གང་ཡིན་པ་དེ་ཐམས་ཅད་ནི་མི་རྟག་པ་ཡིན་ཏེ་།
 00118 yathā ghaṭa-ādir iti|	དཔེར་ན་བུམ་པ་ལ་སོགས་པ་ལྟ་བུའོ་༎
 00201 atra vyāpti-sādhanaṃ viparyaye bādhaka-pramāṇa-upadarśanam|	འདིར་ཁྱབ་བ་སྒྲུབ་པར་བྱེད་པ་ནི་བསྒྲུབ་པར་བྱ་བ་ལ་བཟློག་པ་ལ་གནོད་པ་ཅན་གྱི་ཚད་མ་ཉེ་བར་བསྟན་པ་སྟེ་།
 00202 yadi na sarvaṃ sat kṛtakaṃ vā pratikṣaṇa-vināśi	གལ་ཏེ་དངོས་པོ་ཡོད་པའམ་། བྱས་པ་ཐམས་ཅད་སྐད་ཅིག་མ་རེ་རེ་ལ་འཇིག་པར་མ་གྱུར་ན་།
 00203 syāt, akṣaṇikasya kramayaugapadyābhyām arthakriyā-ayogād	སྐད་ཅིག་མ་མ་ཡིན་པ་ནི་རིམ་དང་ཅིག་ཅར་གྱིས་དོན་བྱེད་པ་མི་རིགས་པའི་ཕྱིར་།
 00204 arthakriyā-sāmarthya lakṣaṇato nivṛttam ity asad eva syāt|	ཡོད་པ་ཉིད་ཀྱི་མཚན་ཉིད་ནི་དོན་བྱེད་ནུས་པ་ཡིན་ལ་། དེ་ལས་ལྡོག་པའི་ཕྱིར་། མེད་པ་ཁོ་ནར་འགྱུར་ཏེ་།
 00205 sarva-sāmarthya-upākhyā viraha-lakṣaṇaṃ hi nirupākhyam iti|	ནུས་པ་ཉེ་བར་བརྗོད་པ་ཐམས་ཅད་དང་བྲལ་བའི་མཚན་ཉིད་ནི་།
 00206 evaṃ sādhanasya sādhya-viparyaye bādhaka-pramāṇa-anupadarśane	ཉེ་བར་བརྗོད་པ་མེད་པའི་ཕྱིར་རོ་༎ དེ་ལྟར་སྒྲུབ་པར་བྱེད་པའི་བསྒྲུབ་པར་བྱ་བ་ལས་བཟློག་པ་ལ་གནོད་པ་ཅན་གྱི་ཚད་མ་ཉེ་བར་མ་བསྟན་ན་།
 00207 virodha-abhāvād asya viparyaye vṛtter adarśane api	འདི་བཟློག་པ་ལ་ཡོད་པ་མ་མཐོང་དུ་ཟིན་ཀྱང་ཡོད་པའམ་།
 00208 san kṛtako vā syān nityaś ca ity anivṛttir eva śaṅkāyāḥ| tato	བྱས་པ་རྟག་ཅེས་བྱ་བ་ལ་འགལ་བ་མེད་པའི་ཕྱིར་།
