skt	tib
 oṃ namo ratnatrayāya ||	དཀོན་མཆོག་གསུམ་ལ་ཕྱག་འཚལ་ལོ་༎ གང་གིས་མཛད་པ་ཤིན་ཏུ་དཀའ་སྤྱད་སྔོན་བྱུང་བ་༎
 pūrvāvadānacariteṣu suduṣkareṣu gīteṣu yasya surakiṃnarasundarībhiḥ |	མིའམ་ཅི་དང་ལྷ་མོ་རྣམས་ཀྱིས་རབ་བསྙད་ན་༎
 adyāpi candrakiraṇairiva saṃkucanti mārāṅganāvadanapaṅkajakānanāni || śl_1 ||	བདུད་ཀྱི་བུ་མོ་བཞིན་རས་པདམའི་ནགས་ཚལ་དག་། ད་ལྟར་ཟླ་བའི་ཟེར་གྱིས་ཕོག་པ་བཞིན་དུ་ཟུམ་༎ བཀྲ་ཤིས་ཡིད་འོང་ཤིན་ཏུ་རྨད་བྱུང་སྐུ་མངའ་བ་༎
 saubhāgyahṛdyavapuṣaḥ paramādbhutasya yasyālpapuṇyajanadurlabhadarśanasya |	བསོད་ནམས་ཆུང་ངུའི་སྐྱེ་བོས་མཐོང་བ་རྙེད་དཀའ་བ་༎ འཇིག་རྟེན་མངོན་པར་འདོད་པའི་རེ་བ་བསྒྲུབ་པ་གང་༎
 saṃpāditābhimatalokamanorathasya cintāmaṇeriva parārtharasaikavṛttiḥ || śl_2 ||	ཡིད་བཞིན་ནོར་བུ་ལྟ་བུར་གཞན་དོན་རོ་གཅིག་སྤྱོད་༎
 yaḥ sarvadā parasukhaikaraso babhūva duḥkhena duḥkhamagamatparamaṃ pareṣām |	གང་ཞིག་རྟག་ཏུ་ཕ་རོལ་བདེ་བས་བདེ་འགྱུར་ཞིང་༎ གཞན་དག་སྡུག་བསྔལ་གྱུར་པས་མཆོག་ཏུ་འོ་བརྒྱལ་བ་༎ ཐུགས་རྗེ་ཆེན་པོས་ཡོན་ཏན་ཤིན་ཏུ་བསྐྲུན་པ་གང་༎
 atyarthamāhitamahākaruṇāguṇasya yasyātmaduḥkhasukhamantaritaṃ tadeva || śl_3 || vicchi x māvayasi yasya śiraḥ parārtha x x x sannayanapaṅkajatāmavāpa |	དེ་ཉིད་རང་གི་བདེ་སྡུག་སྤངས་ཏེ་བཞུགས་པ་ཡིན་༎ གང་ཞིག་གཞན་གྱི་དོན་དུ་དབུ་རྣམས་གཅོད་བྱེད་ཀྱང་༎ པདམ་ལྟ་བུར་དགྱེས་པའི་སྤྱན་འབྱེད་གཟིགས་མཛད་ཅིང་༎ ཉིད་ཀྱི་དོན་དུ་གདུགས་དཀར་གཅིག་གིས་ཁེབས་པ་ལྟའི་༎
 svārthaṃ puna x x x x x sitātapatrā pṛthvī babhūva niśiteva kṛpāṇadhārā || śl_4 || lokopakāranirataprakaṭodayena śulka x x x x x x guṇojjvalena |	ས་ཡང་རལ་གྲི་སོ་བདར་རྣོན་པོ་ལྟ་བུར་དགོངས་༎ ཟླ་བ་ཡར་གྱི་ངོ་ལྟར་ཡོན་ཏན་གསལ་བ་རྫོགས་༎
 doṣāndhakārabhidureṇa manorameṇa yenoditena śaśineva jagatprakāśam || śl_5 || cūḍāvibhūṣaṇamivottamaratnakalpamūḍhaṃ śirobhirurubhiḥ phaṇināṃ x x x |	ཉེས་པའི་མུན་པ་སེལ་མཛད་གཅིག་དུ་ཡིད་དུ་འོང་༏་།འཇིག་རྟེན་ཕན་ལ་བརྩོན་བ་རབ་ཏུ་གསལ་བ་བྱུང་༎ དེ་ཤར་ཟླ་བ་བཞིན་དུ་འགྲོ་བ་བསིལ་བར་མཛད་༎
 yacchāsanaṃ śubhamakhaṇḍaviśuddhavṛttaṃ pātālamūrdhani layatimiraṃ pramārṣṭi || śl_6 ||	བསྟན་པ་རིན་ཆེན་མཆོག་ལྟར་བཟང་ལ་འཕན་མེད་པ་༎ རྣམ་བར་དག་ཆུལ་གང་ཡིན་ཀླུ་མགོ་གདེངས་ཀ་ཅན་༎ ཆེན་པོ་རྣམས་ཀྱིས་གཙུག་གི་རྒྱན་བཞིན་གུས་མནོས་༄༤༧ཨ་༌་༎ ནས་༏་། ས་ཡི་སྟེང་ན་གནས་པའི་རབ་རིབ་སེལ་བར་མཇད་༎
 dharmāmbuvāha iva yo 'bhyudito hitāya dharmāmṛtaṃ jalamivaikarasaṃ vavarṣa | tāpāpa x x x x x x x x x x x x yadanekarasa x x x x x x x x x x x x x x || śl_7 ||	ཆོས་ཀྱི་སྤྲིན་དེ་ཕན་པ་མཛད་པའི་དོན་དུ་ག-ཡོས་༎ ཆོས་ཀྱི་བདུད་རྩི་མྱ་ངན་འདས་པ་མཆོག་གི་རྒྱུ་༎ རོ་གཅིག་གདུང་བ་སེལ་བ་ཆར་ཆུ་བཞིན་དུ་བབ་༎ དེ་ནི་སྣོད་ལ་བརྟེན་ནས་རོ་རྣམས་དུ་མར་གྱུར་༎
 vistīrṇanimnavimalaprakaṭāśrayeṣu pātreṣu sarvaparimardasaheṣu yeṣu | tatsaṃsthitaṃ bhavati sarvajanopakāraṃ x x x x x x x x x x x x x x || śl_8 ||	སྣོད་ཡངས་ཟབ་ལ་དྲི་མ་མེད་ཅིང་གསལ་བ་ཡི་༎ བསམ་པ་དང་ལྡན་ཁུར་ཀུན་བཟོད་པ་གང་དག་ལ་༎ སྐྱེ་བོ་ཀུན་གྱིས་ཉེ་བར་སྤྱད་བྱ་དེ་གནས་པ་༎ མཚོ་ཆེན་མི་ཡི་གཟུགས་ཅན་དེ་ལ་ཕྱག་འཚལ་ལོ་༎ གང་ཞིག་སྐྱེ་ནང་རྒ་ཤི་སེལ་བའི་བདུད་རྩི་དེ་༎
 tajjāgaraṃ maraṇajanmajarāpahāri ye nāpnuvanti na pibanti na dhārayanti |	ཐོབ་བར་མི་བྱེད་མི་སྦྱོད་འཛིན་པར་མི་བྱེད་པ་༎
 te māhitā bahulamohamahāmadena x x x x x x x x x dhamādriyante || śl_9 ||	དེ་དག་ཉེས་མང་གཏི་མུག་ཐིབས་པོས་བསླད་པ་སྟེ་༎ ཡུན་རིང་ནད་ཀྱིས་ཐེབས་པ་སྨན་ཆེན་མི་བསྟེན་བཞིན་༎ འགྲོ་བ་ཀུན་གྱི་མིག་གཅིག་དྲི་མ་མེད་པ་གང་༎
 cakṣuryadekamamalaṃ jagato 'khilasya sādhāraṇaṃ tribhuvanasya yadekadīpaḥ |	དེ་ནིས་རྣམས་གསུམ་པོའི་སྤྱི་མཐུན་སྒྲོན་མ་སྟེ་༎
 tacchāsanaṃ samadhigamya yadutsṛjanti mohasya tadvilasitaṃ paramādbhutasya || śl_10 ||	བསྟན་པ་ལེགས་པར་རྙེད་ནས་གང་ཞིག་འདོར་བ་དེ་༏་། གཏི་མུག་ཤིན་ཏུ་རྨད་བྱུང་དག་གིས་གཙེས་པར་ཟད་༎ བྱང་ཆུབ་ཁང་བཟངས་བགྲོད་ལམ་ཐེམ་སྐས་ལྟ་བུ་ཡི་༎
