skt	tib
 nairātmyaparipṛcchā nāma mahāyānasūtram |	༄༨ཨ་། །རྒྱ་གར་སྐད་དུ་། ཨའརྱ་ནེཨེ་ར་ཨཨཏམ་པ་རི་པྲི་ཙཚའ་ནའ་མ་མཧའ་ཡའ་ན་སའུ་ཏྲ་། བོད་སྐད་དུ་། འཕགས་པ་བདག་མེད་པ་དྲིས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་། སངས་རྒྱས་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 atha te tīrthikā upalambhadṛṣṭayaḥ savikalpāḥ savitarkā mahāyānikamupasṛtya sādarakṛtāñjalipuṭā nairātmyapraśnaṃ paripṛcchanti sma - nairātmakaṃ śarīramiti kulaputra sarvajñena nirdiśyate |	དེ་ནས་དམིགས་པའི་ལྟ་བ་ཅན་རྣམ་པར་རྟོག་པ་དང་བཅས་ཤིང་རྣམ་པར་དཔྱོད་པ་དང་བཅས་པའི་མུ་སྟེགས་པ་དེ་དག་རྣམས་ཐེག་པ་༄༨བ་ཆེན་པོའི་ནང་དུ་སོང་སྟེ་། ཞེས་དང་བཅས་ཤིང་ཐལ་མོ་སྦྱར་ནས་བདག་མེད་པའི་དྲི་བ་དག་ཡོངས་སུ་དྲིས་པ་། རིགས་ཀྱི་བུ་།
 yadi śarīraṃ nairātmakam, paramātmā na vidyate |	ཐམས་ཅད་མཁྱེན་པས་ནི་ལུས་ལ་བདག་མེད་དོ་ཞེས་གསུངས་ལ༏་གལ་ཏེ་ལུས་ལ་ཡང་དག་པར་བདག་མེད་ན་ཇི་ལྟར་ན་དེ་ལས་རྩེ་བ་དང་། 
 tat kasmātsakāśādete hasitaruditakrīḍitakrodhamānerṣyāṃpaiśunyādayaḥ samutpadyante?	དགོད་པ་དང་། ངུ་བ་དང་། རོལ་བ་དང་། ཁྲོ་བ་དང་། ང་རྒྱལ་དང་། ཕྲག་དོག་དང་། ཕྲ་མ་ལ་སོགས་པ་ཀུན་ཏུ་འབྱུང་བར་འགྱུར་།
 tadasmākaṃ saṃdehaṃ mocayitumarhati bhagavān - kimasti śarīre paramātmā,	ཅི་ལུས་ལ་ཡང་དག་པར་ན་བདག་ཡོད་དམ་།
 kiṃ vā nāsti?	མེད་པ་ཡིན་། བདག་ཅག་གི་ཐེ་ཚོམ་དེ་དག་ཁྱོད་ཀྱིས་བསལ་བའི་རིགས་སོ་༎
 mahāyānikāḥ prāhuḥ - mārṣāḥ,	ཐེག་པ་ཆེན་པོ་པ་རྣམས་ཀྱིས་སྨྲས་པ་། གྲོགས་པོ་དག་།
 śarīre paramātmā astītyucyate,	ལུས་ལ་ནི་བདག་ཡང་དག་པར་ཡོད་དོ་ཞེའམ་།
 na hi nāstīti | dvayamatra nocyate |	མེད་དོ་ཞེས་གཉིས་ཀར་ཡང་འདིར་བརྗོད་པར་མི་བྱ་སྟེ་།
 asti paramātmetyucyamāne mārṣā mithyāpralāpaḥ |	ཡང་དག་པར་ཡོད་དོ་ཞེས་བརྗོད་པ་ན་མེད་དོ་ཞེས་བརྗོད་པ་ནི་ལོག་པར་སྨྲ་བའོ་༎
 yadyasti, tatkathaṃ mārṣāḥ keśanakhadantacarmaromasirāmāṃsāsthimedamajjāsnāyuplīhāntranālaśiraḥkaracaraṇāṅgasakalaśarīre sa bāhyābhyantare vicāryamāṇe na dṛśyate paramātmā?	གལ་ཏེ་ཡོད་ན་ཇི་ལྟར་ན་དེ་སྐྲ་དང་། སེན་མོ་དང་། པགས་པ་དང་། མགོ་བོ་དང་། ཤ་དང་། རུས་པ་དང་། རྐང་དང་། ཚིལ་དང་། རྒྱུས་པ་དང་། མཆིན་པ་དང་། སྒྱུ་མ་དང་། མིད་པ་དང་། ལག་པ་དང་། རྐང་པ་དང་། ཡན་ལག་དང་། ཉིང་ལག་ལ་སོགས་པ་ལུས་ཐམས་ཅད་ཀྱི་ཕྱི་དང་། ནང་དུ་བཅས་པ་ལ་རྣམ་པར་བརྟགས་ན་བདག་ཡང་དག་པར་མི་སྣང་ངོ་༎
 tīrthikāḥ prāhuḥ - na dṛśyate kulaputra paramātmā | māṃsacakṣuṣā vayaṃ na paśyāmaḥ |	མུ་སྟེགས་པ་རྣམས་ཀྱིས་སྨྲས་བ་།
 kadāciddivyacakṣuṣaḥ paśyanti |	ལྷའི་མིག་དང་ལྡན་པ་འགའ་ཞིག་གིས་མཐོང་གི་། བདག་ཅག་རྣམས་ནི་ཤའི་མིག་ཅན་ཡིན་པས་༄༩ཨ་༌༎ བདག་ཡང་དག་པར་ཇི་ལྟར་མཐོང་།
 mahāyānikāḥ prāhuḥ - na mārṣā divyacakṣuṣo 'pi paśyanti |	ཐེག་པ་ཆེན་པོ་པ་རྣམས་ཀྱིས་སྨྲས་པ་། ལྷའི་མིག་དང་ལྡན་པ་རྣམས་ཀྱིས་ཀྱང་མི་མཐོང་སྟེ་།
 yasya na varṇo na rūpaṃ na saṃskāraḥ, tatkathaṃ dṛśyate?	གང་ལ་ཁ་དོག་མེད་པ་དང་། གཟུགས་མེད་པ་དང་། དབྱིབས་མེད་པ་དེ་ཇི་ལྟར་མཐོང་བར་འགྱུར་།
 tīrthikāḥ prāhuḥ - kiṃ nāsti?	མུ་སྟེགས་པ་རྣམས་ཀྱིས་སྨྲས་པ་། ཅི་མེད་པ་ཡིན་ནམ་།
 mahāyānikāḥ prāhuḥ - nāstītyucyamāne mārṣā mithyāpralāpaḥ |	ཐེག་པ་ཆེན་པོ་པ་རྣམས་ཀྱིས་སྨྲས་པ་། མེད་དོ་ཞེས་བརྗོད་པ་ན་ཡོད་དོ་ཞེས་བརྗོད་པ་ནི་ལོག་པར་སྨྲ་བའོ་༎
