skt	tib
 [sasū(c) 0] svastiḥ| namaḥ sarvabuddhabodhisatvebhyaḥ|	༄༣༥༣བ་རྒྱ་གར་སྐད་དུ་། ཨའརྱ་སངགྷ་ཏའི་སའུ་ཏྲ་དྷརམམ་པརཡའ་ཡ་། བོད་སྐད་དུ་། འཕགས་པ་ཟུང་གི་མདོའི་ཆོས་ཀྱི་རྣམ་གྲངས་། བམ་པོ་དང་པོ་། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 [sasū(c) 1] evaṃ mayā śrutam:	འདི་སྐད་བདག་གི་ཐོས་པ་དུས་གཅིག་ན་།
 ekasmin samaye bhagavān rājagṛhe viharati sma |	བཅོམ་ལྡན་འདས་རྒྱལ་པོའི་ཁབ་ན་།
 gṛddhrakūṭe parvate mahatā bhikṣusaṃghena; [sasū(c) 2] 1| sārdhaṃ dvāviṃśatibhir bhikṣusahasraiḥ| 2| tadyathā āyuṣmatā cājñātakauṇḍinyena,	བྱ་རྒོད་ཀྱི་ཕུང་པོའི་རི་ལ་དགེ་སློང་གི་དགེ་འདུན་ཆེན་པོ་དགེ་སློང་སུམ་ཁྲི་ཉིས་སྟོང་ལ་འདི་ལྟ་སྟེ་།
 3| āyuṣmatā ca mahāmaudgalyāyena, 4| āyuṣmatā ca śāradvatīputreṇa, 5| āyuṣmatā ca mahākāśyapena, 6| āyuṣmatā ca rāhulena, 7| āyuṣmatā ca bakkulena, 8| āyuṣmatā ca bhadravāsena, 9| āyuṣmatā ca bhadraśriyā, 10| āyuṣmatā ca nandaśriyā, 11| āyuṣmatā ca jāṅgulena, 12| āyuṣmatā ca subhūtinā, 13| āyuṣmatā ca revatena, 14| āyuṣmatā ca nandasenena, 15| āyuṣmatā cānandena; 16| evaṃpramukhair dvāviṃśatibhir bhikṣusahasraiḥ| [sasū(c) 3] dvāṣaṣṭibhiś ca bodhisatvasahasraiḥ,	ཚེ་དང་ལྡན་པ་ཀུན་ཤེས་ཀོཨོནདི་ནྱ་དང༏་ཚེ་དང་ལྡན་པ་མོཨོངགལ་གྱི་བུ་ཆེན་པོ་དང་། ཚེ་དང་ལྡན་པ་ཤའ་རིའི་བུ་དང་། ཚེ་དང་ལྡན་པ་འོད་སྲུང་ཆེན་པོ་དང་། ཚེ་དང་ལྡན་པ་སྒྲ་གཅན་འཛིན་དང་། ཚེ་དང་ལྡན་པ་བཀཀུ་ལ་དང་། ཚེ་དང་ལྡན་པ་བཟང་སྐྱོང་དང་། ཚེ་དང་ལྡན་པ་བཟང་དཔལ་དང་། ཚེ་དང་ལྡན་པ་ཙནདན་དཔལ་དང་། ཚེ་དང་ལྡན་པ་དུག་སེལ་དང་། ཚེ་དང་ལྡན་པ་རབ་འབྱོར་དང་། ཚེ་དང་ལྡན་པ་ནམ་གྲུ་དང་། ཚེ་དང་ལྡན་པ་དགའ་སྡེ་དང་། དེ་དག་ལ་སོགས་པ་དགེ་སློང་སུམ་ཁྲི་ཉིས་སྟོང་དང་། བྱང་ཆུབ་སེམས་དཔའ་དྲུག་ཁྲི་ཉིས་སྟོང་ལ་འདི་ལྟ་སྟེ་།
 2| tadyathā maitreyeṇa ca bodhisatvena mahāsatvena, 3| sarvaśūreṇa ca bodhisatvena mahāsatvena, 4| kumāraśriyā ca bodhisatvena mahāsatvena, 5| kumāravāsinā ca bodhisatvena mahāsatvena, 6| kumārabhadreṇa ca bodhisatvena mahāsatvena, 7| anūnena ca bodhisatvena mahāsatvena,	བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བྱམས་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཀུན་ཏུ་དཔའ་བ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་གཞོན་ནུའི་དཔལ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་༄༣༥༤ཨ་༌༎
 8| maṃjuśriyā ca kumārabhūtena bodhisatvena mahāsatvena, 9| samantabhadreṇa ca bodhisatvena mahāsatvena, 10| sudarśanena ca bodhisatvena mahāsatvena, 11| bhaiṣajyarājena ca bodhisatvena mahāsatvena; 12| evaṃpramukhair dvāṣaṣṭibhir bodhisatvasahasraiḥ [sasū(c) 4] 1| dvāṣaṣṭibhiś ca devaputrasahasraiḥ, 2| tadyathā arjunena ca devaputreṇa, 3| bhadreṇa ca devaputreṇa, 4| subhadreṇa ca devaputreṇa, 5| dharmarucinā ca devaputreṇa, 6| candanagarbheṇa ca devaputreṇa, 7| candanavāsinā ca devaputreṇa, 8| candanena ca devaputreṇa; 9| evaṃpramukhair dvāṣaṣṭibhir devaputrasahasraiḥ || [sasū(c) 5] 1| aṣṭābhiś ca devakanyāsahasraiḥ, 2| tadyathā mṛdaṃginyā ca devakanyāyā, 3| prāsādavatyā ca devakanyāyā, 4| mahātmasaṃprayuktayā ca devakanyāyā, 5| varṣaśriyāyā ca devakanyāyā, 6| padmaśriyāya ca devakanyāyā, 7| prajāpativāsinyā ca devakanyāyā,	ཆེན་པོ་གཞོན་ནུར་གནས་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་གཞོན་ནུ་བཟང་པོ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་མི་འབྲི་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་འཇམ་དཔལ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཀུན་ཏུ་བཟང་པོ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བལྟ་ན་སྡུག་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སྨན་གྱི་སྡེ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་རྡོ་རྗེའི་སྡེ་དང་། དེ་དག་ལ་སོགས་པ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་དྲུག་ཁྲི་ཉིས་སྟོང་དང་། ལྷའི་བུ་ཁྲི་ཉིས་སྟོང་ལ་འདི་ལྟ་སྟེ་།
 8| balinyā ca devakanyāyā, 9| subāhuyuktayā ca devakanyāyā, 10| evaṃpramukhair aṣṭābhir devakanyāsahasraiḥ; [sasū(c) 6] 1| aṣṭābhiś ca nāgarājasahasraiḥ, 2| tadyathā apalālena ca nāgarājñā, 3| elapatreṇa ca nāgarājñā, 4| timiṅgilena ca nāgarājñā, 5| kuṃbhasāreṇa ca nāgarājñā, 6| kuṃbhaśīrṣeṇa ca nāgarājñā, 7| sunandena ca nāgarājñā, 8| suśākhena ca nāgarājñā, 9| gavaśīrṣeṇa ca nāgārājñā; 10| evaṃpramukhair aṣṭābhir nāgarājasahasrais| [sasū(c) 7] te sarve yena rājagṛhaṃ mahānagaraṃ yena gṛddhrakūṭaḥ parvato yena ca	ལྷའི་བུ་སྲིད་གྲུབ་དང་། ལྷའི་བུ་བཟང་པོ་དང་། ལྷའི་བུ་ཤིན་ཏུ་བཟང་པོ་དང་། ལྷའི་བུ་ཆོས་འདོད་དང་། ལྷའི་བུ་ཙནདན་སྙིང་པོ་དང་། ལྷའི་བུ་ཙནདན་གནས་དང་། ལྷའི་བུ་ཙནདན་དང་། དེ་དག་ལ་སོགས་པ་ལྷའི་བུ་ཁྲི་ཉིས་སྟོང་དང་། ལྷའི་བུ་མོ་བརྒྱད་སྟོང་ལ་འདི་ལྟ་སྟེ༏་ལྷའི་བུ་མོ་རྔ་ལྡན་དང་། ལྷའི་བུ་མོ་མཛེས་ལྡན་དང་། ལྷའི་བུ་མོ་བདག་ཉིད་ཆེ་ལྡན་དང་། ལྷའི་བུ་མོ་མིག་དཔལ་དང་། ལྷའི་བུ་མོ་སྐྱེ་རྒུའི་བདག་མོ་གནས་པ་དང་། ལྷའི་བུ་མོ་སྟོབས་འཛིན་དང་། ལྷའི་བུ་མོ་ནོར་དཔལ་དང་། ལྷའི་བུ་མོ་ལག་པ་བཟང་ལྡན་དང་། དེ་དག་ལ་སོགས་པ་ལྷའི་བུ་མོ་བརྒྱད་སྟོང་དང་། ཀླུའི་རྒྱལ་པོ་བརྒྱད་སྟོང་ལ་འདི་ལྟ་༄༣༥༤བ་སྟེ༏་ཀླུའི་རྒྱལ་པོ་སོག་མ་མེད་དང་། ཀླུའི་རྒྱལ་པོ་ཨཨེ་ལའི་འདབ་མ་དང་། ཀླུའི་རྒྱལ་པོ་ཉ་མིད་དང་། ཀླུའི་རྒྱལ་པོ་བུམ་པའི་སྙིང་པོ་དང་། ཀླུའི་རྒྱལ་པོ་བུམ་པ་མགོ་དང་། ཀླུའི་རྒྱལ་པོ་དགེ་བྱེད་དང་། ཀླུའི་རྒྱལ་པོ་ཤིན་ཏུ་དགའ་བ་དང་། ཀླུའི་རྒྱལ་པོ་འདབ་བཟང་དང་། ཀླུའི་རྒྱལ་པོ་གླང་པོའི་མགོ་དང་། དེ་དག་ལ་སོགས་པ་ཀླུའི་རྒྱལ་པོ་བརྒྱད་སྟོང་དང་ཐབས་ཅིག་ཏུ་བཞུགས་ཏེ༏་དེ་དག་ཐམས་ཅད་ཀྱང་རྒྱལ་པོའི་ཁབ་ག་ལ་བ་དང་། བྱ་རྒོད་ཀྱི་ཕུང་པོའི་རི་ག་ལ་བ་དང་། བཅོམ་ལྡན་འདས་ག་ལ་བ་དེར་དོང་སྟེ་ལྷགས་ནས་བཅོམ་ལྡན་འདས་ཀྱི་ཞབས་ལ་མགོ་བོས་ཕྱག་བཙལ་ཏེ་། 
 bhagavāṃ cchākyamunis tathāgato 'rhan samyaksaṃbuddhas tenopasaṃkrāntā upasaṃkramya bhagavataḥ pādau śirasābhivandya bhagavantaṃ triṣpradakṣiṇīkṛtya bhagavataḥ puratas tasthire|	བཅོམ་ལྡན་འདས་ལ་ལན་གསུམ་བསྐོར་བ་བྱས་ནས་བཅོམ་ལྡན་འདས་ཀྱི་སྤྱན་སྔར་འཁོད་བཙལ་ཏེ་། 
 [sasū(c) 8] bhagavāṃś ca tūṣṇībhāvenādhivāsayati sma|	།
