skt	tib
 (sdp 120) i	༄༤༡༢བ་། །རྒྱ་གར་སྐད་དུ་། སརྦ་དུ་རྒ་ཏི་པ་རི་ཤོ་དྷ་ན་ཏེ་ཛོ་རའ་ཛ་སྱ་ཏ་ཐའ་ག་སྱའ་ཨཨརཧ་ཏེ་ས་མྱཀསམ་བུདདྷ་སྱ་ཀལྤེ་ཀ་དེ་ཤ་ནའ་མ་༎ བོད་སྐད་དུ་། དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་ངན་སོང་ཐམས་ཅད་ཡོངས་སུ་སྦྱོང་བ་གཟི་བརྗིད་ཀྱི་རྒྱལ་པོའི་བརྟག་པ་ཕྱོགས་གཅིག་པ་ཞེས་བྱ་བ་།
 oṃ namaḥ śrīvajrasattvāya |	བཅོམ་ལྡན་འདས་དཔལ་ཤའཀྱ་སེངགེ་ལ་ཕྱག་འཚལ་། ༄༤༡༣ཨ་༌༎ ལོ་༎
 evaṃ mayā śrutam ekasmin samaye bhagavān sarvadevottamanandavane viharati sma |	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་། བཅོམ་ལྡན་འདས་ལྷ་ཐམས་ཅད་ཀྱི་མཆོག་དགའ་བའི་ཚལ་ན་བཞུགས་ཏེ་།
 maṇisuvarṇaśākhālatābaddhavanaspatigulmauṣadhikamalotpalakarṇikārabakulatilakāśokamāndāravamahāmāndāravādibhir nānāvidhaiḥ puṣpair upaśobhite kalpavṛkṣasamalaṃkṛte |	ནོར་བུ་དང་། གསེར་གྱི་ཤིང་ལོ་མ་དང་། ཡལ་ག་དང་། ལྕུག་མར་བཅས་པའི་སྡོང་པོ་དང་། ཤིང་གེལ་བ་དང་། སྨན་དང་། མེ་ཏོག་ཀ་མ་ལ་དང་། མེ་ཏོག་ཨཽཏཔལ་དང་། མེ་ཏོག་ཀ་རྣི་ཀའ་དང་། མེ་ཏོག་བཀཀུ་ལ་དང་། མེ་ཏོག་ཏི་ལ་ཀ་དང་། མེ་ཏོག་ཨཨ་ཤོ་ཀ་དང་། མེ་ཏོག་མནདའ་ར་བ་དང་། མེ་ཏོག་མནདའ་ར་བ་ཆེན་པོ་ལ་སོགས་པ་མེ་ཏོག་རྣམ་པ་སྣ་ཚོགས་པས་ཉེ་བར་མཛེས་པ་༎ དཔག་བསམ་གྱི་ཤིང་རྣམས་ཀྱིས་ཡང་དག་པར་བརྒྱན་པ་༎
 nānālaṃkāravibhūṣite |	རྒྱན་སྣ་ཚོགས་ཀྱིས་རྣམ་པར་སྤྲས་པ་།
 nānāpakṣigaṇakūjite |	བྱའི་ཚོགས་སྣ་ཚོགས་སྐད་སྙན་པ་འབྱིན་པ་།
 tūryamukundaveṇubherīprabhṛtipraṇadite |	རྔ་དང་། རྔ་མུ་ཀུནད་དང་། གླིང་བུ་དང་། རྔ་བྷི་རི་ལ་སོགས་པའི་སྒ་སྒྲོགས་པ་།
 śakrabrahmādidevāpsarobhir nānāvidhābhir vikrīḍite |	བརྒྱ་བྱིན་དང་། ཚངས་པ་ལ་སོགས་པ་དང་། ལྷའི་བུ་རྣམ་པ་སྣ་ཚོགས་པ་རྣམས་རྣམ་པར་རྩེ་བ་།
 sarvabuddhabodhisattvādhiṣṭhite |	སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ཀྱིས་བྱིན་གྱིས་བརླབས་པ་ནའོ་༎
 sarvaśakrabrahmādidevavidyādharadevāpsaraḥparṣatkoṭīniyutaśatasahasrair anekayakṣarākṣasāsuragaruḍagandharvakinnaramahoraganāgādiparṣadbhir nānāvidhābhir mahābodhisattvakoṭīśatasahasrair aṣṭābhiḥ |	བརྒྱ་བྱིན་དང་། ཚངས་པ་ལ་སོགས་པའི་ལྷ་ཐམས་ཅད་དང་། རིག་པ་འཛིན་པ་དང་། ལྷའི་བུ་མོ་འཁོར་བྱེ་བ་ཁྲག་ཁྲིག་བརྒྱ་སྟོང་ཕྲག་བརྒྱ་སྟོང་རྣམས་དང་། གནོད་སྦྱིན་དང་། སྲིན་པོ་དང་། ལྷ་མ་ཡིན་དང་། ནམ་༄༤༡༣བ་མཁའ་ལྡིང་དང་། དྲི་ཟ་དང་། མིའམ་ཅི་དང་། ལྟོ་འཕྱེ་ཆེན་པོ་དང་། ཀླུ་ལ་སོགས་པ་འཁོར་རྣམ་པ་སྣ་ཚོགས་དུ་མ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བྱེ་བ་ཁྲག་ཁྲིག་བརྒྱ་སྟོང་ཕྲག་བརྒྱད་རྣམས་ལ་།
