skt	tib
 mahāpratisarā vidyārājñī namo bhagavatyai āryamahāpratisarāyai | namaḥ samyaksaṃbudhebhyaḥ ||	༄༥༢ཨ་། རྒྱ་གར་སྐད་དུ་། ཨའརྱ་མཧའ་པྲ་ཏི་ས་ར་བིདཡའ་རའི་ཛཉའི་། བོད་སྐད་དུ༏་འཕགས་པ་རིག་པའི་རྒྱལ་མོ་སོ་སོར་འབྲང་བ་ཆེན་མོ་༎ སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 evaṃ mayā śrutam ekasmin samaye bhagavān vajrameruśikharakuṭāgāre viharati sma |	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་༄༥༢བ་གཅིག་ན་། བཅོམ་ལྡན་འདས་རྡོ་རྗེའི་ལྷུན་པོ་ཆེན་པོའི་ཟོམ་ན་ཁང་པ་བརྩེགས་པ་རྡོ་རྗེ་ཆེན་པོའི་ཏིང་ངེ་འཛིན་གྱི་སའི་གནས་།
 mahāvajrasamādhibhūmipratisthāne mahāvajrakalpavṛkṣasamalaṃkṛte |	རྡོ་རྗེ་ཆེན་པོའི་དཔག་བསམ་གྱི་ཤིང་ལྗོན་པས་ལེགས་པར་བརྒྱན་པ་།
 mahāvajrapuṣkiriṇīratnapadmaprabhodbhāsite |	རྡོ་རྗེ་ཆེན་པོའི་རྫིང་གི་རིན་པོ་ཆེ་དང་པདམའི་འོད་ཀྱིས་སྣང་བར་བྱས་པ་།
 mahāvajravālikāsaṃskṛtabhūmibhāge |	ས་ཕྱོགས་རྡོ་རྗེ་ཆེན་པོའི་བྱེ་མ་བདལ་བ་།
 mahāvajrādhiṣṭhāne |	རྡོ་རྗེ་ཆེན་པོར་བྱིན་གྱིས་བརླབས་པ་།
 mahāvajramaṇḍalamāḍe |	འཁོར་གྱི་ཁྱམས་རྡོ་རྗེ་ཆེན་པོ་ལས་བྱས་པ་།
 śakrasya devānām indrasya bhavane | mahāvajrasiṃhāsanakoṭīniyutaśatasahasravirājite |	ལྷའི་དབང་པོ་བརྒྱ་བྱིན་གྱི་རྡོ་རྗེའི་སེངྒེའི་ཁྲི་ཆེན་པོ་བྱེ་བ་ཁྲག་ཁྲིག་བརྒྱ་སྟོང་གིས་རྣམ་པར་མཛེས་པ་། 
 dharmadeśanāpratibhānaprātihāryasamanvāgate |	ཆོས་བསྟན་པ་དང་། ཆོ་འཕྲུལ་ཅན་སངས་རྒྱས་ཐམས་ཅད་ཀྱི་བྱིན་གྱི་རླབས་ཀྱིས་བྱིན་གྱིས་བརླབས་པ་།
 sarvabuddhādhiṣṭhānādhiṣṭhite sarvadharmasamatāpraveśe sarvajñatāniryāte | caturaśītibhir bodhisatvakoṭīniyutaśatasahasraiḥ sārdham |	ཆོས་ཐམས་ཅད་ཀྱི་མཉམ་པ་ཉིད་ལ་འཇུག་པ་ཐམས་ཅད་མཁྱེན་པ་ཉིད་ཀྱིས་ངེས་པར་འབྱུང་བ་ན་བྱང་ཆུབ་སེམས་དཔའ་བྱེ་བ་ཁྲག་ཁྲིག་འབུམ་ཕྲག་བརྒྱད་ཅུ་རྩ་བཞི་ཐམས་ཅད་ཀྱང་སྐྱེ་བ་གཅིག་གིས་ཐོགས་པ་།
