skt	tib
 ārya maitreyavyākaraṇaṃ namaḥ āryamaitreyāya |	༄༤༨༩བ་། །༌༎ རྒྱ་གར་སྐད་དུ་། ཨའརྱ་མེཨེ་ཏྲི་ཡ་བཡའ་ཀ་ར་ན་། བོད་སྐད་དུ་། འཕགས་པ་བྱམས་པ་ལུང་བསྟན་པ་། འཕགས་པ་༄༤༩༠ཨ་༌༎ བྱམས་པ་ལ་ཕྱག་འཚལ་ལོ་༎
 śāriputro mahāprajñaḥ dharmasenāpatibibhuḥ |	ཆོས་ཀྱི་སྡེ་དཔོན་ཁྱབ་བདག་དཔལ་༎ ཤེས་རབ་ཆེན་པོ་ཤའ་རིའི་བུས་༎
 lokānāmanukampāya śāstāraṃ paryapṛcchata || mvyā_1 ||	འཇིག་རྟེན་རྣམས་ལ་སྙིང་བརྩེའི་ཕྱིར་༎ སྟོན་པ་ལ་ནི་ཡོངས་ཞུས་པ་༎
 sūtrāntare purā 'khyātaṃ yaṃ lokanāyakasya ca |	སྔོན་དང་ཕྱི་མཐའི་མདོ་ལས་ནི་༎
 buddhasyānāgatasya hi maitreyanāma śāsanaṃ || mvyā_2 ||	མ་འོངས་པ་ཡི་སངས་རྒྱས་གང་༎ འཇིག་རྟེན་འདྲེན་པར་མཛད་པ་པོ་༎ བྱམས་པ་ཞེས་བྱ་བསྟན་པ་དེ་༎
 vyākhyāhi tadvalaṃ cāpi ṛddhiṃ sarvārthavardhanaṃ |	འདྲེན་པ་བདག་ནི་དེའི་མཐུ་དང་༎ རྫུ་འཕྲུལ་དང་ནི་དོན་ཐམས་ཅད་༎ རྒྱས་པར་རབ་ཏུ་ཉན་འཚལ་ནི་༎
 śrotumicchāma eva ca nāyakasya narottama || mvyā_3 ||	དེ་ནི་མི་མཆོག་བདག་ལ་གསུངས་༎
 tacchrutvā bhagavānāha śṛṇu naravarasya tvaṃ |	དེ་ལ་སྟོན་པས་བཀའ་སྩལ་པ་༎ སངས་རྒྱས་བྱམས་པའི་མཆོག་དེའི་༎ འབྱོར་པ་རྒྱས་པར་ཁྱོད་ལ་ངས་༎
 tasya maitreyabuddhasya vibhavaṃ vyākṛtaṃ mayā || mvyā_4 ||	ལུང་བསྟན་བྱ་ཡི་ང་ལ་ཉོན་༎ དེ་ཡི་ཚེ་ན་རྒྱ་མཚོ་ནི་༎
 śukṣyanti ca tadārnavāḥ samantāt bahuyojanāḥ |	ཁོར་ཡུག་ཏུ་ནི་དཔག་ཚད་བརྒྱ་༎
 pratipādyā bhaviṣyanti mārgāśca cakravartinaḥ || mvyā_5 ||	སྐམ་པར་འགྱུར་ཏེ་དེ་ཡང་ནི༏་༏འཁོར་ལོས་བསྒྱུར་བའི་ལམ་བཟང་ཡིན་༎
 jambudvīpaṃ samantataḥ āyatanaṃ tadāhi ca |	དེ་ཚེ་ཛམབུའི་གླིང་འདི་ཡང་༎ ཆུ་ཞེང་ཐ་གྲུ་མཉམ་པར་ནི་༎
 āvāsaṃ sarvabhūtānāṃ daśasahasrayojanam || mvyā_6 ||	དཔག་ཚད་སྟོང་ཕྲག་བཅུ་པ་སྟེ་༎ འབྱུང་པོ་ཀུན་གྱི་གནས་སུ་འགྱུར༏་༏དེ་ཡི་ཚེ་ན་ཡུལ་གྱི་མི་༎ དར་ཅིང་འབྱོར་ལ་ཆད་པ་མེད་༎
 narāstaddeśikāśca hi bhaviṣyanti śubhaṅkarāḥ | ahiṃsakāśca nirdaṇḍyāḥ susamṛddhāśca subhagāḥ || mvyā_7 ||	འཚེ་མེད་མི་ནི་དེ་དག་ཀྱང་༎ དགེ་བ་བྱེད་པ་དག་ཏུ་འགྱུར་༎
 niṣkaṇṭakaśca bhūsthalaṃ samatalaṃ hi śyāmalaṃ |	ས་གཞི་ཚེར་མ་མེད་པ་དང་༎ མཉམ་ཞིང་ནེའུ་གསིང་སྔོ་དང་ལྡན་༎ འཕར་ཞིང་ནེམ་ཞེས་བྱེད་པ་སྟེ་༎
 unnamāvanamaśritaṃ mṛdutūla 'picopamaṃ || mvyā_8 ||	ཤིང་བལ་འདབ་མ་བཞིན་དུ་འཇམ་༎
 gandhaśāli janiṣyate kṛṣṭimṛte ca madhuraṃ |	མངར་ཞིང་དྲི་ནི་ཞིམ་པ་ཡི་༎ སའ་ལུ་མ་རྨོས་པར་སྐྱེའོ་༎
 nānāvarṇābhilaṅkṛtā bhaviṣyanti cailadrumāḥ || mvyā_9 ||	སྣ་ཚོགས་ཚོན་གྱིས་མཛེས་བྱས་༄༤༩༠བ་པའི༏་༏གོས་ཀྱི་ལྗོན་ཤིང་འབྱུང་བར་འགྱུར་༎
 drumāśca krośavistṛtā patrapuṣpaphalānatāḥ |	མེ་ཏོག་ལོ་མ་འབྲས་ལྡན་པའི་༎ ལྗོན་ཤིང་འཕང་དུ་རྒྱང་གྲགས་འབྱུང་༎
 sahasrāśītimātraśca āyustadā bhaviṣyati || mvyā_10 || varṇavantaḥ bhaviṣyanti balavanto mahākāyāḥ |	དེ་དག་རྣམས་ཀྱི་ཚེ་ལོ་ནི་༎ བརྒྱད་ཁྲི་ཁོ་ན་ཐུབ་པར་འགྱུར་༎
 sattvāḥ dakṣāśca niṣkleśā nirdoṣā dirghajīvinaḥ || mvyā_11 ||	སེམས་ཅན་དེ་དག་སྐྱོན་མེད་ཅིང་༎ ཉེས་བྲལ་སྤྲོ་བ་ཚེ་དང་ལྡན་པ་༎ ལུས་ཆེན་ཁ་དོག་ལྡན་པ་སྟེ་༎ ཚན་པོ་ཆོ་ཡི་སྟོབས་དང་ལྡན་༎ ནད་ནི་གསུམ་ཞིག་འབྱུང་བར་འགྱུར་༎
 rogatrayaṃ bhaviṣyati kāmojarā 'gnimāndyañca | pañcaśatatame varṣe pariṇītā ca dārikā || mvyā_12 ||	འདོད་དང་མི་ཟ་རྒ་བའོ༏་༏བུ་མོ་ལ་ནི་ལྔ་བརྒྱ་དག་། ལོན་ནས་ཁྱོ་ལ་བག་མར་འགྲོ་།
 tadā ketumatī nāma purī tatra bhaviṣyati |	དེ་ཚེ་ཏོག་ལྡན་ཞེས་བྱ་བའི་༎ རྒྱལ་པོའི་ཕོ་བྲང་འབྱུང་འགྱུར་ཏེ་༎
 sattvānāñca nivāsanaṃ prāṇināṃ hitakāriṇāṃ || mvyā_13 ||	སྲོག་ཆགས་དགེ་བའི་ལས་བྱེད་པའི་༎ སེམས་ཅན་རྣམས་ཀྱི་གནས་ཡིན་ནོ་༎
 dīrghā dvādaśayaujana sapta vistāraśo hyasau |	ཆུར་ནི་དཔག་ཚད་བཅུ་གཉིས་ཏེ་༎ རྒྱར་ནི་དཔག་ཚད་བདུན་ཡོད་པའི་༎
 nagaraṃ puṇyavacca tat viśuddhañca manoramaṃ || mvyā_14 ||	བསོད་ནམས་བྱས་པ་རྣམ་དག་གི་། གྲོང་ཁྱེར་ཡིད་འོང་འབྱུང་བར་འགྱུར་༎
 saptaratnamayāḥ prāṃśuprākārāḥ krośavistṛtāḥ |	རིན་ཆེན་བདུན་ལས་བྱས་མཐོ་བའི་༎ ར་བ་འཕང་དུ་རྒྱང་གྲགས་འབྱུང་༎ ཤིང་ཐགས་དང་ནི་སྒོ་ཁང་རྣམས་༎
 nānāratnavibhūṣitagopuratoraṇānyapi || mvyā_15 || iṣṭakairnimitāśca te ratnamayairbhaviṣyanti |	རིན་ཆེན་སྣ་ཚོགས་དག་གིས་བརྒྱན་༎
 padmotpalasamācchanāḥ parikhā haṃsaśobhitā || mvyā_16 ||	རིན་ཆེན་སོ་ཕག་གིས་བརྩེགས་ཤིང་༎ པདམ་ཨཽཏཔལ་གཅལ་དུ་བཀྲམ་༎ དུར་པས་མཛེས་པར་བྱས་པ་ཡི་༎ འོབས་ཀྱང་འབྱུང་བ་ཁོ་ནར་འགྱུར་༎
 mālairhi pariveṣṭitaṃ saptatālaismamantataḥ |	ཁོར་ཡུག་ཏུ་ནི་ཏ་ལ་ཡི་༎ ཕྲེང་བ་བདུན་གྱིས་ཡོངས་སུ་བསྐོར་༎
 catūratnamayāstālāḥ kiṅkinījālaśobhitāḥ || mvyā_17 ||	དྲིལ་བུའི་དྲ་བས་མཛེས་བྱས་པ་༎ རིན་ཆེན་བཞི་རྒྱུའི་ཏ་ལ་དག་།
