skt	tib
 || namaḥ sitatārāyai ||	༄༡༤༩བ་༅་༎ རྒྱ་གར་སྐད་དུ་། མྲི་ཏྱུ་བཉཙ་ན་ཏའ་རའ་སའ་དྷ་ནམ་། བོད་སྐད་དུ་། འཆི་བ་སླུ་བའི་སྒྲོལ་མའི་སྒྲུབ་ཐབས་། སྒྲོལ་མ་དཀར་མོ་ལ་ཕྱག་འཚལ་ལོ་༎
 pūrvavac chūnyatāparyantaṃ vibhāvya	སྔོན་མ་བཞིན་དུ་སྟོང་པ་ཉིད་ཀྱི་མཐར་ཐུག་པར་བསྒོམས་ནས་།
 sitāravindamadhyasthāṃ tāṃbhūtāṃ candraviṣṭarām |	ཆུ་སྐྱེས་དཀར་པོའི་དབུས་གནས་པའི་༎ ཏའམ་ཡིག་ལས་བྱུང་ཟླ་བའི་གདན་༎
 ābaddhavajraparyaṅkāṃ varadotpaladhāriṇīm || mvts_1 || śaraccandrakarākārāṃ pṛṣṭhacandrasamāśritām |	རྡོ་རྗེ་སྐྱིལ་མོ་ཀྲུང་གིས་བཞུགས་༎ མཆོག་སྦྱིན་དང་ནི་ཨཽཏཔལ་བསྣམས་༎ སྟོན་ཀའི་ཟླ་བ་ལྟ་བུའི་འོད་༎ ཟླ་བའི་སྟེང་ན་ཡང་དག་བཞུགས་༎
 sarvālaṅkārasaṃpūrṇāṃ ṣoḍaśābdavapuḥkramām || mvts_2 ||	རྒྱན་རྣམས་ཐམས་ཅད་ཡོངས་སུ་རྫོགས་༎ བཅུ་དྲུག་ལོ་ཡི་སྐུ་ལྡན་རིམ་༎
 dhyātvāryatārāṃ hṛdaye tasyāś cakraṃ sitadyuti |	སྙིང་གར་འཕགས་མ་སྒྲོལ་མ་བསྒོམ་༎ དེ་ཡི་འཁོར་ལོ་ཟླ་འོད་བཞིན་༎
 aṣṭakoṣṭhakam aṣṭābhir akṣaraiḥ paripūritam || mvts_3 ||	རེའུ་མིག་བརྒྱད་ལ་ཡི་གེ་བརྒྱད་༎ མངོན་པར་ཡོངས་སུ་བསྐོར་གྱུར་ཏེ་༎ ཨཨོམ་ཧའ་གསལ་བྱེད་དབུས་གནས་པ་༎
 oṃhāvyañjanamadhyasthasādhyanāmādyanābhikam |	བསྒྲུབ་བྱའི་མིང་ནི་ལྟེ་བར་བྱ་༎ མཁས་པས་པའི་རྩེ་གཅིག་ཡིད་ཀྱི་ནི་༎
 dhyāyād ekāgracittaḥ san ṣaṇ māsān dṛḍhaniścayaḥ || mvts_4 ||	ངེས་པར་བརྟན་པོས་ཟླ་དྲུག་བསྒོམ་༎ ཡི་གེ་བཅུ་ཡི་སྔགས་འདི་ནི་༎
 japed akhinnacittaḥ san mantram enaṃ daśākṣaram ||	མི་སྐྱོའི་ཡིད་ཀྱིས་བཟླས་པར་བྱ་༎
 tatrāiṣa mantraḥ oṃ tāre tuttāre ture svāhā || mvts_5 || mṛtyudoṣair na liptaḥ syāt tārāhṛccakrabhāvakaḥ |	དེ་ལ་སྔགས་ནི་འདིའོ་༎ ཨཨོམ་ཏའ་རེ་ཏུཏཏའ་རེ་ཏུ་རེ་སབ༹འཧའ་༎ སྒྲོལ་མའི་འཁོར་ལོ་སྐོམ་པ་པོས་༎ ཟླ་བ་དྲུག་གིས་༄༡༥༠ཨ་༌་༎ ངེས་པར་ནི་༎
 lābhī ca sarvasiddhīnāṃ ṣaṇmāsāvadhi tatparaḥ || mvts_6 ||	དངོས་གྲུབ་ཐམས་ཅད་ཐོབ་འགྱུར་ཞིང་༎ འཆི་བའི་སྐྱོན་གྱིས་མི་གོས་སོ་༎
