skt	tib
 dharmakīrti: hetubindu namo buddhāya |	༄༢༣༨ཨ་༅་༎ རྒྱ་གར་སྐད་དུ་། ཧེ་ཏུ་བིན་དུ་ནའ་མ་པྲ་ཀ་ར་ན་། བོད་སྐད་དུ་། གཏན་ཚིགས་ཀྱི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ་། འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ལ་ཕྱག་འཚལ་ལོ་༎
 (1|1) parokṣārthapratipatteranumānāśrayatvādeva tad vyutpādanārtha saṃkṣepata idamārabhyate- pakṣadharmastadaṃśena vyāpto hetustridhaiva saḥ	དོན་ལྐོག་ཏུ་གྱུར་པ་སྒྲུབ་པའི་རྟེན་ནི་། རྗེས་སུ་དཔག་པ་ཉིད་ཡིན་པས་། དེ་བྱེ་བྲག་ཏུ་རྟོགས་པར་༄༢༣༨བ་བྱ་བའི་ཕྱིར་། མདོར་བསྡུས་ནས་འདི་བརྩམ་མོ་༎ ཕྱོགས་ཆོས་དེའི་ཆས་ཁྱབ་པ་ནི་༎ གཏན་ཚིགས་དེ་ནི་རྣམ་གསུམ་ཉིད་༎
 avinābhāvaniyamād hetvābhāsāstato 'pare ||	མེད་ན་མི་འབྱུང་ངེས་ཕྱིར་རོ་༎ གཏན་ཚིགས་ལྟར་སྣང་དེ་ལས་གཞན་༎
 (1|2) pakṣo dharmī,	ཕྱོགས་ནི་ཆོས་ཅན་ཏེ་།
 avayave samudāyopacārāt |	ཡན་ལག་ལ་སྤྱི་ཉེ་བར་བརྟགས་པའི་ཕྱིར་རོ་༎
 prayojanābhāvādanupacāra iti cet | na |	གལ་ཏེ་དགོས་པ་མེད་པའི་ཕྱིར་ཉེ་བར་གདགས་པར་མི་བྱའོ་ཞེ་ན་།
 sarvadharmidharmapratiṣedhārthatvādupacārasya |	མ་ཡིན་ཏེ་ཉེ་བར་གདགས་པ་ནི་ཆོས་ཅན་གྱི་ཆོས་ཐམས་ཅད་དགག་པའི་ཕྱིར་ཏེ་།
 evaṃ hi cākṣuṣatvādi parihṛtaṃ bhavati |	དེ་ལྟར་ན་མིག་གིས་གཟུང་བར་བྱ་བ་ཡིན་པའི་ཕྱིར་རོ་ཞེས་བྱ་བ་ལ་སོགས་པ་ཡོངས་སུ་སྤངས་པ་ཡིན་ནོ་༎ གལ་ཏེ་ཆོས་ནི་གཞན་ལ་བརྟེན་པ་ཡིན་པས་ཀྱང་།
 dharmavacanenāpi parāśrayatvād dharmasya dharmyāśrayasiddhau pratyāsatteḥ sādhyadharmiṇa eva siddhiriti cet | na |	རྟེན་ཆོས་ཅན་འགྲུབ་ལ་། ཆོས་ཅན་སྨོས་པས་ཀྱང་ཉེ་བ་ཡིན་པའི་ཕྱིར་། བསྒྲུབ་པར་བྱ་བའི་ཆོས་ཅན་ཡིན་པར་འགྲུབ་པོ་ཞེ་ན་།
 pratyāsatteḥ dṛṣṭāntadharmiṇo 'pi |	དཔེའི་ཆོས་ཅན་ཡང་ཉེ་བ་ཡིན་པའི་ཕྱིར་རོ་༎
 siddhe tadaṃśavyāptyā dṛṣṭāntadharmiṇi sattve punardharmiṇo vacanaṃ dṛṣṭāntadharmiṇa eva yo dharmaḥ sa heturiti niyamārthamāśaṃkyeta |	དེའི་ཆོས་ཁྱབ་པས་དཔེའི་ཆོས་ཅན་ལ་ཡོད་པར་གྲུབ་པའི་ཕྱིར་༏་ཆོས་ཅན་གྱི་ཆོས་སྨོས་པས་ནི་། བསྒྲུབ་པར་བྱ་བའི་ཆོས་ཅན་ཡོངས་སུ་བསྡུས་སོ་༎ བསྒྲུབ་ཀྱང་ངེས་པར་བྱ་བའི་ཕྱིར་ཡང་སྨོས་སུ་དོགས་པར་འགྱུར་ཏེ་།
 dṛṣṭaṃ sajātīya eva sattvam ityavadhāraṇena sādhyābhāve siddhe 'pi vyatireke sādhyābhāve asattvavacanam,	མཐུན་པ་ལ་ཡོད་པ་ཁོ་ནས་ལྡོག་པ་ལ་དེ་མེད་པར་གྲུབ་མོད་ཀྱི་། བསྒྲུབ་པར་བྱ་བ་མེད་པ་ལ་མེད་པ་ཞེས་སྨོས་པ་བཞིན་དུ་། དེའི་ཆོས་ཁྱབ་པ་སྨོས་པས་།
 tathehāpi tadaṃśavyāptivacanāt siddhe 'pi dṛṣṭāntadharmiṇi sattve tatraiva bhāvaniyamārtha dharmivacanamāśaṃkyeta |	དཔེའི་ཆོས་ཅན་ལ་ཡང་ཡོད་པར་གྲུབ་མོད་ཀྱི་། དེ་ཉིད་ལ་ཡོད་པར་ངེས་པར་བྱ་བའི་ཕྱིར་། ཆོས་ཅན་སྨོས་སུ་དོགས་པར་འགྱུར་རོ་༎
 tasmāt sāmarthyād arthapratītāvapi upacāramātrāt samānanirdeśāt pratipattigauravaṃ ca parihṛtaṃ bhavati | (1|3) pakṣasya dharmatve tadviśeṣaṇāpekṣasyānyatrānanuvṛtterasādhāraṇateti cet | na |	དེ་བས་ན་ཤུགས་ཀྱིས་དོན་གོ་ཡང་ཉེ་བར་བརྟགས་པ་ཙམ་ཡི་གེ་མཉམ་པས་སྒྲུབ་དཀའ་བ་ཡང་ཡོངས་སུ་སྤངས་པ་ཡིན་ནོ་༎ གལ་ཏེ་ཕྱོགས་ཀྱི་ཆོས་ཉིད་ཡིན་ན་། དེའི་ཁྱད་པར་ལ་ལྟོས་པ་གཞན་དུ་མི་འཇུག་གོ་ཞེ་ན་།
 ayogavyavacchedena viśeṣaṇāt | yathā caitro dhanurdhara iti |	མ་ཡིན་ཏེ་མ་འབྲེལ་བ་རྣམ་པར་བཅད་པས་བྱེ་བྲག་ཏུ་བྱས་པའི་ཕྱིར་དཔེར་ན་ནག་པ་གཞུ་ཐོགས་སོ་ཞེས་བྱ་བ་ལྟ་བུ་ཡིན་གྱི་། དཔེར་ན་སྲིད་སྒྲུབ་གཞུ་ཐོགས་པ་ལྟ་བུའོ་།
 nānyayogavyavacchedena | yathā pārtho dhanurdhara iti |	ཞེས་གཞན་དང་འབྲེལ་བ་རྣམ་པར་བཅད་པས་ནི་མ་ཡིན་ནོ་༎
 tadaṃśastadharmaḥ |	དེའི་ཆ་ནི་དེའི་ཆོས་སོ་༎
 (1|4) tasya vyāptirhi vyāpakasya tatra bhāva eva |	ཁྱབ་པ་ནི་དེ་ལ་ཁྱབ་པར་བྱེད་པ་ཡོད་པ་ཁོ་ནའམ་།
 vyāpyasya vā tatraiva bhāvaḥ |	ཡང་ན་དེ་ཁོ་ན་ལ་ཁྱབ་པར་བྱ་བ་ཡོད་པའོ་༎
 etena anvayo vyatireko vā pakṣadharmaśca yathāsvaṃ pramāṇena niścita uktaḥ |	འདིས་རྗེས་སུ་འགྲོ་བའམ་། ལྡོག་པ་དང་ཕྱོགས་ཀྱི་ཆོས་རང་གི་ཚད་མ་ཇི་ལྟ་བདག་གིས་ངེས་པར་བཤད་༄༢༣༩ཨ་༌་༎ པ་ཡིན་ཏེ་།
 sarvatra hetau sādhyavaidharmye vyāptyasiddhervyāpakānivṛttau nivṛttyabhāvādvā |	གཏན་ཚིགས་ཐམས་ཅད་ལ་བསྒྲུབ་པར་བྱ་བའི་ཆོས་མེད་ན་། ཁྱབ་པ་མི་འགྲུབ་པའི་ཕྱིར་རམ་། ཡང་ན་ཁྱབ་པར་བྱེད་པ་ལོག་ན་ལྡོག་པ་མེད་པའི་ཕྱིར་རོ་༎
 anvayavyatirekāniścayābhyāṃ hi taddharmavyāptiniścayaḥ |	རྗེས་སུ་འགྲོ་བ་དང་། ལྡོག་པ་ངེས་པ་དག་གིས་ནི་། དེའི་ཆོས་ཁྱབ་པ་ངེས་པ་ཡིན་ནོ་༎
 (1|5) tatra pakṣadharmasya sādhyadharmiṇi pratyakṣato 'numānato vā prasiddhiḥ |	དེ་ལ་བསྒྲུབ་པར་བྱ་བའི་ཆོས་ཅན་ལ་། ཕྱོགས་ཀྱི་ཆོས་མངོན་སུམ་མམ་། རྗེས་སུ་དཔག་པའི་སྒོ་ནས་རབ་ཏུ་གྲུབ་པ་ནི་ངེས་པ་སྟེ་།
 tathā pradeśe dhūmasya,	དཔེར་ན་ཕྱོགས་ན་དུ་བའམ་།
 śabde vā kṛtakatvasya |	སྒྲ་ལ་བྱས་པ་ཉིད་ལྟ་བུའོ་༎
 sadhūmaṃ hi pradeśamarthāntaraviviktarūpamasādhāraṇātmanā dṛṣṭavataḥ smārtaṃ yathādṛṣṭabheda viṣayaṃ liṅgajñānamutpadyate |	དུ་བ་དང་བཅས་པའི་ཕྱོགས་དོན་གཞན་གྱིས་དཔེ་ན་པའི་ངོ་བོ་ཅན་ཐུན་མོང་མ་ཡིན་པའི་བདག་ཉིད་དུ་མངོན་སུམ་གྱིས་མཐོང་བ་ལ་། ཇི་ལྟར་མཐོང་བ་ཐ་དད་པའི་ཡུལ་ཅན་དྲན་པ་རྟགས་ཤེས་པ་སྐྱེའོ་༎
 tatra yadādyamasādhāraṇaviṣayaṃ darśanaṃ tadeva pramāṇam |	དེ་ལ་དང་པོ་ཡུལ་ཐུན་མོང་མ་ཡིན་པ་མཐོང་བ་གང་ཡིན་པ་དེ་ཁོ་ན་ཚད་མ་ཡིན་ནོ་༎ 
 (1|6) tasmiṃstathābhūte darśanena dṛṣṭesati sa yena yenāsādhāraṇastadasādhāraṇatāṃ tato bhedamabhilapantī atadvayāvṛtiviṣayā smṛtirutpatrā pratyakṣabalena na pramāṇam |	དེ་དེ་ལྟར་མཐོང་ནས་མངོན་སུམ་གྱི་སྟོབས་ཀྱིས་དེ་དང་དང་གང་གིས་ཐུན་མོང་མ་ཡིན་པ་དེའི་ཐུན་མོང་མ་ཡིན་པ་ཉིད་དེ་ལས་ཐ་དད་པ་མངོན་པར་བརྗོད་པ་དེ་མ་ཡིན་པ་ལས་ལོག་པའི་ཡུལ་ཅན་གྱི་དྲན་པ་སྐྱེས་པ་ནི་།
 yathādṛṣṭākāragrahaṇāt,	ཇི་ལྟར་ཡོངས་སུ་མཐོང་བའི་རྣམ་པ་འཛིན་པའི་ཕྱིར་ཚད་མ་མ་ཡིན་ཏེ་།
