skt	tib
 namo buddhāya ||	༄༤༨༣ཨ་རྒྱ་གར་སྐད་དུ་། ཨའརྱ་སརྦ་བུདདྷ་བི་ཤ་ཡ་ཨཨ་བ་ཏའ་ར་ཛཉའ་ན་ཨའ་ལོ་ཀ་ཨཨ་ལམ་ཀ་ར་ནའ་མ་མ་ཧའ་ཡའ་ན་སའུ་ཏྲ་། བོད་སྐད་དུ་། འཕགས་པ་སངས་རྒྱས་ཐམས་ཅད་ཀྱི་ཡུལ་ལ་འཇུག་པའི་ཡེ་ཤེས་སྣང་བའི་རྒྱན་ཅེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་། བམ་པོ་དང་པོ་། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 evaṃ mayā śrutam ekasmin samaye bhagavān rājagṛhe viharati sma |	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་།
 gṛdhrakūṭe parvate 'nantaratnaśikhare dharmadhātugarbhe prāsāde mahatā bhikṣusaṃghena sārdhaṃ pañcaviṃśatibhir bhikṣusahasraiḥ |	བཅོམ་ལྡན་འདས་རྒྱལ་པོའི་ཁབ་ན་བྱ་རྒོད་ཕུང་པོའི་རིའི་རྩེ་མོ་བཞིའི་ཤིང་དྲུང་ཆོས་ཀྱི་དབྱིངས་ཀྱི་སྙིང་པོའི་ཁང་བཟང་ན་འདི་ལྟ་སྟེ་། ཉན་ཐོས་ཆེན་པོ་བརྒྱད་དང་། ཀུན་ཤེས་ཀོཨོནདི་ནྱ་ལ་སོགས་པ་དགེ་སློང་ཉི་ཁྲི་ལྔ་སྟོང་གི་དགེ་སློང་གི་དགེ་འདུན་ཆེན་པོ་༄༤༨༣བ་ཐམས་ཅད་ཀྱང་དགྲ་བཅོམ་པ་ཟག་པ་ཟད་པ་། ཉོན་མོངས་པ་མེད་པ་། དབང་དང་ལྡན་པར་གྱུར་པ་།
 sarvair arhadbhiḥ kṣīṇāsravair niḥkleśair vaśībhūtaiḥ suvimuktacittaiḥ suvimuktaprajñair	སེམས་ཤིན་ཏུ་རྣམ་པར་གྲོལ་བ་། ཤེས་རབ་ཤིན་ཏུ་རྣམ་པར་གྲོལ་བ་། ཅང་ཤེས་པ་། གླང་པོ་ཆེན་པོ་། བྱ་བ་བྱས་པ་།
 ājāneyair mahānāgaiḥ kṛtakṛtyaiḥ kṛtakaraṇīyair apahṛtabhārair anuprāptasvakārthaiḥ	བྱེད་པ་བྱས་པ་། ཁུར་བོར་བ་། བདག་གི་དོན་རྗེས་སུ་ཐོབ་པ་།
 parikṣīṇabhavasaṃyojanaiḥ samyagājñāsuvimuktacittaiḥ sarvacetovaśiparamapāramiprāptaiḥ | ājñātakauṇḍinyapramukhaiś cāṣṭaṣaṣṭibhir mahāśrāvakaiḥ, dvāsaptatibhir bodhisattvakoṭīniyutaśatasahasraiḥ |	སྲིད་པ་ཀུན་ཏུ་སྦྱོར་བ་ཡོངས་སུ་ཟད་པ༏་ཡང་དག་པའི་ཤེས་པས་སེམས་ཤིན་ཏུ་རྣམ་པར་གྲོལ་བ་། སེམས་ཅན་ཐམས་ཅད་ཀྱི་དབང་དམ་པའི་ཕ་རོལ་ཏུ་སོན་པ་ཤ་སྟག་དང་འདི་གྲོལ་བ་། ལྟ་སྟེ་། 
 tadyathā mañjuśriyā kumārabhūtena,	བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་གྲོལ་བ་། ལྟ་སྟེ་། དང་། 
 dhanaśriyā ca buddhiśriyā ca bhaiṣajyarājena ca bhaiṣajyasamudgatena ca bodhisattvena mahāsattvena | sarvair avaivartikadharmacakrapravartakaiḥ, sarvai ratnakūṭavaipulyasūtraparipṛcchākuśalaiḥ,	ནོར་དཔལ་དང་། སངས་རྒྱས་དཔལ་དང་། སྨན་གྱི་རྒྱལ་པོ་དང་། སྨན་ཡང་དག་འཕགས་ལ་སོགས་པ་འཇིག་རྟེན་གྱི་ཁམས་གཞན་དང་གཞན་དག་གི་དེ་བཞིན་གཤེགས་པ་བྱེ་བ་ཁྲག་ཁྲིག་བརྒྱ་སྟོང་དག་གིས་ཀུན་ནས་བཀྱེ་བའི་བྱང་ཆུབ་སེམས་དཔའ་བྱེ་བ་ཁྲག་ཁྲིག་ཕྲག་བདུན་ཅུ་རྩ་གཉིས་ཐམས་ཅད་ཀྱང་ཕྱིར་མི་ལྡོག་པའི་ཆོས་ཀྱི་འཁོར་ལོ་རབ་ཏུ་བསྐོར་བ་། ཐམས་ཅད་ཀྱང་ཤིན་ཏུ་རྒྱས་པའི་སྡེ་དཀོན་མཆོག་བརྩེགས་པའི་མདོ་ཡོངས་སུ་ཞུ་བ་ལ་མཁས་། པ་། 
 dharmameghabhūmipratilabdhaiḥ,	ཐམས་ཅད་ཀྱང་ས་བཅུ་པ་ཆོས་ཀྱི་སྤྲིན་ཐོབ་པ་།
 sumerubhūtaiḥ prajñayā,	ཐམས་ཅད་ཀྱང་ཤེས་རབ་ཀྱིས་རི་རབ་ལྟར་གྱུར་པ་།
 sarvaiḥ śūnyatānimittāpraṇihitānutpādājātābhāvadharmaparibhāvitaiḥ,	ཐམས་ཅད་ཀྱང་སྟོང་པ་ཉིད་༄༤༨༤ཨ་༌༎ དང་། མཚན་མ་མེད་པ་དང་། སྨོན་པ་མེད་པ་དང་། སྐྱེ་བ་མེད་པ་དང་། འབྱུང་བ་མེད་པ་དང་། དངོས་པོ་མེད་པའི་སེམས་སུ་བསྒོམས་པའི་སེམས་དང་ལྡན་པ་།
 mahāgaṃbhīradharmanirbhāsaiḥ, (jāa 20)	ཐམས་ཅད་ཀྱང་ཆོས་ཟབ་མོའི་སྣང་བ་ཆེན་པོ་ཐོབ་པ་།
 tathāgateryāpathaiḥ, anyonyalokadhātuṣu tathāgatakoṭīniyutaśatasahasrasaṃpreṣitaiḥ,	ཐམས་ཅད་ཀྱང་དེ་བཞིན་གཤེགས་པའི་སྤྱོད་ལམ་དང་ལྡན་པ་།
 sarvair abhijñāparikarmanirjātaiḥ sarvadharmasvabhāvaprakṛtipratiṣṭhitaiḥ || §2 ms| 2a1-7, p| 302b1-302b8, d| 276b1-276b7,	ཐམས་ཅད་ཀྱང་མངོན་པར་ཤེས་པ་ཡོངས་སུ་སྦྱངས་པས་ངེས་པར་འབྱུང་བ་ཐམས་ཅད་ཀྱི་ངོ་བོ་ཉིད་ཀྱི་རང་བཞིན་ལ་གནས་པ་ཤ་སྟག་དང་ཐབས་ཅིག་ཏུ་བཞུགས་སོ་༎
 t| 357 239b1-239b15, t| 358 250b4-250b13, t| 359(d) 254a15-254a26| tena khalu punaḥ samayena bhagavata etad abhūt | yan nv ahaṃ bodhisattvānāṃ mahāsattvānāṃ mahājavabalavegasthāmasaṃjananārthaṃ dhārmīṃ kathāṃ kathayeyam,	དེའི་ཚེ་ན་བཅོམ་ལྡན་འདས་འདི་སྙམ་དུ་བདག་གིས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་རྣམས་ཀྱི་མྱུར་བ་དང་། སྟོབས་དང་། ཤུགས་ཆེན་པོ་ཡང་དག་པར་བསྐྱེད་པར་བྱ་བའི་ཕྱིར་ཆོས་ཀྱི་གཏམ་བརྗོད་པར་བྱ་ཞིང་།
 yad gaṅgānadīvālikāsamebhyo lokadhātubhyo mahaujaskamahaujaskān bodhisattvān mahāsattvān saṃnipāteyam |	འཇིག་རྟེན་གྱི་ཁམས་གངགའའི་ཀླུང་གི་བྱེ་མ་སྙེད་དག་ནས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་གཟི་བརྗིད་ཆེ་བ་གཟི་བརྗིད་ཆེ་བ་དག་བསྡུ་བར་ཡང་བྱ་། 
 yan nv ahaṃ mahādharmanirdeśasya paridīpanāyai nimittam ādarśayeyam,	བདག་གིས་ཆོས་བསྟན་པ་ཆེན་པོའི་ཆོས་ཀྱི་རྣམ་གྲངས་བཤད་པའི་ལྟས་སྣང་བ་ཆེན་པོའང་བསྟན་པར་བྱ་།
 mahāntam avabhāsaṃ kuryām | yan me bodhisattvā mahāsattvā āgatya mahādharmanirdeśaṃ paripṛccheyur iti |	བདག་གིས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་རྣམས་ལྷགས་ནས་བདག་ལ་ཆོས་བསྟན་པ་ཆེན་པོ་ཡོངས་སུ་ཞུ་བར་འགྱུར་བར་ཡང་༄༤༨༤བ་བྱའོ༏་༏སྙམ་དུ་དགོངས་སོ་༎ 
 atha khalu bhagavāṃs tasyāṃ velāyāṃ daśasu dikṣv asaṃkhyeyācintyatrisāhasramahāsāhasralokadhātuparamāṇurajaḥsamaṃ lokadhātuṃ mahāraśmimeghair avabhāsayati sma |	དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་དེའི་ཚེ་ཕྱོགས་བཅུའི་འཇིག་རྟེན་གྱི་ཁམས་སྟོང་གསུམ་གྱི་སྟོང་ཆེན་པོའི་འཇིག་རྟེན་གྱི་ཁམས་གྲངས་མེད་ཅིང་བསམ་གྱི་མི་ཁྱབ་པ་དག་གི་རྡུལ་ཕྲ་རབ་ཀྱི་རྡུལ་སྙེད་དག་འོད་ཟེར་ཆེན་པོའི་སྤྲིན་དག་གིས་སྣང་བར་མཛད་དོ་༎
 tena khalu punaḥ samayena daśabhyo digbhya ekaikasmād digbhāgād daśabuddhakṣetrānabhilāpyakoṭīniyutaśatasahasraparamāṇurajaḥsamā bodhisattvā mahāsattvā āgacchanti sma |	དེའི་ཚེ་ན་ཕྱོགས་བཅུའི་ཕྱོགས་རེ་རེ་ནས་ཀྱང་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སངས་རྒྱས་ཀྱི་ཞིང་བྱེ་བ་ཁྲག་ཁྲིག་ཕྲག་འབུམ་བྲག་བརྗོད་དུ་མེད་པ་བཅུའི་རྡུལ་ཕྲ་རབ་ཀྱི་རྡུལ་སྙེད་དག་ལྷགས་སོ་༎ 
 (jāa 21) teṣām ekaiko bodhisattvo mahāsattvo 'cintyābhir bodhisattvavikurvaṇābhir āgatya bhagavato 'nurūpām acintyāṃ pūjāṃ kṛtvā svakasvakapraṇidhānabalanirjāteṣu padmāsaneṣu bhagavataḥ purato nyaṣīdan |	དེ་དག་ལ་བྱང་ཆུབ་སེམས་དཔའ་རེ་རེའང་བྱང་ཆུབ་སེམས་དཔའི་རྣམ་པར་འཕྲུལ་པ་བསམ་གྱིས་མི་ཁྱབ་པ་དག་གིས་འོངས་ཏེ་ལྷགས་ནས་ཀྱང་བཅོམ་ལྡན་འདས་ལ་ཚུལ་དང་མཐུན་པའི་མཆོད་པ་བསམ་གྱིས་མི་ཁྱབ་པ་དག་བྱས་ནས་བཅོམ་ལྡན་འདས་ཀྱི་སྤྱན་སྔར་རང་རང་གི་སྨོན་ལམ་གྱི་སྟོབས་ལས་བྱུང་བའི་པདམའི་སྟན་དག་དག་ལྷགས་སོ་༎ ལ་འཁོད་དེ་༎ 
 bhagavantam animiṣaṃ nirīkṣamāṇā sthitā abhūvan || §3 ms| 2a7-3a5, p| 302b8-303b8, d| 276b7-277b6,	བཅོམ་ལྡན་འདས་ལ་མིག་མི་འཛུམ་པར་ལྟ་ཞིང་སྡོད་པར་དག་ལྷགས་སོ་༎ ལ་འཁོད་དེ་༎ 
 t| 357 239b16-240a1, t| 358 250b14-250c9, t| 359(d) 254a26-254b28| tena khalu punaḥ samayena dharmadhātugarbhe prāsādamadhye mahāratnapadmagarbhasiṃhāsanaṃ prādurabhūt | asaṃkhyeyayojanakoṭīvistāram,	གྱུར་ཏོ་༎ དེའི་ཚེ་ན་ཆོས་ཀྱི་དབྱིངས་ཀྱི་སྙིང་པོའི་ཁང་བཟང་དེའི་དབུས་སུ་སེངགེའི་ཁྲི་ནོར་བུ་རིན་པོ་ཆེ་ཆེན་པོའི་པདམའི་སྙིང་པོ་ཅན་རྒྱར་དཔག་ཚད་བྱེ་བ་ཕྲག་གྲངས་མེད་པ་ཡོད་པ་།
 anupūrvasamucchritam,	རིམ་གྱིས་མཐོ་བ་།
 sarvaprabhāsamaṇiratnamayam,	ནོར་བུ་རིན་པོ་ཆེ་ཀུན་ཏུ་སྣང་བ་ལས་གྲུབ་བ་། ནོར་བུ་༄༤༨༥ཨ་༌༎
 vidyutpradīpam, maṇiratnavedikāparivṛtam,	རིན་པོ་ཆེ་གློག་གི་སྒྲོན་མའི་ཁ་ཁྱེར་གྱིས་ཡོངས་སུ་བསྐོར་བ་།
 acintyaprabhāsamaṇiratnadaṇḍam, anupamamaṇiratnaparivāram,	ནོར་བུ་རིན་པོ་ཆེ་འོད་བསམ་གྱིས་མི་ཁྱབ་པའི་ལན་ཀན་གྱིས་ཡོངས་སུ་བསྐོར་བ་།
 anupamātikrāntaprabhāvamaṇiratnadāmakṛtaśobham,	ནོར་བུ་རིན་པོ་ཆེ་དཔེ་མེད་པས་ཡོངས་སུ་བསྐོར་བ་། ནོར་བུ་རིན་པོ་ཆེ་སྣང་བ་དཔེ་ལས་འདས་པའི་ཕྲེང་བས་མཛེས་པར་བྱས་པ་།
 vaśirājamaṇiratnajālasaṃchannam,	ནོར་བུ་རིན་པོ་ཆེ་དབང་གི་རྒྱལ་པོའི་དྲ་བས་ཀུན་ནས་ག-ཡོགས་པ་།
 nānāmaṇiratnapratyuptam,	ནོར་བུ་རིན་པོ་ཆེ་རྣམ་པ་སྣ་ཚོགས་སྤྲས་པ་།
 samucchritacchatradhvajapatākam | tasya ca mahāmaṇiratnapadmagarbhasiṃhāsanasyopari samantād daśāsaṃkhyeyāni raśmikoṭīniyutaśatasahasrāṇi niścaranti sma |	གདུགས་དང་། རྒྱལ་མཚན་དང་། བ་དན་བསྒྲེད་པ་དང་ལྡན་པ་ཞིག་བྱུང་བར་གྱུར་ཏོ་༎ སེངགེའི་ཁྲོ་ནོར་བུ་རིན་པོ་ཆེ་ཆེན་པོའི་སྙིང་པོ་ཅན་དེའི་ཁོར་ཁོར་ཡུག་ནས་འོད་ཟེར་གྲངས་མེད་པ་བྱེ་བ་ཁྲག་ཁྲིག་འབུམ་ཕྲག་བཅུ་བྱུང་སྟེ་། 
 te ca raśmayo daśasu dikṣv anyonyān lokadhātūn mahatāvabhāsena spharanti sma |	འོད་ཟེར་དེ་དག་གིས་ཕྱོགས་བཅུའི་འཇིག་རྟེན་གྱི་ཁམས་གཞན་དང་གཞན་དག་སྣང་བ་ཆེན་པོས་ཁྱབ་པར་གྱུར་ཏོ་༎
 tena khalu punaḥ samayena daśadiśy ekaikasmād digbhāgād daśabuddhakṣetrānabhilāpyakoṭīniyutaśatasahasraparamāṇurajaḥsamā devanāgayakṣagandharvāsuragaruḍakinnaramahoragaśakrabrahmalokapālā āgacchanti sma |	ཡང་དེའི་ཚེ་ན་ཕྱོགས་བཅུའི་ཕྱོགས་རེ་རེ་ནས་ལྷ་དང་། ཀླུ་དང་། གནོད་སྦྱིན་དང་། དྲི་ཟ་དང་། ལྷ་མ་ཡིན་དང་། ནམ་མཁའ་ལྡིང་དང་། མི་འམ་ཅི་དང་། ལྟོ་འཕྱེ་ཆེན་པོ་དང་། བརྒྱ་བྱིན་དང་། ཚངས་པ་དང་། འཇིག་རྟེན་སྐྱོང་བ་སངས་རྒྱས་ཀྱི་ཞིང་བྱེ་བ་ཁྲག་ཁྲིག་འབུམ་ཕྲག་བརྗོད་དུ་མེད་པ་བཅུའི་རྡུལ་ཕྲ་རབ་ཀྱི་རྡུལ་སྙེད་དག་ཀྱང་ལྷགས་པར་༄༤༨༥བ་གྱུར་ཏེ༏་དེ་དག་ལས་ཁ་ཅིག་ནི་།
 tatra kecid ratnakūṭāgāraniṣaṇṇāsaṃkhyeyācintyāpsaraḥkoṭīniyutaśatasahasrasaṃgītisaṃpravāditair (jāa 22) āgacchanti sma |	རིན་པོ་ཆེའི་ཁང་པ་བརྩེགས་པ་དག་ན་འཁོད་ལ་། ལྷའི་བུ་མོ་བྱེ་བ་ཁྲག་ཁྲིག་འབུམ་ཕྲག་གྲངས་མེད་ཅིང་བསམ་གྱིས་མི་ཁྱབ་བ་གླུ་དབྱངས་དང་། རོལ་མོའི་སྒྲ་འབྱིན་པ་དག་དང་ལྷགས་སོ་༎
 kecit puṣpamayaiḥ,	ཁ་ཅིག་ནི་། མེ་ཏོག་ལས་བྱས་པ་དག་དང་། ཁ་ཅིག་ནི་།
 kecid uragasāracandanamayaiḥ,	ཙནདན་སྤྲུལ་གྱི་སྙིང་པོ་དག་པས་བྱས་པ་དག་དང་། ཁ་ཅིག་ནི་།
 kecid muktāmayaiḥ,	མུ་ཏིག་ལས་བྱས་པ་དག་དང་། ཁ་ཅིག་ནི་།
 kecid vajramayaiḥ,	རྡོ་རྗེ་ལས་བྱས་པ་དག་དང་། ཁ་ཅིག་ནི་།
 kecid vajraprabhāsamaṇiratnamayaiḥ,	ནོར་བུ་རིན་པོ་ཆེ་རྡོ་རྗེ་ལྟར་སྣང་བ་ལས་བྱས་པ་དག་དང་། ཁ་ཅིག་ནི་།
 kecij jāmbūnadasuvarṇamayaiḥ,	ཛམབུའི་ཆུ་བོའི་གསེར་ལས་བྱས་པ་དག་དང་། ཁ་ཅིག་ནི་།
 kecit sarvaprabhāsasamuccayamaṇiratnarājamayaiḥ,	ནོར་བུ་རིན་པོ་ཆེ་འོད་ཐམས་ཅད་ཡང་དག་པར་འདུས་པ་ལས་བྱས་པ་དག་དང་། ཁ་ཅིག་ནི་།
 kecid vaśirājamaṇiratnamayaiḥ,	ནོར་བུ་རིན་པོ་ཆེ་དབང་གི་རྒྱལ་པོ་ལས་བྱས་པ་དག་དང་། ཁ་ཅིག་ནི་།
 kecic cintāmaṇiratnamayaiḥ,	ནོར་བུ་རིན་པོ་ཆེ་ཡིད་བཞིན་གྱི་ནོར་བུ་ལས་བྱས་པ་དག་དང་། ཁ་ཅིག་ནི་།
 kecic chakrābhilagnamaṇiratnamayaiḥ,	ནོར་བུ་རིན་པོ་ཆེ་བརྒྱ་བྱིན་ཐོགས་པ་ལས་བྱས་པ་དག་དང་། ཁ་ཅིག་ནི་།
 kecit sāgarapratiṣṭhānaviśuddharatnavyūhasamantaraśmiprabhāmaṇimahāratnamayakūṭāgāraniṣaṇṇāsaṃkhyeyācintyāpsaraḥkoṭīniyutaśatasahasrasaṃgītisaṃpravāditair āgacchanti sma |	རྒྱ་མཚོའི་རྟེན་རྣམ་པར་དག་པའི་རིན་པོ་ཆེའི་བཀོད་པ་སྟོང་ལྟ་བུ་རིན་པོ་ཆེ་ཆེན་པོ་ཀུན་ནས་འོད་ཟེར་སྣང་བ་ལས་བྱས་པའི་ཁང་པ་བརྩེགས་པ་དག་ལ་ཁོད་ལ་། ལྷའི་བུ་མོ་བྱེ་བ་ཁྲག་ཁྲིག་འབུམ་ཕྲག་གྲངས་མེད་ཅིང་བསམ་གྱིས་མི་༄༤༨༦ཨ་༌༎ ཁྱབ་པའི་གླུ་དབྱངས་དང་རོལ་མོའི་སྒྲ་འབྱིན་པ་དག་ལྷགས་སོ་༎
 āgatya ca bhagavato 'cintyātulyāmāpyāṃ parimāṇābhikrāntāṃ pūjāṃ kṛtvā,	ལྷགས་ནས་ཀྱང་བཅོམ་ལྡན་འདས་ལ་བསམ་གྱིས་མི་ཁྱབ་པ་དང་། མཚུངས་པ་མེད་པ་དང་། གཞལ་དུ་མེད་པ་དང་། དཔག་ཏུ་མེད་པ་ལས་ཀྱང་ཤིན་ཏུ་འདས་པའི་མཆོད་པ་བྱས་ཏེ་།
 ekānte svapraṇidhānanirjāteṣv āsaneṣu niṣīdanti sma | niṣīdya bhagavantam animiṣaṃ nirīkṣantaḥ sthitā abhūvan |	བཅོམ་ལྡན་འདས་ཀྱི་སྤྱན་སྔར་རང་རང་གི་སྨོན་ལམ་གྱི་སྟོབས་ལས་བྱུང་བའི་སྟན་དག་ལ་འཁོད་ནས་བཅོམ་ལྡན་འདས་ལ་མིག་མི་འཛུམ་པས་ལྟ་ཞིང་སྡོད་པར་གྱུར་ཏོ་༎
 tena khalu punaḥ samayenāyaṃ trisāhasramahāsāhasro lokadhātur jāmbūnadasuvarṇamayaḥ saṃsthito 'bhūt |	དེའི་ཚེ་ན་སྟོང་གསུམ་གྱི་སྟོང་ཆེན་པོའི་འཇིག་རྟེན་གྱི་ཁམས་འདི་ཛམབུའི་ཆུ་བོའི་གསེར་ལས་གྲུབ་པར་ཀུན་ཏུ་གནས་པར་གྱུར་ཅིང་།
 nānāmahāmaṇiratnavṛkṣair divyaiḥ puṣpavṛkṣair vastravṛkṣair uragasāracandanagandhavṛkṣair alaṃkṛtaḥ,	ནོར་བུ་རིན་པོ་ཆེ་ཆེན་པོ་སྣ་ཚོགས་ཀྱི་ཤིང་ལྗོན་པ་དག་གིས་ལེགས་པར་བརྒྱན་པ་དང་། ལྷའི་མེ་ཏོག་གི་ཤིང་ལྗོན་པ་དག་དང་། གོས་ཀྱི་ཤིང་ལྗོན་པ་དག་དང་། ཙནདན་སྤྲུལ་གྱི་སྙིང་པོའི་ཤིང་ལྗོན་པ་དག་དང་། སྤོས་ཀྱི་ཤིང་ལྗོན་པ་དག་དང་། ཨཨ་ག་རུའི་ཤིང་ལྗོན་པ་དག་གིས་ཀྱང་ལེགས་པར་བརྒྱན་ཅིང་།
 candrasūryavidyutpradīpamaṇiratnajālasaṃcchannaḥ, ucchritacchatradhvajapatākaḥ |	ནོར་བུ་རིན་པོ་ཆེ་ཉི་མ་དང་། ཟླ་བ་དང་། གློག་གི་སྒྲོན་མའི་དྲ་བས་ཀུན་ནས་ཁེབས་བ་དང་། གདུགས་དང་། རྒྱལ་མཚན་དང་། བ་དན་བསྒྲེང་བ་དང་ལྡན་ལ་།
