skt	tib
 āryapratītyasamutpādo nāma mahāyānasūtram |	༄༡༩༥ཨ་། །རྒྱ་གར་སྐད་དུ་། ཨའརྱ་པྲ་ཏའི་ཏྱ་ས་མུཏ་པའ་ར་ད་ནའ་མ་མ་ཧའ་ཡའ་ན་སའུ་ཏྲ་། བོད་སྐད་དུ་། འཕགས་པ་རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་། སངས་རྒྱས་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 evaṃ mayā śrutam |	འདི་སྐད་བདག་གིས་ཐོས་པའི་དུས་གཅིག་ན་།
 ekasmin samaye bhagavān trāyastriṃśānāṃ devānāṃ madhye viharati sma pāṇḍukambalakalpe	བཅོམ་ལྡན་འདས་སུམ་ཅུ་རྩ་གསུམ་གྱི་ལྷའི་ནང་ན་།
 śilātale jitāśvādimahāśrāvakaiḥ āryamaitreyāvalokiteśvaravajrahastādibhirbodhisattvairmahāsattvaiḥ aprameyaguṇaratnālaṃkṛtaiḥ mahābrahmasahāṃpatinārāyaṇamaheśvarādibhirdevaiḥ śakreṇa devānāmindreṇa gandharvarājena pañcaśikhena ca sārdham |	ཨཨར་མོ་ནི་ག་ལྟ་བུའི་རྡོ་ལེབ་ལ་རྟ་ཐུལ་ལ་སོགས་པ་ཉན་ཐོས་ཆེན་པོ་རྣམས་དང་། འཕགས་པ་བྱམས་པ་དང་། འཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་དང༏་ལག་ན་རྡོ་རྗེ་ལ་སོགས་པ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཡོན་ཏན་རིན་པོ་ཆེ་དཔག་ཏུ་མེད་པས་བརྒྱན་པ་རྣམས་དང་། མི་མཇེད་ཀྱི་བདག་པོ་ཚངས་པ་ཆེན་པོ་དང་། སྲེད་མེད་ཀྱི་བུ་དང་། དབང་ཕྱུག་ཆེན་པོ་ལ་སོགས་པ་ལྷ་རྣམས་དང་། ལྷའི་དབང་པོ་བརྒྱ་བྱིན་དང་། དྲི་ཟའི་རྒྱལ་པོ་གཙུག་ཕུད་ལྔ་པ་དང་ཐབས་གཅིག་ཏུ་བཞུགས་ཏེ་།
 athāvalokiteśvaro bodhisattvo mahāsattvaḥ utthāyāsanāt ekāṃsamuttarāsaṅgaṃ kṛtvā	དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་སྟན་ལས་ལངས་ཏེ་བླ་གོས་ཕྲག་པ་གཅིག་ཏུ་གཟར་ནས་པུས་མོ་ག-ཡས་པའི་ལྷ་ང་རི་རབ་༄༡༩༥བ་ཀྱི་རྩེ་མོ་ལ་བཙུགས་ཏེ་། 
 dakṣiṇaṃ jānuṃ merupṛṣṭhe 'vaṣṭabhya yena bhaganān tenāñjaliṃ praṇamya bhagavantametadavocat	བཅོམ་ལྡན་འདས་ག་ལ་བ་དེ་ལོགས་སུ་ཐལ་མོ་སྦྱར་བ་བཏུད་ནས་བཅོམ་ལྡན་འདས་ལ་འདི་སྐད་ཅེས་གསོལ་ཏོ་༎ བཅོམ་ལྡན་འདས་།
 - ete hi bhagavan devāḥ caityanamaskriyāmaṇḍanāḥ etatpariṣanmaṇḍalapatitāḥ kathamapi	ལྷ་འདི་དག་ནི་མཆོད་རྟེན་བགྱིད་པར་འཚལ་བ་ཤ་སྟག་སྟེ་། འཁོར་གྱི་དཀྱིལ་འཁོར་འདིར་མཆིས་ན་། ཅི་ནས་ཚངས་པའི་བསོད་ནམས་འཕེལ་བ་དང་། ལྷ་དང་བཅས་པ་།
 brahmacaryapuṇyaprasavāḥ sadevake samārake sabrahmake loke saśramaṇabrāhmaṇaprajāsu	བདུད་དང་བཅས་པ་། ཚངས་པ་དང་བཅས་པའི་འཇིག་རྟེན་ན་དགེ་སྦྱོང་དང་བྲམ་ཟེར་བཅས་པའི་སྐྱེ་དགུ་ལས་དགེ་སློང་དང་། 
 bhikṣavo bhikṣuṇyaḥ upāsakopāsikāḥ subahulapuṇyaprasavāḥ bhagavato dharmadeśanāṃ yācante iti |	དགེ་སློང་མ་དང་། དགེ་བསྙེན་དང་། དགེ་བསྙེན་མ་དག་བསོད་ནམས་ཤིན་ཏུ་མང་དུ་འཕེལ་བར་འགྱུར་བ་དེ་ལྟ་དེ་ལྟར་བཅོམ་ལྡན་འདས་ཀྱིས་དེ་དག་ལ་ཆོས་བསྟན་དུ་གསོལ་།
 tadā bhagavāṃsteṣāṃ pratītyasamutpādagāthāmavocat -	དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བའི་ཚིགས་སུ་བཅད་པ་བཀའ་སྩལ་པ་། ཡེ་དྷརམའ་ཧེ་ཏུ་པྲ་བྷ་བའ་ཧེ་ཏུནཏེ་ཤའན་ཏ་ཐའ་ག་ཏོ་ཧྱ་བ་དཏ་། ཏེ་ཤའཉཙ་ཡོ་ནི་རོ་དྷ་ཨཨེ་བམ་བའ་དའི་མ་ཧའ་ཤྲ་མན་།
 ye dharmā hetuprabhavā hetuṃ teṣāṃ tathāgato hyavadat |	ཆོས་གང་རྒྱུ་བྱུང་དེ་དག་གི་།
 teṣāṃ ca yo nirodha evaṃ vādī mahāśramaṇaḥ ||	རྒྱུ་དང་དེ་འགོག་གང་ཡིན་པའང་༎ དེ་བཞིན་གཤེགས་པས་བཀའ་སྩལ་ཏེ་༎ དགེ་སྦྱོང་ཆེན་པོས་དེ་སྐད་གསུངས་༎
