skt	tib
 bodhisattvādikarmika-mārgāvatāra-deśanā paramagurave namaḥ |	༄༢༩༦ཨ་༅་༎ རྒྱ་གར་སྐད་དུ་། བོ་དྷི་ས་ཏབ༹་ཀ་རམའ་དི་མརགའ་བ་ཏའ་ར་དེ་ཤ་ན་། བོད་སྐད་དུ་། བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པའི་ལམ་ལ་འཇུག་པ་བསྟན་པ་། བླ་མ་དམ་པ་ལ་ཕྱག་འཚལ་ལོ་༎
 saṃsāre durgatighnaṃ ca niryāṇābhyudayapradam |	ངན་འགྲོ་འཁོར་བ་འཇོམས་པ་དང་༎ མངོན་མཐོ་ངེས་འབྱུང་རྩོལ་མཛད་པ་༎
 daśadiksarvaratnaṃ ca gurupādaṃ namāmi ca || 1 ||	ཕྱོགས་བཅུའི་དཀོན་མཆོག་ཐམས་ཅད་དང་༎ བླ་མའི་ཞབས་ལ་ཕྱག་འཚལ་ལོ་༎
 iha yaḥ svabhāvato mahākaruṇāprajñāvān mahāyānagotrīyaḥ,	འདི་ན་གང་དག་རང་བཞིན་གྱིས་སྙིང་རྗེ་དང་ཤེས་རབ་ཆེ་བ་ཐེག་པ་ཆེན་པོའི་རིགས་ཅན་དང་། ཡང་གང་དག་སྐྱེ་བ་སྔ་མ་དག་ཏུ་ཐེག་པ་ཆེན་པོ་ལ་གོམས་པར་བྱས་པའི་དང་། སྐྱེས་བུ་། འཁོར་བ་ལ་ཡིད་ལེགས་པར་བྱུང་བ་འཆི་བ་རྗེས་སུ་དྲན་པ་།
 yaśca pūrvajanmasu mahāyānabhāvukaḥ puruṣaḥ saṃsārasunirviṇṇacittaḥ maraṇānusmṛtikaśca samastabāhyādhyātmika-vastusvalpābhiniveśaḥ, 'ekasatkalyāṇamitrata ekāviparyastamārgaśravaṇe kiṃ na syāt?	ཕྱི་ནང་གི་དངོས་པོ་ཐམས་ཅད་ལ་ཞེན་པ་ཆུང་བ་དང་། དགེ་བའི་བཤེས་གཉེན་དམ་པ་ཅིག་ལ་ཐེག་པ་ཆེན་པོའི་ལམ་ཕྱིན་ཅི་མ་ལོག་པ་ཅིག་ཐོས་པར་གྱུར་ན་ཅི་མ་རུང་།
 ahamekaṃ santaṃ anveṣyāmi' - evaṃ cintayan saḥ kalyāṇamitrānurupaṃ gurumanviṣya anyatra nirdiṣṭavat triśaraṇagamanaviśiṣṭaḥ,	བདག་གིས་དམ་པ་ཅིག་བཙལ་བར་བྱའོ་སྙམ་དུ་སེམས་པ་དེས་། དགེ་བའི་བཤེས་གཉེན་དུ་རུང་བའི་བླ་མ་བཙལ་ཏེ་།
 anantagatīḥ viṣayīkṛtya, sadāśayaḥ, anuttaramahābodhāvasādhāraṇacittotpādaḥ, sadadhyāśayaḥ,	གཞན་དུ་བསྟན་པ་བཞིན་དུ་གསུམ་ལ་སྐྱབས་སུ་འགྲོ་བ་ཁྱད་པར་ཅན་དང་། འགྲོ་བ་མཐའ་ཡས་པ་ཡུལ་དུ་བྱས་ཏེ་བསམ་པ་བཟང་པོ་དང་ལྡན་པས་བླ་ན་མེད་པའི་བྱང་ཆུབ་ཆེན་པོར་སེམས་ཐུན་མོང་མ་ཡིན་པ་བསྐྱེད་པ་དང་། 
 māyāśāṭhyarahitabodhiprasthānamahācittoḥ bodhisattvaśīlasya triśikṣāṃ suṣṭhu gṛhṇīyāt |	ལྷག་པའི་བསམ་པ་བཟང་པོ་དང་ལྡན་པས་ག-ཡོ་སྒྱུ་དང་བྲལ་བའི་འཇུག་པ་བྱང་ཆུབ་ཀྱི་སེམས་ཆེན་པོས་། བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་བསླབ་པ་གསུམ་ལེགས་པར་བླང་བར་བྱའོ་༎
 tataḥ śvaśvapacadāsasaṃjñakasya māyāśāṭhyarahitasya tasya bodhisattvasya saṃbhāramārgīyatvād ahorātraṃ kāya-vāk-cittasamastakarmāṇi na vyarthāni bhavanti |	དེ་ནས་ཁྱི་དང་གདོལ་པ་དང་། བྲན་གྱི་འདུ་ཤེས་དང་ལྡན་པ་། ག-ཡོ་སྒྱུ་དང་བྲལ་བའི་བྱང་ཆུབ་སེམས་དཔའ་དེ་ཚོགས་ཀྱི་ལམ་པ་ཡིན་པས་ཉིན་དང་མཚན་དུ་ལུས་དང་ངག་དང་ཡིད་ཀྱི་བྱ་བ་ཐམས་ཅད་དོན་མེད་པར་མི་འགྱུར་རོ་༎
 evaṃ tena cittena bhojanamātrājñānam, indriyadvārasaṃvaraṇam, aṇumātre 'pyavadye bhayadarśanam, aharniśaṃ yogañca āpādayet |	འདི་ལྟར་སེམས་དེས་ཟས་ཚོད་རིག་པར་བྱ་བ་དང་། དབང་པོའི་སྒོ་རྣམས་བསྡམ་པ་དང་། ཁ་ན་མ་ཐོ་བ་ཕྲ་རབ་ཙམ་ལ་ཡང་འཇིགས་པར་ལྟ་བ་དང་། ཉིན་དང་མཚན་དུ་རྣལ་འབྱོར་ལ་བརྩོན་པར་བྱའོ་༎
