skt	tib
 kāśyapaparivarta sūtra	༄༢༡༡ཨ་རྒྱ་གར་སྐད་དུ་། ཨའརྱ་ཀའ་ཤྱ་པ་པ་རི་བརྟ་ནའ་མ་མཧའ་ཡའ་ན་སའུ་ཏྲ་། བོད་སྐད་དུ་། འཕགས་པ་འོད་སྲུང་གི་ལེའུ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་། བམ་པོ་དང་པོ་། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 siddham evaṃ mayā śrutamekasmin samaye bhagavān rājagṛhe viharati sma |	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་། བཅོམ་ལྡན་འདས་།
 gṛddhakūṭe parvate mahatā bhikṣusaṅghena sārddham aṣṭābhirbhikṣusahasraiḥ ṣodaśabhiśca	རྒྱལ་པོའི་ཁབ་བྱ་རྒོད་ཕུང་པོའི་རི་ལ་དགེ་སློང་༄༢༡༡བ་བརྒྱད་སྟོང་གི་དགེ་འདུན་ཆེན་པོ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སངས་རྒྱས་ཀྱི་ཞིང་སྣ་ཚོགས་ནས་འདུས་པ་ཁྲི་དྲུག་སྟོང་ཐམས་ཅད་ཀྱང་། འདི་ལྟ་སྟེ་། 
 bodhisattvasahasraiḥ nānābuddhakṣetrasannipatitairekajātiprabaddhairyadutānutarasyāṃ samyaksambodhau |	བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་སྐྱེ་བ་གཅིག་གིས་ཐོགས་པ་ཤ་སྟག་དང་ཐབས་གཅིག་ཏུ་བཞུགས་། འདི་ལྟ་སྟེ་། 
 kp|1 tatra bhagavān āyuṣmantaṃ mahākāśyapam āmantrayati sma |	ཏེ་། དེའི་ཚེ་ན་ཚེ་དང་ལྡན་པ་འོད་སྲུང་ཆེན་པོ་འཁོར་དེ་ཉིད་དུ་འདུས་པར་གྱུར་ནས་འདུག་གོ༏་དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་ཚེ་དང་ལྡན་པ་འོད་སྲུང་ཆེན་པོ་ལ་བཀའ་སྩལ་པ་། འོད་སྲུང་། ཆོས་བཞི་པོ་འདི་དག་ནི་བྱང་ཆུབ་སེམས་དཔའི་ཤེས་རབ་ཡོངས་སུ་ཉམས་པར་འགྱུར་བ་སྟེ་།
 katame catvāraḥ yaduta agauravau bhavati dharme ca dharmabhāṇake ca | dharma |||||| ca bhavanti |	བཞི་གང་ཞེ་ན་། འདི་ལྟ་སྟེ་། ཆོས་དང་ཆོས་སྨྲ་བ་ལ་མི་གུས་པ་ཡིན་།
 dharmācāryamuṣṭiñca karoti dharmakāmānañca pudgalānāṃ dharmāntarāyaṃ karauti vicchanda ||||| vikṣipati |	ཆོས་ལ་སེར་སྣ་བྱེད་ཅིང་ཆོས་ལ་སློབ་དཔོན་གྱི་དཔེ་མཁྱུད་བྱེད་པ་ཡིན་། ཆོས་འདོད་པའི་གང་ཟག་རྣམས་ལ་ཆོས་ཀྱི་བར་ཆད་བྱེད་ཅིང་འདུན་པ་ཟློག་པར་བྱེད་། རྣམ་པར་འཁྲུག་པ་བྱེད་དེ་།
 na deśayati | praticchādayati |	མི་སྟོན་ཅིང་རབ་ཏུ་འཆབ་པ་ཡིན་།
 ābhimāntikaśca bhavatyātmotkarṣī parapaṃsakaḥ |	མངོན་པའི་ང་རྒྱལ་གྱིས་བདག་ལ་བསྟོད་ཅིང་གཞན་ལ་སྨོད་པ་ཡིན་ཏེ་།
 ime kāśyapa catvāro dharma bodhisattvasya prajñāpārihāṇāya saṃvartate |	འོད་སྲུང་། ཆོས་བཞི་པོ་དེ་དག་ནི་བྱང་ཆུབ་སེམས་དཔའི་ཤེས་རབ་ཡོངས་སུ་ཉམས་པར་འགྱུར་བའོ་༎
 tatredam ucyate ||	དེ་ལ་འདི་སྐད་ཅེས་བྱ་སྟེ་། ཆོས་སྨྲ་བ་ལ་གུས་པ་མེད་པ་ཡིན་༎
 agauravo bhavati ca dharmabhāṇake | dharmeṣu mātsaryarato ca bhoti | ācāryamuṣṭiñccha karoti dharme	ཆོས་ལ་སེར་སྣ་བྱེད་པར་གྱུར་པ་དང་༎ ཆོས་ལ་སློབ་དཔོན་དཔེ་མཁྱུད་བྱེད་པ་ཡིན་༎
 dharmārthi kānā ca karoti vighnam	ཆོས་འདོད་རྣམས་ལ་བགེགས་ནི་བྱེད་གྱུར་ཅིང་༎ འདུན་པ་བཟློག་ལ་དེ་བཞིན་༄༢༡༢ཨ་༌༎
 vicchadayanto vividhaṃ kṣipanto	རྣམ་འཁྲུག་བྱེད་༎
 dharmaṃ na deśayati jinapraśastān so ātmotkarṣaṇi nittyayukto	རྒྱལ་བས་བསྔགས་པའི་ཆོས་ནི་ཡོང་མི་སྟོན་། ལེ་ལོ་ཅན་ཏེ་བདག་བསྟོད་རྟག་ཏུ་བརྩོན་༎
 parapaṃsane cābhirataḥ kusidau | caturo ime dharmā jinena proktā	གཞན་ལ་སྨོད་པར་བྱེད་ལ་མངོན་པར་དགའ༏་༏ཆོས་བཞི་འདི་དག་རྒྱལ་བའི་སྲས་རྣམས་ཀྱི་༎ ཤེས་རབ་ཉམས་པར་འགྱུར་བར་རྒྱལ་བས་གསུངས་༎
 prajñāprahāṇāya jinorsānām etāṃ hi catvāri jahitvā dharmāś	ཆོས་བཞི་འདི་དག་རབ་ཏུ་སྤངས་བྱས་ལ་༎
 caturau parāṃ dharma jinokta bhāvayet	རྒྱལ་བས་གསུངས་པའི་ཆོས་བཞི་གཞན་བསྒོམ་མོ་༎
 kp|2 catvārā ime kāśyapa dharmā bodhisattvasya mahāprajñātāyaiḥ saṃvartante |	འོད་སྲུང་། ཆོས་བཞི་པོ་འདི་དག་ནི་བྱང་ཆུབ་སེམས་དཔའི་ཤེས་རབ་ཆེན་པོར་འགྱུར་བ་སྟེ་། བཞི་གང་ཞེ་ན་། འདི་ལྟ་སྟེ་།
 katame catvāraḥ yadu sagauravo bhavati dharme ca dharmabhāṇake ca |	ཆོས་དང་ཆོས་སྨྲ་བ་ལ་གུས་པ་དང་བཅས་པ་ཡིན་།
