skt	tib
 || namo ratnatrayāya ||	༄༡༠༧ཨ་༅་༎ རྒྱ་གར་སྐད་དུ་། རའ་ཛ་པ་རི་ཀ་ཐའ་རཏན་མའ་ལའི་། བོད་སྐད་དུ་། རྒྱལ་པོ་ལ་གཏམ་བྱ་བ་རིན་པོ་ཆེའི་ཕྲེང་བ་། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 sarvadoṣavinirmuktaṃ guṇaiḥ sarvair alaṃkṛtaṃ |	ཉེས་པ་ཀུན་ལས་རྣམ་གྲོལ་ཞིང་༎ ཡོན་ཏན་ཀུན་གྱིས་བརྒྱན་པ་པོ་༎
 praṇamya sarvajñam ahaṃ sarvasattvaikabāndhavaṃ || ratna_01|01	སེམས་ཅན་ཀུན་གྱི་གཉེན་གཅིག་པོ་༎ ཐམས་ཅད་མཁྱེན་ལ་བདག་ཕྱག་འཚལ་༎
 dharmam ekāntakalyāṇaṃ rāja [ n dha ] rmodayāya te |	རྒྱལ་པོ་ཁྱོད་ལ་ཆོས་སྒྲུབ་ཕྱིར་༎ གཅིག་ཏུ་དགེ་བའི་ཆོས་བཤད་དེ་༎
 vakṣyāmi dharmaḥ siddhiṃ hi yāti saddharmabhājane || ratna_01|02	དམ་པའི་ཆོས་ཀྱི་སྣོད་ལ་ནི་༎ ཆོས་འགྲུབ་འགྱུར་ཏེ་གང་ཞིག་ལ་༎
 prāg dharmābhyudayo yatra paścān naiḥśreyasodayaḥ |	དང་པོར་མངོན་པར་མཐོ་བའི་ཆོས་༎ ཕྱིས་ནི་དེས་པར་ལེགས་འབྱུང་བ་༎
 samprāpyābhyudayaṃ yasmād eti naiḥśreyasaṃ kramāt || ratna_01|03	གང་ཕྱིར་མངོན་པར་མཐོ་ཐོབ་ནས་༎ རིམ་གྱིས་ངེས་པར་ལེགས་པ་འོང་༎
 sukham abhyudaya [ s tatra mokṣo ] naiḥśreyaso mataḥ |	དེ་ལ་མངོན་མཐོ་བདེ་བ་སྟེ་༎ དེས་པར་ལེགས་པ་ཐར་པར་འདོད་༎
 asya sādhanasaṃkṣepaḥ śraddhāprajñe samāsataḥ || ratna_01|04	དེ་ཡི་བསྒྲུབ་པ་མདོར་བསྡུ་ན་༎ མདོར་ན་དད་དང་ཤེས་རབ་བོ་༎
 śrāddhatvād bhajate dharmaṃ prājñatvād vetti tattvataḥ |	དད་ཅན་ཉིད་ཕྱིར་ཆོས་ལ་བརྟེན་༎
 prajñā pradhānaṃ tv anayoḥ śraddhā pūrvaṅgamāsya tu || ratna_01|05	ཤེས་རབ་ལྡན་ཕྱིར་ཡང་དག་རིག་།འདི་གཉིས་གཙོ་བོ་ཤེས་རབ་སྟེ་༎ འདི་སྔོན་འགྲོ་བ་དད་པ་ཡིན་༎
 chandād dveṣād bhayān mohād yo dharmaṃ nātivartate |	འདུན་དང་ཞེ་སྡང་འཇིགས་པ་དང་༎ རྨོངས་པས་གང་ཞིག་ཆོས་མི་འདའ་༎
