skt	tib
 || saddharmalaṅkāvatārasūtram || oṃ namo ratnatrayāya | oṃ namaḥ sarvabuddhabodhisattvebhyaḥ || start parivarta 1 rāvaṇādhyeṣaṇāparivartaḥ prathamaḥ |	༄༨༧བ་། །རྒྱ་གར་སྐད་དུ་། ཨའརྱ་ལངཀ་ཨཨ་བ་ཏའ་ར་མཧའ་ཡའ་ན་སའུ་ཏྲ་། བོད་སྐད་དུ་། འཕགས་པ་ལངཀར་༄༨༨ཨ་༌༎ གཤེགས་པའི་ཐེག་པ་ཆེན་པོའི་མདོ་། བམ་པོ་དང་པོ་། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 evaṃ mayā śrutam |	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་།
 ekasmin samaye bhagavāṃllaṅkāpure samudramalayaśikhare viharati sma nānāratnagotrapuṣpapratimaṇḍite mahatā bhikṣusaṃghena sārdhaṃ mahatā ca bodhisattvagaṇena nānābuddhakṣetrasaṃnipatitairbodhisattvairmahāsattvaiḥ	བཅོམ་ལྡན་འདས་ལངཀའི་གྲོང་རྡལ་ན་། རྒྱ་མཚོའི་རི་མ་ལ་ཡའི་རྩེ་མོ་རིན་པོ་ཆེའི་རིགས་དང་། མེ་ཏོག་སྣ་ཚོགས་ཀྱིས་བརྒྱན་པ་ལ་དགེ་སློང་གི་དགེ་འདུན་ཆེན་པོ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སངས་རྒྱས་ཀྱི་ཞིང་སྣ་ཚོགས་པ་ནས་འདུས་པ་ཏིང་ངེ་འཛིན་དང་། 
 anekasamādhivaśitābalābhijñāvikrīḍitairmahāmatibodhisattvapūrvaṃgamaiḥ sarvabuddhapāṇyabhiṣekābhiṣiktaiḥ	དབང་དང་། སྟོབས་དང་། མངོན་པར་ཤེས་པ་དུ་མས་རྣམ་པར་རོལ་པ་།
 svacittadṛśyagocaraparijñānārthakuśalairnānāsattvacittacaritrarūpanayavinayadhāribhiḥ	བྱང་ཆུབ་སེམས་དཔའ་བློ་གྲོས་ཆེན་པོ་ལ་སོགས་པ་དག་སངས་རྒྱས་ཐམས་ཅད་ཀྱི་ཕྱག་གི་དབང་བསྐུར་བས་དབང་བསྐུར་བ་བདག་གི་སེམས་སྣང་བའི་སྤྱོད་ཡུལ་ཡོངས་སུ་ཤེས་པའི་དོན་ལ་མཁས་པ་། སེམས་ཅན་གྱི་སེམས་སྣ་ཚོགས་དང་། གཟུགས་དང་། ཚུལ་དང་། འདུལ་བ་རྣམ་པ་ཐ་དད་པའི་ཆ་བྱད་འཆང་བ་།
 pañcadharmasvabhāvavijñānanairātmyādvayagatiṃgataiḥ ||	ཆོས་ལྔ་དང༏་རང་བཞིན་དང་། རྣམ་པར་ཤེས་པ་དང་། བདག་མེད་པ་གཉིས་ཁོང་དུ་ཆུད་པར་རྟོགས་པའི་བྱང་ཆུབ་སེམས་དཔའ་དག་གི་ཚོགས་ཆེན་པོ་དང་ཐབས་གཅིག་ཏུ་བཞུགས་ཏེ་།
 tena khalu punaḥ samayena bhagavān sāgaranāgarājabhavanāt saptāhenottīrṇa 'bhūt |	ཡང་དེའི་ཚེ་ན་བཅོམ་ལྡན་འདས་རྒྱ་མཚོའི་ཀླུའི་རྒྱལ་པོའི་གནས་ནས་ཞག་བདུན་ལོན་ཏེ་བྱུང་ནས་བརྒྱ་བྱིན་དང་། 
 anekaśakrabrahmanāgakanyākoṭibhiḥ pratyudgamyamāno laṅkāmalayamavalokya smitamakarot	ཚངས་པ་དང་། ཀླུའི་བུ་མོ་བྱེ་བ་དུ་མས་བསུ་བ་དང་ལངཀའི་རི་མ་ལ་ཡ་ལ་༄༨༨བ་གཟིགས་ཏེ་།
 - pūrvakairapi tathāgatairarhadbhiḥ samyaksaṃbuddhairasmiṃllaṅkāpurīmalayaśikhare svapratyātmāryajñānatarkadṛṣṭitīrthyaśrāvakapratyekabuddhāryaviṣaye tadbhāvito dharmo deśitaḥ |	ལངཀའི་གྲོང་རྡལ་གྱི་རི་མ་ལ་ཡའི་རྩེ་མོ་འདིར་སྔོན་གྱི་དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་རྣམས་ཀྱིས་ཀྱང་འཕགས་པ་སོ་སོ་རང་གིས་རིག་པའི་ཡེ་ཤེས་། རྟོག་གེའི་ལྟ་བ་མུ་སྟེགས་ཅན་དང་། ཉན་ཐོས་དང་། རང་སངས་རྒྱས་དང་། འཕགས་པའི་ཡུལ་མ་ཡིན་པ་དེ་དག་གིས་བསྒོམས་པའི་ཆོས་བསྟན་ཏེ་།
 yannvahamapi atraiva rāvaṇaṃ yakṣādhipatimadhikṛtya etadevodbhāvayan dharmaṃ deśayeyam ||	ངས་ཀྱང་དེ་ཉིད་དུ་གནོད་སྦྱིན་གྱི་བདག་པོ་འབོད་སྒྲོགས་ཀྱི་ཕྱིར་དེ་ཉིད་བསྙད་ཅིང་ཆོས་བསྟན་ཏོ་སྙམ་ནས་འཛུམ་པ་མཛད་དོ་༎
 aśrauṣīdrāvaṇo rākṣasādhipatistathāgatādhiṣṭhānāt - bhagavān kila sāgaranāgarājabhavanāduttīrya	དེ་ནས་གནོད་སྦྱིན་གྱི་བདག་པོ་འབོད་སྒྲོགས་དེ་བཞིན་གཤེགས་པའི་བྱིན་གྱི་རླབས་ཀྱིས་བཅོམ་ལྡན་འདས་རྒྱ་མཚོའི་ཀླུའི་རྒྱལ་པོའི་གནས་ནས་བྱུང་སྟེ་།
 anekaśakrabrahmanāgakanyākoṭibhiḥ parivṛtaḥ puraskṛtaḥ samudrataraṃgānavalokya ālayavijñānodadhipravṛttivijñānapavanaviṣaye preritāṃstebhyaḥ saṃnipatitebhyaścittānyavalokya tasminneva sthitaḥ udānamudānayati	བརྒྱ་བྱིན་དང་། ཚངས་པ་དང་། ཀླུའི་བུ་མོ་བརྒྱ་སྟོང་དུ་མས་བསྐོར་ཅིང་མདུན་དུ་བདར་ནས་རྒྱ་མཚོའི་རླབས་ལ་གཟིགས་ཏེ་། ཀུན་གཞི་རྣམ་པར་ཤེས་པའི་རྒྱ་མཚོ་ལ་འཇུག་པའི་རྣམ་པར་ཤེས་པ་ཡུལ་གྱི་རླུང་གིས་བསྐྱོད་ཅིང་དེ་དག་གི་སེམས་འབྱུང་བར་གཟིགས་ཏེ༏་ཆེད་དུ་བརྗོད་པ་ཆེད་དུ་བརྗོད་པ་མཛད་དོ་ཞེས་ཐོས་ནས་། 
 sma - yannvahaṃ gatvā bhagavantamadhyeṣya laṅkāṃ praveśayeyam |	བདག་སོང་ལ་བཅོམ་ལྡན་འདས་ལ་གསོལ་བ་བཏབ་སྟེ་ལངཀར་གཤེགས་པར་བྱའོ་༎
 tanme syāddīrgharātramarthāya hitāya sukhāya devānāṃ ca manuṣyāṇāṃ ca ||	དེ་ནི་བདག་དང་ལྷ་དང་མི་རྣམས་ལ་ཡུན་རིང་པོའི་དོན་དང་། ཕན་པ་དང་བདེ་བར་འགྱུར་རོ་སྙམ་སྟེ་།
 atha rāvaṇo rākṣasādhipatiḥ saparivāraḥ pauṣpakaṃ vimānamadhiruhya yena bhagavāṃstenopajagāma |	དེ་ནས་གནོད་སྦྱིན་གྱི་བདག་པོ་འབོད་སྒྲོགས་འཁོར་དང་བཅས་པ་མེ་ཏོག་གི་གཞལ་མེད་ཁང་དུ་ཞུགས་༄༨༩ཨ་༌༎ 
 upetya vimānādavatīrya saparivāro bhagavantaṃ triṣkṛtvaḥ pradakṣiṇīkṛtya tūryatālāvacaraiḥ pravādyadbhirindranīlamayena	ནས༏་བཅོམ་ལྡན་འདས་ག་ལ་བ་དེར་སོང་སྟེ་བྱིན་པ་དང་། འཁོར་དང་བཅས་ཏེ་གཞལ་མེད་ཁང་ནས་བབས་ནས་རྔ་དང་སིལ་སྙན་རྣམས་རབ་ཏུ་བསྒྲགས་ཏེ་། བཅོམ་ལྡན་འདས་ལ་ལན་གསུམ་བསྐོར་བ་བྱས་ནས་པི་ཝང་གི་ཁོག་པ་ཨཻནདྲ་ནའི་ལ་ལ་བེཨེ་དའུརྱ་དང་། མུ་ས་རས་སྤྲས་པ་།
 daṇḍena vaiḍūryamusāra(galva)	གོས་ངུར་ཀ་པྲི་ཡང་ཀུ་འདྲ་བ་རིན་ཐང་མེད་པས་ཚར་དུ་དབྱངས་ཏེ་། འཁོར་རྣམས་རབ་ཏུ་དགའ་བར་བྱས་ནས་། གླུའི་དབྱངས་།
 pratyuptāṃ vīṇāṃ priyaṅgupāṇḍunā anardhyeṇa vastreṇa pārśvāvalambitāṃ kṛtvā ṣaḍjarṣabhagāndhāradhaivataniṣādamadhyamakaiśikagītasvaragrāmamūrchanādiyuktenānusārya	ཤརཛའ་དང་། རི་ཤ་བྷ་དང་། གའ་ན་དྷ་ར་དང་། དྷེཨེ་བའ་ཏ་དང་། ནི་ཤའ་ད་དང་། མ་དྷྱ་མ་དང༏་ཀོཨོ་ཤི་ཀ་དང་། གླུའི་དབྱངས་མང་པོར་སྦྱར་བ་ལ་སོགས་པ་དང་ལྡན་ཞིང་།
 salīlaṃ vīṇāmanupraviśya gāthābhigītairanugāyati sma -	རྒྱང་རྗེས་སུ་མཐུན་པ་དང་པི་ཝང་གི་ནང་དུ་ཆུད་པར་བྱས་ཏེ་ཚིགས་སུ་བཅད་པའི་དབྱངས་ཀྱིས་གླུ་བླངས་པ་།
 cittasvabhāvanayadharmavidhiṃ nairātmyaṃ dṛṣṭivigataṃ hyamalam |	སེམས་ཀྱི་རང་བཞིན་ཚུལ་ཉིད་ཆོས་ཀྱི་གཏེར་༎ བདག་མེད་ལྟ་དང་རྣམ་བྲལ་དྲི་མ་མེད་༎
 pratyātmavedyagatisūcanakaṃ deśehi nāyaka iha dharmanayam || lank_1|1 || (vaidya 2)	སོ་སོ་རང་རིག་ཤེས་པ་སྟོན་པ་ཡི་༎ ཆོས་ཚུལ་མགོན་པོ་འདིར་ཡང་བཤད་དུ་གསོལ༏་༏དགེ་བའི་ཆོས་ཀྱིས་ཡང་དག་བསགས་པའི་སྐུ་༎
 śubhadharmasaṃcitatanuṃ sugataṃ nirmāṇanirmitapradarśanakam |	བདེ་གཤེགས་འཕྲུལ་པས་སྤྲུལ་བ་སྟོན་པ་སྟེ་༎
 pratyātmavedyagatidharmarataṃ laṅkāṃ hi gantu samayo 'dya mune || lank_1|2 ||	སོ་སོ་རང་རིག་རྟོགས་པའི་ཆོས་དགྱེས་པ་༎ ཐུབ་པ་དེང་ནི་ལངཀར་གཤེགས་པའི་དུས་༎
 laṅkāmimāṃ pūrvajinādhyuṣitāṃ putraiśca teṣāṃ bahurūpadharaiḥ |	ལངཀ་འདི་ན་སྔོན་གྱི་རྒྱལ་བ་དང་༎ དེ་ཡི་སྲས་རྣམས་གཟུགས་མང་འཆང་བ་བཞུགས་༎
 deśehi nātha iha dharmavaraṃ śroṣyanti yakṣa bahurūpadharāḥ || lank_1|3 ||	མགོན་པོ་འདིར་ནི་ཆོས་རབ་བཤད་དུ་གསོལ་༎ གཟུགས་༄༨༩བ་མང་ལྡན་པའི་གནོད་སྦྱིན་ཀུན་ཀྱང་ཉན་༎
 atha rāvaṇo laṅkādhipatiḥ toṭakavṛttenānugāyya punarapi gāthābhigītenānugāyati sma -	དེ་ལྟར་ལངཀའི་བདག་པོ་འབོད་སྒྲོགས་ཀྱིས་ཏོ་ཏ་ཀའི་རྒྱུད་དུ་གླུ་བླངས་ནས་ཡང་ཚིགས་སུ་བཅད་པའི་དབྱངས་ཀྱིས་གླུ་བླངས་པ་། བཅོམ་ལྡན་འདས་ནི་དགུང་བདུན་ཏེ་༎ ཆུ་སྲིན་གནས་ཀྱི་རྒྱ་མཚོ་ཡི་༎
 saptarātreṇa bhagavān sāgarānmakarālayāt |	རྒྱ་མཚོའི་དབང་པོའི་གནས་ནས་ནི་༎
 sāgarendrasya bhavanāt samuttīrya taṭe sthitaḥ || lank_1|4 ||	སླད་དུ་བྱུང་སྟེ་འགྲམ་ན་བཞུགས་༎
 sthitamātrasya buddhasya rāvaṇo hyapsaraiḥ saha |	སངས་རྒྱས་བཞུགས་མ་ཐག་ཏུ་ཡང་༎
