skt	tib
 āryatārābhaṭṭārikānāmāṣṭottaraśatakastotra oṃ namaḥ śrīmadāryatārāyai	༄༧༥བ་རྒྱ་གར་སྐད་དུ་། ཨའརྱ་ཏའ་ར་བྷ་ཏཏའ་རི་ཀ་ནའ་མ་ཨཨཤཏ་ཤ་ཏ་ཀམ། བོད་སྐད་དུ་། རྗེ་བཙུན་མ་འཕགས་མ་སྒྲོལ་མའི་མཚན་བརྒྱ་རྩ་བརྒྱད་པ་། རྗེ་བཙུན་མ་འཕགས་མ་སྒྲོལ་མ་ལ་ཕྱག་འཚལ་ལོ་༎
 śrīmatpotalake ramye nānādhātuvirājite |	དཔལ་ལྡན་ཡིད་འོང་པོ་ཏ་ལ་༎ སྣ་ཚོགས་ཁམས་ཀྱིས་རྣམ་པར་སྤྲས་༎
 nānādrumalatākīrṇe nānāpakṣinikūjite || tbh_1	སྣ་ཚོགས་ལྗོན་པས་བཀྲམ་པ་སྟེ་། ༄༧༦ཨ་༌༎ སྐྱེ་གཉིས་དུ་མ་སྒྲ་འབྱིན་པ་༎
 nānānirjharajhaṃkāre nānāmṛgasamākule |	འབབ་ཆུ་སྣ་ཚོགས་ཀུ་ཅོ་ཆེ་༎ རི་དབ༹གས་སྣ་ཚོགས་འཁྲུགས་པ་སྟེ་༎
 nānākusumajātībhiḥ samantād adhivāsite || tbh_2	མེ་ཏོག་སྣ་ཚོགས་རིགས་རྣམས་ཀྱིས་༎ ཀུན་ཏུ་དྲི་ཡིས་བཀང་བ་སྟེ་༎ སྣ་ཚོགས་ཡིད་འོང་འབྲས་བུར་ལྡན་༎
 nānāhṛdayaphalopete ṣaṭpadodgītanisvane |	རྐང་པ་དྲུག་པ་གླུ་ཡི་སྒྲ་༎ མིའམ་ཅི་ཡིས་གླུ་སྙན་ལེན་༎
 kinnarair madhurair gītair mattavāraṇasaṃkule || tbh_3	གླང་ཆེན་སྨྱོན་པས་ཡང་དག་ཁེངས་༎
 siddhavidyādhāragaṇaiḥ gandharvaiś ca ninādite | munibhir vītarāgaiś ca satataṃ saṃniṣevite || tbh_4	རིག་འཛིན་གྲུབ་པའི་ཚོགས་རྣམས་དང་༎ དྲི་ཟ་རྣམས་ཀྱང་གླུ་ལེན་པ་༎
 bodhisatvagaṇaiś cānyaiḥ daśabhūmīśvarair api |	ཐུབ་པ་འདོད་ཆགས་བྲལ་རྣམས་དང་༎ བྱང་ཆུབ་སེམས་དཔའི་ཚོགས་གཞན་དང་༎ ས་བཅུའི་དབང་ཕྱུག་རྣམས་དང་ནི་༎
 āyatārādibhir devīvidyārājñīsahasrakaiḥ || tbh_5	འཕགས་མ་སྒྲོལ་སོགས་ལྷ་མོ་རྣམས་༎ རིག་པའི་རྒྱལ་མོ་སྟོང་རྣམས་ཀྱིས་༎ རྟག་ཏུ་ལེགས་པར་སྟེན་པའོ་༎
