skt	tib
 namo buddhāya | [abhyarcana]	༄༡བ་༅་༎ རྒྱ་གར་སྐད་དུ་། མ་དྷཡའན་ཏ་བི་བྷ་ག་ཏའི་ཀ་། བོད་སྐད་དུ་། དབུས་དང་མཐའ་རྣམ་པར་འབྱེད་པའི་འགྲེལ་པ་། བམ་པོ་དང་པོ་། འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ལ་ཕྱག་འཚལ་ལོ་༎ བསྟན་བཅོས་འདི་ནི་རབ་dd་མཛད་པ་༎ བདེ་གཤེགས་ཉིད་སྐྱེས་བདག་སོགས་ལ་༎
 śāstrasyāsya praṇetāram abhyarhya sugatātmajaṃ [|]	འཆད་པ་ལ་ཡང་མངོན་མཆོད་ནས་༎
 vaktāraṃ cāsmadādibhyo yatiṣye 'rthavivecane ||	དོན་རྣམས་དབྱེ་ཕྱིར་འབད་པར་བྱ་༎
 [śāstraśarīra] tatrāditaḥ śāstraśarīraṃ vyavasthāpyate |	དེ་ལ་ཐོག་མ་ཁོ་ནར་བསྟན་བཅོས་ཀྱི་ལུས་རྣམ་པར་གཞག་སྟེ་།
 lakṣaṇaṃ hy āvṛtis tatvaṃ pratipakṣasya bhāvanā |	མཚན་ཉིད་སྒྲིབ་པ་དེ་ཁོ་ན་༎ གཉེན་པོ་དག་ནི་བསྒོམ་པ་དང་༎ དེ་ཡི་གནས་དང་འབྲས་བུ་ཐོབ་༎
 tatra ca sthā phalaprāptir yānānuttaryam eva ca ||	ཐེག་པ་བླ་ན་མེད་པའོ་༎
 ity ete saptārthā hy asmiṃ cchāstre upadiśyante |	ཞེས་བྱ་བ་དོན་བདུན་པོ་འདི་དག་བསྟན་བཅོས་འདི་ལས་འཆད་དོ་༎ འདི་ལྟ་སྟེ་།
 yad uta lakṣaṇaṃ āvaraṇaṃ tatvaṃ pratipakṣasya bhāvanā | tasyām eva ca pratipakṣabhāvanāyām avasthā phalaprāptiś ca yānānuttatyañ ca saptamo 'rthaḥ | [chapter i| lakṣaṇapariccheda] [1| abhūtaparikalpa; a| sadasallaksaṇa]	མཚན་ཉིད་དང་༏་སྒྲིབ་པ་དང་། དེ་ཁོ་ན་དང་། གཉེན་པོ་བསྒོམ་པ་དང་། གཉེན་པོ་བསྒོམ་པ་དེ་ཉིད་ཀྱི་གནས་དང་། འབྲས་བུ་ཐོབ་པ་དང་། ཐེག་པ་བླ་ན་མེད་པ་སྟེ་དོན་བདུན་པའོ་༎
 tatra lakṣaṇam ārabhyāha |	དེ་ལ་མཚན་ཉིད་ལས་བརྩམས་ནས་༎
 abhūtaparikalpo 'sti dvayan tatra na vidyate |	ཡང་དག་མ་ཡིན་ཀུན་རྟོག་ཡོད་༎ དེ་ལ་གཉིས་པོ་ཡོད་མ་ཡིན་༎
