skt	tib
 (vaidya 311) arthaviniścayasūtram | śrīmañjugurave(śriye) namaḥ |	༄༢༦༢བ་། །རྒྱ་གར་སྐད་དུ་། ཨཨརཐ་བི་ནི་ཤཙ་ཡ་ནའ་མ་དྷརྨ་པརཡའ་ཡ་། བོད་སྐད་དུ་། དོན་རྣམ་པར་ངེས་པ་ཞེས་བྱ་བའི་ཆོས་ཀྱི་རྣམ་གྲངས་། སངས་རྒྱས་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎ འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་༄༢༦༣ཨ་༌༎ གཅིག་ན་། བཅོམ་ལྡན་འདས་མཉན་ཡོད་ན་ཤར་ཕྱོགས་ཀྱི་ཀུན་དགའ་ར་བ་རི་དབ༹གས་འཛིན་གྱི་མའི་ཁང་པ་ན་དགེ་སློང་སྟོང་ཉིས་བརྒྱ་ལྔ་བཅུའི་དགེ་སློང་གི་དགེ་འདུན་ཆེན་པོ་དང་ཐབས་གཅིག་ཏུ་བཞུགས་སོ་༎ དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་སྤྲིན་ལྟར་ཟབ་ཅིང་སྙན་ལ་རྒྱ་ཆེ་བའི་ཚངས་པའི་དབྱངས་ཀྱིས་དགེ་སློང་རྣམས་ལ་བཀའ་སྩལ་པ་། དགེ་སློང་དག་། ཁྱེད་ལ་ཆོས་བཤད་པར་བྱ་སྟེ་། ཚངས་པར་སྤྱོད་པ་། ཐོག་མར་དགེ་བ་། བར་དུ་དགེ་བ་། ཐ་མར་དགེ་བ་། དོན་བཟང་པོ་། ཚིག་འབྲུ་བཟང་པོ་། མ་འདྲེས་པ་། ཡོངས་སུ་རྫོགས་པ་། ཡོངས་སུ་དག་པ་། ཡོངས་སུ་བྱང་བ་། འདི་ལྟ་སྟེ་། དོན་རྣམ་པར་ངེས་པ་ཞེས་བྱ་བའི་ཆོས་ཀྱི་རྣམ་གྲངས་ཡང་དག་པར་རབ་ཏུ་བཤད་པར་བྱ་ཡི་། དེ་ལེགས་པར་རབ་ཏུ་ཉོན་ལ་ཡིད་ལ་ཟུངས་ཤིག་དང་བཤད་དོ་༎ དགེ་སློང་དག་གིས་བཅོམ་ལྡན་འདས་ལེགས་སོ་ཞེས་གསོལ་ཏེ་། བཅོམ་ལྡན་འདས་ཀྱི་ལྟར་ཉན་པ་དང་། བཅོམ་ལྡན་འདས་ཀྱིས་དེ་དག་ལ་འདི་སྐད་ཅེས་བཀའ་སྩལ་ཏོ་༎
 bhagavānāha - kaścāsau bhikṣavo 'rthaviniścayo nāma dharmaparyāyaḥ? yaduktam - pañca skandhāḥ | pañcopādānaskandhāḥ | aṣṭādaśa dhātavaḥ |	དགེ་སློང་དག་། དོན་རྣམ་པར་ངེས་པ་ཞེས་བྱ་བའི་ཆོས་ཀྱི་རྣམ་གྲངས་དེ་གང་ཞེ་ན་།
 dvādaśāyatanāni | dvādaśāṅgaḥ pratītyasamutpādaḥ | catvāri āryasatyāni | dvāviṃśati indriyāṇi | catvāri dhyānāni | [catasra ārūpyasamāpattayaḥ] | catvāro brahmavihārāḥ | catasraḥ pratisaṃvidaḥ | catasraḥ samādhibhāvanāḥ | catvāri smṛtyupasthānāni | catvāri samyakprahāṇāni | catvāra ṛddhipādāḥ | pañcendriyāṇi | pañca balāni | sapta bodhyaṅgāni | āryāṣṭāṅgamārgaḥ | ṣoḍaśākārā ānāpānānusmṛtiḥ | catvāri srotāpattyaṅgāni | daśa tathāgatabalāni catvāri vaiśāradyāni | catasraḥ pratisaṃvidaḥ | aṣṭādaśa āveṇikabuddhadharmāḥ | dvātriṃśanmahāpuruṣalakṣaṇāni | aśītyanuvyañjanāni |	འདི་ལྟ་སྟེ༏་ཕུང་པོ་ལྔ་དང་། ཉེ་བར་ལེན་པའི་ཕུང་པོ་ལྔ་དང་། ཁམས་བཅོ་བརྒྱད་དང་། སྐྱེ་མཆེད་བཅུ་གཉིས་དང་། རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བ་ཡན་ལག་བཅུ་གཉིས་དང་། འཕགས་༄༢༦༣བ་པའི་བདེན་པ་བཞི་དང་། དབང་པོ་ཉི་ཤུ་རྩ་གཉིས་དང་། བསམ་གཏན་བཞི་དང་། ཚངས་པའི་གནས་པ་བཞི་དང་། ལམ་བཞི་དང་། ཏིང་ངེ་འཛིན་བསྒོམ་པ་བཞི་དང་། དྲན་པ་ཉེ་བར་གཞག་པ་བཞི་དང་། ཡང་དག་པ་སྤོང་བ་བཞི་དང་། རྫུ་འཕྲུལ་གྱི་རྐང་པ་བཞི་དང་། དབང་པོ་ལྔ་དང་། སྟོབས་ལྔ་དང་། བྱང་ཆུབ་ཀྱི་ཡན་ལག་བདུན་དང་། འཕགས་པའི་ལམ་ཡན་ལག་བརྒྱད་པ་དང་། དབུགས་རྫུབ་པ་དང་། འབྱུང་བ་དྲན་པ་རྣམ་པ་བཅུ་དྲུག་དང་། རྒྱུན་དུ་ཞུགས་པའི་ཡན་ལག་བཞི་དང་། དེ་བཞིན་གཤེགས་པའི་སྟོབས་བཅུ་དང་། མི་འཇིགས་པ་བཞི་དང་། སོ་སོ་ཡང་དག་པར་རིག་པ་བཞི་དང་། སངས་རྒྱས་ཀྱི་ཆོས་མ་འདྲེས་པ་བཅོ་བརྒྱད་དང་། སྐྱེས་བཅུ་ཆེན་པོའི་མཚན་སུམ་ཅུ་རྩ་གཉིས་དང་། དཔེ་བྱད་བཟང་པོ་བརྒྱད་ཅུ་སྟེ་།
 ayaṃ bhikṣavo 'rthaviniścayasya dharmaparyāyasyoddeśaḥ ||	དགེ་སློང་དག་། འདི་ནི་དོན་རྣམ་པར་ངེས་པའི་ཆོས་ཀྱི་རྣམ་གྲངས་མདོར་བསྟན་པའོ་༎
 (1) tatra bhikṣavaḥ katame pañca skandhāḥ?	དགེ་སློང་དག་། དེ་ལ་ཕུང་པོ་ལྔ་གང་ཞེ་ན་།
 tadyathā - rūpaskandhaḥ |	འདི་ལྟ་སྟེ་།
 vedanāskandhaḥ | saṃjñāskandhaḥ | saṃskāraskandhaḥ |	གཟུགས་ཀྱི་ཕུང་པོ་དང་། ཚོར་བའི་ཕུང་པོ་དང་། འདུ་ཤེས་ཀྱི་ཕུང་པོ་དང་། འདུ་བྱེད་ཀྱི་ཕུང་པོ་དང་། རྣམ་པར་ཤེས་པའི་ཕུང་པོ་སྟེ་། དགེ་སློང་དག་།
 vijñānaskandhaḥ | ime bhikṣavaḥ pañca skandhāḥ ||	འདི་དག་ནི་ཕུང་པོ་ལྔའོ་༎
 (2) tatra bhikṣavaḥ katame pañcopādānaskandhāḥ? tadyathā - rūpopādānaskandhaḥ |	དགེ་སློང་དག་། དེ་ལ་ཉེ་བར་ལེན་པའི་ཕུང་པོ་ལྔ་གང་ཞེ་ན་། འདི་ལྟ་སྟེ་།
 vedanopādānaskandhaḥ | saṃjñopādānaskandhaḥ | saṃskāropādānaskandhaḥ |	གཟུགས་ཉེ་བར་ལེན་པའི་ཕུང་པོ་དང་། ཚོར་བ་ཉེ་བར་ལེན་པའི་ཕུང་པོ་དང་། འདུ་ཤེས་ཉེ་བར་ལེན་པའི་ཕུང་པོ་དང་། ༄༢༦༤ཨ་༌༎ འདུ་བྱེད་ཉེ་བར་ལེན་པའི་ཕུང་པོ་དང་། རྣམ་པར་ཤེས་པ་ཉེ་བར་ལེན་པའི་ཕུང་པོ་སྟེ་། དགེ་སློང་དག་།
 vijñānopādānaskandhaḥ | ime bhikṣavaḥ pañcopādānaskandhāḥ ||	འདི་དག་ནི་ཉེ་བར་ལེན་པའི་ཕུང་པོ་ལྔའོ་༎
 (3) tatra bhikṣavaṃ katame 'ṣṭadaśa dhātavaḥ?	དགེ་སློང་དག་། དེ་ལ་ཁམས་བཅོ་བརྒྱད་གང་ཞེ་ན་།
 tadyathā - cakṣudhātuḥ | rūpadhātuḥ | cakṣurvijñānadhātuḥ | śrotadhātuḥ |	འདི་ལྟ་སྟེ་།
 śabdadhātuḥ | śrotravijñānadhātuḥ | ghrāṇadhātuḥ | gandhadhātuḥ | ghrāṇavijñānadhātuḥ | jihvādhātuḥ | rasadhātuḥ | jihvāvijñānadhātuḥ | kāyadhātuḥ | sparśadhātuḥ | kāyavijñānadhātuḥ | manodhātuḥ | dharmadhātuḥ | manovijñānadhātuḥ |	མིག་གི་ཁམས་དང་། གཟུགས་ཀྱི་ཁམས་དང་། མིག་གི་རྣམ་པར་ཤེས་པའི་ཁམས་དང་། རྣ་བའི་ཁམས་དང་། སྒྲའི་ཁམས་དང་། རྣ་བའི་རྣམ་པར་ཤེས་པའི་ཁམས་དང་། སྣའི་ཁམས་དང་། དྲིའི་ཁམས་དང་། སྣའི་རྣམ་པར་ཤེས་པའི་ཁམས་དང་། ལྕེའི་ཁམས་དང་། རོའི་ཁམས་དང༏་ལྕེའི་རྣམ་པར་ཤེས་པའི་ཁམས་དང་། ལུས་ཀྱི་ཁམས་དང་། རེག་བྱའི་ཁམས་དང་། ལུས་ཀྱི་རྣམ་པར་ཤེས་པའི་ཁམས་དང་། ཡིད་ཀྱི་ཁམས་དང་། ཆོས་ཀྱི་ཁམས་དང༏་ཡིད་ཀྱི་རྣམ་པར་ཤེས་པའི་ཁམས་ཏེ་།
 ime bhikṣava ucyante 'ṣṭādaśa dhātavaḥ ||	དགེ་སློང་དག་། འདི་དག་ནི་ཁམས་བཅོ་བརྒྱད་ཅེས་བྱའོ་༎ དགེ་སློང་དག་།
 (4) tatra bhikṣavaḥ katamāni dvādaśāyatanāni? yaduta cakṣuradhyātmikamāyatanam |	དེ་ལ་སྐྱེ་མཆེད་བཅུ་གཉིས་གང་ཞེ་ན་།
