skt	tib
 sitātapatrā	༄༢༣༥ཨ་རྒྱ་གར་སྐད་དུ་། ཨའརྱ་སརྦ་ཏ་ཐའ་ག་ཏོཤནའི་ཤ་སི་ཏའ་ཏ་པ་ཏའི་ནའ་མ་ཨཨ་པ་རའ་ཛི་ཏ་པྲ་བྱམ་གི་ར་མ་ཧའ་བི་དཡའ་ར་ཛཉའི་། བོད་སྐད་དུ་། འཕགས་པ་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་གཙུག་ཏོར་ནས་བྱུང་བ་གདུགས་དཀར་པོ་ཅན་ཞེས་བྱ་བ་གཞན་གྱིས་མི་ཐུབ་མ་ཕྱིར་ཟློག་པའི་རིག་སྔགས་ཀྱི་རྒྱལ་མོ་ཆེན་མོའོ་༎ དཀོན་མཆོག་གསུམ་ལ་ཕྱག་འཚལ་ལོ་༎
 (sitā 147) oṃ namaḥ śrīsarvabuddhabodhisattvebhyaḥ |	སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎ འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་།
 evaṃ mayā śrutam ekasmin samaye bhagavān deveṣu trāyastriṃśeṣu viharati sma | sudharmāyāṃ devasabhāyāṃ mahatā bhikṣusaṃghena mahatā ca bodhisattvasaṃghena bhikṣuśataiḥ śakreṇa ca devatānāmindreṇa sārdham |	བཅོམ་ལྡན་འདས་ལྷའི་༄༢༣༥བ་ཡུལ་སུམ་ཅུ་རྩ་གསུམ་གྱི་གནས་ཆོས་བཟང་ལྷའི་མདུན་ས་ན་དགེ་སློང་གི་དགེ་འདུན་ཆེན་པོ་དང་། བྱང་ཆུབ་སེམས་དཔའི་དགེ་འདུན་ཆེན་པོ་དང་། ལྷ་རྣམས་ཀྱི་དབང་པོ་བརྒྱ་བྱིན་དང་ཐབས་ཅིག་ཏུ་བཞུགས་ཏེ་།
 tatra khalu bhagavān prajñapta evāsane niṣadya uṣṇīṣamavalokitaṃ nāma samādhiṃ samāpadyate sma |	དེ་ནས་བཅོམ་ལྡན་འདས་གདན་བཤམས་པ་ལ་བཞུགས་ནས་གཙུག་ཏོར་ལ་རྣམ་པར་གཟིགས་པ་ཞེས་བྱ་བའི་ཏིང་ངེ་འཛིན་ལ་སྙོམས་པར་ཞུགས་སོ་༎
 samanantarasamāpannasya bhagavata uṣṇīṣamadhyādimāni mantrapadāni niścaranti sma |	བཅོམ་ལྡན་འདས་སྙོམས་པར་ཞུགས་མ་ཐག་ཏུ་གཙུག་ཏོར་གྱི་གསེབ་ནས་གསང་སྔགས་ཀྱི་གཞི་འདི་དག་བྱུང་ངོ་༎ 
 namo bhagavate uṣṇīṣāya śuddhe viraje vimale svāhā |	ན་མོ་བྷ་ག་བ་ཏེ་ཨཽཤནའི་ཤ་ཡ་ཤུདདྷེ་བ་རི་ཛེ་བི་མ་ལེ་སབ༹འཧའ་བྱུང་ངོ་༎ 
 namo bhagavate apraṇihato uṣṇīṣāya |	། བཅོམ་ལྡན་འདས་གཙུག་ཏོར་ཐོགས་པ་མེད་པ་ལ་ཕྱག་འཚལ་ལོ་༎
 namo buddhāya |	སངས་རྒྱས་ལ་ཕྱག་འཚལ་ལོ་༎
 namo dharmāya |	ཆོས་ལ་ཕྱག་འཚལ་ལོ་༎
 namo saṃghāya |	དགེ་འདུན་ལ་ཕྱག་འཚལ་ལོ་༎
 namaḥ saptānāṃ samyaksaṃbuddhakoṭīnāṃ namo maitreyapramukhānāṃ sarvabuddhabodhisattvānāṃ saśrāvakasaṃghānām |	ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་བྱེ་བ་ཕྲག་བདུན་པོ་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎ བྱམས་པ་ལ་སོགས་པ་སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཉན་ཐོས་ཀྱི་དགེ་འདུན་དང་བཅས་པ་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎
 namo loke arhatānām |	འཇིག་རྟེན་ན་དགྲ་བཅོམ་པ་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎
 namaḥ strotaāpannānām |	རྒྱུན་ཏུ་ཞུགས་པ་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎
 namaḥ sakṛdāgāmināma |	ལན་གཅིག་ཕྱིར་འོང་བ་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎
 namo anāgāminām |	ཕྱིར་མི་འོང་བ་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎
 namo loke samyaggatānām |	འཇིག་རྟེན་ན་ཡང་དག་པར་སོང་བ་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎
 namaḥ samyakpratipannānām |	ཡང་དག་པར་ཞུགས་པ་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎
 namo devarṣīṇām |	ལྷའི་དྲང་སྲོང་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎ རིག་སྔགས་འཆང་གྲུབ་པའི་དྲང་སྲོང་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎ རིག་སྔགས་འཆང་གྲུབ་པའི་དྲང་སྲོང་དམོད་༄༢༣༦ཨ་༌༎ པའི་མཚོན་ཆ་ཅན་དམོད་པས་ཕན་འདོགས་ནུས་པ་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎
 namo devabrahmaṇe |	ཚངས་པ་ལ་ཕྱག་འཚལ་ལོ་༎
 namo buddhāya |	དབང་པོ་ལ་ཕྱག་འཚལ་ལོ་༎
 namo bhagavate rudrāya umāpatisahitāya |	བཅོམ་ལྡན་འདས་ལེགས་ལྡན་དྲག་པོ་དཀའ་ཐུབ་ཟློག་པའི་བདག་པོ་དང་ལྷན་ཅིག་པ་ལ་ཕྱག་འཚལ་ལོ་༎ 
 namo varuṇāya |	ཆུ་ལྷ་ལ་ཕྱག་འཚལ་ལོ་༎
