skt	tib
 dharma-cakra-pravartano nāma prathamaḥ parivartaḥ oṃ namaḥ śrīsarvabuddhabodhisattvebhyaḥ || buddhaṃ praṇamya sarvajñaṃ dharmaṃ saṅghaṃ guṇākaraṃ | karuṇāpuṇḍarīkākhyaṃ pravakṣye bodhisūtrakaṃ ||	༄༢༠༩བ་རྒྱ་གར་སྐད་དུ་། ཨའརྱ་ཀའ་རུ་ནའ་པུ་ནད་རའི་ཀ་ནའ་མ་མཧའ་ཡའ་ན་སའུ་ཏྲ་། བོད་སྐད་དུ་། འཕགས་པ་སྙིང་རྗེ་པདམ་དཀར་པོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་། བམ་པོ་དང་པོ་། སངས་༄༢༡༠ཨ་༌༎ རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 evaṃ mayā śrutam |	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་།
 ekasmin samaye bhagavān rājagṛhe viharati sma gṛdhrakūṭe parvate mahatā bhikṣusaṅghena	བཅོམ་ལྡན་འདས་རྒྱལ་པོའི་ཁབ་ན་བྱ་རྒོད་ཀྱི་ཕུང་པོའི་རི་ལ་།
 sārdhaṃ dvādaśabhirbhikṣuśataiḥ sarvairarhadbhiḥ kṣīṇāsravairniḥkleśairvaśībhūtaiḥ	དགེ་སློང་དྲུག་ཁྲི་ཉིས་སྟོང་གི་དགེ་སློང་གི་དགེ་འདུན་ཆེན་པོ་ཐམས་ཅད་ཀྱང་དགྲ་བཅོམ་པ་། ཟག་པ་ཟད་པ་། ཉོན་མོངས་པ་མེད་པ་། དབང་དང་ལྡན་པར་གྱུར་པ་། སེམས་ཤིན་ཏུ་རྣམ་པར་གྲོལ་བ་།
 suvimuktacittaiḥ suvimuktaprajñairājāneyairmahānāgaiḥ kṛtakṛtyaiḥ kṛtakaraṇīyairapahṛtabhārairanuprāptasvakārthaiḥ	ཤེས་རབ་ཤིན་ཏུ་རྣམ་པར་གྲོལ་བ་། ཅང་ཤེས་པ་། གླང་པོ་ཆེན་པོ་བྱ་བ་བྱས་པ་། བྱེད་པ་བྱས་པ་། ཁུར་བོར་བ་། བདག་གི་དོན་རྗེས་སུ་ཐོབ་པ་།
 parikṣīṇabhavasaṃyojanaiḥ samyagājñāsuvimuktacittaiḥ sarvacetovaśiparamapāramitāprāptairabhijñānābhijñātairmahāśrāvakaiḥ | (kpsū 2) tadyathā, āyuṣmatā cājñātakauṇḍinyena āyuṣmatā cāsvajitā āyuṣmatā ca bāṣpeṇa āyuṣmatā ca mahāsthāmnā āyuṣmatā ca bhadrikeṇa āyuṣmatā ca mahākāśyapena āyuṣmatā coruvilvākāśyapena āyuṣmatā	སྲིད་པར་ཀུན་ཏུ་སྦྱོར་བ་ཡོངས་སུ་ཟད་པ་། ཡང་དག་པའི་ཤེས་པས་སེམས་ཤིན་ཏུ་རྣམ་པར་གྲོལ་བ་། སེམས་ཀྱི་དབང་ཐམས་ཅད་ཀྱི་དམ་པའི་ཕ་རོལ་ཏུ་སོན་པ་ཤ་སྟག་དང་ཐབས་གཅིག་ཏུ་བཞུགས་ཏེ་། གང་ཟག་གཅིག་མ་གཏོགས་པ་ནི་འདི་ལྟ་སྟེ་།
 ca gayākāśyepena āyuṣmatā ca śāriputreṇa āyuṣmatā ca mahāmaudgalyāyanena āyuṣmatā ca mahākātyāyanena āyuṣmatā cāniruddhena āyuṣmatā ca revatena āyuṣmatā ca kaṃphillena āyuṣmatā ca gavāṃpatinā āyuṣmatā ca pilindavatsena āyuṣmatā ca bakulena āyuṣmatā ca mahākauṣṭhilena āyuṣmatā ca bharadvājena āyuṣmatā ca mahānandena āyuṣmatā copanandena āyuṣmatā ca sundaranandena āyuṣmatā ca pūrṇena āyuṣmatā ca subhūtinā āyuṣmatā ca rāhulena | evaṃ pramukhaiścānekairmahāśrākairāyuṣmatā cānandena śaikṣeṇa, anyābhyāṃ bhikṣusahasrābhyāṃ śaikṣāśaikṣābhyāṃ | mahāprajāpatīpramukhaiśca ṣaḍbhikṣuṇīsahasraiḥ, yaśodharayā ca bhikṣuṇyā rāhulamātrā saparivārayā |	ཚེ་དང་ལྡན་པ་ཀུན་དགའ་བོའོ་༎ བྱམས་པ་ལ་སོགས་པ་གཟུངས་དང་། བཟོད་པ་དང་། ཏིང་ངེ་འཛིན་ཐོབ་པ་། སྟོང་པ་ཉིད་ལ་གནས་པ་།
 aśītibhiśca bodhisattvasahasraiḥ sarvairavaivartikairekajātipratibaddhairyadutānuttarāyāṃ samyaksaṃboddhau dhāraṇīpratilabdhairmahāpratibhānapratiṣṭhitairavaivartyadharmacakrapravartakairbahubuddhaśatasahasraparyupāsitair (kpsū 3) bahubuddhaśatasahasrāvaropitakuśalamūlairbahubuddhaśatasahasrasaṃstutairmaitrīparibhāvitakāyacittaistathāgatajñānāvatāraṇakuśalairmahāprajñaiḥ	ཕྱིར་མི་ལྡོག་པའི་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ས་ཡ་ཕྲག་བརྒྱད་དང་ཡང་ཐབས་གཅིག་གོ་། 
 prajñāpāramitāgatiṃgatairbahulokadhātuśatasahasraviśrutairbahuprāṇakoṭīniyutaśatasahasrasaṃpālakaiḥ | tadyathā, mañjuśriyā ca kumārabhūtena bodhisattvena mahāsattvena avalokiteśvareṇa ca mahāsthāmaprāptena ca sarvārthanāmnā ca nityodyuktena ca anikṣiptadhureṇa ca ratnapāṇinā ca bhaiṣajyarājena ca bhaiṣajyasamudgatena ca vyūharājena ca pradānaśūreṇa ca ratnacandreṇa ca pūrṇacandreṇa ca mahāvikramiṇā ca anantavikramiṇā ca trailokyavikramiṇā ca mahāpratibhānena ca satatasamitābhiyuktena ca dharaṇiṃdhareṇa ca akṣayamatinā ca mahāmatinā ca śāntamatinā ca nakṣatrarājena ca ratnavairocanena ca maitreyeṇa ca bodhisattvena mahāsattvena siṃhena ca bodhisattvena mahāsattvena |	མི་མཛད་ཀྱི་བདག་པོ་ཚངས་པ་དང་། ཚངས་རིས་ཀྱི་ལྷའི་བུ་འབུམ་ཕྲག་མང་པོ་དང་ཡང་ཐབས་གཅིག་གོ་༎
 bhadrapālapūrvaṃgamaiśca ṣoḍaśabhiḥ satpuruṣaiḥ sārdhaṃ | tadyathā, bhadrapālena ca ratnākareṇa ca susārthavāhena ca naradattena ca guhaguptena ca varuṇadattena ca indradattena ca uttaramatinā ca viśeṣamatinā ca vardhamānamatinā ca amoghadarśinā ca susaṃprasthitena ca suvikrāntavikramiṇā (kpsū 4)	ལྷའི་བུ་གཞན་འཕྲུལ་དང་། གཞན་འཕྲུལ་གྱི་ལྷའི་༄༢༡༠བ་བུ་ས་ཡ་ཕྲག་བརྒྱད་དང་ཡང་ཐབས་གཅིག་གོ་༎
