skt	tib
 atha śālistambavibhāṣāyāḥ prathamaṃ paṭalam nama āryamañjuśrīkumārabhūtāya |	༄༢༠བ་༅་༎ རྒྱ་གར་སྐད་དུ་། ཨའརྱ་ཤའ་ལི་སྟ་མའ་ཀ་མ་ཧའ་ཡའ་ན་སའུ་ཏྲ་ཏའི་ཀའ་། བོད་སྐད་དུ་། འཕགས་པ་སའ་ལུ་ལྗང་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོའི་རྒྱ་ཆེར་བཤད་པ་། འཕགས་པ་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ལ་ཕྱག་འཚལ་ལོ་༎ དེ་ལ་། ཡོན་ཏན་མཐའ་ཡས་བསམ་མི་ཁྱབ་༎
 tatra 'anantācintyaguṇyaṃ hi' ityādiṣu anantaguṇyamiti guṇaṃ hi balābhayāsaṃsṛṣṭādiguṇārthe devamanuṣyaiḥ pariceyatvāt, sevyatvāt, abhyasanīyatvād, bhāvanīyatvāt, sākṣātkaraṇīyatvāt prāptakaraṇīyatvācca guṇāḥ |	ཅེས་བྱ་བ་ལ་སོགས་པ་ལ་ཡོན་ཏན་མཐའ་ཡས་ཞེས་བྱ་བ་ནི་། ཡོན་ཏན་ནི་སྟོབས་དང་། མི་འཇིགས་པ་དང་། མ་འདྲེས་པ་ལ་སོགས་ཏེ་། ཡོན་ཏན་དོན་དུ་གཉེན་བའི་ལྷ་དང་མི་རྣམས་ཀྱིས་འདྲིས་པར་བྱ་བ་དང་༏་བསྟེན་པར་བྱ་བ་དང་། གོམས་པར་བྱ་བ་དང་། བསྒོམ་པར་བྱ་བ་དང་། མངོན་དུ་བྱ་བ་དང་། ཐོབ་པར་བྱ་བའི་ཕྱིར་ཡོན་ཏན་རྣམས་སོ་༎
 te guṇāstu bahavaḥ |	དེ་རྣམས་ནི་ཡོན་ཏན་མང་པོ་ཡིན་།
 anantācintyeti samastaṃ padam |	མཐའ་ཡ་པ་དང་། བསམ་གྱིས་མི་ཁྱབ་པ་ཡིན་པས་ཞེས་ཚིག་བསྡུ་སྟེ་།
 acintyaguṇatvaṃ tu śrāvaka-pratyekabuddha-sarva-pṛthagjana-sarvatārkikagaṇa-cittagocaraṃ samatikramaṇāt |	ཡོན་ཏན་བསམ་གྱིས་མི་ཁྱབ་པ་ཉིད་ནི་ཉན་ཐོས་དང་། རང་སངས་རྒྱས་དང་། སོ་སོའི་སྐྱེ་བོ་ཐམས་ཅད་དང་། རྟོག་གེ་པ་ཐམས་ཅད་ཀྱི་ཚོགས་དང་སེམས་ཀྱི་ཡུལ་ལས་ཡང་དག་པར་འདས་པའི་ཕྱིར་རོ་༎
 tataḥ so 'nantācintyaguṇa samanvitaḥ |	དེའི་ཕྱིར་ཡོན་ཏན་མཐའ་ཡས་ཤིང་བསམ་གྱིས་མི་ཁྱབ་བ་དེ་རྣམས་དང་ལྡན་པའོ་༎
 katama iti cet,	གང་ཞིག་ཅེ་ན་། སྨྲས་༄༢༡ཨ་༌་༎
 ucyate - sambuddhaṃ karuṇātmakam |	པ་༏་རྫོགས་པའི་སངས་རྒྱས་ཐུགས་རྗེའི་བདག་། 
 ityuktam |	ཅེས་བྱ་བ་སྨོས་ཏེ་།
 samyagaviparyastañca buddhatvāt sambuddhaḥ |	ཡང་དག་པར་ཕྱིན་ཅི་མ་ལོག་པར་སངས་རྒྱས་པས་རྫོགས་པའི་སངས་རྒྱས་ཏེ་།
