skt	tib
 (vaidya 100) śālistambasūtram |	༄༡༨༠ཨ་། །རྒྱ་གར་སྐད་དུ་། ཨའརྱ་ཤའ་ལི་སྟམབྷ་ནའ་མ་མཧའ་ཡའ་ན་སའུ་ཏྲ་། བོད་སྐད་དུ་། འཕགས་པ་སའ་ལུའི་ལྗང་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་། སངས་རྒྱས་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 evaṃ mayā śrutam |	འདི་སྐད་བདག་གིས་ཐོས་པའི་དུས་གཅིག་ན་།
 ekasmin samaye bhagavān rājagṛhe viharati sma gṛdhrakūṭe parvate mahatā bhikṣusaṃghena sārdhamardhatrayodaśabhirbhikṣusahasraiḥ saṃbahulaiśca bodhisattvamahāsattvaiḥ | athāyuṣmān śāriputro yena maitreyasya bodhisattvasya mahāsattvasya caṃkramaḥ, tenopasamakramīt |	བཅོམ་ལྡན་འདས་རྒྱལ་པོའི་ཁབ་བྱ་རྒོད་ཕུང་པོའི་རི་ལ་དགེ་སློང་སྟོང་ཉིས་བརྒྱ་ལྔ་བཅུའི་དགེ་སློང་གི་དགེ་འདུན་ཆེན་པོ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་རབ་ཏུ་མང་པོ་དང་ཐབས་གཅིག་ཏུ་བཞུགས་ཏེ་།
 upasaṃkramya anyonyaṃ saṃmodanīyāṃ kathāṃ bahuvidhāṃ vyatisārayitvā ubhau śilātale upāviśatām || athāyuṣmān śāriputro maitreyaṃ bodhisattvaṃ mahāsattvametadavocat - adyātra śālistambamavalokya	དེའི་ཚེ་ན་ཚེ་དང་ལྡན་པ་ཤའ་རིའི་བུ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བྱམས་པའི་བགྲོད་པར་བྱ་བའི་ས་ཕྱོགས་ག་ལ་བ་དེར་སོང་སྟེ་ཕྱིན་ནས་ཕན་ཚུན་ཡང་དག་པར་དགའ་བར་བྱ་བའི་གཏམ་རྣམ་པ་མང་པོ་བྱས་ནས་འདུས་ཏེ་༄༡༨༠བ་གཉིས་ཀ་རྡོ་ལེབ་ལ་འཁོད་དོ་༎ དེ་ནས་ཚེ་དང་ལྡན་པ་ཤའ་རིའི་བུས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བྱམས་པ་ལ་འདི་སྐད་ཅེས་སྨྲས་སོ་༎ བྱམས་པ་།
 maitreya bhagavatā bhikṣubhyaḥ sūtramidamuktam - yo bhikṣavaḥ pratītyasamutpādaṃ paśyati,	དེང་འདིར་བཅོམ་ལྡན་འདས་ཀྱིས་སའ་ལུའི་ལྗང་པ་ལ་གཟིགས་ནས་དགེ་སློང་རྣམས་ལ་མདོ་འདི་གསུངས་སོ་༎ 
 sa dharmaṃ paśyati |	དགེ་སློང་དག་། སུས་རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བ་མཐོང་བ་དེས་ཆོས་མཐོང་ངོ་༎
 yo dharmaṃ paśyati, sa buddhaṃ paśyati |	སུས་ཆོས་མཐོང་བ་དེས་སངས་རྒྱས་མཐོང་ངོ་ཞེས་དེ་སྐད་བཀའ་སྩལ་ནས་།
 ityuktvā bhagavāṃstūṣṇīṃ babhūvaṃ |	བཅོམ་ལྡན་འདས་ཅང་མི་གསུང་བར་གྱུར་ན་།
 atha maitreya sugatoktasūtrāntasya arthaḥ katamaḥ?	བྱམས་པ་། བདེ་བར་གཤེགས་པས་བཀའ་སྩལ་པའི་མདོ་དེའི་དོན་ནི་ཅི་།
 pratītyasamutpādaḥ katamaḥ?	རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བ་ནི་གང་།
