skt	tib
 pratītyasamutpādādivibhaṅganirdeśasūtram |	༄༡༩༢བ་། །རྒྱ་གར་སྐད་དུ་། པྲ་ཏའི་ཏྱ་ས་མུཏཔའ་དའ་དི་ཙ་བི་བྷངག་ནིརྡེ་ཤ་ནའ་མ་སའུ་ཏྲ་། བོད་སྐད་དུ་། རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བ་དང་པོ་དང་། རྣམ་པར་དབྱེ་བ་བསྟན་པ་ཞེས་བྱ་བའི་མདོ་། དཀོན་མཆོག་གསུམ་ལ་ཕྱག་འཚལ་ལོ་༎
 evaṃ mayā śrutam |	འདི་སྐད་བདག་གིས་ཐོས་པའི་དུས་གཅིག་ན་།
 ekasmin samaye bhagavān śrāvastyāṃ viharati sma jetavane anāthapiṇḍadasyārāme mahatā bhikṣusaṃghena sārdhamardhatrayodaśabhirbhikṣuśataiḥ |	བཅོམ་ལྡན་འདས་མཉན་ཡོད་ན་རྒྱལ་བུ་རྒྱལ་བྱེད་ཀྱི་ཚལ་མགོན་མེད་ཟས་སྦྱིན་གྱི་ཀུན་དགའ་ར་བ་ན་བཞུགས་སོ་༎
 tatra bhagavānāmantrayate sma - pratītyasamutpādasya vo bhikṣavaḥ ādiṃ vo deśayiṣyāmi vibhaṅgaṃ ca |	དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་དགེ་སློང་རྣམས་ལ་བཀའ་སྩལ་པ་། དགེ་སློང་དག་༏ཁྱེད་ལ་རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བ་དང་པོ་དང་། རྣམ་པར་དབྱེ་བ་བསྟན་གྱི་།
 tacchṛṇuta, sādhu ca suṣṭhu ca manasikuruta, bhāṣiṣye -	དེ་ལེགས་པར་རབ་ཏུ་ཉོན་ལ་ཡིད་ལ་ཟུངས་ཤིག་དང་བཤད་དོ་༎
 pratītyasamutpādasya ādiḥ katamaḥ?	རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བ་དང་པོ་གང་ཞེ་ན་།
 yaduta asmin sati idaṃ bhavati,	འདི་ལྟ་སྟེ་། འདི་ཡོད་ན་འདི་འབྱུང་།
 asyotpādādidamutpadyate |	འདི་སྐྱེས་པས་འདི་སྐྱེ་བ་སྟེ་།
 yaduta avidyāpratyayāḥ saṃskārāḥ |	འདི་ལྟ་སྟེ་། མ་རིག་པའི་རྐྱེན་གྱིས་འདུ་བྱེད་།
 saṃskārapratyayaṃ vijñānam |	འདུ་བྱེད་ཀྱི་རྐྱེན་གྱིས་རྣམ་པར་ཤེས་པ་།
