skt	tib
 [p| 1] || pañcaskandhakavibhāṣā || namo buddhāya || pañca skandhā ityādi prakaraṇārambhaḥ |	༄༡༩༥བ་༅་༎ རྒྱ་གར་སྐད་དུ་། པཉཙ་སྐན་དྷ་པྲ་ཀ་ར་ན་བི་བྷའ་ཤྱམ་། བོད་སྐད་དུ་། ཕུང་པོ་ལྔའི་རབ་ཏུ་བྱེད་པ་བྱེ་བྲག་ཏུ་བཤད་པ་། བམ་པོ་དང་པོ་། སངས་རྒྱས་དང་སྦྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎ ཕུང་པོ་ལྔ་ཞེས་བྱ་བ་ལ་སོགས་པའི་རབ་ཏུ་བྱེད་པ་ཅིའི་ཕྱིར་རྩོམ་ཞེ་ན་།
 sa ca dharmasvasāmānyalakṣaṇavyutpattyartham |	ཆོས་ཐམས་ཅད་ཀྱི་རང་དང་སྤྱིའི་མཚན་ཉིད་རྟོགས་པར་བྱ་བའི་ཕྱིར་རོ་༎
 nanu ca yogācārabhūmyādiṣu śāstreṣu dharmalakṣaṇaṃ nirdhāritam eveti punas tannirdhāraṇāya yatnavaiyarthyam |	རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལ་སོགས་པའི་བསྟན་བཅོས་དག་ལས་ཆོས་ཀྱི་མཚན་ཉིད་དཔྱད་ཟིན་ན་ཡང་དེ་དཔྱད་པ་དོན་མེད་པར་མི་འགྱུར་རམ་། དོན་མེད་པར་མི་འགྱུར་ཏེ་། མགོ་སྨོས་པས་གོ་༄༡༩༦ཨ་༌་༎
 na vaiyarthyam udghaṭitajñavineyārthitvāt |	བ་གདུལ་བའི་དོན་གྱི་ཕྱིར་རོ་༎
 udghaṭitajñā hi diṅmātreṇa tatsambhavino viśeṣān niravaśeṣān avaboddhuṃ samarthā iti saṅkṣepoktim eva bahu manyante , na vistaroktim |	མགོ་སྨོས་པས་གོ་བ་ནི་ཕྱོགས་ཙམ་གྱིས་དེ་རྟོགས་པའི་ཁྱད་པར་རྣམས་མ་ལུས་པར་ཁོང་དུ་ཆུད་པར་ནུས་པས་མདོར་བཤད་པ་ཉིད་ལ་དགའི་། རྒྱ་ཆེར་བཤད་པ་ལ་ནི་མ་ཡིན་ནོ་༎
 ataś ca saṅkṣiptarucisattvānugrahāyedaṃ prakaraṇam ārabdham iti |	དེའི་ཕྱིར་མདོར་བསྡུས་པ་འདོད་པའི་སེམས་ཅན་ལ་ཕན་གདགས་པའི་ཕྱིར་རབ་ཏུ་བྱེད་པ་འདི་བརྩམས་སོ་༎ 
 athavā gṛhasthānāṃ bahukṛtyavyāpṛtatvād vistaragrantheṣv abhiyogāsambhavaḥ |	ཡང་ན་ཁྱིམ་ན་གནས་པ་རྣམས་བྱ་བ་མང་པོ་ལ་ཞུགས་པའི་ཕྱིར་ལེའུ་གྲངས་རྒྱ་ཆེར་བྱས་པ་རྣམས་ལ་མངོན་པར་བརྩོན་མི་སྲིད་སོ་༎ པ་དང་། 
 manasikārābhiyuktānāṃ ca pravrajitānām api vistaragranthābhiyogo vikṣepāyaivety ubhayeṣām api dharmalakṣaṇavyutpattyartham iha prakaraṇe dharmalakṣaṇaṃ samāsenoktam iti nāsti tadārambhavaiyarthyam |	རབ་ཏུ་བྱུང་བ་ཡིད་ལ་བྱེད་པ་ལ་མངོན་པར་བརྩོན་པ་རྣམས་ཀྱང་ལེའུ་གྲངས་རྒྱ་ཆེར་བྱས་པ་ལ་མངོན་པར་བརྩོན་པར་བྱས་ན་ག-ཡེང་བར་འགྱུར་བས་། དེ་གཉི་གས་ཆོས་ཀྱི་མཚན་ཉིད་རྟོགས་པར་བྱ་བའི་ཕྱིར་རབ་ཏུ་བྱེད་པ་འདིར་ཆོས་ཀྱི་མཚན་ཉིད་མདོར་བཤད་དེ་། དེ་ལྟར་ན་དེ་བརྩམས་པ་དོན་མེད་པར་མི་འགྱུར་རོ་༎
 athavā saṅkṣepeṇa dharmalakṣaṇavyutpannā ayatnena dharmalakṣaṇavistarapratipattisamarthā bhaviṣyantīty ato yogācārabhūmyādīnāṃ vistaragranthānāṃ praveśabhūtam idam ācāryeṇa prakaraṇaṃ kṛtam iti |	ཡང་ན་ཆོས་ཀྱི་མཚན་ཉིད་མདོར་བསྡུས་པ་རྟོགས་ནས་ཆོས་ཀྱི་མཚན་ཉིད་རྒྱས་པ་ཡང་བསྒྲིམ་མི་དགོས་པར་རྟོགས་ནུས་པར་འགྱུར་ཏེ་། དེའི་ཕྱིར་སློབ་དཔོན་གྱིས་རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལ་སོགས་པའི་ལེའུ་གྲངས་རྒྱ་ཆེར་བྱས་པ་རྣམས་ལ་འཇུག་པར་འགྱུར་བའི་རྒྱུར་རབ་ཏུ་བྱེད་པ་འདི་མཛད་དོ་༎ 
 kiṃ punar dharmalakṣaṇavyutpattyā vinā na sidhyati yatrācāryo dharmalakṣaṇanirdeśaṃ praty ādriyate |	ཆོས་ཀྱི་མཚན་ཉིད་རྟོགས་པ་མེད་པར་ཅི་ཞིག་མི་འགྲུབ་ན་། འདི་ལྟར་སློབ་དཔོན་གྱིས་ཆོས་ཀྱི་མཚན་ཉིད་བསྟན་པར་གུས་པར་མཛད་ཅེ་ན་།
