skt	tib
 āryaśrīmahādevīvyākaraṇam [= dvādaśadaṇḍakanāmāṣṭaśatavimalīkaraṇā] oṃ namaḥ sarvabuddhabodhisattvebhyaḥ ||	༄༡༠༢བ་རྒྱ་གར་སྐད་དུ་། ཨའརྱ་ཤརའི་མ་ཧའ་དེ་བི་བཡའ་ཀ་ར་ན་། བོད་སྐད་དུ་། འཕགས་པ་ལྷ་མོ་ཆེན་མོ་དཔལ་ལུང་བསྟན་པ་། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 evaṃ mayā śrutamekasamaye bhagavān sukhāvatyāṃ viharati sma mahatā bodhisattvasaṃghena sārdhaṃ - tadyathā avalokiteśvareṇa ca bodhisattvena mahāsattvena mahāsthāmaprāptena ca bodhisattvena mahāsattvena sarvanīvaraṇaviṣkaṃbhinā ca bodhisattvena mahāsattvena kṣitigarbheṇa ca bodhisattvena mahāsattvena samantabhadreṇa ca bodhisattvena mahāsattvena ākāśagarbheṇa ca bodhisattvena mahāsattvena vajrapāṇinā ca bodhisattvena mahāsattvena sarvabhayahareṇa ca bodhisattvena mahāsattvena evaṃ sarvamaṅgaladhāriṇā ca bodhisattvena mahāsattvena sarvapuṇyalakṣaṇadhāriṇā ca bodhisattvena mahāsattvena candrasūryatrailokyadhāriṇā ca bodhisattvena mahāsattvena sarvatīrthamaṅgaladhāriṇā ca bodhisattvena mahāsattvena maṃjuśriyā ca kumārabhūtena ca bodhisattvena mahāsattvena evaṃpramukhairbodhisattvairmahāsattvaiḥ | (śmdv 94)	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ནི་། བཅོམ་ལྡན་འདས་བདེ་བ་ཅན་ན་བྱང་ཆུབ་སེམས་༄༡༠༣ཨ་༌༎ དཔའི་དགེ་འདུན་ཆེན་པོ་འདི་ལྟ་སྟེ་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་མཐུ་ཆེན་ཐོབ་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སྒྲིབ་པ་ཐམས་ཅད་རྣམ་པར་སེལ་བ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སའི་སྙིང་པོ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཀུན་ཏུ་བཟང་པོ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ནམ་མཁའི་སྙིང་པོ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་འཇིགས་པ་ཐམས་ཅད་སེལ་བ་དང་། དེ་བཞིན་དུ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་དག་བྱེད་ཀྱི་བཀྲ་ཤིས་ཐམས་ཅད་འཛིན་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བསོད་ནམས་ཀྱི་མཚན་ཐམས་ཅད་འཛིན་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཉི་ཟླ་དང་། འཇིག་རྟེན་འཛིན་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་མུ་སྟེགས་ཀྱི་བཀྲ་ཤིས་ཐམས་ཅད་འཛིན་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་དང་། དེ་ལ་སོགས་པ་བསྐལ་པ་བཟང་པོའི་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཐམས་༄༡༠༣བ་ཅད་དང་ཐབས་ཅིག་ཏུ་བཞུགས་སོ་༎
 atha khalvāryāvalokiteśvaro bodhisattvo mahāsattvo yena bhagavāṃstenopasaṃkrāntaḥ | upasaṃkramya bhagavataḥ pādau śirasābhivandyaikānte nyaṣīdat | śrīrapi mahādevī bhagavantamevopasaṃkrāntā |	དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་བཅོམ་ལྡན་འདས་ག་ལ་བ་དེར་སོང་སྟེ་ཕྱིན་ནས་བཅོམ་ལྡན་འདས་ཀྱི་ཞབས་ལ་མགོ་བོས་ཕྱག་འཚལ་ཏེ་ཕྱོགས་གཅིག་ཏུ་འདུག་གོ་། 
 upasaṃkramya bhagavataḥ pādau śatasahasraṃ pradakṣīṇīkṛtya sarvāṃśca tān sukhāvatīnivāsino bodhisattvān mahāsattvān śirasābhivandyaikānte nyaṣīdat	ལྷ་མོ་ཆེན་པོ་དཔལ་ཡང་བཅོམ་ལྡན་འདས་ཀྱི་ཐད་དུ་སོང་སྟེ་ཕྱིན་ནས་བཅོམ་ལྡན་འདས་ཀྱི་ཞབས་ལ་མགོ་བོས་ཕྱག་འཚལ་ཏེ་ལན་གསུམ་བསྐོར་བ་བྱས་ནས་བདེ་བ་ཅན་ན་གནས་པའི་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་དེ་དག་ལ་ཡང་མགོ་བོས་ཕྱག་འཚལ་ཏེ་ཕྱོགས་གཅིག་ཏུ་འདུག་གོ་༎
 atha khalu bhagavānanekaśatasahasrapuṇyālaṃkṛtastathāgatakoṭiparivṛtaḥ sarvaśakrabrahmalokapālastutastavitaḥ	དེ་ནས་བཅོམ་ལྡན་འདས་བསོད་ནམས་བརྒྱ་སྟོང་དུ་མས་བརྒྱན་ཅིང་། དེ་བཞིན་གཤེགས་པ་བྱེ་བ་དག་གིས་ཡོངས་སུ་བསྐོར་ཏེ་བརྒྱ་བྱིན་དང་། ཚངས་པ་དང་། འཇིག་རྟེན་སྐྱོང་བ་ཐམས་ཅད་ཀྱིས་བསྟོད་ཅིང་བསྔགས་སོ་༎
 śriyaṃ mahādevīṃ dṛṣṭā mahābrahmasvareṇāvalokiteśvaraṃ bodhisattvaṃ mahāsattvametadavocat |	ལྷ་མོ་ཆེན་མོ་དཔལ་ལ་གཟིགས་ནས་ཚངས་པ་ཆེན་པོའི་གསུང་གིས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་ལ་འདི་སྐད་ཅེས་བཀའ་སྩལ་ཏོ་༎ སྤྱན་རས་གཟིགས་དབང་ཕྱུག་། རྒྱལ་པོའམ་། བློན་པོའམ་། དགེ་སློང་ངམ་།
 yaḥ kaścidavalokiteśvara rājā vā rājamātro vā bhikṣubhikṣuṇyupāsakopāsikā vā brāhmaṇakṣatriyaviṭśūdrā vā śriyā mahādevyā aṣṭottaraṃ śataṃ vimalaprakhyaṃ nāma stotraṃ dhārayiṣyanti tasya	དགེ་སློང་མའམ་། དགེ་བསྙེན་ནམ་། དགེ་བསྙེན་མའམ་། བྲམ་ཟེའམ་། རྒྱལ་རིགས་སམ་། རྗེའུ་རིགས་སམ་། དམངས་རིགས་གང་ལ་ལ་ལྷ་མོ་ཆེན་མོ་དཔལ་གྱི་མིང་བརྒྱ་༄༡༠༤ཨ་༌༎ རྩ་བརྒྱད་དྲི་མ་མེད་པར་གྲགས་པ་ཞེས་བྱ་བའི་བསྟོད་པ་འདི་འཆང་ན་།
 rājñaḥ kṣatriyasya viṣaye teṣāṃ sattvānāṃ sarvabhayetyupadravā praśamiṣyanti | sarvacoradhūrtamanuṣyāmanuṣyabhayaṃ na bhaviṣyati |	རྒྱལ་རིགས་ཀྱི་རྒྱལ་པོ་དེའི་ཡུལ་དང་། སེམས་ཅན་དེ་དག་གི་འཇིགས་པ་དང་། ཡམས་ཀྱི་ནད་གནོད་པ་ཐམས་ཅད་ཞི་བར་འགྱུར་ཞིང་ཆོམ་རྐུན་དང་། ག-ཡོ་ཅན་དང་། མི་དང་། མི་མ་ཡིན་པའི་འཇིགས་པ་ཐམས་ཅད་འབྱུང་བར་མི་འགྱུར་ཏེ་།
 sarvadhanadhānyakośakoṣṭhāgāravivṛddhirbhaviṣyati |	ནོར་དང་། འབྲུ་དང་། མཛོད་དང་། བང་བ་ཐམས་ཅད་རྣམ་པར་འཕེལ་བར་འགྱུར་རོ་༎
 tasya ca rājñaḥ kṣatriyasya gṛhe śrīrnivasiṣyati |	རྒྱལ་རིགས་ཀྱི་རྒྱལ་པོ་དེའི་ཁྱིམ་དུ་ཡང་དཔལ་ངེས་པར་གནས་པར་འགྱུར་རོ་༎
 atha te bodhisattvā mahāsattvā evaṃ vācamabhāṣanta |	དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་དེ་དག་གིས་ཚིག་འདི་སྐད་ཅེས་གསོལ་ཏོ་༎ བཅོམ་ལྡན་འདས་༎
 sādhu sādhu (śmdv 95) bhagavan subhāṣiteyaṃ vāk |	གསུང་འདི་ལེགས་པར་བཀའ་སྩལ་པ་ལེགས་སོ་ལེགས་སོ་༎ ལེགས་ཏེ་།
 ye śriyā mahādevyā nāmadheyāni dhārayiṣyanti teṣāmapīmā guṇānuśaṃsā bhaviṣyanti |	གང་དག་ལྷ་མོ་ཆེན་མོ་དཔལ་གྱི་མིང་རྣམས་འཛིན་པ་དང་། ཐོས་ནས་ཀྱང་སྒྲུབ་པར་བགྱིད་པ་དེ་དག་གི་ཡོན་ཏན་དང་། པན་ཡོན་ནི་༎
 athāryāvalokiteśvaro bodhisattvo mahāsattvo bhagavantametadavocat |	དེ་དག་ལགས་སོ་༎ དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་འཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་གིས་བཅོམ་ལྡན་འདས་ལ་འདི་སྐད་ཅེས་གསོལ་ཏོ་༎ བཅོམ་ལྡན་འདས་།
 kutra bhagavan śriyā mahādevyā kuśalamūlamavaropitam |	ལྷ་མོ་དཔལ་གྱིས་དགེ་བའི་རྩ་བ་གང་དུ་བསྐྱེད་པ་ལགས་།
 bhagavānāha |	བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་།
 gaṃgānadīvālukāsamānāṃ tathāgatānāmantikāt śriyā mahādevyā kuśalamūlamavaropitam |	ལྷ་མོ་ཆེན་མོ་དཔལ་གྱིས་དེ་བཞིན་གཤེགས་༄༡༠༤བ་པ་གངགའའི་ཀླུང་གི་བྱེ་མ་སྙེད་ལ་དགེ་བའི་རྩ་བ་བསྐྱེད་དེ་།
