skt	tib
 start rkp 1 prathamaḥ parivartaḥ namastathāgatāya gandhaprabhaśriye |	༄༢༨༩བ་རྒྱ་གར་སྐད་དུ་། ཨའརྱ་མ་ཧའ་སན་ནི་པའ་ཏ་རཏན་ཀེ་ཏུ་དྷའ་ར་ནའི་ནའ་མ་མ་ཧའ་ཡའ་ན་སའུ་ཏྲ་། བོད་སྐད་དུ་། འཕགས་པ་འདུས་པ་ཆེན་པོ་རིན་པོ་ཆེ་ཏོག་གི་གཟུངས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་མདོ༏་བམ་པོ་དང་པོ་། དེ་བཞིན་གཤེགས་པ་འོད་ཞི་སྤོས་སྣང་དཔལ་ལ་ཕྱག་འཚལ་ལོ་༎
 namo mahābrahmaghoṣāya |	ཚངས་པ་ཆེན་པོ་དབྱངས་ཅན་ལ་ཕྱག་འཚལ་ལོ་༎
 eteṣāṃ namaskartāsaṃprāptaḥ māravyūhena | eṣā dhāraṇī udgrahaṇīyā | mayā asyāṃ vidyāyāṃ siddhiḥ prāptā |	དེ་ལ་ཕྱག་བཙས་ཏེ་བདུད་ཀྱི་འཁོར་གྱིས་མི་ཚུགས་པ་ཞེས་བྱ་བའི་ཟུངས་འདི་སྦྱོར་བར་བགྱིའི་། བདག་གིས་རིག་སྔགས་འདི་གྲུབ་པར་གྱུར་ཅིག་། འདི་ལྟ་སྟེ་།
 avāme avāme avāme |	ཨཨ་བའ་མེ་ཨཨ་བའ་མེ་། ཨཨམ་བ་རེ་།
 oṃ vare oṃ vare |	ཨཨམ་བ་རེ་།
 parikuñja naṭa naṭa puskara vahaja lukha |	པ་རུ་ཀུན་ཛ་ན་ཏ་ན་ཏ་པུ་སྐ་ར་བ་ཧ་ཛ་ལུ་ཁ་།
 khama khama |	ཁ་མ་ཁ་ཡ་།
 ili mili |	ཨཻ་ལི་མི་ལི་།
 kili mili | kīrtivara |	ཀི་ལི་མི་ལི་། ཀིརྟི་བ་ར་།
 mudre mudre mukhe svāhā |	མུ་དྲེ་མུ་དྲ་མུ་ཁེ་སབ༹འཧའ་།
 evaṃ mayā śrutam |	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་།
