skt	tib
 advayaparamārthā nāmasaṃgīti oṃ namaḥ śrīmahāmañjunāthāya atha vajradharaḥ śrīmān durdāntadamakaḥ paraḥ |	དེ་ནས་དཔལ་ལྡན་རྡོ་རྗེ་འཆང་༎ གདུལ་དཀའ་འདུལ་བ་རྣམས་ཀྱི་མཆོག་།
 trilokavijayī vīro guhyarāṭ kuliśeśvaraḥ || mns_1 ||	དཔའ་བོ་འཇིག་རྟེན་གསུམ་ལས་རྒྱལ་༎ རྡོ་རྗེ་དབང་ཕྱུག་གསང་བའི་རྒྱལ་༎
 vibuddhapuṇḍarīkākṣaḥ protphullakamalānanaḥ |	རྣམ་རྒྱས་པདམ་དཀར་པོའི་སྤྱན༏་༏པདམ་རབ་ཏུ་རྒྱས་པའི་ཞལ་༎ རང་གི་ལག་གི་རྡོ་རྗེ་མཆོག་།
 prollālayan vajravaraṃ svakareṇa muhurmuhuḥ || mns_2 ||	ཡང་དང་ཡང་དུ་གསོར་བྱེད་པ་༎ ཁྲོ་གཉེར་ལྡན་པའི་རླབས་ལ་སོགས་༎
 bhṛkuṭītaraṅgapramukhair anantair vajrapāṇibhiḥ | durdāntadamakair vīrair vīrabībhatsarūpibhiḥ || mns_3 ||	ལག་ན་རྡོ་རྗེ་མཐའ་ཡས་པ་༎ ༼༌༎ རྒྱལ་བ་གཉིས་པ་འཇམ་མགོན་བློ་བཟང་གྲགས་༎༽ ༼༌༎ མཁས་བཙུན་བཟང་གྲུབ ༧རྒྱལ་མཆོག་ཐུབ་བསྟན་མཚོན་ཁ་?་༽ ༄༢བ་དཔའ་བོ་གདུལ་དཀའ་འདུལ་བ་པོ་༎ དཔའ་བོ་འཇིགས་རུང་གཟུགས་ཅན་དང་༎ རྡོ་རྗེ་རྩེ་མོ་རབ་འཕྲོ་བ་༎
 ullālayadbhiḥ svakaraiḥ prasphuradvajrakoṭibhiḥ |	རང་གི་ལག་གིས་གསོར་བྱེད་པ་༎
 prajñopāyamahākaruṇā- jagadarthakaraiḥ paraḥ || mns_4 ||	ཤེས་རབ་ཐབས་དང་སྙིང་རྗེ་ཆེ་༎ འགྲོ་དོན་བྱེད་པ་རྣམས་ཀྱི་མཆོག་། དགའ་མགུ་རངས་པའི་བསམས་པ་ཅན་༎
 hṛṣṭatuṣṭāśayair muditaiḥ krodhavigraharūpibhiḥ |	ཁྲོ་བོའི་ལུས་ཀྱི་གཟུགས་ལྡན་པ་༎ སངས་རྒྱས་འཕྲིན་ལས་བྱེད་པའི་མགོན་༎
 buddhakṛtyakarair nāthaiḥ sārddhaṃ praṇatavigrahaiḥ || mns_5 ||	ལུས་བཏུད་རྣམས་ཀྱིས་ལྷན་ཅིག་ཏུ་༎
 praṇamya nāthaṃ saṃbuddhaṃ bhagavantaṃ tathāgatam |	མགོན་པོ་བཅོམ་ལྡན་དེ་བཞིན་གཤེགས་༎ རྫོགས་སངས་རྒྱས་ལ་ཕྱག་འཚལ་ཏེ་༎
 kṛtāñjalipuṭo bhūtvā idam āha sthito 'grataḥ || mns_6 ||	ཐལ་མོ་སྦྱར་བ་བྱས་གྱུར་ནས་༎ སྤྱན་སྔར་འདུག་སྟེ་འདི་སྐད་གསོལ་༎
 maddhitāya mamārthāya anukampāya me vibho |	ཁྱབ་བདག་བདག་ལ་སྨན་པ་དང་༎ བདག་དོན་བདག་ལ་ཐུགས་བརྩེའི་ཕྱིར་༎
