skt	tib
 || śrīḥ || || āryamañjuśrīmūlakalpam | namaḥ sarvabuddhabodhisattvebhyaḥ |	༄༥༣བ་རྒྱ་གར་སྐད་དུ་། ཨའརྱ་མཉཛུ་ཤརའི་མའུ་ལ་ཏནཏྲ་། བོད་སྐད་དུ་། འཕགས་པ་འཇམ་དཔལ་གྱི་རྩ་བའི་རྒྱུད་། སངས་རྒྱས་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 evaṃ mayā śrutam |	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་།
 ekasmin samaye bhagavāṃ śuddhāvāsopari gaganatalapratiṣṭhite 'cintyā ścaryādbhutapravibhaktabodhisattvasannipātamaṇḍalamāḍe viharati sma |	བཅོམ་ལྡན་འདས་གནས་གཙང་མའི་སྟེང་གི་ནམ་མཁའི་དཀྱིལ་ན་བྱང་ཆུབ་སེམས་དཔའ་འདུས་པའི་འཁོར་གྱི་ཚོགས་སོ་སོ་ཐ་དད་པ་། བསམ་གྱིས་མི་ཁྱབ་པ་། ངོ་མཚར་རྨད་དུ་བྱུང་བ་། སོ་སོར་རབ་ཏུ་གནས་པ་དང་། ཐབས་གཅིག་ཏུ་བཞུགས་ཏེ་།
 tatra bhagavāṃ śuddhāvāsakāyikān devaputrānāmantrayate sma |	དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་གནས་གཙང་མའི་རིས་ཀྱི་ལྷའི་བུ་རྣམས་ལ་བཀའ་སྩལ་པ་། ལྷའི་བུ་དག་།
 śṛṇvantu devaputrāḥ mañjuśriyasya kumārabhūtasya bodhisattvasya mahāsattvasyācintyādbhutaprātihāryacaryāsamādhiśuddhiviśeṣavimokṣamaṇḍalabodhisattvavikurvaṇaṃ	ཁྱད་ཅག་ཉོན་ཅིག་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པའི་ཆོ་འཕྲུལ་གྱི་སྤྱོད་པ་བསམ་གྱིས་མི་ཁྱབ་པ་། ངོ་མཚར་རྨད་དུ་བྱུང་བ་། ཏིང་ངེ་འཛིན་གྱི་བྱེ་བྲག་དང་། རྫུ་འཕྲུལ་དང་། རྣམ་པར་ཐར་པའི་དཀྱིལ་འཁོར་བྱང་༄༥༤ཨ་༌༎
 sarvasattvopajīvyamāyurārogyaiścaryamanorathapāpāripūrakāṇi mantrapadāni sarvasattvānāṃ hitāya bhāṣiṣye |	ཆུབ་སེམས་དཔའི་རྣམ་པར་འཕྲུལ་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ཀྱི་ཉེ་བར་འཚོ་བ་། ཚེ་དང་། ནད་མེད་པ་དང་། དབང་ཕྱུག་དང་། ཡིད་ལ་བསམས་པ་ཡོངས་སུ་རྫོགས་པར་བྱེད་པའི་སྔགས་ཀྱི་གཞི་དག་སེམས་ཅན་རྣམས་ལ་ཕན་པའི་ཕྱིར་བཤད་པར་བྱ་སྟེ་།
 taṃ śṛṇu, sādhu ca suṣṭhu ca manasi kuru, bhāṣiṣye 'haṃ te ||	དེ་ཤིན་ཏུ་ལེགས་པར་ཉོན་ལ་ཟུངས་ཤིག་དང་ངས་བཤད་པར་བྱའོ་༎
 atha te śuddhāvāsakāyikā devaputrāḥ sāñjalayo bhūtvā *+ ++ ++ ++ ++ ++ ++ ++ ++ ++	དེ་ནས་གནས་གཙང་མའི་རིས་ཀྱི་ལྷའི་བུ་དེ་དག་གིས་ཐལ་མོ་སྦྱར་བ་བཏུད་ནས་བཅོམ་ལྡན་འདས་ལ་ལགས་སོ་ཞེས་གསོལ་ཏེ་།
 ++ ++ + viśeṣabhūmipratilābhavajrāsanākramaṇamāradharṣaṇadharmacakrapravartanasarvaśrāvakapratyekabuddhaniryāṇadevamanuṣyopapattisarvaduḥkhapraśamanadaridravyādhitaāḍhyarogopakarṣaṇatāṃ	བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཀྱི་སྤྱོད་པ་ཏིང་ངེ་འཛིན་གྱི་ཁྱད་པར་དང་། ས་ཆེན་པོ་ཐོབ་པར་བྱ་བ་དང་། རྡོ་རྗེའི་གདན་གནོན་པ་དང་། བདུད་གདུལ་བ་དང་། ཆོས་ཀྱི་འཁོར་ལོ་བསྐོར་བ་དང་། ཉན་ཐོས་དང་། རང་སངས་རྒྱས་ཐམས་ཅད་ཀྱི་ངེས་པར་འབྱུང་བ་དང་། ལྷ་རྣམས་དང་། མི་རྣམས་སུ་སྐྱེ་བར་བྱ་བ་དང་། སྡུག་བསྔལ་དང་། དབུལ་བ་དང་། ནད་རྣམས་ཞི་བར་བྱེད་པ་། ལོངས་སྤྱོད་ཀྱིས་ཕྱུག་པ་འདྲེན་པར་བྱེད་པ་།
 sarvalaukikalokottaramantracaryānabhibhavanatāṃ sarvāśāparipūraṇataḥ sarvatathāgatānāmavaśyavacanadhāraṇam |	འཇིག་རྟེན་དང་། འཇིག་རྟེན་ལས་འདས་པའི་སྔགས་ཀྱི་སྤྱོད་པས་ཕོངས་པར་མི་བྱེད་པ་། རེ་བ་ཐམས་ཅད་ཡོངས་སུ་རྫོགས་པར་བྱེད་པ་། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་གསུང་འབྲས་བུ་མེད་པར་བྱེད་པ་མ་ཡིན་པ་།
