skt	tib
 namo bhagavatyai āryamahāpratisarāyai || natvā pratisarāṃ bhaktyā sarvabuddhābhinanditām |	༄༢༢༤བ་༅་༎ རྒྱ་གར་སྐད་དུ་། ཨའརྱ་མ་ཧའ་པྲ་ཏི་སའ་རའ་ཡེཨེ་བིདཡའ་བི་དྷི་ནའ་མ་། བོད་སྐད་དུ་། འཕགས་མ་སོ་སོར་འབྲང་མ་ཆེན་མོའི་རིག་པའི་ཆོ་ག་ཞེས་བྱ་བ་། འཕགས་མ་སོ་སོར་འབྲང་མ་ཆེན་མོ་ལ་ཕྱག་འཚལ་ལོ་༎ སངས་རྒྱས་ཐམས་ཅད་མངོན་དགའ་བའི་༎ ཕྱག་འཚལ་སོ་སོར་འབྲང་མ་བཤད་༎ སེམས་ཅན་ཐམས་ཅད་རྣམ་འབྱུང་བའི་༎
 vibhūtyai sarvasattvānāṃ taccakraṃ likhyate mayā ||	དེ་ཡི་འཁོར་ལོ་བདག་གིས་བྲི་༎
 śuciḥ samāhitaḥ san balyādikaṃ dattvā nirmuṣṭihastapramāṇāṃ bhūrjatvacaṃ vastraṃ vā samādāya prathamaṃ tāvac caturaṅgulapramāṇaṃ puṭam ekaṃ likhet || tanmadhye 'rdhendubindubhūṣitaṃ hūṃkārāṣṭakaveṣṭitaṃ praiṃkāram |	གཙང་མ་མཉམ་པར་གཞག་ཅིང་གཏོར་མ་ལ་སོགས་བྱིན་ལ་། བསྐུམ་ཁྲུ་གང་གི་ཚད་ཀྱི་གྲོ་གའམ་རས་ལ་སོགས་པའི་གཞི་ལ་། དང་པོ་རེ་ཞིག་སོར་བཞིའི་ཚད་ཀྱི་རིམ་པ་གཅིག་བྲིའོ་༎ དེའི་དབུས་སུ་ཟླ་ཚེས་ཐིག་ལེས་བརྒྱན་པའི་ཧའུམ་བརྒྱད་ཀྱིས་བསྐོར་བའི་པྲམ་ཡིག་གོ་༎
 tanmadhye mantram |	དེའི་ནང་དུ་སྔགས་།
 oṃ maṇidhari vajriṇi mahāpratisare dhārakasya rakṣaṃ śāntipuṣṭiṃ kuru hūṃ 2 phaṭ 2 svāhā || tato bāhye 'rdhāṅgulapuṭadvayam || tatra prathame puṭe mantram oṃ maṇītipūrvakam eva |	ཨཨོམ་མ་ནི་དྷ་རི་བཛྲི་ནི་མ་ཧའ་པྲ་ཏི་སའ་རེ་དྷ་རེ་ཀསྱམ་རཀཤམ་ཀུ་རུ་ཤའནཏི་པུཤཏིམ་ཀུ་རུ་ཧའུམ་ཧའུམ་ཕཏ་ཕཏ་སབ༹འ་ཧའ་། དེའི་ཕྱིར་སོར་ཕྱེད་ཀྱི་རིམ་པ་གཉིས་ལ་། དེ་ལ་དང་པོ་རིམ་པ་གཅིག་གི་སྔགས་ནི་། ཨཨོམ་མ་ནི་ཞེས་པ་སྔར་གྱི་གཅིག་གོ་༎
 dvitīye tathaiva dvidhā |	གཉིས་བ་ནི་དེ་ལྟར་རིམ་པར་བྱའོ་༎
 tato bāhye tryaṅgulapuṭam ekam |	དེའི་ཕྱི་རོལ་དུ་སོར་གསུམ་གྱི་རིམ་པ་གཅིག་གོ་༎
 tatra caturdikṣu catuḥpadmadale rekhādvitaya saṃdhau pūrvādidikkrameṇa mantraṃ likhet ||	དེ་ལ་ཕྱོགས་བཞིར་རི་མོ་གཉིས་པ་པདམ་འདབ་མ་བཞི་པའི་མདུན་ལ་སོགས་པའི་ཕྱོགས་ཀྱི་རིམ་པར་རི་མོ་གཉིས་ཀྱི་མཚམས་སུ་སྔགས་ནི་།
 oṃ vimale vipule jayavare amṛte dhārakasya rakṣāṃ kuru hūṃ 2 phaṭ 2 svāhā || dakṣiṇe ||	༄༢༢༥ཨ་༌་༎ ཨཨོམ་བི་མ་ལེ་བི་པུ་ལེ་ཛ་ཡ་བ་རེ་ཨཨ་མྲི་ཏེ་དྷ་ར་རཀཤ་ཤའནཏིམ་པུཤཏིམ་ཀུ་རུ་ཧའུམ་ཧའུམ་ཕཏ་ཕཏ་སབ༹འ་ཧའ་།
 oṃ amṛtavilokini garbhasaṃrakṣaṇi ākarṣaṇi dhārakasya rakṣāṃ śāntipuṣṭiṃ kuru hūṃ 2 phaṭ 2 svāhā | [mpvv, page 477] paścime ||	ག-ཡས་སུ་ཨཨོམ་ཨཨ་མྲི་ཏེ་བི་ལོ་ཀི་ནི་གརབྷ་སམ་རཀཤ་ནི་ཨའ་ཀརཤ་ནི་དྷ་ར་ར་ཀ་སྱ་རཀཤ་ཤའནཏིམ་པུཤཏིམ་ཀུ་རུ་ཧའུམ་ཧའུམ་ཕཏ་ཕཏ་སབ༹འ་ཧའ་། རྒྱབ་ཏུ་། ཨཨོམ་བྷའ་ར་བྷའ་ར་། སམ་བྷའ་ར་སམ་བྷའ་ར་། ཨཻནདརའི་ཡ་བ་ལ་བི་ཤོ་དྷ་ནི་དྷ་ར་ཀ་སྱ་རཀཤམ་ཤའནཏིམ་པུཤཏིམ་ཀུ་རུ་ཧའུམ་ཧའུམ་ཕཏ་ཕཏ་སབ༹འ་ཧའ་། 
 oṃ bhara 2 saṃbhara 2 indriyabalaviśodhani dhārakasya rakṣāṃ kuru hūṃ 2 phaṭ 2 ruru cale svāhā || uttare || oṃ amṛtavare vara vara pravaraviśuddhe dhārakasya rakṣāṃ śāntipuṣṭiṃ kuru hūṃ 2 phaṭ 2 svāhā ||	ག-ཡོན་དུ་ཨཨོམ་ཨཨ་མྲི་ཏ་བ་རེ་བ་ར་བ་ར་པྲ་བ་ར་བི་ཤུདདྷེ་ར་ཀ་སྱ་རཀཤ་ཤའནཏིམ་པུཤཏིམ་ཀུ་རུ་ཧའམ་ཧའུམ་ཕཏ་ཕཏ་སབ༹འ་ཧའ་།
 dalānāṃ madhye hūṃkārāṣṭakaveṣṭitapraiṃkāramadhye maṇidharītyādi mantraṃ likhet ||	འདབ་མ་རྣམས་ཀྱི་དབུས་སུ་ཧའུམ་ཡིག་བརྒྱད་ཀྱིས་བསྐོར་བའི་པྲམ་ཡིག་གི་ནང་དུ་།
 caturvidikṣu catustriśūkavajrārdhagarbhe āgneyādikoṇakrameṇa mantraṃ likhet ||	ཨཨོམ་མ་ནི་དྷུ་རི་ཞེས་པ་ལ་སོགས་པའི་སྔགས་བྲི་བར་བྱའོ་༏་། ཕྱོགས་བྲལ་བཞིར་རྩེ་གསུམ་པའི་རྡོ་རྗེ་ཕྱེད་པའི་ནང་གི་མེ་ལ་སོགས་པའི་མཚམས་ཀྱི་རིམ་པར་སྔགས་ནི་། 
 oṃ visphoṭavajriṇi dhārakasya rakṣāṃ kuru hūṃ 2 phaṭ 2 svāhā || nairṛtye ||	ཨཨོམ་བི་སཕོ་ཏ་བཛྲི་ནི་དྷ་ར་ཀ་སྱ་རཀཤ་ཤའིནཏམ་པུཤཏིམ་ཀུ་རུ་ཧའུམ་ཧའུམ་ཕཏ་ཕཏ་སབ༹འ་ཧའ་། བདེན་བྲལ་དུ་།
 oṃ amṛtavare dhārakasya rakṣāṃ kuru hūṃ 2 phaṭ 2 svāhā || vāyavye |	ཨཨོམ་ཨཨ་མྲི་ཏ་བའ་རེ་དྷ་ར་ཀ་སྱ་རཀཤམ་ཤའནཏིམ་པུཤཏི་ཀུ་རུ་ཧའུམ་ཧའུམ་ཕཏ་ཕཏ་སབ༹འ་ཧའ་། རླུང་དུ་།
 oṃ vimale dhārakasya rakṣāṃ kuru hūṃ 2 phaṭ 2 svāhā || aiśāne |	ཨཨོམ་བི་མ་ལེ་དྷ་ར་ཀ་སྱ་རཀཤམ་ཤའནཏིམ་པུཤཏིམ་ཀུ་རུ་ཧའུམ་ཧའུམ་ཕཏ་ཕཏ་སབ༹འ་ཧའ་། དབང་ལྡན་དུ་།
 oṃ jayavare dhārakasya rakṣāṃ kuru hūṃ 2 phaṭ 2 svāhā || padmadalatriśūkavajrārdhayor aṣṭasaṃdhiṣu āgneyādidikkrameṇa | oṃ niśumbhavajriṇi dhārakasya rakṣāṃ kuru hūṃ 2 phaṭ 2 svāhā ||	ཨཨོམ་ཛ་ཡ་བའ་རེ་དྷ་ར་ཀ་སྱ་རཀཤམ་ཤའིནཏམ་པུཤཏིམ་ཀུ་རུ་ཧའུམ་ཧའུམ་ཕཏ་ཕཏ་སབ༹འ་ཧའ་། པདམའི་འདབ་མ་དང་རྡོ་རྗེ་ཕྱེད་མ་རྣམས་ཀྱི་མཚམས་བརྒྱད་རྣམས་སུ་། མེའི་ཕྱོགས་ཀྱི་རིམ་པར་སྔགས་ནི་།
 oṃ śumbhavajriṇi dhārakasya rakṣāṃ kuru hūṃ 2 phaṭ 2 svāhā || iti mantradvayam ekāntaritaṃ likhet ||	ཨཨོམ་སུམ་བྷ་བཛྲི་ནི་དྷ་ར་ཀ་སྱ་རཀཤམ་ཤའནཏིམ་པུཤཏིམ་ཀུ་རུ་ཧའུམ་ཧའུམ་ཕཏ་ཕཏ་སབ༹འ་ཧའ་། ཞེས་པའི་སྔགས་གཉིས་སམ་གཅིག་ནང་དུ་བྲི་བར་བྱའོ་༎
 tato bāhye 'rdhāṅgulapramāṇapuṭacatuṣṭayaṃ kuryāt |	དེའི་ཕྱི་རུ་སོར་ཕྱེད་དང་གསུམ་གྱི་ཚད་ལ་རིམ་པ་བཞི་བྱའོ་༎
 tataḥ prathame puṭe hrīḥkārapaṅktim ekāṃ likhet || || dvitīye | [mpvv, page 478] oṃ aparājite mahādevi traṭ | oṃ kālakarṇi kṛt |	དེ་ལ་རིམ་པ་དང་པོ་ལ་ཧརའི༔་ཡི་གེ་ཕྲེང་གཅིག་བྲིའོ་༎ དེའི་ཕྱིའི་རིམ་པ་ལ་། ཨཨོམ་ཨཨ་པ་རའ་ཛི་ཏེ་མ་ཧའ་དེ་བི་ཏྲཏ་།
