skt	tib
 mṛtyuvañcanopadeśatārāsādhana	༄༡༥༤ཨ་༅་༎ རྒྱ་གར་སྐད་དུ་། མྲི་ཏྱུ་བཉཙ་ནོ་པ་དེ་ཤ་ཏའ་རའ་སའ་དྷ་ནམ་། བོད་སྐད་དུ་། འཆི་བ་སླུ་བའི་མན་ངག་གི་སྒྲོལ་མའི་སྒྲུབ་ཐབས་༎ འཕགས་མ་སྒྲོལ་མ་ལ་ཕྱག་འཚལ་ལོ་༎
 utthāya pūrvasaṃdhyāyāṃ bhūpradeśe manohare |	ཡིད་དུ་འོང་བའི་ས་ཕྱོགས་སུ་༎ ལངས་ནས་སྔ་དྲོའི་ཐུན་ལའོ་༎
 mṛdvāsanopaviṣṭaḥ san svahṛdi candramaṇḍale || mvupts_1 ||	བདེ་བའི་སྟན་ལ་རབ་འདུག་སྟེ་༎ རང་གི་སྙིང་གར་ཟླ་བ་ལ་༎
 pañcamasya prathamaṃ tu dvitīyasvarayojitam |	ལྔ་པ་ཡི་ནི་དང་པོ་ལ་༎ དབྱངས་ཡིག་གཉིས་པ་རབ་ཏུ་སྦྱར་༎ ཟླ་ཕྱེད་ཐིག་ལེ་ཡང་དག་ལྡན་༎
 ardhendubindusaṃyuktaṃ sitaraśmivibhūṣitam || mvupts_2 ||	འོད་ཟེར་དཀར་པོས་རྣམ་པར་བརྒྱན་༎
 tasya śuklamayūkhais tu tārām ākṛṣya vyomani |	དེ་ཡི་འོད་ཟེར་དཀར་པོ་ཡིས་༎ མཁའ་ལ་སྒྲོལ་མ་གདན་དྲངས་ཏེ་༎
 dvibhujāṃ sitadehāṃ tu varadotpaladhāriṇīm || mvupts_3 ||	ཕྱག་གཉིས་སྐུ་མདོག་དཀར་མོ་ལ་༎ མཆོག་སྦྱིན་དང་ནི་ཨཽཏཔལ་བསྣམས་༎
 pañcopacārapūjābhiḥ pūjayitvā tu bhaktitaḥ |	ཉེར་སྤྱོད་ལྔ་ཡི་མཆོད་པ་ཡི་༎ གུས་པ་ཡིས་ནི་མཆོད་བྱས་ནས་༎
 pāpānāṃ deśanāṃ paścāt tataḥ puṇyānumodanam || mvupts_4 ||	སྡིག་པ་བཤགས་ཤིང་ཕྱི་ནས་ནི་༎ དེ་ནས་བསོད་ནམས་རྗེས་ཡི་རང་༎
 tatpariṇāmanāṃ caiva triśaraṇagamanaṃ tathā |	དེ་ནི་ཡོངས་སུ་བསྔོ་བ་དང་༎ དེ་བཞིན་གསུམ་ལ་སྐྱབས་སུ་འགྲོ་༎
 oṃ śūnyatājñānavajrasvabhāvātmako 'ham iti paṭhet || mvupts_5 || iti svaparaśūnyaṃ vai dhyātvā yogī vidhānavit |	ཨཨོམ་ཤའུ་ནྱ་ཏའ་ཛཉའ་ན་བཛྲ་སབ༹་བྷའ་བ་ཨའཏམ་ཀོ&ཨམཔ༏་ཧམ་། ཞེས་པའི་སྔགས་ཀྱིས་སྟོང་པར་བསྒོམ་༎ རྣལ་འབྱོར་པ་ཡི་ཆོ་ག་ཡིས་༎ ཆུ་སྐྱེས་དཀར་པོའི་དབུས་གནས་པའི་༎
 sitāravindamadhyasthacandrabimbāsanopari || mvupts_6 ||	ཟླ་བའི་དཀྱིལ་འཁོར་སྟེང་དུ་ནི་༎ སྔོན་གསུངས་ས་བོན་ལས་སྐྱེས་པའི་༎
 pūrvoktabījaniṣpannāṃ tārādevīṃ manoramām |	ལྷ་མོ་སྒྲོལ་མ་ཡིད་འོང་མ་༎
 ābaddhavajraparyaṅkāṃ varadotpaladhāriṇīm || mvupts_7 ||	རྡོ་རྗེ་སྐྱིལ་མོ་ཀྲུང་བཅས་ནས་༎ མཆོག་སྦྱིན་མ་ནི་ཨཽཏཔལ་བསྣམས་༎ སྟོན་ཀའི་ཟླ་བ་ལྟ་བུ་ནི་༎
 śaraccandrakarākārāṃ pṛṣṭhacandrasamāśritām |	ཟླ་བའི་སྟེང་དུ་ཡང་དག་བཞུགས་༎
 sarvālaṅkārasampūrṇāṃ ṣoḍaśābdavapuṣmatīm || mvupts_8 ||	རྒྱན་རྣམས་ཐམས་༄༡༥༤བ་ཅད་ཡོངས་སུ་རྫོགས་༎ བཅུ་དྲུག་ལོ་ཡི་གཟུགས་ཅན་མ་༎ སངས་རྒྱས་ཐམས་ཅད་དེ་ཡི་སྲས་༎
 sarvasaṃbuddhatatputramātaraṃ kāmarūpadhām |	ཡུམ་གྱུར་འདོད་པའི་གཟུགས་འཛིན་མ་༎
 dhyātvāryatārāṃ hṛdaye tasyāś cakraṃ sitadyuti || mvupts_9 ||	འཕགས་མ་སྒྲོལ་མ་སྙིང་གར་བསྒོམ་༎ དེ་ཡི་འཁོར་ལོ་འོད་དཀར་ལྡན་༎
 aṣṭakoṣṭhakam aṣṭābhir akṣaraiḥ paripūritam |	རེའུ་མིག་བརྒྱད་པོ་རྣམས་ལ་ནི་༎ ཡི་གེ་བརྒྱད་ཀྱིས་ཡོངས་སུ་བསྐོར་༎ ཨཨོམ་ཧའ་གསལ་བྱེད་དབུས་གནས་པ་༎
 oṃhāvyañjanamadhyasthasādhyanāmādyanābhikam || mvupts_10 ||	བསྒྲུབ་བྱའི་མིང་སོགས་ལྟེ་བ་ལ་༎ མཁས་པས་རྩེ་གཅིག་ཡིད་ཀྱིས་ནི་༎
 dhyāyād ekāgracittaḥ san ṣaṇ māsān dṛḍhaniścayaḥ |	ངེས་པ་བརྟན་པས་ཟླ་དྲུག་བསྒོམ་༎ ཡི་གེ་བཅུ་ཡི་གསང་སྔགས་འདི་༎
 japed akhinnacittaḥ san mantram enaṃ daśākṣaram || mvupts_11 ||	མཁས་བས་མི་སྐྱོའི་ཡིད་ཀྱིས་བཟླས་༎
 oṅkāram ādito dattvā paścāt tāre prayojayet |	ཨཨོམ་ཡིག་དང་པོ་སྦྱིན་པར་བྱ་༎ ཕྱི་ནས་ཏའ་རེ་རབ་ཏུ་སྦྱར་༎
 tuttāre syāt ture paścāt svāhāntaṃ sārvakarmikaḥ || mvupts_12 ||	ཏུཏཏའ་རེ་ཡི་ཏུ་རེ་ཕྱིས་༎ སབ༹འ་ཧའའི་མཐའ་ཅན་ལས་ཀུན་བྱེད་༎
