skt	tib
 adbhutadharmaparyāya	༄༢༩༧ཨ་། །རྒྱ་གར་སྐད་དུ་། ཨའརྱ་ཨཨ་ད་བྷའུ་ཧ་དྷརྨ་པརཡའ་ཡ་ནའ་མ་། བོད་སྐད་དུ་། འཕགས་པ་རྨད་དུ་བྱུང་བ་ཞེས་བྱ་བའི་ཆོས་ཀྱི་རྣམ་༄༢༩༧བ་གྲངས་། སངས་རྒྱས་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 [0] evaṃ mayā śrutam ekasmin samaye bhagavān śrāvastyāṃ viharati sma veṇuvane kalandakanivāse|	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་། བཅོམ་ལྡན་འདས་རྒྱལ་པོའི་ཁབ་ན་འོད་མའི་ཚལ་བྱ་ཀ་ལན་ད་ཀ་གནས་པ་ན་བཞུགས་སོ་༎ དེ་ནས་ཚེ་དང་ལྡན་པ་ཀུན་དགའ་བོ་སྔ་དྲོའི་དུས་ཀྱི་ཚེ་ཆོས་གོས་དང་ཤམ་ཐབས་༎ བགོས་ཏེ་། 
 [1] athāyuṣmān ānandaḥ pūrvāhṇe nivāsya pātracīvaram ādāya rājagṛhaṃ piṇḍāya prāvikṣat|	ལྷུང་བཟེད་ཐོགས་ནས་རྒྱལ་པོའི་ཁབ་ཏུ་བསོད་སྙོམས་ཀྱི་ཕྱིར་ཞུགས་ཏེ་།
 adrākṣīd āyuṣmān ānando rājagṛhe nagare sāvadānaṃ piṇḍāya caramāṇo 'nyatamasmin pradeśe	ཚེ་དང་ལྡན་པ་ཀུན་དགའ་བོ་རྒྱལ་པོའི་ཁབ་ཀྱི་གྲོང་ཁྱེར་དུ་མཐར་ཆགས་སུ་བསོད་སྙོམས་སྤྱོད་པའི་ཚེ་ཕྱོགས་ཞིག་ན་ཁང་པ་བརྩེགས་པ་སྒོ་བརྒྱད་ཅུ་ཡོད་ལ་།
 kūṭāgāram aśītidvāram ulliptāvaliptam ucchṛtadhvajapatākam āmuktapaṭṭadāmakalāpam|	བྱུག་པས་བྱུགས་པ་། གདུགས་དང་། རྒྱལ་མཚན་དང་། བ་དན་བསྒྲེང་བ་། དར་གྱི་ལྔ་ལྔ་མང་པོ་དབྱངས་པ་ཞིག་མཐོང་ནས་། དེ་འདི་སྙམ་དུ་སེམས་ཏེ་།
 dṛṣṭvā ca punas tasyaitad abhavat| yaḥ kaścic chrāddhaḥ kulaputro vā kuladuhitā vā	རིགས་ཀྱི་བུའམ་།
 īdṛśaṃ kūṭāgāraṃ kārayitvā caturdiśe bhikṣusaṃghe niryātayed yo vā tathāgatasyārhatḥ	རིགས་ཀྱི་བུ་མོ་དད་པ་གང་ལ་ལ་ཞིག་གིས་ཁང་པ་བརྩེགས་པ་འདི་ལྟ་བུ་བྱས་ཏེ་། ཕྱོགས་བཞིའི་དགེ་སློང་གི་དགེ་འདུན་ལ་ཕུལ་བ་དང་། གང་དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པའི་མཆོད་རྟེན་འཇི་བ་ལས་སྐྱུ་རུ་རའི་འབྲས་བུ་ཙམ་བྱས་ལ༏་ཁ་བ་ཙམ་གྱི་སྲོག་ཤིང་བཙུགས་ཏེ་། རྒྱ་ཤུག་གི་ལོ་མ་ཙམ་གྱི་གདུགས་གསོལ་ནས་།
 samyaksaṃbuddhasyāmalakapramāṇaṃ stūpaṃ pratiṣṭhāpayet sūcīmātrāṃ yaṣṭim āropayed badarīpatramātraṃ cchatraṃ yavaphalapramāṇāṃ pratimāṃ kārayet sarṣaphalapramāṇaṃ	ནས་ཀྱི་འབྲུ་ཙམ་གྱི་སྐུ་གཟུགས་བྱས་ལ་། ཡུངས་འབྲུ་ཙམ་གྱི་རིང་བསྲེལ་བཅུག་ན་དེ་༄༢༩༨ཨ་༌༎
 dhātuṃ pratiṣṭhāpayet tat katamaṃ tataḥ prabhūtataraṃ puṇyaṃ syāt?	གཉིས་ལས་བསོད་ནམས་ཤིན་ཏུ་ཆེ་བ་གང་ཡིན་སྙམ་མོ་༎
 athāyuṣmata ānandasyaitad abhavat| śāstā me saṃmukhībhūtaḥ sugato me saṃmukhībhūtaḥ|	དེའང་འདི་སྙམ་དུ་སེམས་ཏེ་། སྟོན་པ་ནི་བདག་གི་མངོན་སུམ་དུ་གྱུར་པ་། བདེ་བར་གཤེགས་པ་ནི་བདག་གི་མངོན་སུམ་དུ་གྱུར་གྱིས་།
