skt	tib
 namaḥ sarvabuddhabodhisattvebhyaḥ | lalitavistaraḥ | || oṃ namo daśadiganantāparyantalokadhātupratiṣṭhitasarvabuddhabodhisattvāryaśrāvakapratyekabuddhebhyo 'tītānāgatapratyutpannebhyaḥ || start parivarta 1 nidānaparivartaḥ prathamaḥ |	༄༡བ་༅༎ རྒྱ་གར་སྐད་དུ་། ཨའརྱ་ལ་ལི་ཏ་བིསཏའ་ར་ནའ་མ་མ་ཧའ་ཡའ་ན་སའུ་ཏྲ་། བོད་སྐད་དུ་། འཕགས་པ་རྒྱ་ཆེར་རོལ་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་། བམ་པོ་དང་པོ་། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 evaṃ mayā śrutam |	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་།
 ekasminsamaye bhagavān śrāvastyāṃ viharati sma jetavane 'nāthapiṇḍadasyārāme mahatā bhikṣusaṃghena sārdhaṃ dvādaśabhirbhikṣusahasraiḥ | tadyathā - āyuṣmatā ca jñānakauṇḍinyena | āyuṣmatā cāśvajitā | āyuṣmatā ca bāṣpeṇa | āyuṣmatā ca mahānāmnā | āyuṣmatā ca bhadrikeṇa | āyuṣmatā ca yaśodevena | āyuṣmatā ca vimalena | āyuṣmatā ca subāhunā | āyuṣmatā ca pūrṇena | āyuṣmatā ca gavāṃpatinā | āyuṣmatā corubilvākāśyapena | āyuṣmatā ca nadīkāśyapena | āyuṣmatā ca gayākāśyapena | āyuṣmatā ca śāriputreṇa | āyuṣmatā ca mahāmaudgalyāyanena | āyuṣmatā ca mahākāśyapena | āyuṣmatā ca mahākātyāyanena | āyuṣmatā ca kaphilena |	བཅོམ་ལྡན་འདས་མཉན་ཡོད་ན་རྒྱལ་བུ་རྒྱལ་བྱེད་ཀྱི་ཚལ་མགོན་མེད་ཟས་སྦྱིན་༄༢ཨ་༅༎ གྱི་ཀུན་དགའ་ར་བ་ན་དགེ་སློང་ཁྲི་ཉིས་སྟོང་གི་དགེ་སློང་གི་དགེ་འདུན་ཆེན་པོ་ལ་འདི་ལྟ་སྟེ་། 
 āyuṣmatā ca kauṇḍinyena | āyuṣmatā ca cunandena | āyuṣmatā ca pūrṇamaitrāyaṇīputreṇa | āyuṣmatā cāniruddhena | āyuṣmatā ca nandikena | āyuṣmatā ca kasphilena | āyuṣmatā ca subhūtinā | āyuṣmatā ca revatena | āyuṣmatā ca khadiravanikena | āyuṣmatā cāmogharājena | āyuṣmatā ca mahāpāraṇikena | āyuṣmatā ca bakkulena | āyuṣmatā ca nandena | āyuṣmatā ca rāhulena | āyuṣmatā ca svāgatena | āyuṣmatā cānandena |	ཚེ་དང་ལྡན་པ་ཀུན་ཤེས་ཀོཨོནདི་ནྱ་དང་། ཚེ་དང་ལྡན་པ་རྟ་ཐུལ་དང་། ཚེ་དང་ལྡན་པ་རླངས་པ་དང་། ཚེ་དང་ལྡན་པ་མིང་ཆེན་དང་། ཚེ་དང་ལྡན་པ་བཟང་པོ་དང་། ཚེ་དང་ལྡན་པ་གྲགས་སྦྱིན་དང་། ཚེ་དང་ལྡན་པ་དྲི་མ་མེད་དང་། ཚེ་དང་ལྡན་པ་ལག་བཟང་དང་། ཚེ་དང་ལྡན་པ་གང་པོ་དང་། ཚེ་དང་ལྡན་པ་བ་ལང་བདག་དང་། ཚེ་དང་ལྡན་པ་ལྟེང་རྒྱས་འོད་སྲུང་དང་། ཚེ་དང་ལྡན་པ་ཆུ་ཀླུང་འོད་སྲུང་དང་། ཚེ་དང་ལྡན་པ་ག་ཡ་འོད་སྲུང་དང་། ཚེ་དང་ལྡན་པ་ཤའ་རིའི་བུ་དང་། ༄༢བ་ཚེ་དང་ལྡན་པ་མོཨོ་དགལ་གྱི་བུ་ཆེན་པོ་དང་། ཚེ་དང་ལྡན་པ་འོད་སྲུང་ཆེན་པོ་དང་། ཚེ་དང་ལྡན་པ་ཀའ་ཏཡའའི་བུ་ཆེན་པོ་དང་། ཚེ་དང་ལྡན་པ་ཀ་པི་ན་ཆེན་པོ་དང་། ཚེ་དང་ལྡན་པ་གསུས་པོ་ཆེ་དང་། ཚེ་དང་ལྡན་པ་སྐུལ་བྱེད་དང་། ཚེ་དང་ལྡན་པ་བྱམས་མའི་བུ་གང་པོ་དང་། ཚེ་དང་ལྡན་པ་མ་འགགས་པ་དང་། ཚེ་དང་ལྡན་པ་དགའ་བྱེད་དང་། ཚེ་དང་ལྡན་པ་འུག་པ་དང་། ཚེ་དང་ལྡན་པ་རབ་འབྱོར་དང་། ཚེ་དང་ལྡན་པ་ནམ་གྲུ་དང་། ཚེ་དང་ལྡན་པ་སེང་ལྡེང་ནགས་པ་དང་། ཚེ་དང་ལྡན་པ་དོན་ཡོད་རྒྱལ་པོ་དང་། ཚེ་དང་ལྡན་པ་ཕ་རོལ་ཏུ་འགྲོ་བ་ཆེན་པོ་དང་། ཚེ་དང་ལྡན་པ་བ་ཀུ་ལ་དང་། ཚེ་དང་ལྡན་པ་དགའ་བོ་དང་། ཚེ་དང་ལྡན་པ་སྒྲ་གཅན་ཟིན་དང་། ཚེ་དང་ལྡན་པ་ལེགས་འོངས་དང་། ཚེ་དང་ལྡན་པ་ཀུན་དགའ་བོ་དང་། དེ་དག་ལ་སོགས་པ་དགེ་སློང་ཁྲི་ཉིས་སྟོང་དང་ཐབས་ཅིག་ཏུ་བཞུགས་སོ་༎
 evaṃpramukhairdvādaśabhirbhikṣusahasraiḥ sārdhaṃ dvātriṃśatā ca bodhisattvasahasraiḥ	༄༣ཨ་༅༎ བྱང་ཆུབ་སེམས་དཔའ་སུམ་ཁྲི་ཉིས་སྟོང་ཐམས་ཅད་ཀྱང་སྐྱེ་བ་གཅིག་གིས་ཐོགས་པ་།
 sarvairekajātipratibaddhaiḥ sarvabodhisattvapāramitānirjātaiḥ sarvabodhisattvābhijñatāvikrīḍitaiḥ	བྱང་ཆུབ་སེམས་དཔའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཐམས་ཅད་ལས་ངེས་པར་སྐྱེས་པ་། བྱང་ཆུབ་སེམས་དཔའི་མངོན་པར་ཤེས་པ་ཐམས་ཅད་ཀྱིས་རྣམ་པར་རྩེ་བ༏་བྱང་ཆུབ་སེམས་དཔའི་གཟུངས་ཐམས་ཅད་ཐོབ་པ་།
 sarvabodhisattvadhāraṇīpratibhānapratilabdhaiḥ sarvabodhisattvadhāraṇīpratilabdhaiḥ	བྱང་ཆུབ་སེམས་དཔའི་སྤོབས་པ་ཐམས་ཅད་ཐོབ་པ་།
 sarvabodhisattvapraṇidhānasuparipūrṇaiḥ sarvabodhisattvapratisamyaggatiṃgataiḥ sarvabodhisattvasamādhivaśitāprāptaiḥ	བྱང་ཆུབ་སེམས་དཔའི་སྨོན་ལམ་ཐམས་ཅད་ཤིན་ཏུ་ཡོངས་སུ་རྫོགས་པ་། བྱང་ཆུབ་སེམས་དཔའི་སོ་སོ་ཡང་དག་པར་རིག་པ་ཐམས་ཅད་རྟོགས་པར་ཁོང་དུ་ཆུད་པ་། བྱང་ཆུབ་སེམས་དཔའི་ཏིང་ངེ་འཛིན་ཐམས་ཅད་ལ་དབང་ཐོབ་པ་།
 sarvabodhisattvavaśitāpratilabdhaiḥ sarvabodhisattvakṣāntyavakīrṇaiḥ sarvabodhisattvabhūmiparipūrṇaiḥ | tadyathā - maitreyeṇa ca bodhisattvena mahāsattvena | dharaṇīśvararājena ca bodhisattvena mahāsattvena | siṃhaketunā (vaidya 2) ca bodhisattvena mahāsattvena | siddhārthamatinā ca bodhisattvena mahāsattvena | praśāntacāritramatinā ca bodhisattvena mahāsattvena | pratisaṃvitprāptena ca bodhisattvena mahāsattvena | nityodyuktena ca bodhisattvena mahāsattvena | mahākaruṇācandriṇā ca bodhisattvena mahāsattvena | evaṃpramukhairdvātriṃśatā ca bodhisattvasahasraiḥ ||	བྱང་ཆུབ་སེམས་དཔའི་དབང་ཐམས་ཅད་ཐོབ་པ༏་བྱང་ཆུབ་སེམས་དཔའི་བཟོད་པ་ཐམས་ཅད་ལ་ཞུགས་པ་། བྱང་ཆུབ་སེམས་དཔའི་ས་ཐམས་ཅད་རབ་ཏུ་རྫོགས་པ་ཤ་སྟག་༄༣བ་སྟེ༏་འདི་ལྟར་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བྱམས་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་གཟུངས་ཀྱི་དབང་ཕྱུག་རྒྱལ་པོ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སེངགེའི་ཏོག་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་དོན་གྲུབ་བློ་གྲོས་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སྤྱོད་པ་རབ་ཏུ་ཞི་བའི་བློ་གྲོས་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སོ་སོ་ཡང་དག་པར་རིག་པ་ཐོབ་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བརྩོན་འགྲུས་རྟག་པར་སྦྱོར་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སྙིང་རྗེ་ཆེར་སེམས་དང་། དེ་དག་ལ་སོགས་པ་བྱང་ཆུབ་སེམས་དཔའ་སུམ་ཁྲི་ཉིས་སྟོང་དང་ཡང་ཐབས་ཅིག་གོ་།
 tena khalu punaḥ samayena bhagavān śrāvastīṃ mahānagarīmupaniśritya viharati sma satkṛto gurukṛto mānitaḥ pūjitaśca tisṛṇāṃ pariṣadāṃ rājñāṃ rājakumārāṇāṃ rājamantriṇāṃ rājamahāmātrāṇāṃ rājapādamūlikānāṃ kṣatriyabrāhmaṇagṛhapatyamātyapārṣadyānāṃ paurajānapadānāmanyatīrthikaśramaṇabrāhmaṇacarakaparivrājakānām	དེའི་ཚེ་བཅོམ་ལྡན་འདས་མཉན་ཡོད་ཀྱི་གྲོང་ཁྱེར་ཆེན་པོ་ན་འཁོར་བཞི་དང་། རྒྱལ་པོ་དང་། རྒྱལ་པོའི་སྲས་དང་། རྒྱལ་པོའི་བློན་པོ་ཆེན་པོ་དང་། ཆགས་འོག་གི་རྒྱལ་ཕྲན་དང་། རྒྱལ་པོའི་ཞབས་འབྲིང་བ་དང་། རྒྱལ་རིགས་དང་། བྲམ་ཟེ་དང་། ཚོང་དཔོན་དང་། ཁྱིམ་བདག་དང་། བློན་པོ་དང་། འཁོར་གྱི་མི་དང་། གྲོང་ཁྱེར་པ་དང་། ཡུལ་གྱི་མི་དང་། མུ་སྟེགས་ཅན་དང་། དགེ་སྦྱོང་དང་། བྲམ་ཟེ་དང་། དཔྱོད་པ་པ་དང་། ཀུན་ཏུ་རྒྱུ་སྣ་ཚོགས་ཀྱིས་རིམ་༄༤ཨ་༌༎ གྲོར་བྱས་། བླ་མར་བྱས་།
