skt	tib
 namo ratnatrayāya	༄༢༢༢བ་༅་༎ རྒྱ་གར་སྐད་དུ་། ཨའརྱ་དྷརྨ་དྷའ་ཏུ་གརབྷ་བི་བ་ར་ན་། བོད་སྐད་དུ་། འཕགས་པ་ཆོས་ཀྱི་དབྱིངས་ཀྱི་སྙིང་པོའི་རྣམ་པར་འགྲེལ་པ་། དཀོན་མཆོག་གསུམ་ལ་ཕྱག་འཚལ་ལོ་༎
 ye dharmā hetuprabhavā hetuṃ teṣāṃ tathāgato hyavadat |	ཆོས་རྣམས་གང་དག་རྒྱུས་བྱུང་དེ་དག་ནི་༎ རྒྱུ་དང་དེ་ལ་འགོག་པ་གང་ཡིན་པ་༎ དེ་བཞིན་གཤེགས་པ་ཉིད་ཀྱིས་བཀའ་སྩལ་པ་༎
 teṣāṃ ca yo nirodha evaṃvādī mahāśramaṇaḥ ||	དེ་སྐད་གསུངས་པའི་ཚུལ་ཅན་དགེ་སྦྱོང་ཆེ་༎
 ityuktam |	ཞེས་བྱ་བ་སྨོས་ཏེ་།
 atra 'ye dharmā' iti saptabhiḥ prakārairavagantavyāḥ |	དེ་ལ་ཆོས་གང་དག་ཅེས་བྱ་བ་ནི་རྣམ་པ་བདུན་དུ་ཤེས་པར་བྱ་སྟེ་།
 tadyathā- vijñānaṃ nāmarūpaṃ ṣaḍāyatanaṃ sparśaḥ vedanā jātirjarāmaraṇamiti | ime dharmāḥ api pañcabhyaḥ prakārebhya utpadyanta iti 'hetuprabhavāḥ' ityuktam |	རྣམ་པར་ཤེས་པ་དང་། མིང་དང་། གཟུགས་དང་། སྐྱེ་མཆེད་དྲུག་དང་། རེག་པ་དང་། ཚོར་བ་དང་། སྐྱེ་བ་དང་། རྒ་ཤི་རྣམས་སོ་༏་། ཆོས་དེ་དག་ཀྱང་རྣམ་པ་ལྔ་ལས་བྱུང་བ་ཡིན་པས་རྒྱུས་བྱུང་ངོ་༎
 ke te pañca hetavaḥ?	རྒྱུ་ལྔ་པོ་དེ་དག་ཀྱང་གང་ཞེ་ན་།
 avidyā tṛṣṇā upādānaṃ saṃskārā bhavaśceti |	མ་རིག་པ་དང་། སྲེད་པ་དང་། ལེན་པ་དང་། འདུ་བྱེད་དང་སྲིད་པ་དང་ལྔའོ་༎
 saptavidhānāṃ dharmāṇāṃ pañcaprakārāṇāṃ ca teṣāṃ hetūnāṃ nirodhastāvad 'hetuṃ teṣāṃ ca yo nirodhaḥ' ityādinābhihitaḥ |	ཆོས་རྣམ་པ་བདུན་དང་། དེའི་རྒྱུ་ལྔ་པོ་དེ་དག་འགོག་པ་ནི་རྒྱུ་དང་དེ་ལ་འགོག་པ་སྟེ་།
 sa evopaśamaḥ mokṣo nirvāṇamiti |	དེ་ཡང་ཉེ་བར་ཞི་བ་དང་། ཐར་པ་དང་། མྱ་ངན་ལས་འདས་པ་ཞེས་བྱ་བ་ཉིད་དོ་༎
 sa ca kenoktaḥ? 'tathāgato hyavadat |	དེ་ཡང་སུ་ཞིག་གིས་བཤད་ཅེ་ན་།
 iti |	དེ་བཞིན་གཤེགས་པ་ཉིད་ཀྱིས་བཀའ་སྩལ་ཏེ་ཞེས་བྱ་བ་སྨོས་ཏེ་།
 tenopadiṣṭa ityabhiprāyeṇa tathā kathitam |	དེས་བཤད་ཅེས་བྱ་བའི་དོན་ཏོ་༎
 arthānāṃ yathā sthitistathā (yathāvat) avabodhāt 'tathāgataḥ' ityucyate |	དོན་ཇི་ལྟར་གནས་པ་དེ་བཞིན་དུ་རྟོགས་པས་ན་དེ་བཞིན་གཤེགས་པའོ་༎
 vastūnāṃ yathā sthitiḥ, tasyā abhrāntatayā anyebhyo deśanād vā 'tathāgataḥ' |	ཡང་ན་དངོས་པོ་ཇི་ལྟ་བ་བཞིན་དུ་མ་ནོར་བར་གཞན་ལ་སྟོན་པར་མཛད་པས་ན་དེ་བཞིན་གཤེགས་པའོ་༎ 
 evaṃvidho yo deśakaḥ,	དེ་ལྟ་བུའི་ལམ་སྟོན་ཅིང་རང་ཉིད་ཀྱིས་རྟོགས་པ་སྟེ་།
 yaścaivaṃ svayaṃ bodhakaḥ śravaṇaśīlayuktaśca sa 'evaṃvādī' (mahāśramaṇaḥ) ityuktaḥ |	ཐོས་པའི་དང་ཚུལ་གང་ལ་ཡོད་པ་དེ་ནི་དེ་སྐད་གསུང་བའི་དང་ཚུལ་ཅན་ཞེས་བྱའོ་༎
 'mahān'-śabdaḥ pradhāna-adbhutaparamapravaraparyāyaḥ |	ཆེན་པོ་ནི་གཙོ་བོ་དང་། ཕུལ་དང་། དམ་པ་དང་། རབ་མཆོག་གི་དོན་ཏེ་། དེ་ཡང་གསུངས་པ་།
 yo vādī vidvān vīraḥ tapasvī mahotsāhaḥ tīvravīryaḥ adbhutakarmakāri ca bhavati, sa eva 'mahān' iti |	མཁས་པ་དང་། དཔའ་བ་དང་། དཀའ་ཐུབ་ཅན་དང་། སྤྲོ་བ་ཆེ་བ་དང་། བརྩོན་འགྲུས་དྲག་པོ་དང་། རྨད་དུ་བྱུང་བའི་ཕྲིན་ལས་མཛད་པ་གང་ཡིན་པ་དེ་ནི་ཆེན་པོའོ་༎
 (sa) aśeṣajñātavyānāṃ jñānād 'vidvān' |	དེ་ལ་ཤེས་པར་བྱ་བ་མ་ལུས་པ་མཁྱེན་པས་ན་མཁས་པའོ་༎
 aśeṣakleśānāṃ damane samarthatvād 'vīraḥ' |	ཉོན་མོངས་པ་ཐམས་ཅད་བཅོམ་པས་དཔའ་བའོ་།
 śīlasya samyagbhāvanayā 'tapasvī' |	ཚུལ་ཁྲིམས་ཡང་དག་པར་བསྒོམས་པས་དཀའ་ཐུབ་པའོ་༎
 guṇādiṣvaparikhedād 'mahotsāhaḥ' |	ཡོན་ཏན་ལ་སོགས་པ་ལ་མི་སྐྱོ་བས་ན་སྤྲོ་བ་ཆེ་བའོ་༎
 yasya śiraḥ kapālaṃ vā agninā dīptam,	མགོ་འམ་ཐོད་ལ་མེ་འབར་བ་བཞིན་དུ་བརྩོན་འགྲུས་དྲག་པོའོ་༎
 tadavān iva 'tīvravīryaḥ tathā adbhutadharmāṇāṃ sākṣātkāritvād 'adbhutakarmakārī' iti |	རྨད་དུ་བྱུང་བའི་ཆོས་མངོན་སུམ་དུ་མཛད་པས་ན་རྨད་དུ་བྱུང་བའི་ཕྲིན་ལས་ཅན་ཏེ་།
 etādṛśa eva 'mahān' ityucyate |	དེ་ལྟ་བུ་ལ་ཆེན་པོ་ཞེས་བྱའོ་༎
 śramaṇaḥ iti pāpānāṃ kleśānāṃ copaśamād 'śramaṇaḥ' |	དགེ་སྦྱོང་ཞེས་བྱ་བ་ནི་སྡིག་པ་དང་ཉོན་མོངས་པ་ཉེ་བར་༄༢༢༣ཨ་༌་༎ ཞི་བས་དགེ་སྦྱོང་ངོ་༎
 sarvapāpānāṃ prakṣālanād 'brāhmaṇaḥ' |	སྡིག་པ་ཐམས་ཅད་སྤངས་པས་བྲམ་ཟེའོ་༎
 kleśaklamathaparivarjanād 'śramaṇaḥ' svakīyamalāpasāraṇāt 'pravrajitaḥ' iti |	ཉོན་མོངས་པས་ངལ་བ་སེལ་བས་དགེ་སྦྱོང་ངོ་༎ བདག་ཉིད་ཀྱི་དྲི་མ་འབྱིན་པས་ན་རབ་ཏུ་བྱུང་བ་ཞེས་བྱ་བ་སྟེ་།
 ityevaṃvidhairguṇaiḥ samanvāgata iti | bhagavatā buddhenokta ityanena yogaḥ karaṇīyaḥ |	དེ་ལྟ་བུའི་ཡོན་ཏན་དང་ལྡན་པའི་བཅོམ་ལྡན་འདས་ཀྱིས་དེ་སྐད་གསུངས་ཞེས་སྦྱར་རོ་༎
