skt	tib
 āryavimalakīrtinirdeśo nāma mahāyānasūtram 1| buddhakṣetrapariśuddhinidānam namaḥ sarvātītapratyutpannānāgatebhyo buddhabodhi- sattvāryaśrāvakapratyekabuddhebhyaḥ |	༄༢༧༠བ་། །རྒྱ་གར་སྐད་དུ་། ཨའརྱ་བི་མ་ལ་ཀའིརྟི་ནི་རྡེ་ཤ་ནའ་མ་མ་ཧའ་ཡའ་ན་སའུ་ཏྲ་། བོད་སྐད་དུ་། འཕགས་པ་དྲི་མ་མེད་པར་གྲགས་པས་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་། སངས་རྒྱས་དང་། བྱང་ཆུབ་སེམས་དཔའ་དང་། འཕགས་པ་ཉན་ཐོས་དང་། རང་སངས་རྒྱས་འདས་པ་དང་། ད་ལྟར་གྱི་དང་། མ་བྱོན་པ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎ འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་།
 evaṃ mayā śrutam- eakasmin samaye bhagavān vaiśālyāṃ viharati sma āmrapālīvane mahatā bhikṣusaṃghena sārdham aṣṭābhirbhikṣusahasraiḥ,	བཅོམ་ལྡན་འདས་ཡངས་པའི་གྲོང་ཁྱེར་ན་ཨཨ་མྲ་སྲུང་བའི་ཚལ་ན་། དགེ་སློང་བརྒྱད་སྟོང་གི་དགེ་སློང་གི་དགེ་འདུན་ཆེན་པོ་དང་ཐབས་གཅིག་ཏུ་བཞུགས་ཏེ་། ཐམས་ཅད་ཀྱང་དགྲ་བཅོམ་པ་། ཟག་པ་ཟད་པ་། ཉོན་མོངས་པ་མེད་པ་། དབང་དང་ལྡན་པར་གྱུར་པ་། སེམས་ཤིན་ཏུ་རྣམ་པར་གྲོལ་བ་།
 sarvairarhadbhiḥ kṣīṇāsravairniḥkleśairvaśībhūtaiḥ suvimuktacittaiḥ suvimuktaprajñairājāneyairmahānāgaiḥ	ཤེས་རབ་ཤིན་ཏུ་རྣམ་པར་གྲོལ་བ་། ཅང་ཤེས་པ་། གླང་པོ་ཆེན་པོ་། བྱ་བ་བྱས་པ་།
 kṛtakṛtyaiḥ kṛtakaraṇīyairapahṛtabhārairanuprāptasvakārthaiḥ parikṣīṇabhavasaṃyojanaiḥ	བྱེད་པ་བྱས་པ་། ཁུར་བོར་བ་། བདག་གི་དོན་རྗེས་སུ་ཐོབ་པ་། སྲིད་པར་ཀུན་ཏུ་སྦྱོར་བ་ཡོངས་སུ་ཟད་པ་།
 sabhyagājñāsuvimuktacittaiḥ sarvacetovaśitāparamapāramitāprāptaiḥ |	ཡང་དག་པའི་ཤེས་པས་སེམས་ཤིན་ཏུ་རྣམ་པར་གྲོལ་བ་། སེམས་ཀྱི་དབང་ཐམས་ཅད་ཀྱི་དམ་པའི་ཕ་རོལ་ཏུ་སོན་པ་ཤ་སྟག་གོ་།
 dvātriṃśadā ca bodhisattvasahastraiḥ sārdham- abhijñānābhijñātairbodhisattvairmahābhijñāparikarmaniryātairbuddhādhiṣṭhānādhiṣṭhitairdharmanagarapālaiḥ	བྱང་ཆུབ་སེམས་དཔའ་སུམ་ཁྲི་ཉིས་སྟོང་དང་ཡང་ཐབས་གཅིག་སྟེ་། མངོན་པར་ཤེས་པ་མངོན་པར་ཤེས་པའི་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་མངོན་པར་༄༢༧༡ཨ་༌༎ ཤེས་པ་ཆེན་པོ་ཡོངས་སུ་སྦྱངས་པ་ལས་ངེས་པར་བྱུང་བ་། སངས་རྒྱས་ཀྱིས་བྱིན་གྱི་རླབས་ཀྱིས་བྱིན་གྱིས་བརླབས་པ་། ཆོས་ཀྱི་གྲོང་ཁྱེར་སྲུང་བ་།
 saddharmaparigrāhakairmahāsiṃhanādibhirdaśadikṣu sugarjitanādairanadhyeṣitaṃ sarvasattvānām	དམ་པའི་ཆོས་ཡོངས་སུ་འཛིན་པ་། སེང་གེའི་སྒྲ་ཆེན་པོ་སྒྲོགས་པ་། ཕྱོགས་བཅུར་སྒྲ་ཤིན་ཏུ་བསྒྲགས་པ་། གསོལ་བ་མ་བཏབ་པར་སེམས་ཅན་ཐམས་ཅད་ཀྱི་དགེ་བའི་བཤེས་གཉེན་དུ་གྱུར་པ་།
 kalyāṇamitrabhūtaistriratnagotrānācchedyakāribhirnibṛtamārapratyarthikaiḥ sarvaparapravādyanabhibhūtaiḥ	དཀོན་མཆོག་གསུམ་གྱི་རིགས་རྒྱུན་མི་འཆད་པར་བྱེད་པ་། བདུད་དང་། ཕྱིར་རྒོལ་བ་བཅོམ་པ་། ཕ་རོལ་གྱི་རྒོལ་བ་ཐམས་ཅད་ཀྱིས་ཟིལ་གྱིས་མི་ནོན་པ་།
 smṛtibuddhyavabodhasamādhidhāraṇīpratibhānasampannaiḥ sarvāvaraṇaparyutthānavigatairanāvaraṇavimokṣa	དྲན་པ་དང་། བློ་གྲོས་དང་། རྟོགས་པ་དང་། ཏིང་ངེ་འཛིན་དང་། གཟུངས་དང་། སྤོབས་པ་ཕུན་སུམ་ཚོགས་པ་། སྒྲིབ་པ་དང་། ཀུན་ནས་ལྡང་བ་ཐམས་ཅད་དང་བྲལ་བ་། སྒྲིབ་པ་མེད་པའི་རྣམ་པར་ཐར་པ་ལ་གནས་པ་། སྤོབས་པ་རྒྱུན་མི་འཆད་པ་།
 upasthitairanācchedyapratibhānairdānadamaniyamasaṃyamaśīlakṣāntivīryadhyānaprajñopāyakauśalyapraṇidhānabalajñānapāramitāniryātairanupalabdhidharmakṣāntisamanvāgatairavaivartikadharmacakrapravartayadbhiralakṣaṇamudrāmudritaiḥ	སྦྱིན་པ་དང་། དུལ་བ་དང་། མི་འགྱུར་བ་དང་། ཡང་དག་པར་སྡོམ་པ་དང་། ཚུལ་ཁྲིམས་དང་། བཟོད་པ་དང་། བརྩོན་འགྲུས་དང་། བསམ་གཏན་དང་། ཤེས་རབ་དང་། ཐབས་ལ་མཁས་པ་དང་། སྨོན་ལམ་དང་། སྟོབས་དང་། ཡེ་ཤེས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལས་ངེས་པར་བྱུང་བ་། མི་དམིགས་པའི་ཆོས་ལ་བཟོད་པ་དང་ལྡན་པ་། ཕྱིར་མི་ལྡོག་པའི་ཆོས་ཀྱི་འཁོར་ལོ་སྐོར་བ་།
