skt	tib
 sukhāvatīvyūhaḥ | [vistaramātṛkā] oṃ namo ratnatrayāya | oṃ namaḥ śrīsarvabuddhabodhisattvebhyaḥ | namo daśadiganantāparyantalokadhātupratiṣṭhitebhyaḥ sarvabuddhabodhisattvāryaśrāvakapratyekabuddhebhyo 'tītānāgatapratyutpannebhyaḥ | namo 'mitābhāya | namo 'cintyaguṇāntarātmane || start sukhv 1:	༄༣༦༧ཨ་། །རྒྱ་གར་སྐད་དུ་། ཨའརྱ་ཨཨ་མི་ཏའ་བྷ་བ་བྱུ་ཧ་། ནའ་མ་མ་ཧའ་ཡའ་ན་སའུ་ཏྲ་། བོད་སྐད་དུ་། འཕགས་པ་འོད་དཔག་མེད་ཀྱི་བཀོད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་། བམ་པོ་དང་པོ་། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 evaṃ mayā śrutam |	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་།
 ekasmin samaye bhagavān rājagṛhe viharati sma gṛdhrakūṭaparvate mahatā bhikṣusaṃghena sārdhaṃ dvātriṃśatā bhikṣusahasraiḥ,	བཅོམ་ལྡན་འདས་རྒྱལ་པོའི་ཁབ་ན་བྱ་རྒོད་ཀྱི་ཕུང་པོའི་རི་ལ་དགེ་སློང་སུམ་ཁྲི་ཉིས་སྟོང་གི་དགེ་སློང་གི་དགེ་འདུན་ཆེན་པོ་དང་ཐབས་གཅིག་ཏུ་བཞུགས་ཏེ་། ཐམས་ཅད་ཀྱང་དགྲ་བཅོམ་པ་། ཟག་པ་ཟད་པ་། ཉོན་མོངས་པ་མེད་པ་། གནས་པ་དང་ལྡན་པ་།
 sarvairarhadbhiḥ kṣīṇāsravairniḥkleśairuṣitavadbhiḥ samyagājñāsuvimuktacittaiḥ parīkṣacittaiḥ	ཡང་དག་པའི་ཤེས་པས་སེམས་ཤིན་ཏུ་རྣམ་པར་གྲོལ་བ་། སྲིད་པར་ཀུན་ཏུ་སྦྱོར་བ་ཡོངས་སུ་ཟད་པ་།
 parikṣīṇabhavasaṃyojanairanuprāptasvakārthairvijitavadbhiruttamadamathaprāptaiḥ suvimuktacittaiḥ	༄༣༦༧བ་བདག་གི་དོན་རྗེས་སུ་ཐོབ་པ་། རྣམ་པར་རྒྱལ་བ་དང་ལྡན་པ་། དུལ་བ་དང་ཞི་བའི་མཆོག་ཐོབ་པ་། སེམས་ཤིན་ཏུ་རྣམ་པར་གྲོལ་བ་། ཤེས་རབ་ཤིན་ཏུ་རྣམ་པར་གྲོལ་བ་། ཅང་ཤེས་པ་། གླང་པོ་ཆེན་པོ་།
 suvimuktaprajñairmahānāgaiḥ ṣaḍabhijñairvaśībhūtairaṣṭavimokṣadhyāyibhirbalaprāptairabhijñātābhijñaiḥ	མངོན་པར་ཤེས་པ་དྲུག་དང་ལྡན་པ་། དབང་དང་ལྡན་པར་གྱུར་པ་། རྣམ་པར་ཐར་པ་བརྒྱད་ལ་བསམ་གཏན་པ་། སྟོབས་ཐོབ་པ་། མངོན་པར་ཤེས་པས་མངོན་པར་ཤེས་པ་།
 sthavirairmahāśrāvakaiḥ |	གནས་བརྟན་ཉན་ཐོས་ཆེན་པོ་ཤ་སྟག་ལ་འདི་ལྟ་སྟེ་། ཚེ་དང་ལྡན་པ་ཀུན་ཤེས་ཀོའུ་དི་ནྱ་དང་། ཚེ་དང་ལྡན་པ་རྟ་ཐུལ་དང་། ཚེ་དང་ལྡན་པ་རླངས་པ་དང་། ཚེ་དང་ལྡན་པ་མིང་ཆེན་དང་། ཚེ་དང་ལྡན་པ་རྒྱལ་བཟང་དང་། ཚེ་དང་ལྡན་པ་གྲགས་ལྷ་དང་། ཚེ་དང་ལྡན་པ་དྲི་མ་མེད་པ་དང་། ཚེ་དང་ལྡན་པ་ལག་བཟང་དང་། ཚེ་དང་ལྡན་པ་བྱམས་མའི་བུ་གང་པོ་དང་། ཚེ་དང་ལྡན་པ་བ་གླང་བདག་དང༏་ཚེ་དང་ལྡན་པ་ལྟེང་རྒྱས་འོད་སྲུང་དང་། ཚེ་དང་ལྡན་པ་ཆུ་ཀླུང་འོད་སྲུང་དང་། ཚེ་དང་ལྡན་པ་ག་ཡ་འོད་སྲུང་དང་། ཚེ་དང་ལྡན་པ་གཞོན་ནུ་འོད་སྲུང་དང་། ཚེ་དང་ལྡན་པ་འོད་སྲུང་ཆེན་པོ་དང༏་ཚེ་དང་ལྡན་པ་ཤའ་རིའི་བུ་དང་། ཚེ་དང་ལྡན་པ་མོའུ་དགལ་གྱི་བུ་ཆེན་པོ་དང་། ཚེ་དང་ལྡན་པ་གསུས་པོ་ཆེ་དང་། ཚེ་དང་ལྡན་པ་ཀ་པི་ན་ཆེན་པོ་དང་། ཚེ་དང་ལྡན་པ་སྐུལ་བྱེད་ཆེན་པོ་དང་། ཚེ་དང་ལྡན་པ་མ་འགགས་པ་དང་། ཚེ་དང་ལྡན་པ་གྲུམ་པོ་དང་། ཚེ་དང་ལྡན་པ་དགའ་ཡོད་དང་། ཚེ་དང་ལྡན་པ་ཀིམ་པི་ལ་དང་། ཚེ་དང་ལྡན་པ་རབ་འབྱོར་དང་། ཚེ་དང་ལྡན་པ་ནམ་གྲུ་དང་། ༄༣༦༨ཨ་༌༎ ཚེ་དང་ལྡན་པ་སེང་ལྡེང་ནགས་པ་དང་། ཚེ་དང་ལྡན་པ་བ་ཀུ་ལ་དང་། ཚེ་དང་ལྡན་པ་ལེགས་འོངས་དང་། ཚེ་དང་ལྡན་པ་དོན་ཡོད་རྒྱལ་པོ་དང་། ཚེ་དང་ལྡན་པ་ཕ་རོལ་སོན་དང་། ཚེ་དང་ལྡན་པ་ལམ་བསྟན་པ་དང་། ཚེ་དང་ལྡན་པ་ལམ་ཕྲན་བསྟན་པ་དང་། ཚེ་དང་ལྡན་པ་སྒྲ་གཅན་ཟིན་དང་། ཚེ་དང་ལྡན་པ་དགའ་བོ་དང་། དེ་དག་དང་གཞན་ཡང་མངོན་པར་ཤེས་པས་མངོན་པར་ཤེས་པ་གནས་བརྟན་ཉན་ཐོས་ཆེན་པོ་ཤ་སྟག་སྟེ་། གང་ཟག་གཅིག་མ་གཏོགས་པ་ནི་།
 tadyathā - ājñātakauṇḍinyena ca, aśvajitā ca, bāṣpeṇa ca, mahānāmnā ca, bhadrajitā ca, yaśodevena ca, vimalena ca, subāhunā ca, pūrṇamaitrāyaṇīputreṇa ca, urubilvākāśyapena ca, nadīkāśyapena ca, gayākāśyapena ca, kumārakāśyapena ca, mahākāśyapena ca, śāriputreṇa ca, mahāmaudgalyāyanena ca, mahākauṣṭhilyena ca, mahākaphilena ca, mahācundena ca, aniruddhena ca, nandikena ca, kampilena ca, subhūtinā ca, revatena ca, khadiravanikena ca, vakulena ca, svāgatena ca, amogharājena ca, pārāyaṇikena ca, patkena ca, cullapatkena ca, nandena ca, rāhulena ca, āyuṣmatānandena ca,	འདི་ལྟ་སྟེ་།
 etaiścānyaiśca abhijñātābhijñaiḥ sthavirairmahāśrāvakairekaṃ pudgalaṃ sthāpayitvā śaikṣapratidyuttarikaraṇīyaṃ yadidamāyuṣmantamānandam |	སློབ་པའི་ལམ་ལ་གོང་དུ་བྱ་བ་ཡོད་པ་ཚེ་དང་ལྡན་པ་ཀུན་དགའ་བོའོ་༎
 maitreyapūrvaṃgamaiśca saṃbahulairbodhisattvairmahāsattvaiḥ || sukhv_1 || start sukhv 2: atha khalvāyuṣmānānda utthāyāsamādekāṃsamuttarāsaṅgaṃ kṛtvā dakṣiṇaṃ jānumaṇḍalaṃ	བྱམས་པ་ལ་སོགས་པ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་མང་པོ་དང་ཡང་ཐབས་གཅིག་གོ་། དེ་ནས་ཚེ་དང་ལྡན་པ་ཀུན་དགའ་བོ་སྟན་ལས་ལངས་ཏེ་བླ་གོས་ཕྲག་པ་གཅིག་ཏུ་གཟར་ནས་པུས་མོ་ག-ཡས་པའི་ལྷ་ང་ས་ལ་། བཙུགས་ཏེ་། 
