skt	tib
 śrīmadarcaṭaviracitā || hetubinduṭīkā || || namaḥ sarvajñāya || [jinamanaskāreṇa maṅgalam |]	༄༡༨༡བ་༅་༎ རྒྱ་གར་སྐད་དུ་། ཧེ་ཏུ་བིནདུ་བི་བ་རན་། བོད་སྐད་དུ་། གཏན་ཚིགས་ཐིགས་པའི་འགྲེལ་པ་། བཅོམ་ལྡན་འདས་རྡོ་རྗེ་འཆང་བ་ལ་ཕྱག་འཚལ་ལོ་༎
 yaḥ sañjātamahākṛpo vyasaninaṃ trātuṃ samagraṃ janam,	སྐྱེ་བོའི་ཚོགས་ཀྱི་ཉོན་མོངས་སྐྱོབ་པའི་ཕྱིར་ན་ཐུགས་རྗེ་ཆེན་པོ་ཡང་དག་བསྐྱེད་བ་ཅན་༎
 puṇyajñānamayaṃ pracitya vipulaṃ hetuṃ vidhūtaśramaḥ |	བསོད་ནམས་ཡེ་ཤེས་བདག་ཉིད་རབ་ཏུ་བསགས་པ་རྒྱ་ཆེ་བ་ཡི་རྒྱུ་དག་ངལ་བ་རྣམ་པར་བསལ་༎ 
 kṛtsnajñeyavisarpi[nirmalataraprajñoda]yādriṃ śrito	ཤེས་བྱ་མ་ལུས་རབ་འབྱམས་དྲི་མ་མེད་པའི་ཤེས་རབ་འཆར་བའི་རི་བོ་ལ་བརྟེན་བསལ་༎ 
 loke hārddatamopaho jinaravirmūrdhnā namasyāmi tam || 1 ||	ནས་༎ འཇིག་རྟེན་སྙིང་གི་མུན་པ་འཇོམས་མཛད་རྒྱལ་བ་ཉི་མ་གང་ཡིན་དེ་ལ་སྤྱི་བོས་ཕྱག་འཚལ་ལོ་༎
 [dharmakīrtivacasāṃ sarasatamatvakhyāpanam |]	ཆོས་ཀྱི་གྲགས་པའི་རྣམས་ལ་ནི༎
 varaṃ hi dhārmakīrteṣu carviteṣvapi carvaṇam |	དཔྱད་ཟིན་ཀྱང་ནི་དཔྱད་པ་མཛེས་༎ རྒུན་ནི་བཙིར་བ་གྱུར་ཀྱང་ནི་༎
 niṣpīḍitāpi mṛdvī[kā nanu svādaṃ jahā]ti kim? || 2 || [svalāghavaṃ prakhyāpya granthavivaraṇapratijñā |]	མངར་བ་ཅིས་ན་འདོར་འགྱུར་རམ་༎ འགྲོ་རྣམས་ཕྱོགས་གཅིག་གང་གི་བློ་༎
 nyāyamārgatulārūḍhaṃ jagadekatra yanmatiḥ |	རིགས་ལམ་གནས་ནས་གཞལ་གྱུར་ན་༎ རྒྱལ་གྱུར་དེ་གསུང་ཟབ་མོ་གང་༎
 jayet tasya kva gambhīrā giro 'haṃ jaḍadhīḥ kva ca? || 3 ||	བདག་བློ་བླུན་པོས་ག་ལ་ཡིན་༎ དེ་ལྟ་ན་ཡང་བདག་ལས་ཀྱང༎
 tathāpi mandamatayaḥ santi matto ['pi kecana |	གང་དག་ཁ་ཅིག་བློ་དམན་པ་༎
 teṣāṃ kṛte] mayāpyeṣa hetubindurvibhajyate || 4 || [ādivākyasya prayojanaprakaṭanam |]	ཡོད་པ་རྣམས་ལ་བདག་གིས་ནི་༎ གཏན་ཚིགས་ཐིགས་པར་རྣམ་པར་དབྱེ་༎
 “parokṣe“- tyādinā prakaraṇārambhe prayojanamāha | tacca śrotṛjanapravṛttyartham iti kecit | taduktam[m-	ཁ་ཅིག་ནི་དོན་ལྐོག་ཏུ་གྱུར་པ་ལ་སོགས་པ་རབ་ཏུ་བྱེད་བ་རྩོམ་པའི་དགོས་པ་གསུངས་པ་བ་དེ་ཡང་ཉན་པའི་སྐྱེ་བོ་འཇུག་པའི་དོན་ཡིན་ནོ་ཞེས་བྱ་བ་དེ་ལ་༎ བསྟན་བཅོས་ཐམས་ཅད་ཉིད་དམ་ནི་༎
 “sarvasyaiva hi śā]strasya karmaṇo vāpi kasyacit |	ཡང་ན་བྱ་བ་འགའ་ཞིག་ལ་༎
 yāvat prayojanaṃ noktaṃ tāvat tat kena gṛhyatām ||“	ཇི་སྲིད་དགོས་པ་མ་བརྗོད་པར་༎ དེ་སྲིད་གང་གིས་གཟུང་བར་བྱ་༎ ཞེ་ན་།
 iti | tadayuktam |	དེ་ནི་མི་རིགས་ཏེ་།
 yato 'sya prakaraṇasyedaṃ prayojanamiti [pradarśane prayo]janaviśeṣaṃ prati upāyatāṃ prakaraṇasya niścityānupāye pravṛttyasambhavāt (hbṭ 2)	གང་གིས་རབ་ཏུ་བྱེད་པ་འདིའི་དགོས་པ་འདི་ཡིན་ནོ་ཞེས་བརྗོད་པས་དགོས་པའི་ཁྱད་པར་དག་གི་རབ་ཏུ་བྱེད་པ་ནི་ཐབས་སུ་ངེས་པ་ཡིན་ཏེ་། 
 prekṣāvatāṃ tadarthitayā pra[karaṇaśravaṇādau pravṛttiḥ] syāditi tadabhidhānasyārthavattā varṇyate | na caitad yuktam |	ཐབས་མ་ཡིན་པ་ལ་མི་འཇུག་པའི་ཕྱིར་དེ་དོན་དུ་གཉེར་བའི་རྟོག་པ་དང་ལྡན་པས་རབ་ཏུ་བྱེད་པ་མཉམ་པ་ལ་སོགས་པ་འཇུག་པར་འགྱུར་རོ་ཞེས་རྗོད་པར་བྱེད་པ་དོན་དང་ལྡན་པར་སྨྲ་བ་དེ་སྐད་སྟོན་པ་དེ་ནི་མི་རིགས་ཏེ་།
 yataḥ prekṣāvatāṃ pravṛttiḥ prayojanārthināṃ tadupāye tadbhāvaniścayāt |	གང་གི་ཕྱིར་རྟོག་པ་དང་ལྡན་པ་རྣམས་ཀྱིས་དགོས་པ་དོན་དུ་གཉེར་བ་རྣམས་ནི་དེའི་ཐབས་ངེས་པ་དེ་ཡོད་པ་ལས་ཡིན་ཏེ་།
 yathā kṛṣīva[lādīnāṃ sasyā]dyupāye bījādāvabījādivivekenāvadhṛtabījādibhāvānām |	དཔེར་ན་ཞིང་རྨོ་བ་ལ་སོགས་པ་རྣམས་ལོ་ཐོག་ལ་སོགས་པའི་ཐབས་ས་བོན་ལ་སོགས་པ་ས་བོན་མ་ཡིན་པ་ལས་དབེན་པའི་ས་བོན་ལ་སོགས་པ་ངེས་པར་འགྱུར་བ་བཞིན་ནོ་༎
 anyathā hyaniścitopāyānāmupeyārthināṃ pravṛttau prekṣāvattaiva hīyeta |	གཞན་དུ་ན་ཐབས་མ་ངེས་པའི་ཐབས་ལས་བྱུང་བ་དོན་དུ་གཉེར་བ་ནི་རྟོག་༄༡༨༢ཨ་༌་༎ པ་དང་ལྡན་པ་རྣམས་སྤོང་བར་འགྱུར་ཏེ་། ཐབས་ལས་བྱུང་བའམ་འབྱུང་བར་འགྱུར་བ་ལ་ཚད་མའི་བྱ་བ་མི་སྲིད་པའི་ཕྱིར་རོ་༎
 upeye tu [pramā]ṇavyāpārāsambhavādaniścaye 'pi vivecitopāyāḥ pratibandhavaikalyayorasambhave ' yogyametadvivakṣitaṃ kāryaṃ niṣpādayitum'; iti saṃ[bhāvanayā pravṛttau] prekṣāvattāto na hīyeran |	མ་ངེས་སུ་ཟིན་ཀྱང་འབྲེལ་པ་མ་ཚང་བ་མེད་བའི་ཐབས་ངེས་བར་རུང་བ་འདི་དག་བརྗོད་པར་འདོད་པའི་འབྲས་བུ་བསྒྲུབ་པར་འགྱུར་བ་སྲིད་པས་རྟོག་པ་དང་ལྡན་པ་འཇུག་པར་འགྱུར་བས་དེས་ན་ཡོངས་སུ་མི་སྤོང་ངོ་༎
 niścayaśca pramāṇādeva | na ca prayojanavākyasya prāmāṇyamasti,	ངེས་པ་ཡང་ཚད་མ་ཁོ་ནས་ཡིན་ན་དགོས་པའི་ངག་ལ་ཚད་མ་མེད་དེ་།
