skt	tib
 antarvyāptisamarthanam | oṃ namo buddhāya |	༄༣༠༩བ་༅་༎ རྒྱ་གར་སྐད་དུ་། ཨཨནཏར་བཡའ་བ་ཏི་། བོད་སྐད་དུ་། ནང་གི་ཁྱབ་པ་། འཕགས་པ་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ལ་ཕྱག་འཚལ་ལོ་༎
 iha sattvamarthakriyākāritvaṃ taditarasattvalakṣaṇāyogāt |	འདིར་ཡོད་པ་དོན་བྱ་བ་བྱེད་པ་ཡིན་ཏེ་། དེ་ལས་གཞན་ཡོད་པའི་མཚན་ཉིད་དུ་མི་རིགས་པའི་ཕྱིར་རོ་༎
 tacca kramayaugapadyābhyāṃ vyāptaṃ parasparavyavacchedalakṣaṇatvādanayoḥ |	དེ་ཡང་རིམ་དང་ཅིག་ཅར་དག་གིས་ཁྱབ་པ་ཡིན་ཏེ་། དེ་དག་ཕན་ཚུན་རྣམ་པར་གཅོད་པའི་མཚན་ཉིད་ཡིན་པ་ཉིད་ཀྱིས་ན་རྣམ་པ་གཞན་མི་སྲིད་པའི་ཕྱིར་རོ་༎ 
 prakārāntareṇa karaṇāsambhavāt | kramayaugapadye cākṣaṇikatve na staḥ |	སྐད་ཅིག་མ་མ་ཡིན་པ་ལ་རིམ་དང་ཅིག་ཅར་གྱི་དོན་བྱེད་པ་མེད་པའི་ཕྱིར་རོ་༎ དོ་༎ 
 pūrvvāparakālayoaravicalitaikasvabhāvasya karttṛtvākarttṛtve virudvadharmmadvayāyogāt |	དུས་སྔ་ཕྱིར་འགྱུར་བ་མེད་པའི་རང་བཞིན་གཅིག་པ་ནི་བྱེད་པ་པོ་ཉིད་དང་བྱེད་པ་པོ་མ་ཡིན་པ་ཉིད་འགལ་བའི་ཆོས་གཉིས་མི་རིགས་པ་ཡིན་ནོ་༎
 tatra na tāvat kramaḥ kramāṇāmekaikaṃ prati pūrvāparakālayoḥ karttṛtvākarttṛtvāpatteḥ |	དེ་ལ་རེ་ཞིག་རིམ་གྱིས་མ་ཡིན་ཏེ་། རིམ་པ་དང་བཅས་པ་རེ་རེ་དུས་སྔ་ཕྱི་ལ་བྱེད་པ་པོ་དང་བྱེད་པ་པོ་མ་ཡིན་པ་ཉིད་དུ་ཐལ་བར་འགྱུར་བའི་ཕྱིར་རོ་༎
 evaṃ sarvvakramābhāvāt kevalaṃ sakalakāryyayaugapadyamavaśiṣyate |	དེ་ལྟ་བས་ན་ཐམས་ཅད་དུ་རིམ་པ་མེད་པའི་ཕྱིར་བྱ་བ་ཐམས་ཅད་ལ་ཅིག་ཅར་འབའ་ཞིག་ཏུ་ད་ལྟར་བར་གནས་པ་ཡིན་ཏེ་།
 tatra ca sphuṭa taraḥ pūrvvāparakālayoḥ karttṛtvākartṛtvaprasaṅgaḥ |	དེ་ལ་དུས་སྔ་ཕྱིར་བྱེད་པ་པོ་ཉིད་དང་བྱེད་པ་པོ་ཉིད་མ་ཡིན་པར་ཤིན་ཏུ་འགལ་བར་ཐལ་བར་འགྱུར་རོ་༎
 virudve ca karttṛtvākarttṛtve ekadharmmiṇi na sambhavataḥ |	བྱེད་པ་པོ་ཉིད་དང་བྱེད་པ་པོ་ཉིད་མ་ཡིན་པ་འགལ་བས་ཆོས་ཅན་གཅིག་ལ་མི་སྲིད་པའི་ཕྱིར་རོ་༎ 
 ekasvabhāvaśca tāvatkālamakṣaṇika iti sidva etasmin kramayaugapadyayorayogaḥ |	ངོ་བོ་གཅིག་པ་ཡང་དུས་དེ་སྲིད་ཀྱི་བར་དུ་སྐད་ཅིག་མ་ཡིན་པའི་ཕྱིར་འདི་ལ་རིམ་དང་ཅིག་ཅར་འབྲེལ་༄༣༡༠ཨ་༌་པའི་ཕྱིར་རོ་༎ ༎ པ་མེད་པར་འགྲུབ་པོ་༎
 tadevamakṣaṇike vyāpakānupalabdhyā niṣidvaṃ sattvaṃ kṣaṇika evā[va] tiṣṭhate iti kṣaṇikatvena vyāptaṃ |	དེ་ལྟར་ན་སྐད་ཅིག་མ་མ་ཡིན་པ་ལ་ཁྱབ་པར་བྱེད་པ་མི་དམིགས་པ་ཡོད་པ་ཉིད་བཀག་པས་སྐད་ཅིག་མ་ཉིད་དུ་གནས་པའི་ཕྱིར་སྐད་ཅིག་མ་ཉིད་ཀྱིས་ཁྱབ་པ་ཡིན་ཏེ་།
 tattena vyāptaṃ yat yatra dharmmiṇi sidhyati tatra kṣaṇikatvaṃ prasādhayati | idamevedānīṃ vicāryyate | keyaṃ (kveyaṃ)	དེ་ལ་དེས་ཁྱབ་པར་ཆོས་ཅན་གང་ལ་གྲུབ་པ་དེར་སྐད་ཅིག་ཉིད་དུ་གྲུབ་པར་བྱེད་དོ་༎ ད་ནི་འདི་དཔྱད་པར་བྱ་སྟེ་།
 vyāptigrahītavyā dṛṣṭāntadharmmiṇi sādhyadharmmiṇi vā | kecidāhuḥ | dṛṣṭāntadharmmiṇyeva dhūmavat |	དཔེའི་ཆོས་ཅན་ན་མ་བསྒྲུབ་པར་བྱ་བའི་ཆོས་ཅན་གང་ལས་འདིར་ཁྱབ་པ་འཛིན་ཞེ་ན་ཁ་ཅིག་ནི་དཔེའི་ཆོས་ཅན་ལས་དུ་བ་བཞིན་ནོ་ཞེས་ཟེར་རོ་༎ 
 anyathā sādhanavaiphalyaṃ syāt | ubhayadharmmasidvi(dve) ranāntarīyakatvāt vyāptisidveḥ |	གཞན་དུ་ན་སྒྲུབ་པར་བྱེད་པའི་དོན་མེད་པའི་ཕྱིར་དང་། ཁྱབ་པ་གྲུབ་པས་ཆོས་གཉིས་གྲུབ་པ་མེད་ན་མི་འབྱུང་བའི་ཕྱིར་༎
 nahi mahānasasidvāyāmagnidhūmayorvyāptau punaragnisidvaye dhūmaliṅgamanviṣyata iti | tathāhi |	གང་གི་ཕྱིར་ཚང་བར་དུ་མེ་དང་དུ་བའི་ཁྱབ་པ་གྲུབ་བ་ན་མེ་གྲུབ་པ་ན་། ཡང་མེ་གྲུབ་པའི་ཕྱིར་རྟགས་དུ་བ་ལས་སྐྱེས་པའི་རྗེས་སུ་དཔག་པ་ཚོལ་བར་མི་བྱེད་དོ་༎ མི་འདྲ་བར་བཀོད་པ་ཡིན་ཏེ་འདི་ལྟར་།
 dṛṣṭānte gṛhyate vyāptirdharmmayostatra dṛṣṭayoḥ |	དེ་ལ་ཆོས་གཉིས་མཐོང་བ་ཡིས་༎ དཔེ་ལ་ཁྱབ་པ་འཛིན་པ་ཡིན་༎
 hetumātrasya dṛṣṭasya vyāptiḥ pakṣe tu gamyate ||	གཏན་ཚིགས་ཙམ་ནི་མཐོང་བ་ཡིས་༎ ཕྱོགས་ལ་ཁྱབ་པ་འཛིན་པ་ཡིན་༎
