skt	tib
 mss: si p|2, si p|85a; hoernle 143 s|b|38+39+mannerheim 3; sht i 374 fol| 1v (kp-si p|2)	༄༢༡༡ཨ་རྒྱ་གར་སྐད་དུ་། ཨའརྱ་ཀའ་ཤྱ་པ་པ་རི་བརྟ་ནའ་མ་མཧའ་ཡའ་ན་སའུ་ཏྲ་། བོད་སྐད་དུ་། འཕགས་པ་འོད་སྲུང་གི་ལེའུ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་། བམ་པོ་དང་པོ་། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 1 siddham* evaṃ mayā śrutam ekasmiṃ samaye bhagavān rājagṛhe viharati sma |	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་། བཅོམ་ལྡན་འདས་།
 gṛddhakūṭe parvate 2 mahatā bhikṣusaṃghena sārdham aṣṭābhir bhikṣusahasraiḥ ṣoḍaśabhiś ca bodhisatvasahasraiḥ nānābuddhakṣetrasaṃnipatitair	རྒྱལ་པོའི་ཁབ་བྱ་རྒོད་ཕུང་པོའི་རི་ལ་དགེ་སློང་༄༢༡༡བ་བརྒྱད་སྟོང་གི་དགེ་འདུན་ཆེན་པོ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སངས་རྒྱས་ཀྱི་ཞིང་སྣ་ཚོགས་ནས་འདུས་པ་ཁྲི་དྲུག་སྟོང་ཐམས་ཅད་ཀྱང་། འདི་ལྟ་སྟེ་། 
 3 ekajātiprabaddhair yadutānuttarasyāṃ samyaksambodhau |	བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་སྐྱེ་བ་གཅིག་གིས་ཐོགས་པ་ཤ་སྟག་དང་ཐབས་གཅིག་ཏུ་བཞུགས་། འདི་ལྟ་སྟེ་། ཏེ་། 
 tatra bhagavān āyuṣmantaṃ 4 mahākāśyapam āmantrayati sma |	དེའི་ཚེ་ན་ཚེ་དང་ལྡན་པ་འོད་སྲུང་ཆེན་པོ་འཁོར་དེ་ཉིད་དུ་འདུས་པར་གྱུར་ནས་འདུག་གོ༏་དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་ཚེ་དང་ལྡན་པ་འོད་སྲུང་ཆེན་པོ་ལ་བཀའ་སྩལ་པ་།
  1 catvāra ime kāśyapa dharmā bodhisatvasya prajñāpārihāṇāya 5 saṃvartante |	འོད་སྲུང་། ཆོས་བཞི་པོ་འདི་དག་ནི་བྱང་ཆུབ་སེམས་དཔའི་ཤེས་རབ་ཡོངས་སུ་ཉམས་པར་འགྱུར་བ་སྟེ་།
 katame catvāraḥ yaduta agauravo bhavati dharme ca dharmabhāṇake ca |	བཞི་གང་ཞེ་ན་། འདི་ལྟ་སྟེ་། ཆོས་དང་ཆོས་སྨྲ་བ་ལ་མི་གུས་པ་ཡིན་།
 dharmamātsaraḥ fol| 2r (kp-si p|2)	ཆོས་ལ་སེར་སྣ་བྱེད་ཅིང་ཆོས་ལ་སློབ་དཔོན་གྱི་དཔེ་མཁྱུད་བྱེད་པ་ཡིན་།
 1 ca bhavati | dharmācāryamuṣṭiñ ca karoti dharmakāmānañ ca pudgalānāṃ dharmāntarāyaṃ karoti |	ཆོས་འདོད་པའི་གང་ཟག་རྣམས་ལ་ཆོས་ཀྱི་བར་ཆད་བྱེད་ཅིང་འདུན་པ་ཟློག་པར་བྱེད་།
 vicchandayati	རྣམ་པར་འཁྲུག་པ་བྱེད་དེ་།
