skt	tib
 00104 namo buddhāya|	༄༢༣༨ཨ་༅་༎ རྒྱ་གར་སྐད་དུ་། ཧེ་ཏུ་བིན་དུ་ནའ་མ་པྲ་ཀ་ར་ན་། བོད་སྐད་དུ་། གཏན་ཚིགས་ཀྱི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ་། འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ལ་ཕྱག་འཚལ་ལོ་༎
 00105 parokṣa-artha-pratipatter anumāna-āśrayatvāt tad-vyutpādana-	དོན་ལྐོག་ཏུ་གྱུར་པ་སྒྲུབ་པའི་རྟེན་ནི་། རྗེས་སུ་དཔག་པ་ཉིད་ཡིན་པས་། དེ་བྱེ་བྲག་ཏུ་རྟོགས་པར་༄༢༣༨བ་བྱ་བའི་ཕྱིར་།
 00106 arthaṃ saṃkṣepata idam ārabhyate|	མདོར་བསྡུས་ནས་འདི་བརྩམ་མོ་༎
 00108 pakṣa-dharmas tad-aṃśena vyāpto hetus tridhā eva saḥ |	ཕྱོགས་ཆོས་དེའི་ཆས་ཁྱབ་པ་ནི་༎ གཏན་ཚིགས་དེ་ནི་རྣམ་གསུམ་ཉིད་༎
 00109 avinābhāva-niyamād hetvābhāsās tato apare ||	མེད་ན་མི་འབྱུང་ངེས་ཕྱིར་རོ་༎ གཏན་ཚིགས་ལྟར་སྣང་དེ་ལས་གཞན་༎
 00110 pakṣo dharmī,	ཕྱོགས་ནི་ཆོས་ཅན་ཏེ་།
 avayave samudāya-upacārāt| prayojana-abhāvād	ཡན་ལག་ལ་སྤྱི་ཉེ་བར་བརྟགས་པའི་ཕྱིར་རོ་༎
 00111 anupacāra iti cet, na,	གལ་ཏེ་དགོས་པ་མེད་པའི་ཕྱིར་ཉེ་བར་གདགས་པར་མི་བྱའོ་ཞེ་ན་།
 sarva-dharmi-dharma-pratiṣedha-arthatvād	མ་ཡིན་ཏེ་ཉེ་བར་གདགས་པ་ནི་ཆོས་ཅན་གྱི་ཆོས་ཐམས་ཅད་དགག་པའི་ཕྱིར་ཏེ་།
 00112 upacārasya| evaṃ hi cākṣuṣatva-ādi-parihṛtaṃ bhavati|	དེ་ལྟར་ན་མིག་གིས་གཟུང་བར་བྱ་བ་ཡིན་པའི་ཕྱིར་རོ་ཞེས་བྱ་བ་ལ་སོགས་པ་ཡོངས་སུ་སྤངས་པ་ཡིན་ནོ་༎
 00113 dharma-vacanena api dharmasya parāśrayatvād dharmy-āśraya-	གལ་ཏེ་ཆོས་ནི་གཞན་ལ་བརྟེན་པ་ཡིན་པས་ཀྱང་། རྟེན་ཆོས་ཅན་འགྲུབ་ལ་།
 00114 siddhau dharmi-grahaṇāt pratyāsatteḥ sādhya-dharmi-siddhir iti	ཆོས་ཅན་སྨོས་པས་ཀྱང་ཉེ་བ་ཡིན་པའི་ཕྱིར་། བསྒྲུབ་པར་བྱ་བའི་ཆོས་ཅན་ཡིན་པར་འགྲུབ་པོ་ཞེ་ན་། དཔེའི་ཆོས་ཅན་ཡང་ཉེ་བ་ཡིན་པའི་ཕྱིར་རོ་༎
 00115 cet, na, dṛṣṭānta-dharmiṇo api pratyāsatteḥ| tad-aṃśa-vyāptyā 00116 dṛṣṭānta-dharmiṇi sattva-siddher dharmi-vacanāt sādhya-dharmi-	དེའི་ཆོས་ཁྱབ་པས་དཔེའི་ཆོས་ཅན་ལ་ཡོད་པར་གྲུབ་པའི་ཕྱིར་༏་ཆོས་ཅན་གྱི་ཆོས་སྨོས་པས་ནི་། བསྒྲུབ་པར་བྱ་བའི་ཆོས་ཅན་ཡོངས་སུ་བསྡུས་སོ་༎
