skt	tib
 namas tāre ture vīre kṣaṇadyutinibhekṣaṇe |	༄༢༩༩བ་། །རྒྱ་གར་སྐད་དུ་། ནམ༔ཏའ་ར་ཨཨེ་ཀ་བི་ཤ་ཏི་སཏབོ༹་ཏྲ་གུ་ན་ཧི་ཏ་སའ་ཀ་། བོད་སྐད་དུ་། སྒྲོལ་མ་ལ་ཕྱག་འཚལ་ཉི་ཤུ་རྩ་གཅིག་གི་བསྟོད་པ་ཕན་ཡོན་དང་བཅས་པ་། རྗེ་བཙུན་མ་འཕགས་མ་སྒྲོལ་མ་ལ་ཕྱག་འཚལ་ལོ་༎ ཕྱག་འཚལ་སྒྲོལ་མ་མྱུར་མ་དཔའ་མོ་༎ སྤྱན་ནི་སྐད་ཅིག་གློག་དང་འདྲ་མ་༎
 trailokyanāthavaktrābjavikasatkesarodbhave || nevs_1	འཇིག་རྟེན་གསུམ་མགོན་ཆུ་སྐྱེས་ཞལ་གྱི་༎ གེ་སར་བྱེ་བ་ལས་ནི་བྱུང་མ་༎
 namas śāntasaraccandrasaṃpūrṇapaṭalānane | tāre sahasravikalpaprahasatkiraṇojjvale || nevs_2	ཕྱག་འཚལ་སྟོན་ཀའི་ཟླ་བ་ཀུན་ཏུ་༎ གང་བ་བརྒྱ་ནི་བརྩེགས་པའི་༄༣༠༠ཨ་༌༎ ཞལ་མ་༎ སྐར་མ་སྟོང་ཕྲག་ཚོགས་པ་རྣམས་ཀྱིས་༎
 namaḥ kanakanīlābjapāṇipadmavibhūṣite |	རབ་ཏུ་ཕྱེ་བའི་འོད་རབ་འབར་མ་༎ ཕྱག་འཚལ་གསེར་སྔོ་ཆུ་ནས་སྐྱེས་ཀྱི་༎ པདམས་ཕྱག་ནི་རྣམ་པར་བརྒྱན་མ་༎ སྦྱིན་པ་བརྩོན་འགྲུས་དཀའ་ཐུབ་ཞི་བ་༎
 dānavīryatapaḥkṣāntititikṣādhyānagocare || nevs_3	བཟོད་པ་བསམ་གཏན་སྤྱོད་ཡུལ་ཉིད་མ་༎
 namas tathāgatoṣṇīṣavijayānantacāriṇi |	ཕྱག་འཚལ་དེ་བཞིན་གཤེགས་པའི་གཙུག་ཏོར་༎ མཐའ་ཡས་རྣམ་པར་རྒྱལ་བར་སྤྱོད་མ་༎
 aśeṣapāramitāprāptajinaputraniṣevite || nevs_4	མ་ལུས་ཕ་རོལ་ཕྱིན་པ་ཐོབ་པའི་༎ རྒྱལ་བའི་སྲས་ཀྱིས་ཤིན་ཏུ་བསྟེན་མ་༎
 namas tuttārahūṃkārapūritāśādigantare |	ཕྱག་འཚལ་ཏུཏཏའ་ར་ཧའུམ་ཡི་གེ་། འདོད་དང་ཕྱོགས་དང་ནམ་མཁའ་གང་མ་༎
 saptalokakramākrāntā aśeṣākarṣaṇakṣaṇe || nevs_5	འཇིག་རྟེན་བདུན་པོ་ཞབས་ཀྱིས་མནན་ཏེ་༎ ལུས་པ་མེད་པར་འགུགས་པར་ནུས་མ་༎
 namaḥ śakranarabrahmamarudviśveśvarārcite |	ཕྱག་འཚལ་བརྒྱ་བྱིན་མེ་ལྷ་ཚངས་པ་༎ རླུང་ལྷ་སྣ་ཚོགས་དབང་ཕྱུག་མཆོད་མ་༎
 bhūtavetālagandharvagaṇapuraskṛte || nevs_6	འབྱུང་པོ་རོ་ལངས་དྲི་ཟ་རྣམས་དང་༎ གནོད་སྦྱིན་ཚོགས་ཀྱི་མདུན་ནས་བསྟོད་མ་༎
 namas tratritriphaṭkāre paramantrapramardani |	ཕྱག་འཚལ་ཏྲད་ཅེས་བྱ་དང་ཕཏ་ཀྱིས་༎ ཕ་རོལ་འཁྲུལ་འཁོར་རབ་ཏུ་འཇོམས་མ་༎
 pratyālīḍhapādanyāse śikhijvālākulojjvale || nevs_7	ག-ཡས་བསྐུམ་ག-ཡོན་བརྐྱང་ཞབས་ཀྱིས་མནན་ཏེ་༎ མེ་འབར་འཁྲུགས་པ་ཤིན་ཏུ་འབར་མ་༎
 namas ture mahāghore māravīravināśani |	ཕྱག་འཚལ་ཏུ་རེ་འཇིགས་པ་ཆེན་མོ་༎ བདུད་ཀྱི་དཔའ་བོ་རྣམ་པར་འཇོམས་མ་༎
 bhṛkuṭīkṛtavaktrābjasarvaduṣṭanisūdani || nevs_8	ཆུ་སྐྱེས་ཞལ་ནི་ཁྲོ་གཉེར་ལྡན་མཛད་༎ དགྲ་བོ་ཐམས་ཅད་མ་ལུས་གསོད་མ་༎
 namas triratnamudrāṅke hṛdyāṅgulivibhūṣite |	ཕྱག་༄༣༠༠བ་འཚལ་དཀོན་མཆོག་གསུམ་མཚོན་ཕྱག་རྒྱའི་༎ སོར་མོས་ཐུགས་ཀར་རྣམ་པར་བརྒྱན་མ་༎ མ་ལུས་ཕྱོགས་ཀྱི་འཁོར་ལོས་བརྒྱན་པའི་༎ རང་གི་འོད་ཀྱི་འཁོར་ལོས་བརྒྱན་པའི་༎
 bhūṣitāśeṣadikcakranikare sukulākule || nevs_9	རང་གི་འོད་ཀྱི་ཚོགས་རྣམས་འཁྲུག་མ་༎ ཕྱག་འཚལ་རབ་ཏུ་དགའ་བ་བརྗིད་པའི་༎
 namaḥ pramuditāṭopamukuṭākṣiptasāriṇi |	དབུ་རྒྱན་འོད་ཀྱི་ཕྲེང་བ་སྤེལ་མ་༎ བཞད་པ་རབ་བཞད་ཏུ་ཏུཏཏའ་ར་ཡིས་༎
 hasatprahasattuttāre māralokabhayaṃkari || nevs_10	བདུད་དང་འཇིག་རྟེན་དབང་དུ་མཛད་མ་༎
 namaḥ samantabhūpālāpātālākarṣaṇakṣaṇe |	ཕྱག་འཚལ་ས་གཞི་སྐྱོང་བའི་ཚོགས་རྣམས་༎ ཐམས་ཅད་འགུགས་པར་ནུས་མ་ཉིད་མ་༎
 bhṛkuṭikṛtahūṃkāre sarvāpadavimocani || nevs_11	ཁྲོ་གཉེར་ག-ཡོ་བའི་ཡི་གེ་ཧའུམ་གིས་༎ ཕོངས་པ་ཐམས་ཅད་རྣམ་པར་སྒྲོལ་མ་༎
 namaḥ śikhaṇḍakhaṇḍendumukuṭābharaṇojjvale |	ཕྱག་འཚལ་ཟླ་བའི་དུམ་བུས་དབུ་བརྒྱན་༎ བརྒྱན་པ་ཐམས་ཅད་ཤིན་ཏུ་འབར་མ་༎
 amitābhatathābhāre bhāsvare kiraṇadhruve || nevs_12	རལ་པའི་ཁྲོད་ན་འོད་དཔག་མེད་ལས་༎ རྟག་པར་ཤིན་ཏུ་འོད་ནི་མཛད་མ་༎ ཕྱག་འཚལ་བསྐལ་པ་མཐའ་མའི་མེ་ལྟར་༎ འབར་བའི་ཕྲེང་བའི་དབུས་ན་གནས་མ་༎ ག-ཡས་བརྐྱང་ག-ཡོན་བསྐུམ་ཀུན་ནས་བསྐོར་དགས་༎ དགྲ་ཡི་དཔུང་ནི་རྣམ་པར་འཇོམས་མ་༎
 namaḥ karatalāghātacaraṇāhatabhūtale | bhṛkuṭikṛtahūṃkārasaptapātālanāśini || nevs_13 namaḥ kalpāntahutabhugjvālāmālāntare sthite |	ཕྱག་འཚལ་ས་གཞིའི་ངོས་ལ་ཕྱག་གི་། མཐིལ་གྱིས་བསྣུན་ཅིང་ཞབས་ཀྱིས་བརྡུང་མ་༎
 ālīḍhamuditābaddharipucakravināśini || nevs_14	ཁྲོ་གཉེར་ཅན་མཛད་ཡི་གེ་ཧའུམ་གིས་༎ རིམ་པ་བདུན་པོ་རྣམས་ནི་འགེམས་མ་༎
 namaḥ śive śubhe śānte śāntanirvāṇagocare |	ཕྱག་འཚལ་བདེ་མ་དགེ་མ་ཞི་མ་༎ མྱ་ངན་འདས་ཞི་སྤྱོད་ཡུལ་ཉིད་མ་༎ སབ༹འཧའ་ཨཨོམ་དང་ཡང་དག་ལྡན་པས་༎ སྡིག་༄༣༠༡ཨ་༌༎
 svāhā praṇamya saṃyukte mahāpātakanāśini || nevs_15	པ་ཆེན་པོ་འཇོམས་པ་ཉིད་མ་༎
 namaḥ pramuditābaddharipugātraprabhedani |	ཕྱག་འཚལ་ཀུན་ནས་བསྐོར་རབ་དགའ་བའི་༎ དགྲ་ཡི་ལུས་ནི་རབ་ཏུ་འགེམས་མ་༎
 daśākṣarapādanyāse vidyāhuṃkāradīpite || nevs_16 namas ture pādāghāte huṃkārakārajīvite |	ཡི་གེ་བཅུ་པའི་དག་ནི་བཀོད་པའི་༎ རིག་པ་ཧའུམ་ལས་སྒྲོན་མ་ཉིད་མ་༎ ཕྱག་འཚལ་ཏུ་རེའི་ཞབས་ནི་བརྡབས་པས་༎ ཧའུམ་གི་རྣམ་པའི་ས་བོན་ཉིད་མ་༎
 merumaṇḍalakailāśabhūvanatrayacāraṇi || nevs_17	རི་རབ་མན་དའ་ར་དང་འབིགས་བྱེད་༎ འཇིག་རྟེན་གསུམ་རྣམས་ག-ཡོ་བ་ཉིད་མ་༎
 namaḥ surāsarākārahariṇīkakare sthite |	ཕྱག་འཚལ་ལྷ་ཡི་མཚོ་ཡི་རྣམ་པའི་༎ རི་དབ༹གས་རྟགས་ཅན་ཕྱག་ན་བསྣམས་མ་༎ ཏའ་ར་གཉིས་བརྗོད་ཕཏ་ཀྱི་ཡི་གེས་༎
 haradviruktaphaṭkāra aśeṣaviśanāśini || nevs_18	དུག་རྣམས་མ་ལུས་པར་ནི་སེལ་མ་༎
 namaḥ suragaṇayakṣāsurakinnarasevite |	ཕྱག་འཚལ་ལྷ་ཡི་ཚོགས་རྣམས་རྒྱལ་པོ་༎ ལྷ་དང་མི་འམ་ཅི་ཡིས་བསྟེན་མ་༎ ཀུན་ནས་གོ་ཆ་དགའ་བའི་བརྗིད་ཀྱིས་༎
 ābaddhamuditābhogakari duḥsvapnanāśini || nevs_19	རྩོད་དང་རྨི་ལམ་ངན་པ་སེལ་མ་༎
 namaś candrārkasaṃpūrṇa nayanadyutisvabhāsvare |	ཕྱག་འཚལ་ཉི་མ་ཟླ་བ་རྒྱས་པའི་༎ སྤྱན་གཉིས་པོ་ལ་འོད་རབ་གསལ་མ་༎ ཧར་གཉིས་བརྗོད་ཏུ་ཏཏའ་ར་ཡིས་༎
 tāra dviruktottāre viṣamajvalanāśini || nevs_20	ཤིན་ཏུ་དྲག་པོའི་རིམས་ནད་སེལ་མ་༎
 namas tritalavinyāse śivaśaktisamanvite | grahavetālayakṣādyanāśani pravare ture || nevs_21	ཕྱག་འཚལ་དེ་ཉིད་གསུམ་རྣམས་བཀོད་པས་༎ ཞི་བའི་མཐུ་དང་ཡང་དག་ལྡན་མ་༎ གདོན་དང་རོ་ལངས་གནོད་སྦྱིན་ཚོགས་རྣམས༏་༏འཇོམས་པ་ཏུ་རེ་རབ་མཆོག་ཉིད་མ་༎
 mantramūlam idaṃ stotraṃ namaskāraikaviṃśati |	རྩ་བའི་སྔགས་ཀྱི་བསྟོད་པ་འདི་དང་༎ ཕྱག་འཚལ་བ་ནི་ཉི་ཤུ་རྩ་གཅིག་༎།
 yaḥ paṭhet prāyaśo dhīmān devyā bhaktisamanvitaḥ || 1	ལྷ་མོ་ལ་གུས་ཡང་དག་ལྔ་ནི་པའི༏་༏བློ་ལྡན་གང་གིས་རབ་དད་བརྗོད་པས་༎
 so 'yaṃ vā prātar utthāya smaret sarvābhayapradaṃ |	སྲོད་དང་ཐོ་རངས་ལངས་པར་བྱས་ནས་༎ དྲན་པས་མི་འཇིགས་ཐམས་ཅད་རབ་སྟེར་༎
 sarvapāpapraśamanaṃ sarvadurgatināśanam || 2	སྡིག་པ་ཐམས་ཅད་རབ་ཏུ་ཞི་༄༣༠༡བ་བ་༎ ངན་འགྲོ་ཐམས་ཅད་འཇོམས་པ་ཉིད་དོ་༎ རྒྱལ་བ་བྱེ་བ་ཕྲག་བདུན་རྣམས་ཀྱིས་༎
 abhiṣiktobhaya tūrṇaṃ asmin mahattām āsādya |	མྱུར་དུ་དབང་ནི་བསྐུར་བར་འགྱུར་ལ་༎ འདི་ལས་ཆེ་བ་ཉིད་ནི་འཐོབ་ཅིང་༎ སངས་རྒྱས་གོ་འཕང་མཐར་ཐུག་དེར་འགྲོ་༎
 viṣaṃ tasya mahāghoraṃ smaraṇāt pralayaṃ yānti || 3	དེ་ཡི་དུག་ནི་དྲག་པོ་ཆེན་པོ་༎ བརྟན་གནས་པའམ་གཞན་ཡང་འགྲོ་བ་༎ ཟོས་པ་དང་ནི་འཐུངས་པ་ཉིད་ཀྱང་༎
 grahajvalaviṣārtānām anyeṣāṃ caiva satvānām |	དྲན་པས་རབ་ཏུ་སེལ་བ་ཉིད་ཐོབ༏་༏གདོན་དང་རིམས་དང་དུག་གིས་གཟིར་བའི་༎ སྡུག་བསྔལ་ཚོགས་ནི་རྣམ་པར་སྤང་སྟེ་༎ སེམས་ཅན་གཞན་པ་རྣམས་ལ་ཡང་ངོ་༎ གཉིས་གསུམ་བདུན་དུ་མངོན་པར་བརྗོད་ན་༎
 putrakāmo labhet putraṃ sarvakāmān avāpnoti || 4 saptābhir jinakoṭibhiḥ so 'nte bauddhapadaṃ vrajet | sthāvaraṃ vātha jaṅgamaṃ sāḍ idaṃ pīḍam eva ca || 5 paramārtivināśanaṃ dvitrisaptābhivartinām |	བུ་འདོད་པས་ནི་བུ་ཐོབ་འགྱུར་ཞིང་༎ ནོར་འདོད་པས་ནི་ནོར་རྣམས་ཉིད་འཐོབ་༎ འདོད་པ་ཐམས་ཅད་ཐོབ་པར་འགྱུར་ཏེ་༎
