skt	tib
 sarvatathāgatādhiṣṭhāna-vyūham sūtram	༄༤༡༦ཨ་རྒྱ་གར་སྐད་དུ་། ཨའརྱ་སརྦ་ཏ་ཐའ་ག་ཏའ་དྷཤཐའི་ན་སཏབ༹འ་བ་ལོ་ཀེ་ན་བུདདྷ་ཀཤེ་ཏྲེ་ནི་རྡེ་ཤ་ན་བཡའུ་ཧ་ནའ་མ་མ་ཧའ་ཡའ་ན་སའུ་ཏྲ་། བོད་སྐད་དུ་། འཕགས་པ་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་བྱིན་གྱི་རླབས་སེམས་ཅན་ལ་གཟིགས་ཤིང་སངས་རྒྱས་ཀྱི་ཞིང་གི་བཀོད་པ་ཀུན་ཏུ་སྟོན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎ འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་།
 evaṃ mayā śrutamekasmin samaye potalakaparvate āryāvalokiteśvarāyatane divyamaṇiratnaśrīindranīlamaye puṣpasaṃstṛte devasiṃhāsane bhagavān sārdhaṃ mahatā bhikṣusaṅghena pañcamātrairbhikṣuśataiḥ sarvairarhadbhiḥ kṣīṇāsravaiścetovaśitāprāptaiḥ saddharmapāraṃgataiśca sārdhaṃ bodhisattvaiḥ	བཅོམ་ལྡན་འདས་རི་གྲུ་འཛིན་ན་འཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་གི་གནས་ལྷའི་ནོར་བུ་རིན་པོ་ཆེ་དཔལ་གྱི་སྙིང་པོ་དང་། མེ་ཏོག་རྒྱས་པ་དང་། ལྷའི་སེངགེའི་ཁྲི་བཀོད་པ་ན་དགེ་སློང་ལྔ་བརྒྱ་ཙམ་གྱི་དགེ་སློང་གི་དགེ་འདུན་ཆེན་པོ་ཐམས་ཅད་ཀྱང་དགྲ་བཅོམ་པ་། ཟག་པ་ཟད་པ་།
 sarvaiḥ mahākaruṇājñānaprāptaiḥ sarvaiḥ ekajātipratibaddhairdvijātibhyāṃ ca trijātibhirdaśajātibhirviśatijātibhistriṃśajjātibhiḥ	སེམས་ཐམས་ཅད་ཀྱི་དབང་གི་དམ་པའི་ཕ་རོལ་ཏུ་སོན་པ་ཤ་སྟག་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ཀྱང་སྙིང་རྗེ་ཆེན་པོའི་ཤེས་པ་ལ་གནས་པ་། ཐམས་ཅད་ཀྱང་སྐྱེ་བ་གཅིག་གིས་ཐོགས་པ་དང་། སྐྱེ་བ་གཉིས་དང་། སྐྱེ་བ་གསུམ་དང་། སྐྱེ་བ་བཅུ་དང་། སྐྱེ་བ་ཉི་ཤུ་དང་། སྐྱེ་བ་སུམ་ཅུ་དང་། སྐྱེ་བ་བརྒྱའི་བར་དག་གིས་༄༤༡༦བ་ཐོགས་པ་།
 śatajātibhirvā pratibaddhaiḥ sarvaiḥ aṣṭaphalaprāptairdaśabhūmisthitaiḥ tad yathā	ཐམས་ཅད་ཀྱང་ས་བརྒྱད་པ་དང་། ས་བཅུ་པ་ལ་གནས་པ་ཤ་སྟག་སྟེ་།
 āryāvalokiteśvareṇa maṃjuśriyāvimalaketunā ratnaśriyā vajraketunā vimalaprabheṇa candanena amṛtaketunā evaṃpramukhaiḥ saptaśataiḥ bodhisattvaiḥ sārdham upāsakopāsikābhiḥ sarvaiśca vyākṛtaiḥ samādhiprāptaiḥ nānālokadhātubhiḥ sannipatitaiḥ pañcasahasraiḥ	འཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་དང་། འཇམ་དཔལ་དང་། དྲི་མེད་ཏོག་དང་། ནོར་དཔལ་དང་། གློག་གི་ཏོག་དང་། དྲི་མེད་འོད་དང་། ཙནདན་དང་། བདུད་རྩིའི་ཏོག་ལ་སོགས་པ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བདུན་བརྒྱ་དང་། དགེ་བསྙེན་དང་། དགེ་བསྙེན་མ་ཐམས་ཅད་ཀྱང་ལུང་བསྟན་པ་དང་ལྡན་པ་། ཏིང་ངེ་འཛིན་ཐོབ་པ་།
 sarvaiḥ gandharvaśatasahasraiḥ pūrvabuddhaparyupāsitaiḥ	འཇིག་རྟེན་གྱི་ཁམས་ཐ་དད་པ་ནས་འདུས་པ་ལྔ་སྟོང་དང་། ལྷ་དང་། ཀླུ་དང་། གནོད་སྦྱིན་དང་། དྲི་ཟ་ཐམས་ཅད་ཀྱང་སྔོན་གྱི་སངས་རྒྱས་ལ་བསྙེན་བཀུར་བྱས་པ་།
 tathāgataprātihāryadṛṣṭaiḥ sārdhaṃ sarvābhiḥ mahāyakṣiṇībhiḥ bodhisattvajñānaprāptābhiḥ	དེ་བཞིན་གཤེགས་པའི་ཆོ་འཕྲུལ་མཐོང་བ་བརྒྱ་སྟོང་དང་། གནོད་སྦྱིན་མོ་ཆེན་མོ་ཐམས་ཅད་ཀྱང་བྱང་ཆུབ་སེམས་དཔའི་ཡེ་ཤེས་ཐོབ་པ་ལུང་བསྟན་པ་ཐོབ་པ་། 
 vyākaraṇaprāptābhiravaivartikābhiḥ anaupamyayā vimalaprabhayā ca prabhāvatyā bhīmaśriyā yakṣiṇyā ca evaṃpramukhābhiraśītyā mahāyakṣiṇībhiḥ | śatakratubrahmavaiśravaṇa dhṛtarāṣṭravirūḍhakavirūpākṣamaṇibhadraputrapūrṇabhadrāḥ etaiśca lokapālaiḥ sārdhaṃ niṣaṇṇo 'bhūt |	ཕྱིར་མི་ལྡོག་པ་དཔེ་མེད་མ་དང་། དྲི་མེད་འོད་དང་། འོད་ཅན་མ་དང་། འཇིགས་བྱེད་མ་དང་། དཔལ་ལྡན་མ་དང་། འཕྲོག་མ་དང་། དུང་ཅན་མ་ལ་སོགས་པ་གནོད་སྦྱིན་མོ་ཆེན་མོ་བརྒྱད་ཅུ་དང་། བརྒྱ་བྱིན་དང་། ཚངས་པ་དང་། རྣམ་ཐོས་ཀྱི་བུ་དང་། ཡུལ་འཁོར་སྲུང་དང་། འཕགས་སྐྱེས་པོ་དང་། མིག་མི་བཟང་དང་། ནོར་བུ་བཟང་པོའི་བུ་དང་། གང་པ་བཟང་པོ་ལ་སོགས་པ་འཇིག་རྟེན་སྐྱོང་བ་ཐམས་ཅད་ཀྱི་བར་དག་དང་ཐབས་ཅིག་ཏུ་བཞུགས་སོ་༎ 
 atha taiḥ sarvaistathāgataṃ siṃhāsananiṣaṇṇaṃ jñātvā svakasvakaiḥ kuśalamūlaistathāgataṃ	དེ་ནས་དེ་དག་ཐམས་ཅད་ཀྱིས་དེ་བཞིན་གཤེགས་པ་སེངགེའི་ཁྲི་ལ་༄༤༡༧ཨ་༌༎ བཞུགས་པར་རིག་ནས་རང་རང་གི་དགེ་བའི་རྩ་བ་དག་གིས་དེ་བཞིན་གཤེགས་པ་ལ་ལྷའི་རྒྱན་དང་། 
 divyālaṃkāravastrapuṣpamālyadhūpavilepanavādyaśabdena mānitaḥ pūjitaḥ śatasahasrakoṭiśaḥ	ན་བཟའ་དང་། མེ་ཏོག་དང་། མེ་ཏོག་ཕྲེང་དང་། སྤོས་དང་། བྱུག་པ་དང་། རོལ་མོའི་སྒྲ་རྣམས་ཀྱིས་མཆོད་པར་བྱས་། རི་མོར་བྱས་སོ་༎ ཁ་ཅིག་གིས་ལན་འབུམ་ཕྲག་དུ་མར་བསྐོར་བ་བྱས་ཏེ་བསྟོད་དོ་༎
