skt	tib
 (vaidya 95) kauśikaprajñāpāramitāsūtram | namo sarvabuddhabodhisattvebhyaḥ ||	༄༤༧༥བ་། །རྒྱ་གར་སྐད་དུ་། ཨའརྱ་ཀོཨོ་ཤི་ཀ་པྲཛཉའ་པའ་ར་མི་ཏའ་། བོད་སྐད་དུ་། འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཀོཨོ་ཤི་ཀ་ཞེས་བྱ་བ་། སངས་རྒྱས་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 evaṃ mayā śrutam |	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་།
 ekasmin samaye bhagavān rājagṛhe viharati sma gṛdhrakūṭe parvate mahatā bhikṣusaṃghena sārdhamanekaiśca bodhisattvaśatasahasraiḥ sarvaiḥ kumārabhūtaiḥ	བཅོམ་ལྡན་འདས་རྒྱལ་པོའི་ཁབ་ན་། བྱ་རྒོད་ཀྱི་ཕུང་པོའི་རི་ལ་དགེ་སློང་གི་དགེ་འདུན་ཆེན་པོ་དང་། བྱང་ཆུབ་སེམས་དཔའ་འབུམ་༄༤༧༦ཨ་༌༎ ཕྲག་དུ་མ་ཐམས་ཅད་ཀྱང་གཞོན་ནུར་གྱུར་པ་ཤ་སྟག་དང་ཐབས་གཅིག་ཏུ་བཞུགས་སྟེ་།
 tatra khalu bhagavān śakraṃ devānāmindramāmantrayate sma ||	དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་ལྷའི་དབང་པོ་བརྒྱ་བྱིན་ལ་བཀའ་སྩལ་པ་། ཀོཨོ་ཤི་ཀ་།
 ayaṃ kauśika prajñāpāramitāyāḥ arthaḥ - prajñāpāramitā na dvayena draṣṭavyā na advayena |	དེ་ལ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་དོན་ནི་འདི་ཡིན་ཏེ་། ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ནི་གཉིས་སུ་བལྟ་བར་མི་བྱ་། གཉིས་མ་ཡིན་པར་ཡང་མ་ཡིན་།
 na nimittato na animittataḥ |	མཚན་མར་མ་ཡིན་། མཚན་མ་མ་ཡིན་པར་ཡང་མ་ཡིན་། བླང་བར་མ་ཡིན་།
 na āyūhato na nirāyūhataḥ |	དོར་བར་མ་ཡིན་།
 notkṣepato na prakṣepataḥ |	བསྣན་པར་མ་ཡིན་། བསྣན་པ་མེད་པར་ཡང་མ་ཡིན་།
 na saṃkleśato na asaṃkleśataḥ |	ཀུན་ནས་ཉོན་མོངས་པར་མ་ཡིན་། ཀུན་ནས་ཉོན་མོངས་པ་མ་ཡིན་པར་ཡང་མ་ཡིན་། རྣམ་པར་བྱང་བ་མ་ཡིན་།
 na vyavadānato na avyavadānataḥ |	རྣམ་པར་བྱང་བ་མ་ཡིན་པར་ཡང་མ་ཡིན་། སྤང་བར་མ་ཡིན་།
