skt	tib
 rāṣṭrapālaparipṛcchā namaḥ sarvabuddhabodhisattvāryaśrāvakapratyekabuddhebhyaḥ || nidānaparivartaḥ prathamaḥ |	༄༤༥༨བ་། །རྒྱ་གར་སྐད་དུ་། ཨའ་རྱ་རའཤཏ་པའ་ལ་པ་རི་པྲི་ཙཚ་ནའ་མ་མ་ཧའ་ཡའ་ན་སའུ་ཏྲ་། བོད་སྐད་དུ་། འཕགས་པ་ཡུལ་འཁོར་སྐྱོང་གིས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་། བམ་པོ་དང་པོ་། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 evaṃ mayā śrutam |	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་།
 ekasmin samaye bhagavān rājagṛhe viharati sma gṛdhrakūṭe parvate mahatābhikṣusaṃghena sārdhamardhatrayodaśabhirbhikṣuśataiḥ pañcabhiśca bodhisattvasahasraiḥ,	བཅོམ་ལྡན་འདས་རྒྱལ་པོའི་ཁབ་ན་བྱ་རྒོད་ཀྱི་ཕུང་པོའི་རི་ལ་དགེ་སློང་སྟོང་ཉིས་བརྒྱ་ལྔ་བཅུའི་དགེ་སློང་གི་དགེ་འདུན་ཆེན་པོ་དང་། བྱང་ཆུབ་སེམས་དཔའ་ལྔ་སྟོང་ཐམས་ཅད་ཀྱང་སྤོབས་པ་ཐོགས་པ་མེད་པ་། བཟོད་པ་ཐོབ་པ་། བདུད་དང་ཕྱིར་རྒོལ་བ་བཅོམ་པ་།
 sarvairasaṅgapratibhānaiḥ kṣāntipratilabdhairnihatamārapratyarthikaiḥ sarvabuddhadharmātyāsannībhūtairekahātipratibaddhairdharaṇīpratilabdhaiḥ	སངས་རྒྱས་ཀྱི་ཆོས་ཐམས་ཅད་ལ་ཤིན་ཏུ་ཉེ་བར་གྱུར་པ་། སྐྱེ་བ་གཅིག་གིས་ཐོགས་པ་། གཟུངས་ཐོབ་པ་། ཏིང་ངེ་འཛིན་ཐོབ་པ་། སྤོབས་པ་མཐའ་ཡས་པ་ཐོབ་པ་།
 samādhipratilabdhairanantapratibhānapratilabdhairasaṅgavaiśāradyapratirṛddhivaśitāparamapāramiprāptairyāvatsarvaguṇavarṇaparyādattaiḥ | tadyathā - samantabhadreṇa ca nāma bodhisattvena mahāsattvena, samantanetreṇa ca bodhisattvena mahāsattvena, samantāvalokitena ca samantaraśminā ca samantaprabheṇa ca uttaramatinā ca vardhamānamatinā ca anantamatinā ca vipulamatinā ca akṣayamatinā ca dharaṇīdhareṇa ca jagatīṃdhareṇa ca jayamatinā ca viśeṣamatinā ca dhāraṇīśvararājena ca bodhisattvena mahāsattvena | mañjuśrīpramukhaiśca ṣaṣṭibhiranupamacittaiḥ bhadrapālapūrvaṃgamaiśca ṣoḍaśabhiḥsatpuruṣaiḥ bramhaṇā ca sahāṃpatinā śakreṇa ca devānāmindreṇa caturbhiśca lokapālaiḥ susīmena ca devaputreṇa susthitamatinā ca devaputreṇa sarvaiśca devendrairnāgendaiḥ kinnarendrairgandharvendrairyakṣendrairasurendrairgaruḍendraiḥ sarvairanekajātiśatasahasraparivāraistatraiva parṣadi saṃnipatitaiḥ saṃniṣaṇṇaiḥ ||	མི་འཇིགས་པ་ཐོགས་པ་མེད་པ་ཐོབ་པ་། རྫུ་༄༤༥༩ཨ་༌༎ འཕྲུལ་གྱི་སྟོབས་དང་། དབང་དམ་པའི་ཕ་རོལ་ཏུ་སོན་པ་ནས་ཡོན་ཏན་གྱི་ཚོགས་ཐམས་ཅད་ཟད་མི་ཤེས་པ་ཤ་སྟག་ལ་འདི་ལྟ་སྟེ་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཀུན་ཏུ་བཟང་པོ་དང་། ཀུན་ཏུ་མིག་དང་། ཀུན་ཏུ་ལྟ་བ་དང་། ཀུན་ཏུ་འོད་ཟེར་དང་། ཀུན་ཏུ་འོད་དང་། བློ་གྲོས་མཆོག་དང་། བློ་གྲོས་འཕེལ་དང་། བློ་གྲོས་མཐའ་ཡས་དང་། བློ་གྲོས་རྒྱ་ཆེན་དང་། བློ་གྲོས་མི་ཟད་པ་དང་། ས་འཛིན་དང་། འགྲོ་བ་འཛིན་དང་། རྒྱལ་བའི་བློ་གྲོས་དང་། ཁྱད་པར་བློ་གྲོས་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་གཟུངས་ཀྱི་དབང་ཕྱུག་གི་རྒྱལ་པོ་དང་། འཇམ་དཔལ་ལ་སོགས་པ་སེམས་དཔའ་དཔེ་མེད་དྲུག་ཅུ་དང་། བཟང་སྐྱོང་ལ་སོགས་པ་སྐྱེས་བུ་དམ་པ་བཅུ་དྲུག་དང་། མི་མཇེད་ཀྱི་བདག་པོ་ཚངས་པ་དང་། ལྷའི་དབང་པོ་བརྒྱ་བྱིན་དང་། འཇིག་རྟེན་སྐྱོང་བ་བཞི་དང་། ལྷའི་བུ་མཚམས་བཟང་དང་། ལྷའི་བུ་བློ་གྲོས་ལེགས་གནས་དང་། ལྷའི་དབང་བོ་ཐམས་ཅད་དང་། ཀླུའི་དབང་པོ་དང་། མི་འམ་ཅིའི་དབང་པོ་དང་། དྲི་ཟེའི་དབང་པོ་དང་། གནོད་སྦྱིན་གྱི་དབང་པོ་དང་། ལྷ་མ་ཡིན་གྱི་དབང་པོ་དང་། ནམ་མཁའ་ལྡིང་གི་དབང་པོའི་འཁོར་བརྒྱ་སྟོང་དུ་མ་ཡོད་པ་༄༤༥༩བ་ཐམས་ཅད་དང་། འཁོར་དེ་ཉིད་དུ་འདུས་ཏེ་འཁོད་པ་རྣམས་དང་ཐབས་ཅིག་ཏུ་བཞུགས་སོ་༎
 atha khalu bhagavān śrīgarbhasiṃhāsane saṃniṣaṇṇo merurivābhyudgataḥ sarvaparṣanmaṇḍalāt,	དེ་ནས་བཅོམ་ལྡན་འདས་དཔལ་གྱི་སྙིང་པོའི་སེངགེའི་ཁྲི་ལ་བཞུགས་ཏེ་། ལྷུན་པོ་ལྟར་འཁོར་གྱི་དཀྱིལ་འཁོར་ཐམས་ཅད་ལས་ནི་། མངོན་པར་འཕགས་།
 sūrya iva sarvalokamavabhāsayan,	ཉི་མ་ལྟར་འཇིག་རྟེན་ཐམས་ཅད་ལ་ནི་། སྣང་།
 candra iva sarvajagadavabhāsayan,	ཟླ་བ་ལྟར་འགྲོ་བ་ཐམས་ཅད་ལ་ནི་། སྣང་བར་མཛད་།
 bramheva praśāntavihārī,	ཚངས་པ་ལྟར་རབ་ཏུ་ཞི་བར་ནི་། བཞུགས་།
 śakra iva durāsadakāyaḥ,	བརྒྱ་བྱིན་ལྟར་སྐུ་ནི་། བསྙེན་པར་དཀའ།
