skt	tib
 (vn 3) vādanyāyaḥ nigrahasthānalakṣaṇam	༄༣༢༦བ་༅་༎ རྒྱ་གར་སྐད་དུ་། བའ་ད་ནྱ་ཡ་ནའ་མ་པྲ་ཀ་ར་ན་། བོད་སྐད་དུ་། རྩོད་པའི་རིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ་། བཅོམ་ལྡན་འདས་འཇམ་པའི་རྡོ་རྗེ་ལ་ཕྱག་འཚལ་ལོ་༎
 1| nyāyavādinamapi vādeṣu asadvyavasthopanyāsaiḥ śaṭhā nigṛhṇanti, tanniṣedhārthamidamārabhyate | asādhanāṅga gavacanamadoṣodbhāvanaṃ dvayoḥ |	རྩོད་པ་དག་ལ་རིགས་པ་སྨྲ་བ་རྣམས་ཀྱང་ཡང་དག་པ་མ་ཡིན་པའི་རྣམ་པར་གཞག་པ་ཉེ་བར་དགོད་པའི་སྒོ་ནས་ག-ཡོ་སྒྱུ་ཅན་ཚར་གཅོད་པར་བྱེད་པའི་ཕྱིར་དེ་སུན་དབྱུང་བའི་དོན་དུ་འདི་བརྩམས་སོ་༎ སྒྲུབ་པའི་ཡན་ལག་མི་བརྗོད་ཅིང་༎ སྐྱོན་མི་བརྗོད་པ་གཉིས་པོ་དག་། 
 nigrahasthānam,	ཚར་གཅད་པ་ཡི་གནས་ཡིན་གྱི་༎
 anyatu na yuktamiti neṣyate ||	གཞན་ནི་མི་རིགས་ཕྱིར་མི་འདོད་༎ སྒྲུབ་པ་ནི་འདོད་པའི་དོན་སྒྲུབ་པའོ་༎
 iṣṭasyārthasya siddhiḥ sādhanam| tasya nirvartakam aṅgam| tasya avacanaṃ tasyāṅgasyānuccāraṇaṃ vādino nigrahādhikaraṇam:	དེའི་སྒྲུབ་པར་བྱེད་པ་ནི་ཡན་ལག་གོ་༎ དེ་བརྗོད་པ་ནི་སྒྲུབ་པའི་ཡན་ལག་བརྗོད་པའོ་༎ དེ་མི་བརྗོད་པའི་རྒོལ་བ་ནི་ཚར་བཅད་པའི་གནས་ཡིན་ནོ་༎
 tadabhyupagamya apratibhayā tūṣṇīmbhāvāt |	དེ་ཁས་བླངས་ནས་རྒོལ་བ་ནི་སྤོབས་པ་མེད་པས་མི་སྨྲ་བར་འདུག་པའི་ཕྱིར་རམ་།
 sādhanāṅgasyāsamarthanād vā || (vn 4) 2| [svabhāvahetau sādhanāṅgasamarthanam]	སྒྲུབ་པའི་ཡན་ལག་ལ་ནུས་པ་མེད་པའི་ཕྱིར་རོ་༎
 trividhameva hi liṅgamapratyakṣasya siddheraṅgam - svabhāvaḥ, kāryam,	རྟགས་རྣམ་པ་གསུམ་ཉིད་ནི་མངོན་སུམ་མ་ཡིན་པ་སྒྲུབ་པའི་ཡན་ལག་སྟེ་།
 anupalambhaśca |	རང་བཞིན་དང་། འབྲས་བུ་དང་། མི་དམིགས་པའོ་༎ དེ་ལ་ནུས་པ་ནི་།
 tasya samarthanaṃ sādhyena vyāptiṃ prasādhya dharmiṇi bhāvasādhanam |	བསྒྲུབ་༄༣༢༧ཨ་༌་༎ པར་བྱ་བས་ཁྱབ་པ་རབ་ཏུ་བསྒྲུབས་ནས་། ཆོས་ཅན་ལ་ཡོད་པ་སྒྲུབ་པར་བྱེད་པ་སྟེ་།
 yathā 'yat sat kṛtakaṃ vā, tat sarvamanityam,	འདི་ལྟར་གང་ཡོད་པའམ་བྱས་པ་དེ་ཐམས་ཅད་མི་རྟག་པ་སྟེ་།
 yathā ghaṭādiḥ,	དཔེར་ན་བུམ་པ་ལ་སྩོགས་པ་ལྟ་བུའོ་༎
 san kṛtako vā śabdaḥ'; iti |	སྒྲ་ཡང་ཡོད་པའམ་བྱས་པའོ་ཞེས་བྱ་བ་ལྟ་བུའོ་༎
 3| atrāpi na kaścit kramaniyamaḥ,	འདི་ལ་ཡང་གོ་རིམས་ཀྱི་ངེས་པ་འགའ་ཡང་ཡོད་པ་མ་ཡིན་ཏེ་།
 iṣṭārthasiddherubhayatrāviśeṣāt |	འདོད་པའི་དོན་སྒྲུབ་པར་གཉི་ག་བྱེ་བྲག་མེད་པའི་ཕྱིར་རོ་༎
 yasmād dharmiṇi prāk sattvaṃ prasādhya paścādapi vyāptiḥ prasādhyata eva |	ཆོས་ཅན་ལ་དང་པོར་ཡོད་པ་ཉིད་རབ་ཏུ་བསྒྲུབས་ནས་། ཕྱིས་ཀྱང་ཁྱབ་པ་རབ་ཏུ་བསྒྲུབས་པ་ཉིད་ནི་།
 yathā - ''san śabdaḥ kṛtako vā, yaścaivaṃ sa sarvo 'nityaḥ,	དཔེར་ན་སྒྲ་ནི་ཡོད་པའམ་བྱས་པ་ཡིན་ལ་དེ་ལྟ་བུ་གང་ཡིན་པ་དེ་ཐམས་ཅད་ནི་མི་རྟག་པ་ཡིན་ཏེ་།
 yathā - ghaṭādiḥ'; iti |	དཔེར་ན་བུམ་པ་ལ་སོགས་པ་ལྟ་བུའོ་༎
 (vn 5) 4| atra vyāptisādhanaṃ viparyaye bādhakapramāṇopadarśanam |	འདིར་ཁྱབ་བ་སྒྲུབ་པར་བྱེད་པ་ནི་བསྒྲུབ་པར་བྱ་བ་ལ་བཟློག་པ་ལ་གནོད་པ་ཅན་གྱི་ཚད་མ་ཉེ་བར་བསྟན་པ་སྟེ་།
 yadi na sarvaṃ sat kṛtakaṃ vā pratikṣaṇavināśi syād,	གལ་ཏེ་དངོས་པོ་ཡོད་པའམ་། བྱས་པ་ཐམས་ཅད་སྐད་ཅིག་མ་རེ་རེ་ལ་འཇིག་པར་མ་གྱུར་ན་།
