skt	tib
 ratnaguṇasaṃcayagāthā | oṃ namo bhagavatyai āryaprajñāpāramitāratnaguṇasaṃcayagāthāyai | namo āryamañjuśriye |	༄༡༨༩ཨ་། །རྒྱ་གར་སྐད་དུ་། ཨའརྱ་པྲ་ཛཉའ་པ་ར་མི་ཏ་སཉཙ་ཡ་ག་ཐའ་། བོད་སྐད་དུ་། འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྡུད་པ་ཚིགས་སུ་བཅད་པ་། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 1 atha khalu bhagavāṃstāsāṃ catasṛṇāṃ parṣadāṃ saṃpraharṣaṇārthaṃ punarapīmāṃ prajñāpāramitāṃ paridīpayamānastasyāṃ velāyāmimā gāthā abhāṣata	དེ་ནས་ཡང་བཅོམ་ལྡན་འདས་ཀྱིས་འཁོར་བཞི་པོ་དེ་དག་ཡང་དག་པར་རབ་ཏུ་དགའ་བར་མཛད་པའི་ཕྱིར་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་འདི་སྟོན་ཅིང་། དེའི་ཚེ་ཚིགས་སུ་བཅད་པ་འདི་བཀའ་སྩལ་ཏོ་༎ དགའ་དང་གུས་དང་དད་པའི་མཆོག་ནི་ཉེར་བཞག་སྟེ་༎
 para prema gaurava prasāda upasthapitvā prajahitva āvaraṇa kleśamalātikrāntāḥ | śṛṇutā jagārthamabhiprasthita sura(vra?) tānāṃ prajñāya pāramita yatra caranti śūrāḥ || rgs_1|1 ||	སྒྲིབ་པ་ཉོན་མོངས་བསལ་ནས་དྲི་མ་ལས་འདས་པ་༎ འགྲོ་དོན་མངོན་ཞུགས་དེས་པའི་ཤེས་རབ་ཕ་རོལ་ཕྱིན་༎ གང་ལ་དཔའ་རྣམས་སྤྱོད་པ་དེ་ནི་མཉན་པར་གྱིས་༎
 yāvanti nadya pravahantiha jambudvīpe phala puṣpa auṣadhā(dhi) vanaspati rohayanti |	འཛམ་བུའི་གླིང་འདིར་ཆུ་ཀླུང་ཇི་སྙེད་ཅིག་འབབ་ཅིང་༎ མེ་ཏོག་འབྲས་ལྡན་སྨན་དང་ནགས་ཚལ་སྐྱེད་བྱེད་པ་༎
 bhūja(ta) gajendranāgapatiniśrayanovata(na) sya(?)	མ་དྲོས་གནས་པའི་ཀླུ་དབང་ཀླུ་བདག་བརྟེན་གནས་ཏེ་༎
 tasyānubhāvaśriya sābhu jagādhipasya || rgs_1|2 ||	དེ་ནི་ཀླུ་ཡི་བདག་པོ་དེ་ཡི་མཐུ་དཔལ་ཡིན་༎
 yāvanti dharma jinaśrāvaka deśayanti bhāṣanti yuktisahitāṃśca udīrayanti | paramārthasaukhyakriya tatphalaprāptitā ca sarvo ayaṃ puruṣakāru tathāgatasya || rgs_1|3 ||	རྒྱལ་བའི་ཉན་ཐོས་པ་དག་ཇི་སྙེད་ཆོས་སྟོན་དང་༎ འཆད་དང་རིགས་པ་དག་དང་ལྡན་པར་བརྗོད་པ་དང་༎ མཆོག་འཕགས་༄༡༨༩བ་བདེ་བ་བྱེད་དང་དེ་ཡི་འབྲས་ཐོབ་པ་༎ དེ་དག་ཀུན་ཀྱང་དེ་བཞིན་གཤེགས་པའི་སྐྱེས་བུའི་མཐུ་༎
 kiṃ kāraṇaṃ ya jina bhāṣati dharmanetrīṃ tatrābhiśikṣita nararṣabhaśiṣyabhūtāḥ | sākṣātkaritva yatha śikṣita deśayanti buddhānubhāva puna ātmabalānubhāvā || rgs_1|4 ||	ཅི་ཕྱིར་ཞེ་ན་རྒྱལ་བའི་ཆོས་ཚུལ་གང་བསྟན་པ་༎ དེ་ལ་མི་མཆོག་སློབ་མར་གྱུར་པས་མངོན་བསླབ་ཅིང་༎ མངོན་སུམ་བྱས་ནས་བསླབ་པ་ཇི་བཞིན་སྟོན་བྱེད་དེ་༎
 yasminna prajñavarapāramitopalabdhiḥ na ca bodhisattvaupalabdhi na cittabodheḥ |	སངས་རྒྱས་མཐུས་བྱེད་རང་གི་སྟོབས་ཀྱི་མཐུས་མ་ཡིན་༎ གང་ལ་ཤེས་རབ་ཕ་རོལ་ཕྱིན་མཆོག་མི་དམིགས་ཤིང་༎
 evaṃ śruṇitva na ca muhyati nāsti trāso so bodhi(sa)	བྱང་ཆུབ་སེམས་དཔའ་མི་དམིགས་བྱང་ཆུབ་སེམས་མི་དམིགས་༎ དེ་སྐད་ཐོས་ནས་རྨོངས་པ་མེད་ཅིང་སྐྲག་མེད་པ་༎
