 विनीतदेवकृता सन्तानान्तरसिद्धिटीका [मूलसहिता] बुद्धिपूर्वां क्रियां दृष्ट्वा स्वदेहे ऽन्यत्र तद्ग्रहात् । ज्ञायते यदि धीश्चित्तमात्रे ऽप्येष नयः समः ॥	༄༣༥ཨ་༅་༎ རྒྱ་གར་སྐད་དུ་། སནཏ་ནནཏ་ན་སིདདྷི་ཏའི་ཀའ་། བོད་སྐད་དུ་། རྒྱུད་གཞན་གྲུབ་པའི་འགྲེལ་བཤད་། དཔལ་འཇམ་པའི་དབྱངས་ལ་ཕྱག་འཚལ་ལོ་༎
 चित्तमात्रमिदं सर्वमुक्तवान् यो जगद्गुरुः ।	འགྲོ་བའི་བླ་མ་གང་ཞིག་གིས་༎ འདི་ཀུན་སེམས་ཙམ་དུ་གསུང་སྤ་༎
 सन्तानान्तरसिद्धस्तं प्रणिपत्य विविच्यते ॥	དེ་ལ་རབ་ཏུ་ཕྱག་འཚལ་ནས་༎ རྒྱུད་གཞན་གྲུབ་པ་དབྱེ་བར་བྱ་༎
 बुद्धिपूर्वां क्रियाम् इत्यादिश्लोकेनास्य प्रकरणस्याभिधेयसम्बन्धप्रयोजनानि दर्शितानि ।	རང་ལུས་བློ་སྔོན་ཞེས་བྱ་བ་ལ་སོགས་པའི་ཚིགས་སུ་བཅད་པ་འདིས་ནི་རབ་ཏུ་བྱེད་པ་འདིའི་འགྲེལ་པ་དང་། བརྗོད་པར་བྱ་བ་དང་། དགོས་པ་རྣམས་བསྟན་ཏེ་།
 तत्र सन्तानान्तरसत्ताभिधेयम् ।	དེ་ལ་རྒྱུད་གཞན་ཡོད་པ་ཉིད་ནི་བརྗོད་པར་བྱ་བ་ཡིན་ནོ་༎
 सन्तानान्तरसत्तायाः सिद्धिः प्रयोजनम् ।	རྒྱུད་གཞན་ཡོད་པ་ཉིད་དུ་གྲུབ་པ་ནི་དགོས་པ་ཡིན་ནོ་༎
 तस्य प्रयोजनस्यापि प्रकरणेनानेन साध्यमानत्वात्तेन सहास्योपायोपेयलक्षणसम्बन्धः ।	དགོས་པ་དེ་ཡང་རབ་ཏུ་བྱེད་པ་འདིས་སྒྲུབ་པས་འདི་ནི་རབ་ཏུ་བྱེད་པ་དང་ལྷན་ཅིག་ཐབས་དང་ཐབས་ཀྱིས་བསྒྲུབ་པར་བྱེ་བའི་མཚན་ཉིད་ཀྱིས་འབྲེལ་པ་ཡིན་ནོ་༎
 कार्यकारणादिसम्बन्धानामस्मिन्नेवान्तर्भावान्न पृथग्वचनम् ।	རྒྱུ་དང་འབྲས་བུར་འབྲེལ་པ་ལ་སོགས་པ་འདི་ཁོ་ནའི་ཁོངས་སུ་འདུས་པས་ལོགས་ཤིག་ཏུ་མ་བརྗོད་དོ་༎ 
 बाह्यार्थवादिनः किल विज्ञानमात्रतायां सन्तानान्तरसत्ता नोपपद्यत इति चोदयन्ति ।	ཕྱིའི་དོན་དུ་སྨྲ་བ་རྣམས་རྣམ་པར་ཤེས་པ་ཙམ་ཉིད་ཀྱི་ལྟར་ན་རྒྱུད་གཞན་ཡོད་པ་ཉིད་དུ་མི་འཐད་དོ་ཞེས་རྒོལ་ལོ་བརྗོད་དོ་༎ ཞེས་གྲག་སྟེ་། 
 तथाहि, त एवमाहुः - येषां चित्तमात्रमेव सत्, असंश्च बाह्यार्थः,	འདི་ལྟར་དེ་དག་ནི་འདི་སྐད་ཅེས་ཟེར་རོ་༎ གང་གི་ལྟར་ན་སེམས་ཙམ་ཡོད་ཀྱི་ཕྱིའི་དོན་མེད་པ་དེའི་ལྟར་ན་སྲོག་ཆགས་གཞན་རྟོགས་པར་བྱ་བ་ལ་། 
